family,phantom_seed,noise_fraction,candidate_name,regularizer_kind,l2_weight,gradient_weight,base_model_seed,residual_seed,base_best_step,residual_selected_step,residual_admitted,normalized_development_improvement,reference_normalized_total_l2,reference_normalized_total_h1,reference_normalized_total_huber,selected_normalized_total_l2,selected_normalized_total_h1,selected_normalized_total_huber,normalized_total_l2_change,normalized_total_h1_change,normalized_total_huber_change,selected_normalized_residual_l2,selected_normalized_residual_h1,selected_centered_regularization,base_field_relative_l2,candidate_field_relative_l2,field_delta_candidate_minus_base,base_h1_relative_error,candidate_h1_relative_error,h1_delta_candidate_minus_base,base_test_automatic_relative_l2,candidate_test_automatic_relative_l2,test_automatic_delta_candidate_minus_base,base_dense_automatic_relative_l2,candidate_dense_automatic_relative_l2,dense_automatic_delta_candidate_minus_base,base_source_reexecution_max_abs_difference,base_training_seconds,residual_training_seconds
smooth_plume,2201,0.02,total_l2_0p003,l2,0.003,0.0,211,419,220,220,True,0.5192363687741837,1.0,1.0,0.4187125265598297,1.0158056020736694,1.0697826147079468,0.4501081109046936,0.015805602073669434,0.06978261470794678,0.03139558434486389,0.00021539884619414806,0.006877876352518797,4.74168082291726e-05,0.05971285909451849,0.06283931863401705,0.003126459539498562,0.05781908184623826,0.06016151063792112,0.0023424287916828587,0.08787857944823682,0.03991296031805406,-0.04796561913018276,0.09634939915011813,0.04179190643278847,-0.05455749271732966,0.0,0.926012875046581,5.367119000060484
smooth_plume,2201,0.02,total_l2_0p01,l2,0.01,0.0,211,419,220,240,True,0.5236079718681309,1.0,1.0,0.4187125265598297,1.0163706541061401,1.0689141750335693,0.4508756399154663,0.016370654106140137,0.06891417503356934,0.0321631133556366,0.00023817605688236654,0.0075019411742687225,0.0001637065433897078,0.05971285909451849,0.062415161646553384,0.0027023025520348937,0.05781908184623826,0.06043350187050445,0.0026144200242661855,0.08787857944823682,0.040136833555526386,-0.047741745892710435,0.09634939915011813,0.04209241209821018,-0.05425698705190795,0.0,0.926012875046581,5.350328541942872
smooth_plume,2201,0.02,total_h1_0p001,l2_h1,0.00025,0.001,211,419,220,240,True,0.5230385293120388,1.0,1.0,0.4187125265598297,1.0183666944503784,1.0701572895050049,0.45120537281036377,0.018366694450378418,0.07015728950500488,0.03249284625053406,0.0002565592003520578,0.00749841658398509,7.474896847270429e-05,0.05971285909451849,0.06248928759629834,0.0027764285017798512,0.05781908184623826,0.060397531864203186,0.002578450017964924,0.08787857944823682,0.04008718360204724,-0.047791395846189584,0.09634939915011813,0.042056347684682915,-0.05429305146543521,0.0,0.926012875046581,5.392037083976902
smooth_plume,2201,0.02,total_h1_0p003,l2_h1,0.00075,0.003,211,419,220,240,True,0.5224876550465771,1.0,1.0,0.4187125265598297,1.0168681144714355,1.05985426902771,0.44792041182518005,0.016868114471435547,0.05985426902770996,0.029207885265350342,0.000235863117268309,0.006931516341865063,0.00019221389084123075,0.05971285909451849,0.06291985313624708,0.0032069940417285905,0.05781908184623826,0.06038642783162687,0.0025673459853886096,0.08787857944823682,0.04122870348572424,-0.046649875962512584,0.09634939915011813,0.042078336295818385,-0.054271062854299744,0.0,0.926012875046581,5.419549999991432
smooth_plume,2201,0.02,total_h1_0p01,l2_h1,0.0025,0.01,211,419,220,240,True,0.5299945443432507,1.0,1.0,0.4187125265598297,1.015781044960022,1.0389900207519531,0.44298431277275085,0.015781044960021973,0.038990020751953125,0.024271786212921143,0.0002281235792906955,0.006764763966202736,0.0004293528036214411,0.05971285909451849,0.06226867290649428,0.0025558138119757892,0.05781908184623826,0.06068776007366385,0.0028686782274255918,0.08787857944823682,0.04255819871343672,-0.0453203807348001,0.09634939915011813,0.041996738178832836,-0.05435266097128529,0.0,0.926012875046581,5.422995166969486
smooth_plume,2201,0.02,total_huber_0p001,l2_huber,0.00025,0.001,211,419,220,240,True,0.5217152422513898,1.0,1.0,0.4187125265598297,1.0206079483032227,1.0731797218322754,0.45235657691955566,0.020607948303222656,0.07317972183227539,0.03364405035972595,0.00028755987295880914,0.007900195196270943,3.879603900713846e-05,0.05971285909451849,0.06243752530266909,0.0027246662081506015,0.05781908184623826,0.06040629043746889,0.0025872085912306275,0.08787857944823682,0.0398211956024295,-0.04805738384580732,0.09634939915011813,0.04207960220395252,-0.054269796946165606,0.0,0.926012875046581,5.4060463750502095
smooth_plume,2201,0.02,total_huber_0p003,l2_huber,0.00075,0.003,211,419,220,240,True,0.5230629048670874,1.0,1.0,0.4187125265598297,1.0194236040115356,1.066098928451538,0.45010969042778015,0.019423604011535645,0.06609892845153809,0.03139716386795044,0.0002674543939065188,0.007578044198453426,0.0001087591954274103,0.05971285909451849,0.06292429074616433,0.003211431651645842,0.05781908184623826,0.06045417319408385,0.0026350913478455917,0.08787857944823682,0.04028506074578474,-0.047593518702452084,0.09634939915011813,0.041964130859228774,-0.054385268290889355,0.0,0.926012875046581,5.382539834012277
smooth_plume,2201,0.02,total_huber_0p01,l2_huber,0.0025,0.01,211,419,220,240,True,0.5226145143551305,1.0,1.0,0.4187125265598297,1.0175790786743164,1.0611754655838013,0.4484691619873047,0.017579078674316406,0.06117546558380127,0.029756635427474976,0.00024899234995245934,0.007175974547863007,0.00034151403815485537,0.05971285909451849,0.06278649866309256,0.0030736395685740728,0.05781908184623826,0.06052493038205708,0.0027058485358188167,0.08787857944823682,0.04098647370497962,-0.0468921057432572,0.09634939915011813,0.04215834540229398,-0.054191053747824146,0.0,0.926012875046581,5.451951916911639
smooth_plume,2201,0.08,mgrs_control,none,0.0,0.0,101,307,220,240,True,0.4619273523280363,1.0,1.0,0.4219728112220764,0.9815583825111389,1.030266523361206,0.43918848037719727,-0.018441617488861084,0.030266523361206055,0.01721566915512085,0.0005631506210193038,0.018531782552599907,0.0,0.08981231494760153,0.07808161619428812,-0.01173069875331341,0.08754835408357241,0.08742981800530646,-0.0001185360782659517,0.14227638158771444,0.06273857459872523,-0.07953780698898921,0.15574344628626868,0.06052806730931366,-0.09521537897695502,0.0,0.9118824999313802,5.3894905829802155
smooth_plume,2201,0.08,total_l2_0p003,l2,0.003,0.0,101,307,220,240,True,0.45723170342738795,1.0,1.0,0.4219728112220764,0.9726060032844543,1.0182774066925049,0.4349309504032135,-0.027393996715545654,0.018277406692504883,0.012958139181137085,0.0006136195734143257,0.016647130250930786,-8.21819921839051e-05,0.08981231494760153,0.078556001817978,-0.011256313129623524,0.08754835408357241,0.08708901659229928,-0.0004593374912731235,0.14227638158771444,0.0630554118649663,-0.07922096972274814,0.15574344628626868,0.060942988547473896,-0.09480045773879478,0.0,0.9118824999313802,5.366144416038878
smooth_plume,2201,0.08,total_l2_0p01,l2,0.01,0.0,101,307,220,240,True,0.4617846470177229,1.0,1.0,0.4219728112220764,0.9662388563156128,1.011691689491272,0.4331624209880829,-0.03376114368438721,0.011691689491271973,0.01118960976600647,0.0007185876602306962,0.017753824591636658,-0.0003376114182174206,0.08981231494760153,0.07773995725833928,-0.01207235768926225,0.08754835408357241,0.08719873197775603,-0.0003496221058163773,0.14227638158771444,0.06406672181738558,-0.07820965977032886,0.15574344628626868,0.06019051515843336,-0.09555293112783533,0.0,0.9118824999313802,5.380752707947977
smooth_plume,2201,0.08,total_h1_0p001,l2_h1,0.00025,0.001,101,307,220,240,True,0.4619211726842263,1.0,1.0,0.4219728112220764,0.9789973497390747,1.0198389291763306,0.43578967452049255,-0.021002650260925293,0.019838929176330566,0.013816863298416138,0.0005738079780712724,0.01800704188644886,1.4588266822102014e-05,0.08981231494760153,0.07810931972318659,-0.011702995224414939,0.08754835408357241,0.08727084592310781,-0.0002775081604645957,0.14227638158771444,0.06255566812285934,-0.0797207134648551,0.15574344628626868,0.06043810680194297,-0.09530533948432571,0.0,0.9118824999313802,5.414768791059032
smooth_plume,2201,0.08,total_h1_0p003,l2_h1,0.00075,0.003,101,307,220,240,True,0.46025299819719545,1.0,1.0,0.4219728112220764,0.9725404977798462,0.9983097314834595,0.42895564436912537,-0.02745950222015381,-0.0016902685165405273,0.00698283314704895,0.0006426208419725299,0.017172183841466904,-2.5665432985988446e-05,0.08981231494760153,0.07835913196263443,-0.0114531829849671,0.08754835408357241,0.08687099325664184,-0.0006773608269305675,0.14227638158771444,0.0629515613161693,-0.07932482027154514,0.15574344628626868,0.05999892526392866,-0.09574452102234002,0.0,0.9118824999313802,5.413099500001408
smooth_plume,2201,0.08,total_h1_0p01,l2_h1,0.0025,0.01,101,307,220,240,True,0.4619902019826352,1.0,1.0,0.4219728112220764,0.9608073830604553,0.9419586062431335,0.4130633771419525,-0.03919261693954468,-0.058041393756866455,-0.008909434080123901,0.0008503655553795397,0.01690913364291191,-0.0006783954449929297,0.08981231494760153,0.07677846432396433,-0.013033850623637197,0.08754835408357241,0.08655973022654698,-0.0009886238570254308,0.14227638158771444,0.0682150855388899,-0.07406129604882454,0.15574344628626868,0.060319598986095985,-0.0954238473001727,0.0,0.9118824999313802,5.404366208938882
smooth_plume,2201,0.08,total_huber_0p001,l2_huber,0.00025,0.001,101,307,220,240,True,0.46271732320251235,1.0,1.0,0.4219728112220764,0.9794491529464722,1.027671217918396,0.4380676746368408,-0.020550847053527832,0.027671217918395996,0.016094863414764404,0.0005760336061939597,0.018455762416124344,1.0957151971524581e-05,0.08981231494760153,0.07804557328468484,-0.011766741662916691,0.08754835408357241,0.08731056432132794,-0.00023778976224446413,0.14227638158771444,0.06299173199362126,-0.07928464959409318,0.15574344628626868,0.060493048050456896,-0.09525039823581179,0.0,0.9118824999313802,5.452078250003979
smooth_plume,2201,0.08,total_huber_0p003,l2_huber,0.00075,0.003,101,307,220,240,True,0.46046896754567246,1.0,1.0,0.4219728112220764,0.9757463932037354,1.016032099723816,0.4340045750141144,-0.02425360679626465,0.016032099723815918,0.012031763792037964,0.0005964431911706924,0.017621250823140144,1.7905085769598372e-05,0.08981231494760153,0.07869590732805305,-0.011116407619548477,0.08754835408357241,0.08705140046451162,-0.0004969536190607832,0.14227638158771444,0.06201571510534826,-0.08026066648236618,0.15574344628626868,0.05996627003307696,-0.09577717625319172,0.0,0.9118824999313802,5.433002499979921
smooth_plume,2201,0.08,total_huber_0p01,l2_huber,0.0025,0.01,101,307,220,240,True,0.4593442003847099,1.0,1.0,0.4219728112220764,0.967645525932312,0.9932669997215271,0.4267469644546509,-0.03235447406768799,-0.0067330002784729,0.004774153232574463,0.0007014530128799379,0.01707351580262184,-3.3144649933092296e-05,0.08981231494760153,0.07836863083164308,-0.011443684115958447,0.08754835408357241,0.08665279771929772,-0.0008955563642746855,0.14227638158771444,0.06353479742474319,-0.07874158416297125,0.15574344628626868,0.05985934007883002,-0.09588410620743866,0.0,0.9118824999313802,5.396815040963702
smooth_plume,2201,0.08,mgrs_control,none,0.0,0.0,211,419,200,240,True,0.2923330247789373,1.0,1.0,0.42100054025650024,1.0019549131393433,1.058035135269165,0.447151780128479,0.0019549131393432617,0.05803513526916504,0.02615123987197876,0.00034923446946777403,0.010958596132695675,0.0,0.0658943999552897,0.06787951895128641,0.0019851189959967097,0.07115606041737649,0.07532328502372508,0.0041672246063485935,0.08979530868598586,0.07448186656117853,-0.015313442124807328,0.10055363505739263,0.057139392766750896,-0.04341424229064174,0.0,0.9170248339651152,5.363101458991878
smooth_plume,2201,0.08,total_l2_0p003,l2,0.003,0.0,211,419,200,200,True,0.29085912580583995,1.0,1.0,0.42100054025650024,0.9955456256866455,1.0489510297775269,0.4436364471912384,-0.004454374313354492,0.048951029777526855,0.02263590693473816,0.00023788551334291697,0.008916744031012058,-1.3363122889131773e-05,0.0658943999552897,0.06799579141744162,0.002101391462151922,0.07115606041737649,0.07412816001062594,0.0029720995932494554,0.08979530868598586,0.07333706658490918,-0.016458242101076673,0.10055363505739263,0.05595865623349939,-0.044594978823893246,0.0,0.9170248339651152,5.366496999980882
smooth_plume,2201,0.08,total_l2_0p01,l2,0.01,0.0,211,419,200,240,True,0.2958359313619514,1.0,1.0,0.42100054025650024,0.9952661991119385,1.057934284210205,0.4474339187145233,-0.0047338008880615234,0.05793428421020508,0.02643337845802307,0.0003965481009799987,0.01162593811750412,-4.7338009608210996e-05,0.0658943999552897,0.06762835320159795,0.001733953246308248,0.07115606041737649,0.07575401881689262,0.004597958399516128,0.08979530868598586,0.07659377383676451,-0.013201534849221347,0.10055363505739263,0.05789713330904695,-0.042656501748345683,0.0,0.9170248339651152,5.353465833002701
smooth_plume,2201,0.08,total_h1_0p001,l2_h1,0.00025,0.001,211,419,200,200,True,0.2919490508354561,1.0,1.0,0.42100054025650024,0.9972209930419922,1.0485063791275024,0.4437997043132782,-0.0027790069580078125,0.04850637912750244,0.022799164056777954,0.000239618108025752,0.008999081328511238,4.781163079314865e-05,0.0658943999552897,0.0678937008769365,0.001999300921646796,0.07115606041737649,0.07414286141390986,0.0029868009965333675,0.08979530868598586,0.07334127377790332,-0.016454034908082532,0.10055363505739263,0.05595904848643523,-0.044594586570957405,0.0,0.9170248339651152,5.40844145801384
smooth_plume,2201,0.08,total_h1_0p003,l2_h1,0.00075,0.003,211,419,200,240,True,0.295218310158732,1.0,1.0,0.42100054025650024,1.0012420415878296,1.0501731634140015,0.44584256410598755,0.0012420415878295898,0.050173163414001465,0.024842023849487305,0.0003886912891175598,0.011287927627563477,0.00015145102224778384,0.0658943999552897,0.06739733473919296,0.0015029347839032592,0.07115606041737649,0.07569735784177005,0.004541297424393562,0.08979530868598586,0.07692768881896261,-0.012867619867023242,0.10055363505739263,0.057952890971896265,-0.04260074408549637,0.0,0.9170248339651152,5.445947624975815
smooth_plume,2201,0.08,total_h1_0p01,l2_h1,0.0025,0.01,211,419,200,240,True,0.29109842977763445,1.0,1.0,0.42100054025650024,0.9942458868026733,1.0043611526489258,0.4332226812839508,-0.00575411319732666,0.004361152648925781,0.012222141027450562,0.00038672200753353536,0.01043825875967741,2.922624298662413e-05,0.0658943999552897,0.06707959584935166,0.0011851958940619634,0.07115606041737649,0.07588305272758541,0.004726992310208927,0.08979530868598586,0.08213831484654674,-0.007656993839439116,0.10055363505739263,0.058231603481116195,-0.04232203157627644,0.0,0.9170248339651152,5.414015042013489
smooth_plume,2201,0.08,total_huber_0p001,l2_huber,0.00025,0.001,211,419,200,240,True,0.29480111663298514,1.0,1.0,0.42100054025650024,1.0030468702316284,1.0641509294509888,0.44937530159950256,0.003046870231628418,0.06415092945098877,0.02837476134300232,0.000393753987737,0.011822561733424664,2.9136481316527352e-05,0.0658943999552897,0.06761575725308278,0.0017213572977930747,0.07115606041737649,0.07572020292961681,0.004564142512240327,0.08979530868598586,0.07488840836809793,-0.014906900317887925,0.10055363505739263,0.05776569824258222,-0.04278793681481041,0.0,0.9170248339651152,5.439527290989645
smooth_plume,2201,0.08,total_huber_0p003,l2_huber,0.00075,0.003,211,419,200,240,True,0.291195240024935,1.0,1.0,0.42100054025650024,1.001664161682129,1.0554723739624023,0.4467412531375885,0.0016641616821289062,0.055472373962402344,0.025740712881088257,0.0003834809467662126,0.011456013657152653,7.84702569944784e-05,0.0658943999552897,0.06777461967418828,0.001880219718898582,0.07115606041737649,0.07577386350639095,0.004617803089014466,0.08979530868598586,0.07569417826945422,-0.014101130416531632,0.10055363505739263,0.05795877962359803,-0.042594855433794605,0.0,0.9170248339651152,5.440009333076887
smooth_plume,2201,0.08,total_huber_0p01,l2_huber,0.0025,0.01,211,419,200,240,True,0.29464426276419586,1.0,1.0,0.42100054025650024,0.9993299841880798,1.0502654314041138,0.44536998867988586,-0.000670015811920166,0.05026543140411377,0.02436944842338562,0.0003830589121207595,0.011179155670106411,0.00024201943597290665,0.0658943999552897,0.06738424545786348,0.0014898455025737778,0.07115606041737649,0.07566313603777423,0.004507075620397746,0.08979530868598586,0.07689701284695717,-0.012898295839028684,0.10055363505739263,0.05791838249610668,-0.042635252561285954,0.0,0.9170248339651152,5.437856915988959
wrinkled_density_interface,2202,0.02,mgrs_control,none,0.0,0.0,101,307,120,160,True,0.2895203952371892,1.0,1.0,0.5383721590042114,0.9528132677078247,1.0183101892471313,0.5378967523574829,-0.04718673229217529,0.018310189247131348,-0.0004754066467285156,0.0008246999350376427,0.007850882597267628,0.0,0.13102364867704336,0.1288589272779104,-0.0021647213991329572,0.19437536406442285,0.19303396186240643,-0.001341402202016423,0.15002699345282935,0.13390501489137602,-0.016121978561453337,0.14297249873146733,0.12467502205501584,-0.0182974766764515,0.0,0.909341000020504,5.346230124938302
wrinkled_density_interface,2202,0.02,total_l2_0p003,l2,0.003,0.0,101,307,120,180,True,0.2888295522182095,1.0,1.0,0.5383721590042114,0.9509450793266296,1.0079309940338135,0.5361800789833069,-0.04905492067337036,0.007930994033813477,-0.002192080020904541,0.0008776834583841264,0.008981971070170403,-0.0001471647701691836,0.13102364867704336,0.12803496773077283,-0.0029886809462705277,0.19437536406442285,0.19322286232740446,-0.001152501737018391,0.15002699345282935,0.13573115020211837,-0.014295843250710982,0.14297249873146733,0.12361782398135676,-0.019354674750110573,0.0,0.909341000020504,5.41170687507838
wrinkled_density_interface,2202,0.02,total_l2_0p01,l2,0.01,0.0,101,307,120,180,True,0.29213415563641165,1.0,1.0,0.5383721590042114,0.9497527480125427,1.009886622428894,0.5365729331970215,-0.050247251987457275,0.009886622428894043,-0.0017992258071899414,0.0009421069407835603,0.009160439483821392,-0.000502472510561347,0.13102364867704336,0.12816469657238275,-0.0028589521046606114,0.19437536406442285,0.19327227560014315,-0.0011030884642797,0.15002699345282935,0.13465948527901195,-0.015367508173817407,0.14297249873146733,0.12350883807429121,-0.019463660657176127,0.0,0.909341000020504,5.466519207926467
wrinkled_density_interface,2202,0.02,total_h1_0p001,l2_h1,0.00025,0.001,101,307,120,180,True,0.28976516706787303,1.0,1.0,0.5383721590042114,0.9520079493522644,1.005476713180542,0.5357677340507507,-0.047992050647735596,0.005476713180541992,-0.0026044249534606934,0.0008369786664843559,0.008971619419753551,-6.52129983791383e-06,0.13102364867704336,0.12800958634081308,-0.0030140623362302776,0.19437536406442285,0.19336173257566514,-0.0010136314887577158,0.15002699345282935,0.13590479736196467,-0.01412219609086468,0.14297249873146733,0.12331323927454656,-0.019659259456920777,0.0,0.909341000020504,5.434322500019334
wrinkled_density_interface,2202,0.02,total_h1_0p003,l2_h1,0.00075,0.003,101,307,120,160,True,0.28460588617406235,1.0,1.0,0.5383721590042114,0.9527914524078369,1.0092058181762695,0.535855233669281,-0.047208547592163086,0.009205818176269531,-0.00251692533493042,0.0008229021914303303,0.007919082418084145,-7.788956281729043e-06,0.13102364867704336,0.128617769319731,-0.002405879357312346,0.19437536406442285,0.19300214618148614,-0.0013732178829367059,0.15002699345282935,0.1359783011365093,-0.014048692316320055,0.14297249873146733,0.12490194440734452,-0.018070554324122814,0.0,0.909341000020504,5.4331634159898385
wrinkled_density_interface,2202,0.02,total_h1_0p01,l2_h1,0.0025,0.01,101,307,120,180,True,0.28590423909280094,1.0,1.0,0.5383721590042114,0.950800895690918,0.9853827953338623,0.5314751267433167,-0.04919910430908203,-0.014617204666137695,-0.006897032260894775,0.000887785223312676,0.008689328096807003,-0.00026916980277746916,0.13102364867704336,0.1278935282810788,-0.003130120395964553,0.19437536406442285,0.1932035181982745,-0.0011718458661483522,0.15002699345282935,0.13582233665106078,-0.014204656801768578,0.14297249873146733,0.12396154095776385,-0.019010957773703485,0.0,0.909341000020504,5.40703937492799
wrinkled_density_interface,2202,0.02,total_huber_0p001,l2_huber,0.00025,0.001,101,307,120,160,True,0.2893319766326403,1.0,1.0,0.5383721590042114,0.952892005443573,1.017918348312378,0.5377708673477173,-0.047107994556427,0.01791834831237793,-0.0006012916564941406,0.0008257093140855432,0.007805965840816498,-1.2378291103232186e-05,0.13102364867704336,0.12888518722056733,-0.002138461456476032,0.19437536406442285,0.19304148184603925,-0.0013338822183835974,0.15002699345282935,0.13438533014550402,-0.015641663307325332,0.14297249873146733,0.12479698052295829,-0.018175518208509045,0.0,0.909341000020504,5.425209709093906
wrinkled_density_interface,2202,0.02,total_huber_0p003,l2_huber,0.00075,0.003,101,307,120,160,True,0.28988774119297667,1.0,1.0,0.5383721590042114,0.9523245096206665,1.0157500505447388,0.537416934967041,-0.047675490379333496,0.01575005054473877,-0.0009552240371704102,0.0008412972674705088,0.00797472894191742,-3.862228913931176e-05,0.13102364867704336,0.12874385902361044,-0.002279789653432923,0.19437536406442285,0.19307768948675516,-0.0012976745776676901,0.15002699345282935,0.13436124706184976,-0.01566574639097959,0.14297249873146733,0.12439686199344577,-0.018575636738021567,0.0,0.909341000020504,5.434173084096983
wrinkled_density_interface,2202,0.02,total_huber_0p01,l2_huber,0.0025,0.01,101,307,120,180,True,0.29096031063816974,1.0,1.0,0.5383721590042114,0.9512494802474976,1.0046449899673462,0.5351974368095398,-0.04875051975250244,0.004644989967346191,-0.003174722194671631,0.000875365745741874,0.008784825913608074,-0.0001536235213279724,0.13102364867704336,0.12820327556732417,-0.002820373109719193,0.19437536406442285,0.19334392328600353,-0.0010314407784193236,0.15002699345282935,0.13294966053822116,-0.017077332914608195,0.14297249873146733,0.12363493961450454,-0.01933755911696279,0.0,0.909341000020504,5.425713500007987
wrinkled_density_interface,2202,0.02,mgrs_control,none,0.0,0.0,211,419,80,0,False,0.0,1.0,1.0,0.5023151636123657,1.0,1.0,0.5023151636123657,0.0,0.0,0.0,0.0,0.0,0.0,0.1544272705771589,0.1544272705771589,0.0,0.19835485474284778,0.19835485474284778,0.0,0.18667820908875965,0.18667820908875965,0.0,0.16127203487387615,0.16127203487387615,0.0,0.0,0.9083966669859365,5.326858875108883
wrinkled_density_interface,2202,0.02,total_l2_0p003,l2,0.003,0.0,211,419,80,0,False,0.0,1.0,1.0,0.5023151636123657,1.0,1.0,0.5023151636123657,0.0,0.0,0.0,0.0,0.0,0.0,0.1544272705771589,0.1544272705771589,0.0,0.19835485474284778,0.19835485474284778,0.0,0.18667820908875965,0.18667820908875965,0.0,0.16127203487387615,0.16127203487387615,0.0,0.0,0.9083966669859365,5.3184585409471765
wrinkled_density_interface,2202,0.02,total_l2_0p01,l2,0.01,0.0,211,419,80,0,False,0.0,1.0,1.0,0.5023151636123657,1.0,1.0,0.5023151636123657,0.0,0.0,0.0,0.0,0.0,0.0,0.1544272705771589,0.1544272705771589,0.0,0.19835485474284778,0.19835485474284778,0.0,0.18667820908875965,0.18667820908875965,0.0,0.16127203487387615,0.16127203487387615,0.0,0.0,0.9083966669859365,5.350417542038485
