family,phantom_seed,noise_fraction,candidate_name,regularizer_kind,base_model_seed,residual_seed,step,train_mean_whitened_mse,train_objective,normalized_total_l2,normalized_total_h1,normalized_total_huber,normalized_residual_l2,normalized_residual_h1,centered_regularization,development_normalized_mean,development_worst_ratio,all_renderers_consent,development_automatic_whitened_mse,development_central_0_whitened_mse,development_central_1_whitened_mse,development_central_2_whitened_mse
smooth_plume,2201,0.02,mgrs_control,none,101,307,220.0,2.7610111236572266,2.7610111236572266,0.9766381978988647,1.0347760915756226,0.43606308102607727,0.0002901986299548298,0.005203744862228632,0.0,0.43042865336097363,1.1011575138379042,0.0,7.879384517669678,2.5067107677459717,5.254230499267578,7.0766730308532715
smooth_plume,2201,0.02,mgrs_control,none,101,307,240.0,2.6773107051849365,2.6773107051849365,0.9771471619606018,1.0339722633361816,0.4363650679588318,0.0002848393633030355,0.005612605717033148,0.0,0.4253976238084043,1.0850362115824697,0.0,7.8842854499816895,2.4700117111206055,5.170137405395508,7.06968355178833
smooth_plume,2201,0.02,total_l2_0p003,l2,101,307,20.0,8.040935516357422,8.036680221557617,0.9444916844367981,0.9560813903808594,0.4036516547203064,0.0009577173623256385,0.008466191589832306,-0.00016652494377922267,0.5950530855411633,1.4765171946104179,0.0,9.96664810180664,3.361191749572754,8.725937843322754,9.745983123779297
smooth_plume,2201,0.02,total_l2_0p003,l2,101,307,40.0,6.352910041809082,6.349354267120361,0.9613493084907532,0.9817076325416565,0.41228243708610535,0.0004824895004276186,0.005571228917688131,-0.00011595207615755498,0.5825259982741833,1.3980278695649897,0.0,9.795491218566895,3.182516098022461,9.317354202270508,9.919706344604492
smooth_plume,2201,0.02,total_l2_0p003,l2,101,307,60.0,5.369761943817139,5.366837024688721,0.9666546583175659,1.0013478994369507,0.41915398836135864,0.0003819050034508109,0.00486719748005271,-0.00010003602801589295,0.5527397417384323,1.3410088971046443,0.0,9.291983604431152,3.0527162551879883,8.688360214233398,9.145227432250977
smooth_plume,2201,0.02,total_l2_0p003,l2,101,307,80.0,4.455950736999512,4.453758716583252,0.9732652306556702,1.0288920402526855,0.42887023091316223,0.0002838413347490132,0.005215468816459179,-8.020430686883628e-05,0.5187152612549228,1.29534690329439,0.0,8.705158233642578,2.9487698078155518,7.578150272369385,8.227054595947266
smooth_plume,2201,0.02,total_l2_0p003,l2,101,307,100.0,3.815863609313965,3.814101457595825,0.9786495566368103,1.046406626701355,0.43579596281051636,0.00023152150970418006,0.004860302433371544,-6.40513317193836e-05,0.49503045337524865,1.2614491964327794,0.0,8.318229675292969,2.8716039657592773,6.775671005249023,7.697878837585449
smooth_plume,2201,0.02,total_l2_0p003,l2,101,307,120.0,3.4934611320495605,3.4914722442626953,0.9759631752967834,1.041142225265503,0.43491601943969727,0.000277571176411584,0.004769105464220047,-7.211047341115773e-05,0.4765688880196385,1.2221454642570997,0.0,8.133112907409668,2.7821316719055176,6.236519813537598,7.511209964752197
smooth_plume,2201,0.02,total_l2_0p003,l2,101,307,140.0,3.2579362392425537,3.2558398246765137,0.9750456809997559,1.0380337238311768,0.43467703461647034,0.00029501845710910857,0.004643049091100693,-7.48629609006457e-05,0.4635695114560488,1.1914346908531062,0.0,8.03889274597168,2.7122206687927246,5.929216384887695,7.336564540863037
smooth_plume,2201,0.02,total_l2_0p003,l2,101,307,160.0,3.1459383964538574,3.1437859535217285,0.9744296073913574,1.0351547002792358,0.43439868092536926,0.0003090134996455163,0.0045064762234687805,-7.671117782592773e-05,0.45403838977149286,1.1621686103445206,0.0,8.118231773376465,2.6455984115600586,5.724464416503906,7.2948527336120605
smooth_plume,2201,0.02,total_l2_0p003,l2,101,307,180.0,3.0065693855285645,3.004444122314453,0.9748707413673401,1.0347777605056763,0.4349807798862457,0.0003063184558413923,0.004644534084945917,-7.538777572335675e-05,0.4439721116225412,1.1336953618801744,0.0,8.080375671386719,2.5807809829711914,5.544001579284668,7.203453063964844
smooth_plume,2201,0.02,total_l2_0p003,l2,101,307,200.0,2.870800018310547,2.8686680793762207,0.9747262597084045,1.034289002418518,0.4354225695133209,0.00031283526914194226,0.0048918165266513824,-7.582121907034889e-05,0.4351491550084687,1.1118100554563497,0.0,7.951261043548584,2.5309605598449707,5.3891754150390625,7.086416721343994
smooth_plume,2201,0.02,total_l2_0p003,l2,101,307,220.0,2.7654409408569336,2.7633562088012695,0.9752067923545837,1.0338155031204224,0.435850590467453,0.00030791526660323143,0.005266410298645496,-7.437962631229311e-05,0.42795695846283555,1.0918026193830155,0.0,7.866473197937012,2.485414981842041,5.285691261291504,7.014225482940674
smooth_plume,2201,0.02,total_l2_0p003,l2,101,307,240.0,2.6713712215423584,2.6693198680877686,0.9756436944007874,1.033243179321289,0.43625661730766296,0.00030319721554405987,0.005727182142436504,-7.306892075575888e-05,0.4215846116611873,1.0747207021328962,0.0,7.773318767547607,2.4465291500091553,5.191072463989258,6.946941375732422
smooth_plume,2201,0.02,total_l2_0p01,l2,101,307,20.0,8.042734146118164,8.028458595275879,0.9441099762916565,0.9558237791061401,0.40355536341667175,0.0009704659460112453,0.008489583618938923,-0.0005589002394117415,0.5949073350819507,1.47612413005797,0.0,9.966680526733398,3.3602969646453857,8.722930908203125,9.744136810302734
smooth_plume,2201,0.02,total_l2_0p01,l2,101,307,40.0,6.411179542541504,6.399180889129639,0.9605827927589417,0.9841868281364441,0.4130040407180786,0.0004928678390569985,0.006065210327506065,-0.00039417206426151097,0.582302843896362,1.4006390833730447,0.0,9.618315696716309,3.188460350036621,9.334518432617188,9.912256240844727
smooth_plume,2201,0.02,total_l2_0p01,l2,101,307,60.0,5.433752059936523,5.424006938934326,0.9663252234458923,1.0022014379501343,0.4194420576095581,0.00038134073838591576,0.005395778454840183,-0.000336747762048617,0.5557434311769347,1.3507020805295322,0.0,9.209169387817383,3.074782133102417,8.790817260742188,9.12525749206543
smooth_plume,2201,0.02,total_l2_0p01,l2,101,307,80.0,4.603482246398926,4.59580659866333,0.973357617855072,1.026076078414917,0.4279121458530426,0.00027539354050531983,0.005192337092012167,-0.0002664238272700459,0.5284049890001431,1.3104829781997371,0.0,8.810190200805664,2.9832260608673096,7.961627960205078,8.34774112701416
smooth_plume,2201,0.02,total_l2_0p01,l2,101,307,100.0,3.952463150024414,3.9456450939178467,0.9757285118103027,1.0423232316970825,0.4338753819465637,0.00026415675529278815,0.005091368220746517,-0.0002427148720016703,0.5030458142647589,1.2744112148553892,0.0,8.43582534790039,2.901111125946045,7.063713550567627,7.805391788482666
smooth_plume,2201,0.02,total_l2_0p01,l2,101,307,120.0,3.4715282917022705,3.4645004272460938,0.9751799702644348,1.0423251390457153,0.43495628237724304,0.00028797407867386937,0.004862812347710133,-0.00024820028920657933,0.48035170831490426,1.231858651766591,0.0,8.116975784301758,2.8042430877685547,6.390257835388184,7.460367679595947
smooth_plume,2201,0.02,total_l2_0p01,l2,101,307,140.0,3.2086074352264404,3.20076584815979,0.9720146656036377,1.0366696119308472,0.4341040849685669,0.00034318846883252263,0.0046917712315917015,-0.00027985332417301834,0.4644877209095549,1.2052873623410016,0.0,7.960395812988281,2.743755340576172,5.832279682159424,7.195755958557129
smooth_plume,2201,0.02,total_l2_0p01,l2,101,307,160.0,3.0686428546905518,3.0605626106262207,0.9711368083953857,1.0333939790725708,0.43384844064712524,0.0003553263086359948,0.004580819979310036,-0.0002886319125536829,0.4538955350453815,1.173851624153623,0.0,7.992712020874023,2.672194004058838,5.603017807006836,7.159854888916016
smooth_plume,2201,0.02,total_l2_0p01,l2,101,307,180.0,2.944368600845337,2.9361588954925537,0.9710807204246521,1.0328315496444702,0.4343210458755493,0.00035678152926266193,0.004656560253351927,-0.0002891928015742451,0.4445801093805058,1.1472085923303712,0.0,7.9187116622924805,2.6115429401397705,5.444956302642822,7.1038408279418945
smooth_plume,2201,0.02,total_l2_0p01,l2,101,307,200.0,2.863435745239258,2.8552660942077637,0.9709072709083557,1.0321301221847534,0.4347202777862549,0.0003609150880947709,0.00491465674713254,-0.0002909272734541446,0.43695741950575445,1.1266899523986573,0.0,7.844744682312012,2.564833641052246,5.300346374511719,7.048480033874512
smooth_plume,2201,0.02,total_l2_0p01,l2,101,307,220.0,2.7843334674835205,2.7762351036071777,0.9710891246795654,1.0309261083602905,0.434982031583786,0.0003582100325729698,0.00530338054522872,-0.00028910874971188605,0.4299091306217234,1.1061098339451512,0.0,7.7891926765441895,2.517984390258789,5.191586971282959,7.002626419067383
smooth_plume,2201,0.02,total_l2_0p01,l2,101,307,240.0,2.7021396160125732,2.694122791290283,0.9712660908699036,1.0296012163162231,0.4352002441883087,0.0003566279192455113,0.005787881091237068,-0.00028733909130096436,0.4233869927111725,1.0882559266028142,0.0,7.705531120300293,2.4773411750793457,5.095282554626465,6.936506748199463
smooth_plume,2201,0.02,total_h1_0p001,l2_h1,101,307,20.0,8.040505409240723,8.039003372192383,0.9446373581886292,0.9559329152107239,0.403615802526474,0.0009531053365208209,0.008467570878565311,-5.7907749578589574e-05,0.5950586035087377,1.4764459758798918,0.0,9.968372344970703,3.361029624938965,8.72647762298584,9.747016906738281
smooth_plume,2201,0.02,total_h1_0p001,l2_h1,101,307,40.0,6.378236293792725,6.3774847984313965,0.9609156250953674,0.9826619625091553,0.41254571080207825,0.0004939647624269128,0.005612189415842295,-2.7109132133773528e-05,0.5825224838502376,1.4023604819832323,0.0,9.838639259338379,3.1923789978027344,9.243696212768555,9.849723815917969
smooth_plume,2201,0.02,total_h1_0p001,l2_h1,101,307,60.0,5.388764381408691,5.388552188873291,0.9668183922767639,1.0003498792648315,0.4188476502895355,0.00038043007953092456,0.004799192305654287,-7.945523066155147e-06,0.5536696768621958,1.3426014735993212,0.0,9.329036712646484,3.0563416481018066,8.717641830444336,9.141641616821289
smooth_plume,2201,0.02,total_h1_0p001,l2_h1,101,307,80.0,4.5346293449401855,4.535168170928955,0.9750275611877441,1.0255448818206787,0.42781543731689453,0.00025727387401275337,0.004663912579417229,1.9301773136248812e-05,0.5256220660313874,1.2928782316808145,0.0,8.806535720825195,2.943150043487549,7.988076686859131,8.54308032989502
smooth_plume,2201,0.02,total_h1_0p001,l2_h1,101,307,100.0,3.9300758838653564,3.9311435222625732,0.9787486791610718,1.0430737733840942,0.43427684903144836,0.00022800991428084671,0.0048155756667256355,3.776094308705069e-05,0.5007988547859359,1.2583205994941375,0.0,8.385818481445312,2.8644819259643555,7.12246036529541,8.007890701293945
smooth_plume,2201,0.02,total_h1_0p001,l2_h1,101,307,120.0,3.476384162902832,3.477447748184204,0.9773896932601929,1.0419219732284546,0.43485158681869507,0.0002653663686942309,0.004663377534598112,3.626939724199474e-05,0.48144858882930247,1.226091715062238,0.0,8.265357971191406,2.7911150455474854,6.40603494644165,7.679909706115723
smooth_plume,2201,0.02,total_h1_0p001,l2_h1,101,307,140.0,3.215327501296997,3.2162327766418457,0.976407527923584,1.0373191833496094,0.4343796372413635,0.00028419593581929803,0.00455344095826149,3.142106652376242e-05,0.4658522952863938,1.1885226826420054,0.0,8.230384826660156,2.7055916786193848,6.005003929138184,7.485978126525879
smooth_plume,2201,0.02,total_h1_0p001,l2_h1,101,307,160.0,3.045515775680542,3.046311378479004,0.9750456809997559,1.034064769744873,0.43410947918891907,0.0003096718864981085,0.004441775381565094,2.782619048957713e-05,0.4540005810380923,1.1666654447766822,0.0,8.070438385009766,2.6558351516723633,5.669524669647217,7.259010314941406
smooth_plume,2201,0.02,total_h1_0p001,l2_h1,101,307,180.0,2.9230241775512695,2.923799753189087,0.9756885766983032,1.0334131717681885,0.4346240162849426,0.000303438602713868,0.004562211222946644,2.733531619014684e-05,0.4441220019651606,1.1365240022831886,0.0,8.042909622192383,2.5872201919555664,5.527688026428223,7.181432723999023
smooth_plume,2201,0.02,total_h1_0p001,l2_h1,101,307,200.0,2.8498148918151855,2.8505759239196777,0.9762406945228577,1.0328644514083862,0.4351118505001068,0.0002984051825478673,0.0048653255216777325,2.692462658160366e-05,0.4354534242584748,1.1131831106875225,0.0,7.940460681915283,2.534086227416992,5.392032623291016,7.08497428894043
smooth_plume,2201,0.02,total_h1_0p001,l2_h1,101,307,220.0,2.784968614578247,2.7857024669647217,0.9767789244651794,1.0318604707717896,0.4354664385318756,0.000293904886348173,0.005310653243213892,2.6055204216390848e-05,0.4278659280046627,1.093094925141783,0.0,7.846705436706543,2.488356828689575,5.268398761749268,6.999859809875488
smooth_plume,2201,0.02,total_h1_0p001,l2_h1,101,307,240.0,2.6724038124084473,2.673104763031006,0.9778342247009277,1.0304909944534302,0.4357338845729828,0.00028525112429633737,0.005862111691385508,2.4949551516328938e-05,0.4222824304245551,1.072283031613785,0.0,7.926994323730469,2.4409799575805664,5.199586868286133,6.993673324584961
smooth_plume,2201,0.02,total_h1_0p003,l2_h1,101,307,20.0,8.041434288024902,8.036886215209961,0.9445280432701111,0.9554110169410706,0.40345755219459534,0.0009569663088768721,0.008489496074616909,-0.00017537092207930982,0.5949503597387719,1.476057310131388,0.0,9.969514846801758,3.360144853591919,8.725276947021484,9.746477127075195
smooth_plume,2201,0.02,total_h1_0p003,l2_h1,101,307,40.0,6.464037895202637,6.46151876449585,0.9586508274078369,0.9839670062065125,0.4128556251525879,0.0005405201809480786,0.006296995561569929,-7.911086140666157e-05,0.5858064535308334,1.4157730636098471,0.0,9.856844902038574,3.222911834716797,9.232332229614258,9.8435697555542
smooth_plume,2201,0.02,total_h1_0p003,l2_h1,101,307,60.0,5.540468215942383,5.5397114753723145,0.9639065861701965,0.9956952929496765,0.4172634184360504,0.00044107018038630486,0.005138046573847532,-3.998418105766177e-05,0.5511931281999369,1.3379450254240395,0.0,9.756309509277344,3.045741558074951,8.31666088104248,9.272915840148926
smooth_plume,2201,0.02,total_h1_0p003,l2_h1,101,307,80.0,4.804851531982422,4.805538654327393,0.9697568416595459,1.0159919261932373,0.4244152903556824,0.00033603888005018234,0.005219738930463791,2.5293411454185843e-05,0.5356831487185726,1.3292639858400406,0.0,9.019500732421875,3.02597975730896,8.036198616027832,8.42129135131836
smooth_plume,2201,0.02,total_h1_0p003,l2_h1,101,307,100.0,4.174042701721191,4.176518440246582,0.9765118360519409,1.0367375612258911,0.43198373913764954,0.0002469438186381012,0.005091292783617973,9.259655780624598e-05,0.5123333478267834,1.2867461942490874,0.0,8.63844108581543,2.9291908740997314,7.404474258422852,7.960103988647461
smooth_plume,2201,0.02,total_h1_0p003,l2_h1,101,307,120.0,3.648656129837036,3.6516571044921875,0.9781942963600159,1.041442632675171,0.4346071481704712,0.00024680019123479724,0.005032000131905079,0.00010797361755976453,0.48797344953717076,1.2406020077398003,0.0,8.30675983428955,2.8241467475891113,6.664065361022949,7.6279683113098145
smooth_plume,2201,0.02,total_h1_0p003,l2_h1,101,307,140.0,3.342475175857544,3.3450546264648438,0.9757142066955566,1.0362821817398071,0.43392395973205566,0.0002913896460086107,0.004825472831726074,9.063219476956874e-05,0.4705320499357684,1.210202083147868,0.0,8.14244270324707,2.754943370819092,6.069089889526367,7.342267036437988
smooth_plume,2201,0.02,total_h1_0p003,l2_h1,101,307,160.0,3.1358156204223633,3.137889862060547,0.974152684211731,1.0307645797729492,0.4330218732357025,0.0003172465367242694,0.004573483485728502,7.290825305972248e-05,0.4576044459678459,1.1796174087902767,0.0,8.046883583068848,2.685319423675537,5.735862731933594,7.219079971313477
smooth_plume,2201,0.02,total_h1_0p003,l2_h1,101,307,180.0,2.995540142059326,2.997370719909668,0.9737606048583984,1.028191089630127,0.4329395294189453,0.000325201777741313,0.004513903986662626,6.489372754003853e-05,0.44761452309024496,1.15328658731364,0.0,7.964570999145508,2.6253790855407715,5.526957035064697,7.146767616271973
smooth_plume,2201,0.02,total_h1_0p003,l2_h1,101,307,200.0,2.8780744075775146,2.8798093795776367,0.9742406606674194,1.0269427299499512,0.43323180079460144,0.00031941416091285646,0.004652822855859995,6.150869012344629e-05,0.4388073159219309,1.1271102476421888,0.0,7.899502754211426,2.5657904148101807,5.394229888916016,7.097236633300781
smooth_plume,2201,0.02,total_h1_0p003,l2_h1,101,307,220.0,2.798815965652466,2.800419807434082,0.9746014475822449,1.0252963304519653,0.433398574590683,0.0003148996038362384,0.004975137300789356,5.6840079196263105e-05,0.43156185418458803,1.1060795659846776,0.0,7.8534979820251465,2.5179154872894287,5.269619464874268,7.058018684387207
smooth_plume,2201,0.02,total_h1_0p003,l2_h1,101,307,240.0,2.753038167953491,2.7544970512390137,0.9750249981880188,1.0234596729278564,0.433525025844574,0.0003089815436396748,0.005416966509073973,5.164777030586265e-05,0.4257980809277272,1.0882603254067584,0.0,7.853357315063477,2.477351188659668,5.164533615112305,7.046028137207031
smooth_plume,2201,0.02,total_h1_0p01,l2_h1,101,307,20.0,8.044788360595703,8.029156684875488,0.9441480040550232,0.9535925984382629,0.40290600061416626,0.0009704612311907113,0.008567494340240955,-0.0006037040147930384,0.594570931307025,1.4746879205701688,0.0,9.973467826843262,3.357027530670166,8.72120475769043,9.744651794433594
smooth_plume,2201,0.02,total_h1_0p01,l2_h1,101,307,40.0,6.410369873046875,6.399650573730469,0.9568923711776733,0.9775097370147705,0.4108104109764099,0.000588779803365469,0.006120493169873953,-0.0003326716832816601,0.5802357247065536,1.4059927419734919,0.0,9.65729808807373,3.2006475925445557,9.150320053100586,9.694803237915039
smooth_plume,2201,0.02,total_h1_0p01,l2_h1,101,307,60.0,5.428747177124023,5.424152374267578,0.9646067023277283,0.9941887855529785,0.4169568121433258,0.0004212305648252368,0.005197030026465654,-0.00014659538283012807,0.5541517221207628,1.3516772534706039,0.0,9.173513412475586,3.0770020484924316,8.71007251739502,9.024450302124023
smooth_plume,2201,0.02,total_h1_0p01,l2_h1,101,307,80.0,4.621335983276367,4.623448848724365,0.9726137518882751,1.0162463188171387,0.42502832412719727,0.00029247283237054944,0.005085812881588936,9.399756527272984e-05,0.5275052862760031,1.3093293394986412,0.0,8.845453262329102,2.980599880218506,7.907066345214844,8.32152271270752
smooth_plume,2201,0.02,total_h1_0p01,l2_h1,101,307,100.0,3.952716588973999,3.9599132537841797,0.9754226803779602,1.0318102836608887,0.43089646100997925,0.0002752337895799428,0.004855011124163866,0.0002566595212556422,0.5020619593617451,1.2711161965008562,0.0,8.437451362609863,2.8936102390289307,7.049471378326416,7.804908752441406
smooth_plume,2201,0.02,total_h1_0p01,l2_h1,101,307,120.0,3.48943829536438,3.496490478515625,0.9753799438476562,1.0306339263916016,0.4317891299724579,0.0002937230165116489,0.004663506057113409,0.00024478911655023694,0.48045347481743167,1.2264341933693268,0.0,8.246665000915527,2.7918946743011475,6.417069435119629,7.518246173858643
smooth_plume,2201,0.02,total_h1_0p01,l2_h1,101,307,140.0,3.225273370742798,3.229841470718384,0.9720019698143005,1.0228580236434937,0.43031617999076843,0.00035461856168694794,0.00446353480219841,0.0001585851568961516,0.46463695296284774,1.202620220882798,0.0,8.037639617919922,2.7376837730407715,5.842120170593262,7.233050346374512
smooth_plume,2201,0.02,total_h1_0p01,l2_h1,101,307,160.0,3.061183452606201,3.064082145690918,0.9709399342536926,1.0173910856246948,0.4294176995754242,0.00037263002013787627,0.00429893285036087,0.00010126069537363946,0.4537171292410604,1.1733679651866087,0.0,7.974613666534424,2.671092987060547,5.603928089141846,7.165233612060547
smooth_plume,2201,0.02,total_h1_0p01,l2_h1,101,307,180.0,2.937160015106201,2.9391705989837646,0.9710181951522827,1.0142185688018799,0.42918819189071655,0.0003720973909366876,0.0043201083317399025,6.973117706365883e-05,0.44428578821819753,1.1446188488749012,0.0,7.928098201751709,2.605647563934326,5.458835601806641,7.1239213943481445
smooth_plume,2201,0.02,total_h1_0p01,l2_h1,101,307,200.0,2.8435661792755127,2.8446428775787354,0.9711227416992188,1.0108627080917358,0.428888738155365,0.00037160675856284797,0.004525530617684126,3.643393574748188e-05,0.4361759400962357,1.1206715507354905,0.0,7.8731279373168945,2.551133155822754,5.330133438110352,7.079480171203613
smooth_plume,2201,0.02,total_h1_0p01,l2_h1,101,307,220.0,2.784006357192993,2.7840278148651123,0.971227765083313,1.00704824924469,0.4284505248069763,0.00036992100649513304,0.004889386240392923,-1.4480901882052422e-06,0.4294750791572869,1.1004819832321784,0.0,7.84933614730835,2.5051729679107666,5.214555740356445,7.054989337921143
smooth_plume,2201,0.02,total_h1_0p01,l2_h1,101,307,240.0,2.746443510055542,2.7453112602233887,0.9717064499855042,1.0027852058410645,0.4279322028160095,0.00036172071122564375,0.005346828140318394,-4.288181662559509e-05,0.4237807667660145,1.0800754080676158,0.0,7.894413948059082,2.458718776702881,5.1328349113464355,7.069694995880127
smooth_plume,2201,0.02,total_huber_0p001,l2_huber,101,307,20.0,8.040231704711914,8.039454460144043,0.9446626901626587,0.9561086297035217,0.4036681652069092,0.0009521868778392673,0.008460579439997673,-3.020206349901855e-05,0.5950935815744249,1.4765743790616932,0.0,9.967991828918457,3.3613219261169434,8.72683048248291,9.74715805053711
smooth_plume,2201,0.02,total_huber_0p001,l2_huber,101,307,40.0,6.4108405113220215,6.4103546142578125,0.9607986211776733,0.9847807884216309,0.4131923019886017,0.0004971047746948898,0.005700011271983385,-1.6643942217342556e-05,0.5835394454378008,1.4114915611040997,0.0,9.869281768798828,3.213165283203125,9.179525375366211,9.747817039489746
smooth_plume,2201,0.02,total_huber_0p001,l2_huber,101,307,60.0,5.40518045425415,5.404924392700195,0.9668880701065063,1.0011134147644043,0.41907837986946106,0.00037862148019485176,0.0048158434219658375,-9.235501238435972e-06,0.5539399082045302,1.34640518220998,0.0,9.317054748535156,3.065000534057617,8.693375587463379,9.093475341796875
smooth_plume,2201,0.02,total_huber_0p001,l2_huber,101,307,80.0,4.595061302185059,4.595088005065918,0.9745669960975647,1.0249903202056885,0.42755821347236633,0.00026259428705088794,0.004778128582984209,1.1640640877885744e-06,0.5259706718146374,1.298365844334707,0.0,8.762989044189453,2.9556422233581543,7.966250419616699,8.467262268066406
smooth_plume,2201,0.02,total_huber_0p001,l2_huber,101,307,100.0,3.9543495178222656,3.9545953273773193,0.9786494970321655,1.042995810508728,0.43415093421936035,0.0002286360686412081,0.004804743453860283,8.77740967553109e-06,0.5023068837986573,1.2609310801682019,0.0,8.423176765441895,2.870424509048462,7.156963348388672,8.042604446411133
smooth_plume,2201,0.02,total_huber_0p001,l2_huber,101,307,120.0,3.4867782592773438,3.4870667457580566,0.9777991771697998,1.043560266494751,0.43536871671676636,0.0002595479891169816,0.004761309362947941,9.782612323760986e-06,0.48067053776862484,1.2277608516922303,0.0,8.174769401550293,2.794914722442627,6.389636516571045,7.609508514404297
smooth_plume,2201,0.02,total_huber_0p001,l2_huber,101,307,140.0,3.2130582332611084,3.2133073806762695,0.9766472578048706,1.0380651950836182,0.4346224069595337,0.00028066663071513176,0.004564674571156502,8.74832312547369e-06,0.4650939190456793,1.186182728410513,0.0,8.219843864440918,2.7002649307250977,6.0038909912109375,7.471389293670654
smooth_plume,2201,0.02,total_huber_0p001,l2_huber,101,307,160.0,3.05045485496521,3.050684690475464,0.9752644300460815,1.035048484802246,0.43435677886009216,0.0003064746269956231,0.004445299506187439,8.13698807178298e-06,0.45395720122372984,1.1662414838631971,0.0,8.071317672729492,2.65487003326416,5.673579216003418,7.260507583618164
smooth_plume,2201,0.02,total_huber_0p001,l2_huber,101,307,180.0,2.928879976272583,2.929128646850586,0.976028561592102,1.034644365310669,0.4349183142185211,0.0002983040176331997,0.004558098502457142,8.889556738722604e-06,0.44455884145556834,1.1368430203025748,0.0,8.060123443603516,2.5879464149475098,5.54107666015625,7.196286201477051
smooth_plume,2201,0.02,total_huber_0p001,l2_huber,101,307,200.0,2.8502328395843506,2.8504979610443115,0.9764934182167053,1.0343064069747925,0.4354511499404907,0.0002953155490104109,0.004857776686549187,9.538605809211731e-06,0.4360367866046479,1.1151030838757652,0.0,7.945050239562988,2.538456916809082,5.395298957824707,7.0906524658203125
smooth_plume,2201,0.02,total_huber_0p001,l2_huber,101,307,220.0,2.778099536895752,2.7783799171447754,0.977075457572937,1.0335023403167725,0.43584662675857544,0.00029069732408970594,0.0052895210683345795,1.0079593266709708e-05,0.4286805414592046,1.0952613360843313,0.0,7.864034175872803,2.493288516998291,5.276923179626465,7.010607719421387
