method,model_seed,epoch,learning_rate,train_total_loss,validation_field_rel_l2
shuffled_geometry,20261301,9,0.00075,0.002177328887046315,0.24556339532136917
shuffled_geometry,20261301,10,0.000691341716182545,0.002175266304402612,0.24564406238496303
shuffled_geometry,20261301,11,0.0006294095225512604,0.002177800971549004,0.24566849060356616
shuffled_geometry,20261301,12,0.000565263096110026,0.00217621726624202,0.2455994863063097
shuffled_geometry,20261301,13,0.0005,0.0021752354135969655,0.24571644328534603
shuffled_geometry,20261301,14,0.00043473690388997423,0.0021752662636572496,0.24564260430634022
shuffled_geometry,20261301,15,0.0003705904774487397,0.002174401958473027,0.24564188309013843
shuffled_geometry,20261301,16,0.0003086582838174552,0.0021750262007117272,0.24582913964986802
shuffled_geometry,20261301,17,0.0002500000000000001,0.0021758851769845934,0.24580265991389752
shuffled_geometry,20261301,18,0.00019561928549563967,0.002173813452827744,0.2456662181764841
shuffled_geometry,20261301,19,0.00014644660940672628,0.0021738865791121496,0.24565214142203332
shuffled_geometry,20261301,20,0.00010332332985438248,0.0021745755046140404,0.24570006988942622
shuffled_geometry,20261301,21,6.698729810778065e-05,0.0021735835034633055,0.24568477906286718
shuffled_geometry,20261301,22,3.806023374435663e-05,0.0021743997029261665,0.24566385261714457
shuffled_geometry,20261301,23,1.70370868554659e-05,0.002174839668441564,0.24565970599651338
shuffled_geometry,20261301,24,4.277569313094809e-06,0.002171952961361967,0.245660387724638
correct_geometry,20261301,1,0.001,0.0022648654092336075,0.25107839331030846
correct_geometry,20261301,2,0.0009957224306869053,0.0022323922195937483,0.24969567880034446
correct_geometry,20261301,3,0.0009829629131445341,0.0022124583600088956,0.24827266111969948
correct_geometry,20261301,4,0.0009619397662556433,0.0021985741215758024,0.24687623791396618
correct_geometry,20261301,5,0.0009330127018922194,0.002184100076556206,0.246280824765563
correct_geometry,20261301,6,0.0008966766701456175,0.0021801294758915903,0.24583536200225353
correct_geometry,20261301,7,0.0008535533905932737,0.002178831517812796,0.2457306306809187
correct_geometry,20261301,8,0.0008043807145043603,0.0021775701927253975,0.24574102275073528
correct_geometry,20261301,9,0.00075,0.0021773557353299113,0.24556792303919792
correct_geometry,20261301,10,0.000691341716182545,0.002175296677160077,0.24564836844801902
correct_geometry,20261301,11,0.0006294095225512604,0.002177839237265289,0.24567321613430976
correct_geometry,20261301,12,0.000565263096110026,0.0021762614109320567,0.24560316167771817
correct_geometry,20261301,13,0.0005,0.002175285731209442,0.24571968913078307
correct_geometry,20261301,14,0.00043473690388997423,0.0021753177745267747,0.24564556926488876
correct_geometry,20261301,15,0.0003705904774487397,0.0021744573226897047,0.2456444598734379
correct_geometry,20261301,16,0.0003086582838174552,0.0021750818152213467,0.24583124779164792
correct_geometry,20261301,17,0.0002500000000000001,0.002175951114622876,0.2458051174879074
correct_geometry,20261301,18,0.00019561928549563967,0.0021738754119724037,0.24566870257258416
correct_geometry,20261301,19,0.00014644660940672628,0.002173947691335343,0.24565437510609628
correct_geometry,20261301,20,0.00010332332985438248,0.002174646747880615,0.24570203796029091
correct_geometry,20261301,21,6.698729810778065e-05,0.002173646038863808,0.24568698927760124
correct_geometry,20261301,22,3.806023374435663e-05,0.002174465049756691,0.24566612839698793
correct_geometry,20261301,23,1.70370868554659e-05,0.0021748980827396734,0.2456620294600725
correct_geometry,20261301,24,4.277569313094809e-06,0.002172013249946758,0.2456627119332552
static,20261302,1,0.001,0.002277537639020011,0.25242696721106767
static,20261302,2,0.0009957224306869053,0.002251598099246621,0.25085697546601293
static,20261302,3,0.0009829629131445341,0.002227392335771583,0.2490415468811989
static,20261302,4,0.0009619397662556433,0.0022041942022042347,0.24720061235129834
static,20261302,5,0.0009330127018922194,0.0021858803142094986,0.24618676006793977
static,20261302,6,0.0008966766701456175,0.0021800229587825015,0.24585661552846433
static,20261302,7,0.0008535533905932737,0.0021783644187962636,0.2458343803882599
static,20261302,8,0.0008043807145043603,0.002177106580347754,0.24590094313025473
static,20261302,9,0.00075,0.0021789331629406663,0.2457243178039789
static,20261302,10,0.000691341716182545,0.0021798892470542342,0.2456645041704178
static,20261302,11,0.0006294095225512604,0.002174494744394906,0.24573066607117652
static,20261302,12,0.000565263096110026,0.0021727798943175004,0.2455958466976881
static,20261302,13,0.0005,0.002173163089901209,0.245632803440094
static,20261302,14,0.00043473690388997423,0.0021748585539171474,0.24581403508782387
static,20261302,15,0.0003705904774487397,0.0021719660639064387,0.24563354961574077
static,20261302,16,0.0003086582838174552,0.002173697712714784,0.2456056173890829
static,20261302,17,0.0002500000000000001,0.0021747956052422523,0.24568128474056722
static,20261302,18,0.00019561928549563967,0.0021764328441349788,0.24572374746203424
static,20261302,19,0.00014644660940672628,0.0021762088319519533,0.24565398655831813
static,20261302,20,0.00010332332985438248,0.002174780273344368,0.2456462599337101
static,20261302,21,6.698729810778065e-05,0.0021759463037597016,0.24564138129353524
static,20261302,22,3.806023374435663e-05,0.0021697685559047388,0.24564067758619784
static,20261302,23,1.70370868554659e-05,0.002172799166874029,0.24564463198184966
static,20261302,24,4.277569313094809e-06,0.0021748508646851406,0.2456454884260893
k_cardinality,20261302,1,0.001,0.0022775363991968333,0.25242671463638544
k_cardinality,20261302,2,0.0009957224306869053,0.002251586515922099,0.2508553761988878
k_cardinality,20261302,3,0.0009829629131445341,0.0022273631882853808,0.24903800785541536
k_cardinality,20261302,4,0.0009619397662556433,0.0022041640477254987,0.2471975650638342
k_cardinality,20261302,5,0.0009330127018922194,0.002185869397362694,0.24618637673556804
k_cardinality,20261302,6,0.0008966766701456175,0.002180023759137839,0.24585755728185177
k_cardinality,20261302,7,0.0008535533905932737,0.002178367765736766,0.24583501927554607
k_cardinality,20261302,8,0.0008043807145043603,0.002177108288742602,0.24590190090239047
k_cardinality,20261302,9,0.00075,0.002178935776464641,0.24572478905320166
k_cardinality,20261302,10,0.000691341716182545,0.00217988911899738,0.2456652358174324
k_cardinality,20261302,11,0.0006294095225512604,0.002174494045902975,0.24573121666908265
k_cardinality,20261302,12,0.000565263096110026,0.0021727789746364577,0.24559621140360832
k_cardinality,20261302,13,0.0005,0.002173161300015636,0.24563345462083816
k_cardinality,20261302,14,0.00043473690388997423,0.002174858204671182,0.2458149403333664
k_cardinality,20261302,15,0.0003705904774487397,0.0021719645941630007,0.24563406109809877
k_cardinality,20261302,16,0.0003086582838174552,0.0021736963564762844,0.24560615606606007
k_cardinality,20261302,17,0.0002500000000000001,0.0021747934544691814,0.24568203166127206
k_cardinality,20261302,18,0.00019561928549563967,0.0021764312114100903,0.245724443718791
k_cardinality,20261302,19,0.00014644660940672628,0.00217620707990136,0.24565460458397864
k_cardinality,20261302,20,0.00010332332985438248,0.0021747782884631306,0.245646882802248
k_cardinality,20261302,21,6.698729810778065e-05,0.0021759443916380405,0.24564198181033134
k_cardinality,20261302,22,3.806023374435663e-05,0.002169766536098905,0.24564127512276174
k_cardinality,20261302,23,1.70370868554659e-05,0.0021727969869971275,0.24564524032175541
k_cardinality,20261302,24,4.277569313094809e-06,0.0021748489933088424,0.24564608559012413
shuffled_geometry,20261302,1,0.001,0.0022775385907152666,0.2524265306070447
shuffled_geometry,20261302,2,0.0009957224306869053,0.0022515486867632716,0.2508479837328196
shuffled_geometry,20261302,3,0.0009829629131445341,0.002227255210164003,0.24902328960597514
shuffled_geometry,20261302,4,0.0009619397662556433,0.00220410073234234,0.247189823910594
shuffled_geometry,20261302,5,0.0009330127018922194,0.002185909543186426,0.24619003981351853
shuffled_geometry,20261302,6,0.0008966766701456175,0.002180081306141801,0.24586245343089103
shuffled_geometry,20261302,7,0.0008535533905932737,0.0021784074371680616,0.24583921395242214
shuffled_geometry,20261302,8,0.0008043807145043603,0.0021771444182377307,0.24590638242661952
shuffled_geometry,20261302,9,0.00075,0.002178972528781742,0.2457281369715929
shuffled_geometry,20261302,10,0.000691341716182545,0.0021799145732074978,0.24566978365182876
shuffled_geometry,20261302,11,0.0006294095225512604,0.002174513676436618,0.2457354325801134
shuffled_geometry,20261302,12,0.000565263096110026,0.0021728003019234167,0.24560038931667805
shuffled_geometry,20261302,13,0.0005,0.0021731834654929116,0.2456379696726799
shuffled_geometry,20261302,14,0.00043473690388997423,0.0021748792933067307,0.24582019485533238
shuffled_geometry,20261302,15,0.0003705904774487397,0.0021719815500546246,0.24563893154263497
shuffled_geometry,20261302,16,0.0003086582838174552,0.0021737123461207375,0.24561109393835068
shuffled_geometry,20261302,17,0.0002500000000000001,0.002174808323616162,0.24568726010620595
shuffled_geometry,20261302,18,0.00019561928549563967,0.002176445760414936,0.24572960734367372
shuffled_geometry,20261302,19,0.00014644660940672628,0.0021762212738394736,0.2456597462296486
shuffled_geometry,20261302,20,0.00010332332985438248,0.002174792889854871,0.2456519916653633
shuffled_geometry,20261302,21,6.698729810778065e-05,0.0021759595314506442,0.24564708173274993
shuffled_geometry,20261302,22,3.806023374435663e-05,0.0021697802731068805,0.24564640074968339
shuffled_geometry,20261302,23,1.70370868554659e-05,0.0021728099643951284,0.2456503640860319
shuffled_geometry,20261302,24,4.277569313094809e-06,0.0021748617087723686,0.24565121941268445
correct_geometry,20261302,1,0.001,0.002277538998168893,0.25242642760276796
correct_geometry,20261302,2,0.0009957224306869053,0.002251545526087284,0.2508475463837385
correct_geometry,20261302,3,0.0009829629131445341,0.0022272378962952645,0.2490222342312336
correct_geometry,20261302,4,0.0009619397662556433,0.0022040580835891886,0.2471878830343485
correct_geometry,20261302,5,0.0009330127018922194,0.002185840473975986,0.2461863398551941
correct_geometry,20261302,6,0.0008966766701456175,0.002179992842138745,0.24585907198488713
correct_geometry,20261302,7,0.0008535533905932737,0.002178304232074879,0.24583574943244457
correct_geometry,20261302,8,0.0008043807145043603,0.002177030424354598,0.24590134359896182
correct_geometry,20261302,9,0.00075,0.002178849474876188,0.2457219198346138
correct_geometry,20261302,10,0.000691341716182545,0.002179769880603999,0.24566399343311787
correct_geometry,20261302,11,0.0006294095225512604,0.0021743625722592695,0.24572958499193193
correct_geometry,20261302,12,0.000565263096110026,0.0021726317412685604,0.24559125490486622
correct_geometry,20261302,13,0.0005,0.002173003152711317,0.24563084095716475
correct_geometry,20261302,14,0.00043473690388997423,0.002174686107900925,0.245814623311162
correct_geometry,20261302,15,0.0003705904774487397,0.002171773408190347,0.2456297867000103
correct_geometry,20261302,16,0.0003086582838174552,0.0021735008602263408,0.24560188241302966
correct_geometry,20261302,17,0.0002500000000000001,0.0021745833102613686,0.2456796992570162
correct_geometry,20261302,18,0.00019561928549563967,0.002176219184184447,0.24572223275899888
correct_geometry,20261302,19,0.00014644660940672628,0.0021759903262136503,0.24565051943063737
correct_geometry,20261302,20,0.00010332332985438248,0.0021745544800069183,0.24564230255782604
correct_geometry,20261302,21,6.698729810778065e-05,0.0021757154434453698,0.24563721083104612
correct_geometry,20261302,22,3.806023374435663e-05,0.002169538935413584,0.24563641659915447
correct_geometry,20261302,23,1.70370868554659e-05,0.0021725628786953164,0.24564044252038003
correct_geometry,20261302,24,4.277569313094809e-06,0.0021746139798779042,0.24564131088554858
static,20261303,1,0.001,0.002272828677087091,0.25125253200531006
static,20261303,2,0.0009957224306869053,0.0022303505596937613,0.24842543639242648
static,20261303,3,0.0009829629131445341,0.002195362004567869,0.2461316790431738
static,20261303,4,0.0009619397662556433,0.002184173895511776,0.24574859216809272
static,20261303,5,0.0009330127018922194,0.002183486084686592,0.24559896439313889
static,20261303,6,0.0008966766701456175,0.002180840773507953,0.24580788798630238
static,20261303,7,0.0008535533905932737,0.002181640369235538,0.24572493322193623
static,20261303,8,0.0008043807145043603,0.002180606441106647,0.24567262902855874
static,20261303,9,0.00075,0.002179081432404928,0.24566805735230446
static,20261303,10,0.000691341716182545,0.0021769413549918683,0.2456036727875471
static,20261303,11,0.0006294095225512604,0.0021769488987047224,0.24559377916157246
static,20261303,12,0.000565263096110026,0.002175553029519506,0.24549426548182965
static,20261303,13,0.0005,0.002175758400699124,0.2454407401382923
static,20261303,14,0.00043473690388997423,0.0021743359975516796,0.24541651532053949
static,20261303,15,0.0003705904774487397,0.002173987292917445,0.24546108730137348
static,20261303,16,0.0003086582838174552,0.002173678550752811,0.24544227831065654
static,20261303,17,0.0002500000000000001,0.002175785056897439,0.24543543234467508
static,20261303,18,0.00019561928549563967,0.0021743907913332806,0.24541679620742798
static,20261303,19,0.00014644660940672628,0.0021746874263044447,0.24547499604523182
static,20261303,20,0.00010332332985438248,0.0021729649102780967,0.24547325894236566
static,20261303,21,6.698729810778065e-05,0.002172615795279853,0.24548311196267605
static,20261303,22,3.806023374435663e-05,0.0021688113134587183,0.2454800870269537
static,20261303,23,1.70370868554659e-05,0.0021695685893064363,0.24548055417835712
static,20261303,24,4.277569313094809e-06,0.0021706720639485867,0.24548066072165967
k_cardinality,20261303,1,0.001,0.002272828231798485,0.25125238932669164
k_cardinality,20261303,2,0.0009957224306869053,0.0022303472098428754,0.24842540808022023
k_cardinality,20261303,3,0.0009829629131445341,0.0021953603107249366,0.2461319625377655
k_cardinality,20261303,4,0.0009619397662556433,0.002184173639398068,0.24574906304478644
k_cardinality,20261303,5,0.0009330127018922194,0.0021834866609424354,0.24559905268251897
k_cardinality,20261303,6,0.0008966766701456175,0.002180844626855105,0.24580805711448192
k_cardinality,20261303,7,0.0008535533905932737,0.002181639408809133,0.24572522565722466
k_cardinality,20261303,8,0.0008043807145043603,0.002180607314221561,0.24567288197577
k_cardinality,20261303,9,0.00075,0.0021790816681459546,0.24566831700503827
k_cardinality,20261303,10,0.000691341716182545,0.002176940388744697,0.24560389183461667
k_cardinality,20261303,11,0.0006294095225512604,0.002176948226406239,0.2455940168350935
k_cardinality,20261303,12,0.000565263096110026,0.002175552019616589,0.24549452736973762
k_cardinality,20261303,13,0.0005,0.0021757572423666714,0.24544101506471633
k_cardinality,20261303,14,0.00043473690388997423,0.0021743349148891865,0.2454167541116476
k_cardinality,20261303,15,0.0003705904774487397,0.0021739865973358975,0.24546131044626235
k_cardinality,20261303,16,0.0003086582838174552,0.0021736772905569524,0.24544252678751946
k_cardinality,20261303,17,0.0002500000000000001,0.0021757840906502677,0.24543568715453148
k_cardinality,20261303,18,0.00019561928549563967,0.002174389926949516,0.2454170748591423
k_cardinality,20261303,19,0.00014644660940672628,0.0021746865648310633,0.24547525979578494
k_cardinality,20261303,20,0.00010332332985438248,0.002172964077908546,0.24547351524233818
k_cardinality,20261303,21,6.698729810778065e-05,0.002172614898881875,0.2454833660274744
k_cardinality,20261303,22,3.806023374435663e-05,0.002168810393777676,0.24548033513128759
k_cardinality,20261303,23,1.70370868554659e-05,0.002169567841337994,0.2454808082431555
k_cardinality,20261303,24,4.277569313094809e-06,0.0021706712228478863,0.2454809132963419
shuffled_geometry,20261303,1,0.001,0.002272824084502645,0.25125137288123367
shuffled_geometry,20261303,2,0.0009957224306869053,0.0022303257224848493,0.24842401258647442
shuffled_geometry,20261303,3,0.0009829629131445341,0.0021953449700959026,0.24613149613142013
shuffled_geometry,20261303,4,0.0009619397662556433,0.002184160315664485,0.24574662782251835
shuffled_geometry,20261303,5,0.0009330127018922194,0.0021834639337612316,0.24559546858072281
shuffled_geometry,20261303,6,0.0008966766701456175,0.0021808159857755528,0.24580462612211704
shuffled_geometry,20261303,7,0.0008535533905932737,0.0021815916581545023,0.2457217525690794
shuffled_geometry,20261303,8,0.0008043807145043603,0.002180556784151122,0.24566905610263348
shuffled_geometry,20261303,9,0.00075,0.0021790233440697193,0.24566225223243238
shuffled_geometry,20261303,10,0.000691341716182545,0.0021768698206869885,0.24559808261692523
shuffled_geometry,20261303,11,0.0006294095225512604,0.0021768695092760026,0.24558745101094245
shuffled_geometry,20261303,12,0.000565263096110026,0.002175462996819988,0.2454880394041538
shuffled_geometry,20261303,13,0.0005,0.002175659270142205,0.2454333182424307
shuffled_geometry,20261303,14,0.00043473690388997423,0.002174227876821533,0.2454088781028986
shuffled_geometry,20261303,15,0.0003705904774487397,0.002173875831067562,0.2454538069665432
shuffled_geometry,20261303,16,0.0003086582838174552,0.002173552502063103,0.24543466232717037
shuffled_geometry,20261303,17,0.0002500000000000001,0.002175653469748795,0.24542756862938403
shuffled_geometry,20261303,18,0.00019561928549563967,0.0021742554527008906,0.24540829472243786
shuffled_geometry,20261303,19,0.00014644660940672628,0.0021745529025793075,0.24546675719320774
shuffled_geometry,20261303,20,0.00010332332985438248,0.0021728259162046015,0.24546481035649775
shuffled_geometry,20261303,21,6.698729810778065e-05,0.0021724765945691617,0.24547453448176385
shuffled_geometry,20261303,22,3.806023374435663e-05,0.0021686678956029937,0.24547140896320344
shuffled_geometry,20261303,23,1.70370868554659e-05,0.0021694254857720805,0.2454718492925167
shuffled_geometry,20261303,24,4.277569313094809e-06,0.0021705236576963216,0.24547194726765156
correct_geometry,20261303,1,0.001,0.0022728311450919136,0.25125168040394785
correct_geometry,20261303,2,0.0009957224306869053,0.0022303553618257866,0.24842518307268618
correct_geometry,20261303,3,0.0009829629131445341,0.0021953947230940684,0.24613371826708316
correct_geometry,20261303,4,0.0009619397662556433,0.0021842245623702183,0.24575002491474152
correct_geometry,20261303,5,0.0009330127018922194,0.0021835291030583904,0.24560052640736102
correct_geometry,20261303,6,0.0008966766701456175,0.0021808696910738945,0.24580928608775138
correct_geometry,20261303,7,0.0008535533905932737,0.002181661647045985,0.24572620913386345
correct_geometry,20261303,8,0.0008043807145043603,0.0021806224685860798,0.2456737846136093
correct_geometry,20261303,9,0.00075,0.002179089852143079,0.24566880166530608
correct_geometry,20261303,10,0.000691341716182545,0.0021769453480374066,0.24560474157333373
correct_geometry,20261303,11,0.0006294095225512604,0.0021769473067251967,0.2455946709960699
correct_geometry,20261303,12,0.000565263096110026,0.0021755476220278068,0.2454952050000429
correct_geometry,20261303,13,0.0005,0.0021757471840828657,0.24544138908386232
correct_geometry,20261303,14,0.00043473690388997423,0.0021743221499491484,0.24541726410388948
correct_geometry,20261303,15,0.0003705904774487397,0.0021739689604146407,0.24546195901930332
correct_geometry,20261303,16,0.0003086582838174552,0.0021736582479206846,0.2454430527985096
correct_geometry,20261303,17,0.0002500000000000001,0.0021757617098046465,0.24543618522584437
correct_geometry,20261303,18,0.00019561928549563967,0.0021743651886936277,0.24541747570037842
correct_geometry,20261303,19,0.00014644660940672628,0.002174661130993627,0.2454756673425436
correct_geometry,20261303,20,0.00010332332985438248,0.002172937907744199,0.24547395780682563
correct_geometry,20261303,21,6.698729810778065e-05,0.0021725889993831514,0.24548381753265858
correct_geometry,20261303,22,3.806023374435663e-05,0.0021687828964786606,0.24548078030347825
correct_geometry,20261303,23,1.70370868554659e-05,0.0021695413073757664,0.24548125229775905
correct_geometry,20261303,24,4.277569313094809e-06,0.0021706428640754895,0.2454813625663519
