method,model_seed,source_split,source_index,geometry_id,geometry_partition,family_id,noise_level,field_rel_l2,audit_reprojection_rel_l2
k_cardinality,20261301,train,15,g_101011101,train,0,0.05,0.14112220704555511,0.16243284940719604
k_cardinality,20261301,train,16,g_110011110,train,0,0.02,0.2348633110523224,0.29101675748825073
k_cardinality,20261301,train,17,g_101001111,train,0,0.05,0.22048678994178772,0.3045864403247833
k_cardinality,20261301,train,18,g_111010101,train,1,0.02,0.3941742777824402,0.5819960236549377
k_cardinality,20261301,train,19,g_110011011,train,1,0.05,0.47011908888816833,0.6827816367149353
k_cardinality,20261301,train,20,g_110011101,train,1,0.02,0.21498531103134155,0.4141584038734436
k_cardinality,20261301,train,21,g_001011111,train,1,0.05,0.3089926838874817,0.41953760385513306
k_cardinality,20261301,train,22,g_110011011,train,1,0.02,0.3121717870235443,0.4719806909561157
k_cardinality,20261301,train,23,g_101001111,train,1,0.05,0.3851238489151001,0.5705667734146118
k_cardinality,20261301,train,24,g_011011110,train,0,0.02,0.16827614605426788,0.09858138859272003
k_cardinality,20261301,train,25,g_110010111,train,0,0.05,0.2237994223833084,0.2750808298587799
k_cardinality,20261301,train,26,g_011011011,train,0,0.02,0.16050054132938385,0.14685486257076263
k_cardinality,20261301,train,27,g_110010111,train,0,0.05,0.1686956286430359,0.1865387260913849
k_cardinality,20261301,train,28,g_110011110,train,0,0.02,0.22606326639652252,0.24921226501464844
k_cardinality,20261301,train,29,g_011011110,train,0,0.05,0.19064748287200928,0.11528977751731873
k_cardinality,20261301,train,30,g_111010101,train,1,0.02,0.34007933735847473,0.5506181120872498
k_cardinality,20261301,train,31,g_101001111,train,1,0.05,0.34735018014907837,0.5333173871040344
k_cardinality,20261301,train,32,g_111010101,train,1,0.02,0.3698340654373169,0.5584081411361694
k_cardinality,20261301,train,33,g_111001011,train,1,0.05,0.4486085772514343,0.6409310102462769
k_cardinality,20261301,train,34,g_110011101,train,1,0.02,0.16522935032844543,0.27294936776161194
k_cardinality,20261301,train,35,g_011011011,train,1,0.05,0.25362253189086914,0.2875784933567047
k_cardinality,20261301,train,36,g_101010111,train,0,0.02,0.13971833884716034,0.14973366260528564
k_cardinality,20261301,train,37,g_110010111,train,0,0.05,0.20310497283935547,0.27061864733695984
k_cardinality,20261301,train,38,g_111010101,train,0,0.02,0.13682207465171814,0.14394168555736542
k_cardinality,20261301,train,39,g_011001111,train,0,0.05,0.20864160358905792,0.3245917558670044
k_cardinality,20261301,train,40,g_011001111,train,0,0.02,0.2386554777622223,0.283249169588089
k_cardinality,20261301,train,41,g_101010111,train,0,0.05,0.15924327075481415,0.0994848981499672
k_cardinality,20261301,train,42,g_101011011,train,1,0.02,0.37139004468917847,0.4510899782180786
k_cardinality,20261301,train,43,g_101011101,train,1,0.05,0.2245284765958786,0.41695675253868103
k_cardinality,20261301,train,44,g_011011110,train,1,0.02,0.26497727632522583,0.47927337884902954
k_cardinality,20261301,train,45,g_001011111,train,1,0.05,0.24373537302017212,0.39153820276260376
k_cardinality,20261301,train,46,g_101011101,train,1,0.02,0.2097720056772232,0.4354037642478943
k_cardinality,20261301,train,47,g_110010111,train,1,0.05,0.33669134974479675,0.4971749782562256
k_cardinality,20261301,train,48,g_101010111,train,0,0.02,0.18988601863384247,0.1204281821846962
k_cardinality,20261301,train,49,g_101010111,train,0,0.05,0.17987699806690216,0.17630888521671295
k_cardinality,20261301,train,50,g_101011011,train,0,0.02,0.11456286162137985,0.14022845029830933
k_cardinality,20261301,train,51,g_110011011,train,0,0.05,0.15151093900203705,0.18594862520694733
k_cardinality,20261301,train,52,g_001011111,train,0,0.02,0.19488133490085602,0.17833003401756287
k_cardinality,20261301,train,53,g_101001111,train,0,0.05,0.17550982534885406,0.3103160858154297
k_cardinality,20261301,train,54,g_111001011,train,1,0.02,0.4279076159000397,0.662247359752655
k_cardinality,20261301,train,55,g_011011110,train,1,0.05,0.16646680235862732,0.267325758934021
k_cardinality,20261301,train,56,g_011011110,train,1,0.02,0.2875415086746216,0.3750501573085785
k_cardinality,20261301,train,57,g_110011011,train,1,0.05,0.2615569531917572,0.4712083637714386
k_cardinality,20261301,train,58,g_111010101,train,1,0.02,0.2525762915611267,0.36657047271728516
k_cardinality,20261301,train,59,g_111010101,train,1,0.05,0.4954870045185089,0.5325437784194946
k_cardinality,20261301,train,60,g_110011101,train,0,0.02,0.16945064067840576,0.20757991075515747
k_cardinality,20261301,train,61,g_101011011,train,0,0.05,0.14834165573120117,0.11903511732816696
k_cardinality,20261301,train,62,g_011011011,train,0,0.02,0.14230819046497345,0.20623581111431122
k_cardinality,20261301,train,63,g_110010111,train,0,0.05,0.17067502439022064,0.29781219363212585
k_cardinality,20261301,train,64,g_111011100,train,0,0.02,0.16637176275253296,0.13452598452568054
k_cardinality,20261301,train,65,g_111001011,train,0,0.05,0.18567010760307312,0.3668246269226074
k_cardinality,20261301,train,66,g_011001111,train,1,0.02,0.48120495676994324,0.7267835736274719
k_cardinality,20261301,train,67,g_011001111,train,1,0.05,0.39909878373146057,0.642716646194458
k_cardinality,20261301,train,68,g_001011111,train,1,0.02,0.2152877300977707,0.44689658284187317
k_cardinality,20261301,train,69,g_111011001,train,1,0.05,0.33069223165512085,0.4396536946296692
k_cardinality,20261301,train,70,g_111001011,train,1,0.02,0.49842673540115356,0.6638892292976379
k_cardinality,20261301,train,71,g_101010111,train,1,0.05,0.5590506792068481,0.6027024984359741
k_cardinality,20261301,train,72,g_111001011,train,0,0.02,0.18349295854568481,0.22060750424861908
k_cardinality,20261301,train,73,g_111011100,train,0,0.05,0.18189600110054016,0.13860613107681274
k_cardinality,20261301,train,74,g_111001011,train,0,0.02,0.23213110864162445,0.4208366274833679
k_cardinality,20261301,train,75,g_101011101,train,0,0.05,0.11868015676736832,0.11144348233938217
k_cardinality,20261301,train,76,g_011001111,train,0,0.02,0.20298117399215698,0.2972734272480011
k_cardinality,20261301,train,77,g_011011110,train,0,0.05,0.21199974417686462,0.16426852345466614
k_cardinality,20261301,train,78,g_011011110,train,1,0.02,0.3162708878517151,0.4553881883621216
k_cardinality,20261301,train,79,g_111010101,train,1,0.05,0.492825448513031,0.6338847875595093
k_cardinality,20261301,train,80,g_101010111,train,1,0.02,0.4624921977519989,0.5481420755386353
k_cardinality,20261301,train,81,g_111011100,train,1,0.05,0.20101918280124664,0.33236685395240784
k_cardinality,20261301,train,82,g_110010111,train,1,0.02,0.2990172207355499,0.5691599249839783
k_cardinality,20261301,train,83,g_110010111,train,1,0.05,0.30947673320770264,0.38917434215545654
k_cardinality,20261301,train,84,g_101011011,train,0,0.02,0.1228124350309372,0.09694971144199371
k_cardinality,20261301,train,85,g_110011110,train,0,0.05,0.20695412158966064,0.26581570506095886
k_cardinality,20261301,train,86,g_011011011,train,0,0.02,0.2100718915462494,0.3490968644618988
k_cardinality,20261301,train,87,g_111011001,train,0,0.05,0.16541342437267303,0.1680353283882141
k_cardinality,20261301,train,88,g_111011100,train,0,0.02,0.20026683807373047,0.22945193946361542
k_cardinality,20261301,train,89,g_111001011,train,0,0.05,0.1833619475364685,0.3208897113800049
k_cardinality,20261301,train,90,g_101011101,train,1,0.02,0.15857325494289398,0.23019446432590485
k_cardinality,20261301,train,91,g_011011011,train,1,0.05,0.2884761095046997,0.485843300819397
k_cardinality,20261301,train,92,g_110011110,train,1,0.02,0.31500592827796936,0.6735536456108093
k_cardinality,20261301,train,93,g_001011111,train,1,0.05,0.3138819634914398,0.44640636444091797
k_cardinality,20261301,train,94,g_011011110,train,1,0.02,0.2561763525009155,0.4311671555042267
k_cardinality,20261301,train,95,g_011011110,train,1,0.05,0.15606939792633057,0.22846733033657074
k_cardinality,20261301,train,96,g_111011100,train,0,0.02,0.15542201697826385,0.1837320625782013
k_cardinality,20261301,train,97,g_101011101,train,0,0.05,0.12327884882688522,0.15279828011989594
k_cardinality,20261301,train,98,g_101011101,train,0,0.02,0.13153089582920074,0.12017127126455307
k_cardinality,20261301,train,99,g_111010101,train,0,0.05,0.21029379963874817,0.29040786623954773
k_cardinality,20261301,train,100,g_110011011,train,0,0.02,0.17193830013275146,0.22310443222522736
k_cardinality,20261301,train,101,g_110010111,train,0,0.05,0.22347474098205566,0.42447859048843384
k_cardinality,20261301,train,102,g_110011011,train,1,0.02,0.4511086344718933,0.6480234265327454
k_cardinality,20261301,train,103,g_110011011,train,1,0.05,0.38838136196136475,0.6057273149490356
k_cardinality,20261301,train,104,g_101011011,train,1,0.02,0.29814016819000244,0.26558423042297363
k_cardinality,20261301,train,105,g_111010101,train,1,0.05,0.35350096225738525,0.512812614440918
k_cardinality,20261301,train,106,g_101011011,train,1,0.02,0.3850522041320801,0.546363353729248
k_cardinality,20261301,train,107,g_111001011,train,1,0.05,0.6509868502616882,0.794498860836029
k_cardinality,20261301,train,108,g_111010101,train,0,0.02,0.12985917925834656,0.14907990396022797
k_cardinality,20261301,train,109,g_101001111,train,0,0.05,0.13239774107933044,0.20892837643623352
k_cardinality,20261301,train,110,g_111011001,train,0,0.02,0.28368955850601196,0.18756507337093353
k_cardinality,20261301,train,111,g_011001111,train,0,0.05,0.21084590256214142,0.31624510884284973
k_cardinality,20261301,train,112,g_110010111,train,0,0.02,0.15340620279312134,0.1733751893043518
k_cardinality,20261301,train,113,g_011011011,train,0,0.05,0.15720440447330475,0.15642888844013214
k_cardinality,20261301,train,114,g_101011011,train,1,0.02,0.2268555611371994,0.3554035425186157
k_cardinality,20261301,train,115,g_110011011,train,1,0.05,0.29669585824012756,0.39015063643455505
k_cardinality,20261301,train,116,g_011001111,train,1,0.02,0.47257694602012634,0.7129363417625427
k_cardinality,20261301,train,117,g_001011111,train,1,0.05,0.2705572247505188,0.41109582781791687
k_cardinality,20261301,train,118,g_101010111,train,1,0.02,0.23550046980381012,0.3264438211917877
k_cardinality,20261301,train,119,g_001011111,train,1,0.05,0.17210398614406586,0.32782331109046936
k_cardinality,20261301,train,120,g_001011111,train,0,0.02,0.2322147786617279,0.155467227101326
k_cardinality,20261301,train,121,g_101001111,train,0,0.05,0.21480554342269897,0.39296767115592957
k_cardinality,20261301,train,122,g_111011001,train,0,0.02,0.16786691546440125,0.21105007827281952
k_cardinality,20261301,train,123,g_111011001,train,0,0.05,0.18022379279136658,0.16807909309864044
k_cardinality,20261301,train,124,g_101011011,train,0,0.02,0.17007850110530853,0.19134242832660675
k_cardinality,20261301,train,125,g_110011101,train,0,0.05,0.184035524725914,0.21762527525424957
k_cardinality,20261301,train,126,g_101001111,train,1,0.02,0.4138184189796448,0.6078979969024658
k_cardinality,20261301,train,127,g_110011110,train,1,0.05,0.16339874267578125,0.302786260843277
k_cardinality,20261301,train,128,g_110011101,train,1,0.02,0.3806510865688324,0.5814984440803528
k_cardinality,20261301,train,129,g_111011001,train,1,0.05,0.33739763498306274,0.44914838671684265
k_cardinality,20261301,train,130,g_111011001,train,1,0.02,0.34405043721199036,0.43086257576942444
k_cardinality,20261301,train,131,g_011001111,train,1,0.05,0.20842184126377106,0.34200844168663025
k_cardinality,20261301,train,132,g_101001111,train,0,0.02,0.16725702583789825,0.29340922832489014
k_cardinality,20261301,train,133,g_011011011,train,0,0.05,0.1576116681098938,0.1034497320652008
k_cardinality,20261301,train,134,g_110011101,train,0,0.02,0.13805559277534485,0.18035098910331726
k_cardinality,20261301,train,135,g_110011011,train,0,0.05,0.21433965861797333,0.15899117290973663
k_cardinality,20261301,train,136,g_111011100,train,0,0.02,0.21745158731937408,0.22061298787593842
k_cardinality,20261301,train,137,g_111011100,train,0,0.05,0.17556370794773102,0.12911838293075562
k_cardinality,20261301,train,138,g_111011001,train,1,0.02,0.25551638007164,0.3082285523414612
k_cardinality,20261301,train,139,g_110011110,train,1,0.05,0.2811618149280548,0.475892037153244
k_cardinality,20261301,train,140,g_110011110,train,1,0.02,0.24761193990707397,0.5363857746124268
k_cardinality,20261301,train,141,g_011011011,train,1,0.05,0.3582962453365326,0.46654224395751953
k_cardinality,20261301,train,142,g_001011111,train,1,0.02,0.4134471118450165,0.6159296035766602
k_cardinality,20261301,train,143,g_101011101,train,1,0.05,0.16602414846420288,0.24090006947517395
k_cardinality,20261301,train,144,g_101001111,train,0,0.02,0.20683574676513672,0.304001122713089
k_cardinality,20261301,train,145,g_111011100,train,0,0.05,0.18462811410427094,0.17216189205646515
k_cardinality,20261301,train,146,g_110011110,train,0,0.02,0.16217383742332458,0.18254812061786652
k_cardinality,20261301,train,147,g_111011001,train,0,0.05,0.16377995908260345,0.11218022555112839
k_cardinality,20261301,train,148,g_011011110,train,0,0.02,0.3048991858959198,0.2681577503681183
k_cardinality,20261301,train,149,g_110011110,train,0,0.05,0.14200665056705475,0.14215004444122314
k_cardinality,20261301,train,150,g_011011011,train,1,0.02,0.2074938416481018,0.34813278913497925
k_cardinality,20261301,train,151,g_101001111,train,1,0.05,0.5754254460334778,0.6168046593666077
k_cardinality,20261301,train,152,g_011001111,train,1,0.02,0.3522595763206482,0.5709947347640991
k_cardinality,20261301,train,153,g_110011011,train,1,0.05,0.41814082860946655,0.571462869644165
k_cardinality,20261301,train,154,g_101010111,train,1,0.02,0.26168110966682434,0.3439987003803253
k_cardinality,20261301,train,155,g_001011111,train,1,0.05,0.3185504972934723,0.5011110901832581
k_cardinality,20261301,train,156,g_111011001,train,0,0.02,0.12789548933506012,0.15816782414913177
k_cardinality,20261301,train,157,g_101011101,train,0,0.05,0.2120606154203415,0.1644362360239029
k_cardinality,20261301,train,158,g_111001011,train,0,0.02,0.18042348325252533,0.23094505071640015
k_cardinality,20261301,train,159,g_110011101,train,0,0.05,0.16703219711780548,0.20425012707710266
shuffled_geometry,20261301,train,0,g_111011100,train,0,0.02,0.1339166909456253,0.10634984076023102
shuffled_geometry,20261301,train,1,g_110011101,train,0,0.05,0.19464810192584991,0.2690332233905792
shuffled_geometry,20261301,train,2,g_011001111,train,0,0.02,0.20421962440013885,0.32708296179771423
shuffled_geometry,20261301,train,3,g_101011011,train,0,0.05,0.1594860553741455,0.1579533964395523
shuffled_geometry,20261301,train,4,g_111001011,train,0,0.02,0.16661211848258972,0.23907440900802612
shuffled_geometry,20261301,train,5,g_110011110,train,0,0.05,0.17104266583919525,0.1961904913187027
shuffled_geometry,20261301,train,6,g_110011101,train,1,0.02,0.40672388672828674,0.5742132663726807
shuffled_geometry,20261301,train,7,g_101010111,train,1,0.05,0.3814898133277893,0.4264543652534485
shuffled_geometry,20261301,train,8,g_011011011,train,1,0.02,0.2117137461900711,0.3132669925689697
shuffled_geometry,20261301,train,9,g_101010111,train,1,0.05,0.4125029742717743,0.5579715967178345
shuffled_geometry,20261301,train,10,g_111011100,train,1,0.02,0.2727912366390228,0.3220856785774231
shuffled_geometry,20261301,train,11,g_101011101,train,1,0.05,0.4465126395225525,0.6054922342300415
shuffled_geometry,20261301,train,12,g_110011101,train,0,0.02,0.15109677612781525,0.22007572650909424
shuffled_geometry,20261301,train,13,g_110010111,train,0,0.05,0.18079879879951477,0.19077175855636597
shuffled_geometry,20261301,train,14,g_101011011,train,0,0.02,0.1274319887161255,0.12188950181007385
shuffled_geometry,20261301,train,15,g_101011101,train,0,0.05,0.14110371470451355,0.162450909614563
shuffled_geometry,20261301,train,16,g_110011110,train,0,0.02,0.23487628996372223,0.2910097539424896
shuffled_geometry,20261301,train,17,g_101001111,train,0,0.05,0.22058244049549103,0.30458709597587585
shuffled_geometry,20261301,train,18,g_111010101,train,1,0.02,0.39414867758750916,0.5820021033287048
shuffled_geometry,20261301,train,19,g_110011011,train,1,0.05,0.4701329171657562,0.6827910542488098
shuffled_geometry,20261301,train,20,g_110011101,train,1,0.02,0.21498990058898926,0.41415727138519287
shuffled_geometry,20261301,train,21,g_001011111,train,1,0.05,0.3091997504234314,0.4196123480796814
shuffled_geometry,20261301,train,22,g_110011011,train,1,0.02,0.3121892809867859,0.4719747006893158
shuffled_geometry,20261301,train,23,g_101001111,train,1,0.05,0.38513582944869995,0.5705680251121521
shuffled_geometry,20261301,train,24,g_011011110,train,0,0.02,0.16817934811115265,0.09848347306251526
shuffled_geometry,20261301,train,25,g_110010111,train,0,0.05,0.2238067239522934,0.2750371992588043
shuffled_geometry,20261301,train,26,g_011011011,train,0,0.02,0.1604757010936737,0.1468457728624344
shuffled_geometry,20261301,train,27,g_110010111,train,0,0.05,0.1686864197254181,0.18641750514507294
shuffled_geometry,20261301,train,28,g_110011110,train,0,0.02,0.2260507047176361,0.249217689037323
shuffled_geometry,20261301,train,29,g_011011110,train,0,0.05,0.19057351350784302,0.11521893739700317
shuffled_geometry,20261301,train,30,g_111010101,train,1,0.02,0.3399989604949951,0.5506189465522766
shuffled_geometry,20261301,train,31,g_101001111,train,1,0.05,0.3473936915397644,0.5333060026168823
shuffled_geometry,20261301,train,32,g_111010101,train,1,0.02,0.36980563402175903,0.5584093332290649
shuffled_geometry,20261301,train,33,g_111001011,train,1,0.05,0.44855138659477234,0.6409252285957336
shuffled_geometry,20261301,train,34,g_110011101,train,1,0.02,0.16524510085582733,0.2729106843471527
shuffled_geometry,20261301,train,35,g_011011011,train,1,0.05,0.2536185085773468,0.287587434053421
shuffled_geometry,20261301,train,36,g_101010111,train,0,0.02,0.13972842693328857,0.1497572809457779
shuffled_geometry,20261301,train,37,g_110010111,train,0,0.05,0.20312702655792236,0.2706035375595093
shuffled_geometry,20261301,train,38,g_111010101,train,0,0.02,0.136879101395607,0.14396065473556519
shuffled_geometry,20261301,train,39,g_011001111,train,0,0.05,0.20864741504192352,0.3245936334133148
shuffled_geometry,20261301,train,40,g_011001111,train,0,0.02,0.23865975439548492,0.28324997425079346
shuffled_geometry,20261301,train,41,g_101010111,train,0,0.05,0.15923422574996948,0.09946590662002563
shuffled_geometry,20261301,train,42,g_101011011,train,1,0.02,0.3714051842689514,0.4511277675628662
shuffled_geometry,20261301,train,43,g_101011101,train,1,0.05,0.22457076609134674,0.4169921875
shuffled_geometry,20261301,train,44,g_011011110,train,1,0.02,0.26517894864082336,0.47928541898727417
shuffled_geometry,20261301,train,45,g_001011111,train,1,0.05,0.24383459985256195,0.3915804922580719
shuffled_geometry,20261301,train,46,g_101011101,train,1,0.02,0.2099011242389679,0.43543046712875366
shuffled_geometry,20261301,train,47,g_110010111,train,1,0.05,0.3367197513580322,0.4971773326396942
shuffled_geometry,20261301,train,48,g_101010111,train,0,0.02,0.18991407752037048,0.12044048309326172
shuffled_geometry,20261301,train,49,g_101010111,train,0,0.05,0.17987962067127228,0.1762898713350296
shuffled_geometry,20261301,train,50,g_101011011,train,0,0.02,0.11454936116933823,0.14019852876663208
shuffled_geometry,20261301,train,51,g_110011011,train,0,0.05,0.15150322020053864,0.18592940270900726
shuffled_geometry,20261301,train,52,g_001011111,train,0,0.02,0.19480830430984497,0.17830465734004974
shuffled_geometry,20261301,train,53,g_101001111,train,0,0.05,0.17549847066402435,0.31031081080436707
shuffled_geometry,20261301,train,54,g_111001011,train,1,0.02,0.4278992712497711,0.6622352004051208
shuffled_geometry,20261301,train,55,g_011011110,train,1,0.05,0.1665642261505127,0.26731249690055847
shuffled_geometry,20261301,train,56,g_011011110,train,1,0.02,0.28762683272361755,0.3750608265399933
shuffled_geometry,20261301,train,57,g_110011011,train,1,0.05,0.2615576386451721,0.47121497988700867
shuffled_geometry,20261301,train,58,g_111010101,train,1,0.02,0.25247347354888916,0.36653947830200195
shuffled_geometry,20261301,train,59,g_111010101,train,1,0.05,0.49542587995529175,0.5324742197990417
shuffled_geometry,20261301,train,60,g_110011101,train,0,0.02,0.16942813992500305,0.2075624167919159
shuffled_geometry,20261301,train,61,g_101011011,train,0,0.05,0.14833375811576843,0.11902738362550735
shuffled_geometry,20261301,train,62,g_011011011,train,0,0.02,0.14231781661510468,0.20623421669006348
shuffled_geometry,20261301,train,63,g_110010111,train,0,0.05,0.17064054310321808,0.2977719008922577
shuffled_geometry,20261301,train,64,g_111011100,train,0,0.02,0.16619044542312622,0.1344841867685318
shuffled_geometry,20261301,train,65,g_111001011,train,0,0.05,0.18570764362812042,0.36690232157707214
shuffled_geometry,20261301,train,66,g_011001111,train,1,0.02,0.4812008738517761,0.7267712950706482
shuffled_geometry,20261301,train,67,g_011001111,train,1,0.05,0.39909595251083374,0.642706573009491
shuffled_geometry,20261301,train,68,g_001011111,train,1,0.02,0.21528546512126923,0.4469059705734253
shuffled_geometry,20261301,train,69,g_111011001,train,1,0.05,0.3305921256542206,0.43966230750083923
shuffled_geometry,20261301,train,70,g_111001011,train,1,0.02,0.49841195344924927,0.6639061570167542
shuffled_geometry,20261301,train,71,g_101010111,train,1,0.05,0.5590922832489014,0.6027089953422546
shuffled_geometry,20261301,train,72,g_111001011,train,0,0.02,0.18340659141540527,0.22065789997577667
shuffled_geometry,20261301,train,73,g_111011100,train,0,0.05,0.18212255835533142,0.13877348601818085
shuffled_geometry,20261301,train,74,g_111001011,train,0,0.02,0.23215585947036743,0.42086300253868103
shuffled_geometry,20261301,train,75,g_101011101,train,0,0.05,0.11875037103891373,0.1114993542432785
shuffled_geometry,20261301,train,76,g_011001111,train,0,0.02,0.20297181606292725,0.29726642370224
shuffled_geometry,20261301,train,77,g_011011110,train,0,0.05,0.21179690957069397,0.16415248811244965
shuffled_geometry,20261301,train,78,g_011011110,train,1,0.02,0.31653425097465515,0.4554211497306824
shuffled_geometry,20261301,train,79,g_111010101,train,1,0.05,0.49265748262405396,0.6338886618614197
shuffled_geometry,20261301,train,80,g_101010111,train,1,0.02,0.4624943435192108,0.5481089353561401
shuffled_geometry,20261301,train,81,g_111011100,train,1,0.05,0.20118345320224762,0.33240577578544617
shuffled_geometry,20261301,train,82,g_110010111,train,1,0.02,0.29900383949279785,0.5691474080085754
shuffled_geometry,20261301,train,83,g_110010111,train,1,0.05,0.3095517158508301,0.3891797363758087
shuffled_geometry,20261301,train,84,g_101011011,train,0,0.02,0.12279821932315826,0.09693893045186996
shuffled_geometry,20261301,train,85,g_110011110,train,0,0.05,0.2069741189479828,0.2658306062221527
shuffled_geometry,20261301,train,86,g_011011011,train,0,0.02,0.21011044085025787,0.3491367697715759
shuffled_geometry,20261301,train,87,g_111011001,train,0,0.05,0.1653805822134018,0.16801930963993073
shuffled_geometry,20261301,train,88,g_111011100,train,0,0.02,0.20012128353118896,0.22955992817878723
shuffled_geometry,20261301,train,89,g_111001011,train,0,0.05,0.18340755999088287,0.3209688067436218
shuffled_geometry,20261301,train,90,g_101011101,train,1,0.02,0.1587613970041275,0.2303597629070282
shuffled_geometry,20261301,train,91,g_011011011,train,1,0.05,0.2884766459465027,0.4858381748199463
shuffled_geometry,20261301,train,92,g_110011110,train,1,0.02,0.3149995803833008,0.6735420227050781
shuffled_geometry,20261301,train,93,g_001011111,train,1,0.05,0.31399306654930115,0.44642534852027893
shuffled_geometry,20261301,train,94,g_011011110,train,1,0.02,0.25628897547721863,0.4311942160129547
shuffled_geometry,20261301,train,95,g_011011110,train,1,0.05,0.1561759114265442,0.2284616082906723
shuffled_geometry,20261301,train,96,g_111011100,train,0,0.02,0.15537260472774506,0.18383896350860596
shuffled_geometry,20261301,train,97,g_101011101,train,0,0.05,0.12326284497976303,0.1528310328722
shuffled_geometry,20261301,train,98,g_101011101,train,0,0.02,0.1314489096403122,0.12020248919725418
shuffled_geometry,20261301,train,99,g_111010101,train,0,0.05,0.2103656828403473,0.2904072105884552
shuffled_geometry,20261301,train,100,g_110011011,train,0,0.02,0.17191535234451294,0.22309237718582153
shuffled_geometry,20261301,train,101,g_110010111,train,0,0.05,0.2234446257352829,0.4244515001773834
shuffled_geometry,20261301,train,102,g_110011011,train,1,0.02,0.45112505555152893,0.6480271220207214
shuffled_geometry,20261301,train,103,g_110011011,train,1,0.05,0.3883967101573944,0.6057188510894775
shuffled_geometry,20261301,train,104,g_101011011,train,1,0.02,0.2981598675251007,0.26557618379592896
shuffled_geometry,20261301,train,105,g_111010101,train,1,0.05,0.35346734523773193,0.5128685235977173
shuffled_geometry,20261301,train,106,g_101011011,train,1,0.02,0.3850787878036499,0.5463897585868835
shuffled_geometry,20261301,train,107,g_111001011,train,1,0.05,0.6509237289428711,0.7944909930229187
shuffled_geometry,20261301,train,108,g_111010101,train,0,0.02,0.12981727719306946,0.1491202563047409
shuffled_geometry,20261301,train,109,g_101001111,train,0,0.05,0.13243773579597473,0.20891410112380981
shuffled_geometry,20261301,train,110,g_111011001,train,0,0.02,0.28339701890945435,0.18735584616661072
shuffled_geometry,20261301,train,111,g_011001111,train,0,0.05,0.21085375547409058,0.3162640333175659
shuffled_geometry,20261301,train,112,g_110010111,train,0,0.02,0.15341712534427643,0.17330347001552582
shuffled_geometry,20261301,train,113,g_011011011,train,0,0.05,0.15724244713783264,0.15648585557937622
shuffled_geometry,20261301,train,114,g_101011011,train,1,0.02,0.22686387598514557,0.3554004728794098
shuffled_geometry,20261301,train,115,g_110011011,train,1,0.05,0.29673412442207336,0.39012157917022705
shuffled_geometry,20261301,train,116,g_011001111,train,1,0.02,0.47257882356643677,0.7129423022270203
shuffled_geometry,20261301,train,117,g_001011111,train,1,0.05,0.27070826292037964,0.41113942861557007
shuffled_geometry,20261301,train,118,g_101010111,train,1,0.02,0.2355297952890396,0.3264385461807251
shuffled_geometry,20261301,train,119,g_001011111,train,1,0.05,0.17210298776626587,0.3278241753578186
shuffled_geometry,20261301,train,120,g_001011111,train,0,0.02,0.2320917844772339,0.1553855985403061
shuffled_geometry,20261301,train,121,g_101001111,train,0,0.05,0.2146911323070526,0.3929223120212555
shuffled_geometry,20261301,train,122,g_111011001,train,0,0.02,0.16788238286972046,0.21102844178676605
shuffled_geometry,20261301,train,123,g_111011001,train,0,0.05,0.17995060980319977,0.16787263751029968
shuffled_geometry,20261301,train,124,g_101011011,train,0,0.02,0.17007119953632355,0.19133485853672028
shuffled_geometry,20261301,train,125,g_110011101,train,0,0.05,0.18400071561336517,0.21760481595993042
shuffled_geometry,20261301,train,126,g_101001111,train,1,0.02,0.4139293432235718,0.6079586148262024
shuffled_geometry,20261301,train,127,g_110011110,train,1,0.05,0.16338172554969788,0.3027675449848175
shuffled_geometry,20261301,train,128,g_110011101,train,1,0.02,0.3806750476360321,0.5815065503120422
shuffled_geometry,20261301,train,129,g_111011001,train,1,0.05,0.33724960684776306,0.44909578561782837
shuffled_geometry,20261301,train,130,g_111011001,train,1,0.02,0.34370237588882446,0.43068742752075195
shuffled_geometry,20261301,train,131,g_011001111,train,1,0.05,0.2084181010723114,0.3419966697692871
shuffled_geometry,20261301,train,132,g_101001111,train,0,0.02,0.1672244817018509,0.29342004656791687
shuffled_geometry,20261301,train,133,g_011011011,train,0,0.05,0.15761801600456238,0.1034587174654007
shuffled_geometry,20261301,train,134,g_110011101,train,0,0.02,0.13803349435329437,0.18034562468528748
shuffled_geometry,20261301,train,135,g_110011011,train,0,0.05,0.21437881886959076,0.15899232029914856
shuffled_geometry,20261301,train,136,g_111011100,train,0,0.02,0.21727724373340607,0.22059223055839539
shuffled_geometry,20261301,train,137,g_111011100,train,0,0.05,0.1753922700881958,0.12910206615924835
shuffled_geometry,20261301,train,138,g_111011001,train,1,0.02,0.25529834628105164,0.3081597685813904
shuffled_geometry,20261301,train,139,g_110011110,train,1,0.05,0.2811526656150818,0.4759034216403961
shuffled_geometry,20261301,train,140,g_110011110,train,1,0.02,0.24759505689144135,0.5363849997520447
shuffled_geometry,20261301,train,141,g_011011011,train,1,0.05,0.35827380418777466,0.4665305018424988
shuffled_geometry,20261301,train,142,g_001011111,train,1,0.02,0.4135635495185852,0.615929126739502
shuffled_geometry,20261301,train,143,g_101011101,train,1,0.05,0.16622743010520935,0.24100492894649506
shuffled_geometry,20261301,train,144,g_101001111,train,0,0.02,0.20673328638076782,0.3039592206478119
