model_seed,source_index,geometry_id,geometry_partition,embedding_swap_l2,modulation_swap_l2,correction_swap_relative_pct,correct_descriptor_field_rel_l2,wrong_descriptor_field_rel_l2,correct_descriptor_field_gain_pct
20261302,169,g_111010110,validation,0.026211125776171684,0.00908573530614376,0.13933204114437103,0.38703224062919617,0.38703474402427673,0.0006468140636570752
20261302,170,g_111001110,validation,0.020203448832035065,0.012343725189566612,0.20918388664722443,0.3805640935897827,0.38056644797325134,0.0006186523823998868
20261302,171,g_111001110,validation,0.020203448832035065,0.012343725189566612,0.2185593843460083,0.3206552267074585,0.32063359022140503,-0.00674804113805294
20261302,172,g_101011110,validation,0.03024017997086048,0.01823260635137558,0.2419465035200119,0.180683895945549,0.18064340949058533,-0.022412361577153206
20261302,173,g_111010110,validation,0.026211125776171684,0.00908573530614376,0.13544903695583344,0.26209864020347595,0.2620675563812256,-0.011860995553433895
20261302,174,g_011010111,validation,0.023038523271679878,0.011020814068615437,0.17065660655498505,0.15811263024806976,0.15814685821533203,0.021643154323101044
20261302,175,g_111010110,validation,0.026211125776171684,0.00908573530614376,0.1353955715894699,0.19005843997001648,0.19002731144428253,-0.016381079331040382
20261302,176,g_011010111,validation,0.023038523271679878,0.011020814068615437,0.16911642253398895,0.19226178526878357,0.19228316843509674,0.01112066488713026
20261302,177,g_111001110,validation,0.020203448832035065,0.012343725189566612,0.20106413960456848,0.19064658880233765,0.19068820774555206,0.021825650706887245
20261302,178,g_111010110,validation,0.026211125776171684,0.00908573530614376,0.13776496052742004,0.24591055512428284,0.24591654539108276,0.0024358942173421383
20261302,179,g_011010111,validation,0.023038523271679878,0.011020814068615437,0.16644133627414703,0.2390812188386917,0.2390749305486679,-0.0026302591431885958
20261302,180,g_111001110,validation,0.020203448832035065,0.012343725189566612,0.2267688512802124,0.5364499688148499,0.5364448428153992,-0.0009555501164868474
20261302,181,g_011010111,validation,0.023038523271679878,0.011020814068615437,0.1952768713235855,0.41840875148773193,0.41841065883636475,0.000455855653854087
20261302,182,g_101011110,validation,0.03024017997086048,0.01823260635137558,0.257689505815506,0.2634011209011078,0.2634507119655609,0.018823659047484398
20261302,183,g_101011110,validation,0.03024017997086048,0.01823260635137558,0.2560970187187195,0.2049214243888855,0.2049895077943802,0.033213116228580475
20261302,184,g_111010110,validation,0.026211125776171684,0.00908573530614376,0.12231696397066116,0.15226125717163086,0.15225650370121002,-0.003122014692053199
20261302,185,g_101011110,validation,0.03024017997086048,0.01823260635137558,0.2660520672798157,0.14970554411411285,0.1497529149055481,0.03163263574242592
20261302,186,g_101011110,validation,0.03024017997086048,0.01823260635137558,0.2355041205883026,0.13718557357788086,0.13727009296417236,0.06157159432768822
20261302,187,g_111010110,validation,0.026211125776171684,0.00908573530614376,0.11816253513097763,0.1392701268196106,0.1392604410648346,-0.006955137010663748
20261302,188,g_111010110,validation,0.026211125776171684,0.00908573530614376,0.12758128345012665,0.1432310789823532,0.1432160884141922,-0.010467098094522953
20261302,189,g_111001110,validation,0.020203448832035065,0.012343725189566612,0.19696049392223358,0.16439837217330933,0.16441218554973602,0.008401674218475819
20261302,190,g_111001110,validation,0.020203448832035065,0.012343725189566612,0.21934276819229126,0.4257570207118988,0.425731897354126,-0.005901215597987175
20261302,191,g_101011110,validation,0.03024017997086048,0.01823260635137558,0.24087397754192352,0.32143962383270264,0.3214518427848816,0.003801176557317376
20261302,192,g_111010110,validation,0.026211125776171684,0.00908573530614376,0.14056645333766937,0.3617498278617859,0.3617476224899292,-0.0006096437573432922
20261302,193,g_111010110,validation,0.026211125776171684,0.00908573530614376,0.1400015503168106,0.24829120934009552,0.248300239443779,0.003636768087744713
20261302,194,g_011010111,validation,0.023038523271679878,0.011020814068615437,0.1895354986190796,0.3724474310874939,0.37243983149528503,-0.0020404886454343796
20261302,195,g_111001110,validation,0.020203448832035065,0.012343725189566612,0.2095884382724762,0.43184715509414673,0.4318559765815735,0.002042691921815276
20261302,196,g_111010110,validation,0.026211123913526535,0.009085721336305141,0.12216322869062424,0.1732260286808014,0.17320121824741364,-0.014324629679322243
20261302,197,g_111001110,validation,0.020203443244099617,0.012343715876340866,0.20294305682182312,0.22480735182762146,0.22481313347816467,0.002571758348494768
20261302,198,g_101011110,validation,0.03024018555879593,0.01823260821402073,0.21525844931602478,0.14169946312904358,0.14169926941394806,-0.00013670860789716244
20261302,199,g_011010111,validation,0.023038523271679878,0.011020814068615437,0.15697510540485382,0.19729559123516083,0.19732791185379028,0.016379142180085182
20261303,160,g_101011110,validation,0.014428313821554184,0.0067537338472902775,0.06160446256399155,0.17887084186077118,0.178884357213974,0.007555357646197081
20261303,161,g_101011110,validation,0.014428313821554184,0.0067537338472902775,0.08369378000497818,0.20425236225128174,0.20427660644054413,0.011868313886225224
20261303,162,g_011010111,validation,0.01484772376716137,0.004799664951860905,0.060020867735147476,0.13376404345035553,0.13376665115356445,0.0019494419684633613
20261303,163,g_011010111,validation,0.01484772376716137,0.004799664951860905,0.07291340827941895,0.17705674469470978,0.1770724505186081,0.008869715966284275
20261303,164,g_111001110,validation,0.006715599447488785,0.0030064063612371683,0.041500989347696304,0.18837229907512665,0.18837377429008484,0.0007831318071112037
20261303,165,g_111001110,validation,0.006715599447488785,0.0030064063612371683,0.037678398191928864,0.1596834808588028,0.159682959318161,-0.00032661008299328387
20261303,166,g_101011110,validation,0.014428313821554184,0.0067537338472902775,0.13379526138305664,0.2520058751106262,0.2519778907299042,-0.011105887591838837
20261303,167,g_011010111,validation,0.01484772376716137,0.004799664951860905,0.07196616381406784,0.31141144037246704,0.311405748128891,-0.0018279185751453042
20261303,168,g_011010111,validation,0.01484772376716137,0.004799664951860905,0.07000412046909332,0.26437342166900635,0.2643665075302124,-0.0026153610087931156
20261303,169,g_111010110,validation,0.01872606761753559,0.009478595107793808,0.19226635992527008,0.38573578000068665,0.38574910163879395,0.0034534463193267584
20261303,170,g_111001110,validation,0.006715599447488785,0.0030064063612371683,0.0437801294028759,0.3795830011367798,0.3795844316482544,0.00037686253199353814
20261303,171,g_111001110,validation,0.006715599447488785,0.0030064063612371683,0.04546039178967476,0.31848663091659546,0.31848543882369995,-0.00037430060910992324
20261303,172,g_101011110,validation,0.014428313821554184,0.0067537338472902775,0.09782673418521881,0.18244333565235138,0.1824633926153183,0.01099232118576765
20261303,173,g_111010110,validation,0.01872606761753559,0.009478595107793808,0.11233058571815491,0.26454299688339233,0.26451483368873596,-0.010647113434970379
20261303,174,g_011010111,validation,0.01484772376716137,0.004799664951860905,0.06721118092536926,0.1615070253610611,0.16151924431324005,0.007565013132989407
20261303,175,g_111010110,validation,0.01872606761753559,0.009478595107793808,0.13803914189338684,0.19184181094169617,0.19181287288665771,-0.015086607076227665
20261303,176,g_011010111,validation,0.01484772376716137,0.004799664951860905,0.07897970825433731,0.19202469289302826,0.1920374631881714,0.006649897899478674
20261303,177,g_111001110,validation,0.006715599447488785,0.0030064063612371683,0.03887413442134857,0.19237056374549866,0.19237497448921204,0.0022927846293896437
20261303,178,g_111010110,validation,0.01872606761753559,0.009478595107793808,0.17683251202106476,0.24467459321022034,0.24469436705112457,0.008081036619842052
20261303,179,g_011010111,validation,0.01484772376716137,0.004799664951860905,0.06939049065113068,0.23852548003196716,0.23852106928825378,-0.0018492051167413592
20261303,180,g_111001110,validation,0.006715599447488785,0.0030064063612371683,0.053438492119312286,0.5348767042160034,0.5348770618438721,6.686169217573479e-05
20261303,181,g_011010111,validation,0.01484772376716137,0.004799664951860905,0.08008703589439392,0.41790491342544556,0.4179028272628784,-0.000499197980388999
20261303,182,g_101011110,validation,0.014428313821554184,0.0067537338472902775,0.13324031233787537,0.26047590374946594,0.2604616582393646,-0.005469331052154303
20261303,183,g_101011110,validation,0.014428313821554184,0.0067537338472902775,0.11697723716497421,0.2033236175775528,0.20330500602722168,-0.00915449671447277
20261303,184,g_111010110,validation,0.01872606761753559,0.009478595107793808,0.20233918726444244,0.1506001204252243,0.15058118104934692,-0.012577518820762634
20261303,185,g_101011110,validation,0.014428313821554184,0.0067537338472902775,0.1093195304274559,0.14895127713680267,0.1489483267068863,-0.0019808411598205566
20261303,186,g_101011110,validation,0.014428313821554184,0.0067537338472902775,0.10805514454841614,0.1337159276008606,0.13371188938617706,-0.003020086558535695
20261303,187,g_111010110,validation,0.01872606761753559,0.009478595107793808,0.15747979283332825,0.1387329250574112,0.1387205570936203,-0.008915740065276623
20261303,188,g_111010110,validation,0.01872606761753559,0.009478595107793808,0.17476563155651093,0.14450472593307495,0.14448225498199463,-0.015552741475403309
20261303,189,g_111001110,validation,0.006715599447488785,0.0030064063612371683,0.03806769847869873,0.16398149728775024,0.16397710144519806,-0.002680766163393855
20261303,190,g_111001110,validation,0.006715599447488785,0.0030064063612371683,0.053601473569869995,0.424541175365448,0.4245404899120331,-0.00016145771951414645
20261303,191,g_101011110,validation,0.014428313821554184,0.0067537338472902775,0.10506103932857513,0.32139623165130615,0.3213958144187927,-0.00012981890176888555
20261303,192,g_111010110,validation,0.01872606761753559,0.009478595107793808,0.2250145971775055,0.3607986867427826,0.3608148694038391,0.0044850315898656845
20261303,193,g_111010110,validation,0.01872606761753559,0.009478595107793808,0.17983166873455048,0.24700920283794403,0.24703200161457062,0.009229077957570553
20261303,194,g_011010111,validation,0.01484772376716137,0.004799664951860905,0.07756496220827103,0.37069520354270935,0.3706898093223572,-0.0014551844215020537
20261303,195,g_111001110,validation,0.006715599447488785,0.0030064063612371683,0.043973442167043686,0.431984543800354,0.43198543787002563,0.00020696755382232368
20261303,196,g_111010110,validation,0.018726060166954994,0.00947859138250351,0.1825089305639267,0.17497618496418,0.17494109272956848,-0.020059457048773766
20261303,197,g_111001110,validation,0.006715588271617889,0.0030063875019550323,0.041429225355386734,0.2255776822566986,0.2255786955356598,0.00044919090578332543
20261303,198,g_101011110,validation,0.01442831102758646,0.006753748748451471,0.085555799305439,0.14179879426956177,0.14181853830814362,0.013922043144702911
20261303,199,g_011010111,validation,0.01484772376716137,0.00479966402053833,0.05832365155220032,0.19931882619857788,0.19932770729064941,0.00445552309975028
