case_id,split,family,base_seed,method,model_seed,field_relative_l2,field_rmse,field_nrmse_dynamic_range,field_mean_bias,h1_seminorm_relative_error,measured_reprojection_relative_l2,clean_reprojection_relative_l2,gate,correction_rms,optimization_forward_calls,optimization_adjoint_calls,grouped_adjoint_calls,evaluation_forward_calls,neural_inference_seconds,matched_step,total_calls,baseline_kind,dc_step_size,operator_norm_squared_bound
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,cgls_matched,-1,0.6099455962203054,0.06251541050563905,0.0709263720548579,0.020450280825295927,1.210097215521635,0.0006601303906647684,0.041002907390257706,,,24,24,0,1,0.0,11,24,cgls_matched,,8.977587798077511
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,huber_pdhg_matched,-1,0.560046367763596,0.057401067898336836,0.06512393448550355,0.02113372445436146,1.000428666048643,0.12526159693190975,0.12321223217896048,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,8.977587798077511
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,base_landweber_matched,-1,0.6052873880115479,0.06203797481269237,0.07038470110818545,0.020444165570284886,1.1953326763895975,0.0075364570556550195,0.03728727308209749,,0.0008234654344636214,24,24,0,1,0.0,11,24,base_landweber_matched,0.10024964614578638,8.977587798077511
170f9e9fcd7f86632b9a:stress=sparse-flowon-outlier,development,smooth_no_interface,2101,cgls_matched,-1,0.6092462285757587,0.062443729923527896,0.07084504740874578,0.020391423526154542,1.2080257478637768,0.000623819735568119,0.045098359486959935,,,24,24,0,1,0.0,11,24,cgls_matched,,8.977587798077511
170f9e9fcd7f86632b9a:stress=sparse-flowon-outlier,development,smooth_no_interface,2101,huber_pdhg_matched,-1,0.5603265528576015,0.0574297850270084,0.06515651528015934,0.02109673309561101,1.0020213941390044,0.12511653259791128,0.12359396894114819,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,8.977587798077511
170f9e9fcd7f86632b9a:stress=sparse-flowon-outlier,development,smooth_no_interface,2101,base_landweber_matched,-1,0.6056808333846081,0.06207830037477664,0.07043045216055122,0.020405177778590196,1.1967332718339416,0.008829328248990841,0.041754872098936094,,0.001978370290180018,24,24,0,1,0.0,11,24,base_landweber_matched,0.10024964614578638,8.977587798077511
8b2a49fe20fc05cac560,development,single_interface,2101,cgls_matched,-1,0.6814225485796656,0.08475961344414557,0.07799039402453928,0.01017414486747209,1.1377669246106512,0.0010759413308919,0.02379573740677452,,,24,24,0,1,0.0,11,24,cgls_matched,,8.977587798077511
8b2a49fe20fc05cac560,development,single_interface,2101,huber_pdhg_matched,-1,0.6662449200237204,0.08287172474412798,0.07625327916988184,0.010742633620034922,1.0629486642182415,0.13551699508375156,0.13959858630462843,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,8.977587798077511
8b2a49fe20fc05cac560,development,single_interface,2101,base_landweber_matched,-1,0.677112835721597,0.0842235443095586,0.07749713737397206,0.010209502285816385,1.1345179076262764,0.012159190176467147,0.02184331965729938,,0.00156016514179586,24,24,0,1,0.0,11,24,base_landweber_matched,0.10024964614578638,8.977587798077511
8b2a49fe20fc05cac560:stress=sparse-flowon-outlier,development,single_interface,2101,cgls_matched,-1,0.6822419586869333,0.08486153681619864,0.07808417741528074,0.01020836682374069,1.1394588611719059,0.0010666210826320594,0.032440925560383256,,,24,24,0,1,0.0,11,24,cgls_matched,,8.977587798077511
8b2a49fe20fc05cac560:stress=sparse-flowon-outlier,development,single_interface,2101,huber_pdhg_matched,-1,0.666457000596875,0.08289810465691055,0.07627755228426553,0.010772289037727811,1.0637309897266758,0.1355181220276186,0.14090776079763648,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,8.977587798077511
8b2a49fe20fc05cac560:stress=sparse-flowon-outlier,development,single_interface,2101,base_landweber_matched,-1,0.6771364570052701,0.08422648247307749,0.07749984088477438,0.010240405977845592,1.1351182668201614,0.014561162817811604,0.02861216229750107,,0.00248575631561037,24,24,0,1,0.0,11,24,base_landweber_matched,0.10024964614578638,8.977587798077511
36e24ef303fb2d4db2a3,development,smooth_no_interface,2113,cgls_matched,-1,0.5981627407781044,0.051591649832862845,0.06561451261778278,0.016327348068136155,1.1528572278542455,0.0003240315719358348,0.03614738187928145,,,24,24,0,1,0.0,11,24,cgls_matched,,9.276438454549416
36e24ef303fb2d4db2a3,development,smooth_no_interface,2113,huber_pdhg_matched,-1,0.5494147929136632,0.0473871300845727,0.060267183835515936,0.016654269251024593,0.9657028927739582,0.120029332811609,0.12160063901903491,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,9.276438454549416
36e24ef303fb2d4db2a3,development,smooth_no_interface,2113,base_landweber_matched,-1,0.5958592112623479,0.051392969975267606,0.06536183060305144,0.01631079110912809,1.1472129107737143,0.004620617478069107,0.03390353798312692,,0.0004181736029717386,24,24,0,1,0.0,11,24,base_landweber_matched,0.09701999365485099,9.276438454549416
36e24ef303fb2d4db2a3:stress=sparse-flowon-outlier,development,smooth_no_interface,2113,cgls_matched,-1,0.5982215526560646,0.05159672236849051,0.06562096389340634,0.016337570273547573,1.1522408605101522,0.00034248613335646067,0.040980905344561586,,,24,24,0,1,0.0,11,24,cgls_matched,,9.276438454549416
36e24ef303fb2d4db2a3:stress=sparse-flowon-outlier,development,smooth_no_interface,2113,huber_pdhg_matched,-1,0.5499497988339295,0.047433274446658805,0.060325870460932,0.01666671025202458,0.9661181874691175,0.11954681922137582,0.12323672013844349,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,9.276438454549416
36e24ef303fb2d4db2a3:stress=sparse-flowon-outlier,development,smooth_no_interface,2113,base_landweber_matched,-1,0.5959324936636404,0.051399290596276986,0.06536986919976846,0.016316194560098387,1.146657677762883,0.007777217961727536,0.03816135202583732,,0.001608907314257193,24,24,0,1,0.0,11,24,base_landweber_matched,0.09701999365485099,9.276438454549416
4c92c2ef87bc928ef64b,development,single_interface,2113,cgls_matched,-1,0.9347948262794594,0.08602071711781353,0.11013313896542319,0.0008247039336534384,1.4046219897484569,0.0018959454239343412,0.02551637628866672,,,24,24,0,1,0.0,11,24,cgls_matched,,9.276438454549416
4c92c2ef87bc928ef64b,development,single_interface,2113,huber_pdhg_matched,-1,0.7105694432149513,0.06538728215969235,0.08371595673635063,0.0017662088271853194,1.071827386784409,0.18024322233440337,0.17604864854074986,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,9.276438454549416
4c92c2ef87bc928ef64b,development,single_interface,2113,base_landweber_matched,-1,0.9076313946500917,0.08352111206818058,0.10693287094262975,0.0008590654926725502,1.3655065751852338,0.01763034773200613,0.03490672903506342,,0.002251077544895468,24,24,0,1,0.0,11,24,base_landweber_matched,0.09701999365485099,9.276438454549416
4c92c2ef87bc928ef64b:stress=sparse-flowon-outlier,development,single_interface,2113,cgls_matched,-1,0.9338111148066008,0.08593019504392797,0.1100172426967485,0.0007974237637810389,1.4027236469392503,0.0018753631702711447,0.031485642754260204,,,24,24,0,1,0.0,11,24,cgls_matched,,9.276438454549416
4c92c2ef87bc928ef64b:stress=sparse-flowon-outlier,development,single_interface,2113,huber_pdhg_matched,-1,0.7109252097477796,0.06542002013750317,0.08375787147945546,0.0017322838833831297,1.072746677111646,0.1799142299266316,0.17626012372203478,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,9.276438454549416
4c92c2ef87bc928ef64b:stress=sparse-flowon-outlier,development,single_interface,2113,base_landweber_matched,-1,0.9077712933211024,0.08353398567815987,0.10694935314743273,0.0008237410496017119,1.3655665392968397,0.018164937531302845,0.03760621661895134,,0.0028332864462000417,24,24,0,1,0.0,11,24,base_landweber_matched,0.09701999365485099,9.276438454549416
b27fa425bb441ae340c6,development,smooth_no_interface,2129,cgls_matched,-1,0.6100323585975387,0.055655481295736185,0.07082868829304938,0.018080199079761012,1.2285955272665727,0.0007443446216187058,0.028800434053976504,,,24,24,0,1,0.0,11,24,cgls_matched,,9.043991851240323
b27fa425bb441ae340c6,development,smooth_no_interface,2129,huber_pdhg_matched,-1,0.5625350106382573,0.051322124673437934,0.06531394009003819,0.018735537342109084,1.0239636981512292,0.1288272681271035,0.12648515650623282,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,9.043991851240323
b27fa425bb441ae340c6,development,smooth_no_interface,2129,base_landweber_matched,-1,0.606740401790644,0.055355144046555324,0.07044647089217941,0.01809373812935335,1.21920772518319,0.006963844748193309,0.024783793691371167,,0.0006528421789132556,24,24,0,1,0.0,11,24,base_landweber_matched,0.09951357926937661,9.043991851240323
b27fa425bb441ae340c6:stress=sparse-flowon-outlier,development,smooth_no_interface,2129,cgls_matched,-1,0.6103342571996347,0.05568302460842338,0.07086374066639088,0.01808368666392907,1.227315246602601,0.0007291081089923773,0.03552179476185417,,,24,24,0,1,0.0,11,24,cgls_matched,,9.043991851240323
b27fa425bb441ae340c6:stress=sparse-flowon-outlier,development,smooth_no_interface,2129,huber_pdhg_matched,-1,0.563245456715116,0.05138694126518915,0.06539642745815508,0.01875465369833486,1.023916643091972,0.12856001915901805,0.12936072309072497,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,9.043991851240323
b27fa425bb441ae340c6:stress=sparse-flowon-outlier,development,smooth_no_interface,2129,base_landweber_matched,-1,0.6067398075210831,0.055355089829171665,0.07044640189365352,0.018111867832993307,1.2179725341365422,0.010820320662948326,0.030321201077387495,,0.0018104122986328226,24,24,0,1,0.0,11,24,base_landweber_matched,0.09951357926937661,9.043991851240323
c65caca6cf2b92f5476f,development,single_interface,2129,cgls_matched,-1,0.7202271508275048,0.08620047641957342,0.08472989554275039,-0.010583622886822143,1.189900615234634,0.0011065244028330206,0.017519894071088723,,,24,24,0,1,0.0,11,24,cgls_matched,,9.043991851240323
c65caca6cf2b92f5476f,development,single_interface,2129,huber_pdhg_matched,-1,0.6728740549892075,0.08053301523526081,0.0791591212954939,-0.010572475313366362,1.0433343258788519,0.15271305374406374,0.1511596203055944,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,9.043991851240323
c65caca6cf2b92f5476f,development,single_interface,2129,base_landweber_matched,-1,0.7097517676304588,0.08494672887447537,0.08349753694166712,-0.010527940528429855,1.1716497107172015,0.014971054589557624,0.0223725933733105,,0.0018296931336407689,24,24,0,1,0.0,11,24,base_landweber_matched,0.09951357926937661,9.043991851240323
c65caca6cf2b92f5476f:stress=sparse-flowon-outlier,development,single_interface,2129,cgls_matched,-1,0.7204954026462884,0.08623258217197806,0.08476145357074,-0.0105635657460161,1.1893459813871354,0.0011501653755072831,0.02526528751606779,,,24,24,0,1,0.0,11,24,cgls_matched,,9.043991851240323
c65caca6cf2b92f5476f:stress=sparse-flowon-outlier,development,single_interface,2129,huber_pdhg_matched,-1,0.6729907701294819,0.08054698430138875,0.0791728520492323,-0.010571202551655268,1.0427372518906506,0.15203141785756508,0.1534158026120391,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,9.043991851240323
c65caca6cf2b92f5476f:stress=sparse-flowon-outlier,development,single_interface,2129,base_landweber_matched,-1,0.70894733593348,0.0848504503664423,0.08340290094581777,-0.010527087647785302,1.1706621306717655,0.018008633744362984,0.026699212120733184,,0.002494569986929134,24,24,0,1,0.0,11,24,base_landweber_matched,0.09951357926937661,9.043991851240323
b2ef23daecf0fc234b7a,development,smooth_no_interface,2141,cgls_matched,-1,0.6307406991174889,0.06736816538073277,0.06633420291458941,0.01894582309529569,1.1612732138175839,0.0005960149757074405,0.027170846795320166,,,24,24,0,1,0.0,11,24,cgls_matched,,8.912965609852112
b2ef23daecf0fc234b7a,development,smooth_no_interface,2141,huber_pdhg_matched,-1,0.5917985641023811,0.06320883303441795,0.06223870774576044,0.019483417097477126,1.0098483420402546,0.11603648540092079,0.11329086283909802,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,8.912965609852112
b2ef23daecf0fc234b7a,development,smooth_no_interface,2141,base_landweber_matched,-1,0.6285064959036337,0.06712953455856488,0.06609923458362923,0.018946160163759183,1.1563851676973773,0.006597306331220296,0.024706794148153396,,0.0007242653988781977,24,24,0,1,0.0,11,24,base_landweber_matched,0.10097649193273767,8.912965609852112
b2ef23daecf0fc234b7a:stress=sparse-flowon-outlier,development,smooth_no_interface,2141,cgls_matched,-1,0.6303962204290441,0.06733137229399246,0.06629797452588546,0.018954601073460378,1.1585809301855687,0.0006134894922743336,0.029750588565990426,,,24,24,0,1,0.0,11,24,cgls_matched,,8.912965609852112
b2ef23daecf0fc234b7a:stress=sparse-flowon-outlier,development,smooth_no_interface,2141,huber_pdhg_matched,-1,0.5918212869249851,0.06321126001411537,0.06224109747632247,0.019497262357506862,1.008949353652115,0.11562156902277405,0.11536706635979213,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,8.912965609852112
b2ef23daecf0fc234b7a:stress=sparse-flowon-outlier,development,smooth_no_interface,2141,base_landweber_matched,-1,0.6278086969495057,0.06705500403372326,0.06602584794870703,0.018962436267197624,1.154204849491156,0.008933832032564936,0.026224011300964176,,0.0014509732119733305,24,24,0,1,0.0,11,24,base_landweber_matched,0.10097649193273767,8.912965609852112
f26277e1a7fdedd89643,development,single_interface,2141,cgls_matched,-1,0.7092053481416029,0.0723728439337941,0.09141875302850284,0.00860467187488145,1.2229278646727995,0.0008802023234842894,0.033348971617097926,,,24,24,0,1,0.0,11,24,cgls_matched,,8.912965609852112
f26277e1a7fdedd89643,development,single_interface,2141,huber_pdhg_matched,-1,0.665415436760493,0.06790417991347292,0.08577409862173656,0.009069849967806368,1.0155186013661783,0.137141401709921,0.13340264042684372,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,8.912965609852112
f26277e1a7fdedd89643,development,single_interface,2141,base_landweber_matched,-1,0.6996539232055045,0.07139814205364475,0.09018754494527063,0.008595678526577145,1.2027753255832705,0.011257353158899492,0.029935165519816554,,0.0009182663304306153,24,24,0,1,0.0,11,24,base_landweber_matched,0.10097649193273767,8.912965609852112
f26277e1a7fdedd89643:stress=sparse-flowon-outlier,development,single_interface,2141,cgls_matched,-1,0.7096779717687469,0.07242107413411106,0.09147967566925638,0.008654046852608047,1.2224756326753363,0.0008736760589733605,0.037775867624719996,,,24,24,0,1,0.0,11,24,cgls_matched,,8.912965609852112
f26277e1a7fdedd89643:stress=sparse-flowon-outlier,development,single_interface,2141,huber_pdhg_matched,-1,0.6654883784639358,0.06791162345367374,0.08578350103189886,0.009111704613179887,1.0143879618210354,0.1374865916440771,0.13486943401166826,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,8.912965609852112
f26277e1a7fdedd89643:stress=sparse-flowon-outlier,development,single_interface,2141,base_landweber_matched,-1,0.6995547105334606,0.07138801761895332,0.09017475612636701,0.008637117344971593,1.2015151790483498,0.012831031820374608,0.032826593850366355,,0.0016203676463741978,24,24,0,1,0.0,11,24,base_landweber_matched,0.10097649193273767,8.912965609852112
8b5315772ec96d8f624e,development,smooth_no_interface,2153,cgls_matched,-1,0.5848718485938458,0.06830433776477148,0.06627900081020291,0.023348394390910916,1.1658081357082566,0.00034664144330983086,0.038932875540722514,,,24,24,0,1,0.0,11,24,cgls_matched,,9.161935546900565
8b5315772ec96d8f624e,development,smooth_no_interface,2153,huber_pdhg_matched,-1,0.5409734646817081,0.06317765907563443,0.061304336651081016,0.024176736311350977,0.9781664327049424,0.1117245053667335,0.11185430489901005,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,9.161935546900565
8b5315772ec96d8f624e,development,smooth_no_interface,2153,base_landweber_matched,-1,0.5819745251898351,0.0679659734600488,0.06595066956857532,0.02337148433212808,1.157823880800531,0.004987351149802818,0.03650774128462029,,0.0006424875104503879,24,24,0,1,0.0,11,24,base_landweber_matched,0.09823251816091036,9.161935546900565
8b5315772ec96d8f624e:stress=sparse-flowon-outlier,development,smooth_no_interface,2153,cgls_matched,-1,0.5849363381210911,0.0683118691829135,0.06628630890929987,0.023298632550397172,1.163642510878041,0.0003439619467857587,0.04399185242993205,,,24,24,0,1,0.0,11,24,cgls_matched,,9.161935546900565
8b5315772ec96d8f624e:stress=sparse-flowon-outlier,development,smooth_no_interface,2153,huber_pdhg_matched,-1,0.5407602919559064,0.06315276367008463,0.06128017943561561,0.024158977798550137,0.9747453838857126,0.11243492820882918,0.11219118630865278,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,9.161935546900565
8b5315772ec96d8f624e:stress=sparse-flowon-outlier,development,smooth_no_interface,2153,base_landweber_matched,-1,0.5822737881688798,0.0680009229274412,0.06598458272626662,0.02335100018228745,1.156134355811128,0.0072571480892945255,0.04127015290665989,,0.0022102258674739305,24,24,0,1,0.0,11,24,base_landweber_matched,0.09823251816091036,9.161935546900565
d9f37f281d7e747279f0,development,single_interface,2153,cgls_matched,-1,0.741232177234943,0.06590012477181353,0.08592769784787312,0.009430404995256865,1.2805848292286088,0.0012267079696261394,0.05221203481075963,,,24,24,0,1,0.0,11,24,cgls_matched,,9.161935546900565
d9f37f281d7e747279f0,development,single_interface,2153,huber_pdhg_matched,-1,0.6466269682490329,0.05748913659872608,0.07496054334184374,0.009922631661184813,0.9956578412017281,0.15093615113814757,0.15551646856858017,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,9.161935546900565
d9f37f281d7e747279f0,development,single_interface,2153,base_landweber_matched,-1,0.7209590455859957,0.06409771798725546,0.08357752527811334,0.009437714328683143,1.2371316382734365,0.01662229292454951,0.05340420387853722,,0.0014489731690592053,24,24,0,1,0.0,11,24,base_landweber_matched,0.09823251816091036,9.161935546900565
d9f37f281d7e747279f0:stress=sparse-flowon-outlier,development,single_interface,2153,cgls_matched,-1,0.7411862281159344,0.06589603961095732,0.08592237117407805,0.009431328407639463,1.28009552674551,0.0012208140376265579,0.05846409901722301,,,24,24,0,1,0.0,11,24,cgls_matched,,9.161935546900565
d9f37f281d7e747279f0:stress=sparse-flowon-outlier,development,single_interface,2153,huber_pdhg_matched,-1,0.6463666002358873,0.05746598827208857,0.07493036005427214,0.00989865747907249,0.9942548165389159,0.15256960601774477,0.15713191982586452,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,9.161935546900565
d9f37f281d7e747279f0:stress=sparse-flowon-outlier,development,single_interface,2153,base_landweber_matched,-1,0.7214842587902687,0.0641444126893426,0.08363841087227471,0.009421505126204285,1.2368020993265012,0.01552760980696052,0.05751532154144305,,0.0024542056286350404,24,24,0,1,0.0,11,24,base_landweber_matched,0.09823251816091036,9.161935546900565
6d9222ba5953629c05f9,development,smooth_no_interface,2161,cgls_matched,-1,0.6105942095677109,0.047155172616312996,0.07028445940596607,0.01417639634725486,1.1900333159156438,0.00035453877136108194,0.03692227233333529,,,24,24,0,1,0.0,11,24,cgls_matched,,8.990195097496622
6d9222ba5953629c05f9,development,smooth_no_interface,2161,huber_pdhg_matched,-1,0.5596608685826542,0.04322167562528145,0.06442160928262657,0.014708919581883625,0.9819631319447744,0.1271551697502326,0.1291905574949028,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,8.990195097496622
6d9222ba5953629c05f9,development,smooth_no_interface,2161,base_landweber_matched,-1,0.6090666352770752,0.04703720060113426,0.07010862293136898,0.014205669114512157,1.1856368216456452,0.004520928439293228,0.03502665684103973,,0.00036184451451128243,24,24,0,1,0.0,11,24,base_landweber_matched,0.10010906217715017,8.990195097496622
6d9222ba5953629c05f9:stress=sparse-flowon-outlier,development,smooth_no_interface,2161,cgls_matched,-1,0.6125433800231688,0.04730570380027364,0.07050882509696883,0.01414009437182997,1.1973156653933628,0.0004217633257483925,0.051901921175242866,,,24,24,0,1,0.0,11,24,cgls_matched,,8.990195097496622
6d9222ba5953629c05f9:stress=sparse-flowon-outlier,development,smooth_no_interface,2161,huber_pdhg_matched,-1,0.5596494602198792,0.04322079457644821,0.06442029608542,0.014682663080530178,0.983370030947927,0.12844582748122602,0.13063612433008326,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,8.990195097496622
6d9222ba5953629c05f9:stress=sparse-flowon-outlier,development,smooth_no_interface,2161,base_landweber_matched,-1,0.6099089022121916,0.0471022474720218,0.07020557484359248,0.014170686074217724,1.1893316716727853,0.010051227371771812,0.04774997509278547,,0.0023170600709363346,24,24,0,1,0.0,11,24,base_landweber_matched,0.10010906217715017,8.990195097496622
a994755ef2379015ae21,development,single_interface,2161,cgls_matched,-1,0.6837389664502033,0.07109756792878964,0.07975675342080482,-0.0008558608429799429,1.1739054819097008,0.0009716602716335289,0.03178041047998533,,,24,24,0,1,0.0,11,24,cgls_matched,,8.990195097496622
a994755ef2379015ae21,development,single_interface,2161,huber_pdhg_matched,-1,0.6709171534156011,0.06976431098728364,0.07826111512784978,-0.0007013839439879824,1.0763410111343747,0.1276963078332867,0.13051222407892196,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,8.990195097496622
a994755ef2379015ae21,development,single_interface,2161,base_landweber_matched,-1,0.6803877119330182,0.07074909276886238,0.07936583642865916,-0.0008924165016269092,1.171937307428026,0.01223970892116981,0.035134973108420814,,0.0011440324930316861,24,24,0,1,0.0,11,24,base_landweber_matched,0.10010906217715017,8.990195097496622
a994755ef2379015ae21:stress=sparse-flowon-outlier,development,single_interface,2161,cgls_matched,-1,0.6854381098570889,0.07127425080005992,0.07995495502752782,-0.000888995053806096,1.181271126710426,0.0009276220227897547,0.03895595815172885,,,24,24,0,1,0.0,11,24,cgls_matched,,8.990195097496622
a994755ef2379015ae21:stress=sparse-flowon-outlier,development,single_interface,2161,huber_pdhg_matched,-1,0.6712392288614418,0.06979780151804531,0.07829868457054247,-0.0007292118734653556,1.0764313048018181,0.12744142700983258,0.1335795191904993,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,8.990195097496622
a994755ef2379015ae21:stress=sparse-flowon-outlier,development,single_interface,2161,base_landweber_matched,-1,0.6801226079530215,0.07072152633027856,0.07933491259105306,-0.0009140847262957959,1.1720340085392875,0.012852912547398067,0.03993762231812047,,0.0019961597278344697,24,24,0,1,0.0,11,24,base_landweber_matched,0.10010906217715017,8.990195097496622
