case_id,split,family,base_seed,method,model_seed,field_relative_l2,field_rmse,field_nrmse_dynamic_range,field_mean_bias,h1_seminorm_relative_error,measured_reprojection_relative_l2,clean_reprojection_relative_l2,gate,correction_rms,optimization_forward_calls,optimization_adjoint_calls,grouped_adjoint_calls,evaluation_forward_calls,neural_inference_seconds,candidate_id,solver_kind,mean_policy,whitening_policy,data_huber_delta_sigma_multiplier,standardized_edge_regularization_weight,session_id,stress,selector_digest,uses_truth_or_clean_projection,data_huber_delta_effective,edge_regularization_weight_effective,measurement_unit_scale,whitening_condition_number,operator_norm_squared_bound,dense_norm_setup_in_budget,candidate_budget_matched,solve_seconds,terminal_objective,terminal_primal_update_norm,terminal_data_dual_saturation_fraction,field_gain_to_registered_huber,h1_gain_to_registered_huber,clean_reprojection_ratio_to_cgls,measured_reprojection_ratio_to_cgls
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,robust_data__mean_zero__unwhitened__d0p75__l0,-1,0.6505175159275035,0.06667376533468385,0.07564420113660633,0.01971931459889334,1.3493766305119688,0.06432382798237488,0.08586360295511322,,,24,24,0,1,0.0,robust_data__mean_zero__unwhitened__d0p75__l0,huber_measurement_pdhg,zero,unwhitened,0.75,0.0,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,0.007060373983820149,0.0,0.009413831978426865,1.0,9.06647480597923,False,True,0.011985165998339653,4.167737979173841,0.09708001344860558,0.0,-0.16154224609148218,-0.34879844641152974,2.094085722699616,97.44109480795017
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,robust_data__mean_zero__unwhitened__d0p75__l0p001,-1,0.7448851543885172,0.07634582738971867,0.08661756380517897,0.01591383224387693,1.5359520719003872,0.3481801047223984,0.3478394483095273,,,24,24,0,1,0.0,robust_data__mean_zero__unwhitened__d0p75__l0p001,huber_measurement_pdhg,zero,unwhitened,0.75,0.001,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,0.007060373983820149,9.413831978426866e-06,0.009413831978426865,1.0,9.06647480597923,False,True,0.014611666032578796,22.603705050021077,0.2480129442481673,0.0,-0.3300419344973674,-0.5352939435121163,8.48328741664241,527.4414110396766
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,robust_data__mean_zero__unwhitened__d0p75__l0p01,-1,0.7413227064344995,0.07598069991338231,0.08620331127088988,0.015802168034273995,1.527997332921905,0.34727995011517093,0.34692289785688163,,,24,24,0,1,0.0,robust_data__mean_zero__unwhitened__d0p75__l0p01,huber_measurement_pdhg,zero,unwhitened,0.75,0.01,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,0.007060373983820149,9.413831978426864e-05,0.009413831978426865,1.0,9.06647480597923,False,True,0.014934665989130735,22.635848375869273,0.24756422446395826,0.0,-0.3236809469808454,-0.5273426129990666,8.460934112670033,526.0778098179225
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,robust_data__mean_zero__unwhitened__d0p75__l0p1,-1,0.7072168437074239,0.07248507338169734,0.08223737541690142,0.01468753967449356,1.451718597940921,0.3381967805810197,0.33767212142359126,,,24,24,0,1,0.0,robust_data__mean_zero__unwhitened__d0p75__l0p1,huber_measurement_pdhg,zero,unwhitened,0.75,0.1,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,0.007060373983820149,0.0009413831978426865,0.009413831978426865,1.0,9.06647480597923,False,True,0.014652958023361862,22.886870857576508,0.24324646871742753,0.0,-0.2627826630346986,-0.45109656211144133,8.235321417812976,512.318150116444
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,robust_data__mean_zero__unwhitened__d1p345__l0,-1,0.6492653485927804,0.0665454264214479,0.07549859522222994,0.01973243701686562,1.3454317181444697,0.06285100654594089,0.08456516057808734,,,24,24,0,1,0.0,robust_data__mean_zero__unwhitened__d1p345__l0,huber_measurement_pdhg,zero,unwhitened,1.345,0.0,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,0.012661604010984134,0.0,0.009413831978426865,1.0,9.06647480597923,False,True,0.01205087499693036,3.711675993980738,0.09502111272621255,0.0,-0.1593064181193746,-0.3448552243694424,2.0624186420053725,95.20998795805825
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,robust_data__mean_zero__unwhitened__d1p345__l0p001,-1,0.7403853507808752,0.07588462712617107,0.08609431263847304,0.01597462045667908,1.526914294073756,0.3413770751100308,0.34102126831075086,,,24,24,0,1,0.0,robust_data__mean_zero__unwhitened__d1p345__l0p001,huber_measurement_pdhg,zero,unwhitened,1.345,0.001,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,0.012661604010984134,9.413831978426866e-06,0.009413831978426865,1.0,9.06647480597923,False,True,0.014665708993561566,21.723311200158015,0.24391555186785982,0.0,-0.322007236181921,-0.526260038213973,8.317002135116338,517.1358264028039
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,robust_data__mean_zero__unwhitened__d1p345__l0p01,-1,0.7368093092395938,0.07551810639657852,0.08567847939955424,0.01586329197769565,1.5189411978725444,0.34048150255667053,0.3401089809412436,,,24,24,0,1,0.0,robust_data__mean_zero__unwhitened__d1p345__l0p01,huber_measurement_pdhg,zero,unwhitened,1.345,0.01,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,0.012661604010984134,9.413831978426864e-05,0.009413831978426865,1.0,9.06647480597923,False,True,0.014160459046252072,21.75493379303767,0.243474531119555,0.0,-0.31562197641216044,-0.5182903583439404,8.294752801408748,515.7791663156075
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,robust_data__mean_zero__unwhitened__d1p345__l0p1,-1,0.7025588489457288,0.0720076595656702,0.08169572929051766,0.01475162651353892,1.442480452195707,0.3314365768537008,0.33089343936664395,,,24,24,0,1,0.0,robust_data__mean_zero__unwhitened__d1p345__l0p1,huber_measurement_pdhg,zero,unwhitened,1.345,0.1,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,0.012661604010984134,0.0009413831978426865,0.009413831978426865,1.0,9.06647480597923,False,True,0.014402124972548336,22.001833992131978,0.23919949870650667,0.0,-0.2544655039032225,-0.4418623747488365,8.069999432412548,502.07744036740314
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,robust_data__mean_zero__unwhitened__d2__l0,-1,0.6479329540725013,0.06640886474954326,0.0753436602410533,0.019746682057905703,1.3412179217770501,0.061266248825913985,0.08317419191866239,,,24,24,0,1,0.0,robust_data__mean_zero__unwhitened__d2__l0,huber_measurement_pdhg,zero,unwhitened,2.0,0.0,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,0.01882766395685373,0.0,0.009413831978426865,1.0,9.06647480597923,False,True,0.012169749999884516,3.2472668019765663,0.09282302172960555,0.0,-0.15692733917703683,-0.3406432335394888,2.0284949827344336,92.8093141783963
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,robust_data__mean_zero__unwhitened__d2__l0p001,-1,0.735568833029227,0.07539096574666793,0.08553423296550032,0.01604062110788671,1.5171944947368947,0.33400999058474373,0.33363514259832605,,,24,24,0,1,0.0,robust_data__mean_zero__unwhitened__d2__l0p001,huber_measurement_pdhg,zero,unwhitened,2.0,0.001,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,0.01882766395685373,9.413831978426866e-06,0.009413831978426865,1.0,9.06647480597923,False,True,0.014809333952143788,20.771729556300425,0.239445182842528,0.0,-0.3134070237193678,-0.5165444036397948,8.13686550133754,505.97578191845855
170f9e9fcd7f86632b9a,development,smooth_no_interface,2101,robust_data__mean_zero__unwhitened__d2__l0p01,-1,0.7319797797598097,0.07502311140055147,0.08511688668234188,0.015929621156414407,1.5092057434478798,0.3331239903623337,0.3327321722081445,,,24,24,0,1,0.0,robust_data__mean_zero__unwhitened__d2__l0p01,huber_measurement_pdhg,zero,unwhitened,2.0,0.01,development:2101:d7d9a77030834a1d,nominal,6afcfa8ba0164183ef84bca1477dd3b88098ee0100faf44f24a745354897dab1,False,0.01882766395685373,9.413831978426864e-05,0.009413831978426865,1.0,9.06647480597923,False,True,0.014921790978405625,20.803360441049183,0.23901470947192466,0.0,-0.30699853064450083,-0.5085590753898879,8.114843394915008,504.6336224982298
