candidate_id,selector_digest,session_id,manifest_digest,split,gate_policy,target_two_sided_coverage,joint_tail_quantile,calibration_sample_count,joint_tail_order,finite_sample_two_sided_lower_bound,same_session_repeat_event_successes,same_session_repeat_event_sample_count,same_session_repeat_event_coverage,same_session_repeat_event_ci_lower,same_session_repeat_event_ci_upper,same_session_repeat_event_ci_method,global_band_coverage,global_upper_coverage,joint_upper_coverage,joint_lower_coverage,joint_two_sided_coverage,per_camera_band_coverages_json,selector_covariance_condition_number,audit_digest
structured_joint_upper_95_ablation,37add858b01682ff591744199445f709237c014a6ce8349e791c71a625cc4a4c,development:2113:ec64a4d4fb310d8d,8b3ba79f6cd432f15f13b54938cbe6cdfbd23973eb0e22f28c7485c0e58f9f52,development,joint_upper_only,0.9,0.95,64,62,0.9076923076923078,244,256,0.953125,0.9195509717713118,0.975547656030563,clopper-pearson-exact,1.0,1.0,0.953125,0.921875,0.875,"[0.9609375,0.96484375,0.94921875]",23.23774060910602,1b242eeb0e47a86dda817bf1fc7afdbfdc0818358a590406a21fe3f9c61fd934
structured_global_upper_95_ablation,ffa209f19bdd5d039e6759e55a8b7680940023a4beafb73730f425e5e5cf41ac,development:2113:ec64a4d4fb310d8d,8b3ba79f6cd432f15f13b54938cbe6cdfbd23973eb0e22f28c7485c0e58f9f52,development,global_upper_only,0.9,0.95,64,62,0.9076923076923078,256,256,1.0,0.9856936372709615,1.0,clopper-pearson-exact,1.0,1.0,0.953125,0.921875,0.875,"[0.9609375,0.96484375,0.94921875]",23.23774060910602,051da55d36324f93dcc13dd2a727c34b79ad9b407bd6c960db125a48abd48164
structured_target_mismatch_oracle_fraction_025,d4ce7d146e982eb2be6466ad13580f8f5e66057bda91190915c09eeabfaaf410,development:2113:ec64a4d4fb310d8d,8b3ba79f6cd432f15f13b54938cbe6cdfbd23973eb0e22f28c7485c0e58f9f52,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,253,256,0.98828125,0.9661367173637085,0.9975767612461293,clopper-pearson-exact,1.0,1.0,0.99609375,0.9921875,0.98828125,"[0.99609375,0.99609375,0.99609375]",23.23774060910602,5f13c8db76497b300d6a51cb33d7a5645cd76017354f4489347e4d5fd4318eb6
structured_target_mismatch_oracle_fraction_050,dec5c6e6501b31b02ea0b8c4a10d3065f80af59040858c13ba8f8253a05f657b,development:2113:ec64a4d4fb310d8d,8b3ba79f6cd432f15f13b54938cbe6cdfbd23973eb0e22f28c7485c0e58f9f52,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,253,256,0.98828125,0.9661367173637085,0.9975767612461293,clopper-pearson-exact,1.0,1.0,0.99609375,0.9921875,0.98828125,"[0.99609375,0.99609375,0.99609375]",23.23774060910602,c86a86f20ade02d076123e4d231bc2dff6e16547dba7003cab76b8e452befea4
structured_target_mismatch_oracle_fraction_075,f474b5e0b84596db986e48c581350dd892c6438cbb4f3314bfebb537c16349b1,development:2113:ec64a4d4fb310d8d,8b3ba79f6cd432f15f13b54938cbe6cdfbd23973eb0e22f28c7485c0e58f9f52,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,253,256,0.98828125,0.9661367173637085,0.9975767612461293,clopper-pearson-exact,1.0,1.0,0.99609375,0.9921875,0.98828125,"[0.99609375,0.99609375,0.99609375]",23.23774060910602,a65a88f995693d0be926aaf4bf339824fdcd67eb85785df220960bcf4f863be3
structured_exact_target_mismatch_oracle_fraction_100,ec769130b98f9f1ca5a3434b24bbe4d47a81bbadb401e317c7508722009eb9ca,development:2113:ec64a4d4fb310d8d,8b3ba79f6cd432f15f13b54938cbe6cdfbd23973eb0e22f28c7485c0e58f9f52,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,253,256,0.98828125,0.9661367173637085,0.9975767612461293,clopper-pearson-exact,1.0,1.0,0.99609375,0.9921875,0.98828125,"[0.99609375,0.99609375,0.99609375]",23.23774060910602,525a748c89f5474a501795b662cdde3f6398e9f9cf69727771df2371bf957152
structured_joint_two_sided_95,75e16eccc435b46ca8bab626469a0c4417f50789e71b885b1a347983df64b045,development:2129:36bb2dcd6e5ff7a5,71d0cb37277fb1da737ed86e768d735893da646fbbf04c8175d45e2562954c4f,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,255,256,0.99609375,0.9784291096474662,0.9999011072027765,clopper-pearson-exact,1.0,1.0,0.99609375,1.0,0.99609375,"[1.0,1.0,0.99609375]",26.85893382329374,d98e5178b997e5ac099ac87f1bde618fc8a165b1eebfb49df2b952121c218182
isotropic_joint_two_sided_95,db9e01f0b972ff9cf5ab60bbb1a4d29cd7fa067101908a3afd6e3110a1f85a55,development:2129:36bb2dcd6e5ff7a5,71d0cb37277fb1da737ed86e768d735893da646fbbf04c8175d45e2562954c4f,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,239,256,0.93359375,0.8958044309379782,0.9608432005609502,clopper-pearson-exact,1.0,1.0,0.9375,0.99609375,0.93359375,"[0.98828125,0.96484375,0.98046875]",1.0,9cacb5d35aa018f97d71f755850eb239bc1bfe85cf5d058f40c0fb5462c0f289
structured_joint_upper_95_ablation,c1f59956d2b7fcd7b6c6b4153405ea191c10f4bbc636a8c497097c50babbc6d6,development:2129:36bb2dcd6e5ff7a5,71d0cb37277fb1da737ed86e768d735893da646fbbf04c8175d45e2562954c4f,development,joint_upper_only,0.9,0.95,64,62,0.9076923076923078,252,256,0.984375,0.9604792434666393,0.9957267275137757,clopper-pearson-exact,1.0,1.0,0.984375,0.9765625,0.9609375,"[0.9921875,0.984375,0.984375]",26.85893382329374,7bb344fac59aae507d113eeaf88c97b3f5496a90fbeeb43a96e950a2a424f365
structured_global_upper_95_ablation,7ba50dcdc7e269f1011a33e4de81fa7f7008db35bbe896f6c33039899b932b40,development:2129:36bb2dcd6e5ff7a5,71d0cb37277fb1da737ed86e768d735893da646fbbf04c8175d45e2562954c4f,development,global_upper_only,0.9,0.95,64,62,0.9076923076923078,256,256,1.0,0.9856936372709615,1.0,clopper-pearson-exact,1.0,1.0,0.984375,0.9765625,0.9609375,"[0.9921875,0.984375,0.984375]",26.85893382329374,7495baef4353eba450de91ad7dc3fc9c01f8ee77d5209d34acb99b9d300ffff2
structured_target_mismatch_oracle_fraction_025,a9dded8e25efa75228f6d83a33e1416bbb3b987db18312f52e48edc18041ba8e,development:2129:36bb2dcd6e5ff7a5,71d0cb37277fb1da737ed86e768d735893da646fbbf04c8175d45e2562954c4f,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,255,256,0.99609375,0.9784291096474662,0.9999011072027765,clopper-pearson-exact,1.0,1.0,0.99609375,1.0,0.99609375,"[1.0,1.0,0.99609375]",26.85893382329374,874adcb01a1698088acd10d2ecd885af8f318e554ecae7c453d9fbfdc865fc4c
structured_target_mismatch_oracle_fraction_050,59778ab5d728e49e428c2d177df5b59972b2cd65dc057ef8e58ac4f275fa1476,development:2129:36bb2dcd6e5ff7a5,71d0cb37277fb1da737ed86e768d735893da646fbbf04c8175d45e2562954c4f,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,255,256,0.99609375,0.9784291096474662,0.9999011072027765,clopper-pearson-exact,1.0,1.0,0.99609375,1.0,0.99609375,"[1.0,1.0,0.99609375]",26.85893382329374,25342f92935d40945ce27358fbaade6af167a0c874548828eef9c65a24569809
structured_target_mismatch_oracle_fraction_075,8d8b99607bdea311642309ad983ff1bdab800ab7be66d780d18600188b70fa54,development:2129:36bb2dcd6e5ff7a5,71d0cb37277fb1da737ed86e768d735893da646fbbf04c8175d45e2562954c4f,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,255,256,0.99609375,0.9784291096474662,0.9999011072027765,clopper-pearson-exact,1.0,1.0,0.99609375,1.0,0.99609375,"[1.0,1.0,0.99609375]",26.85893382329374,78407509d8fe9a9141cd73abd83b5bdf1515e8f06bfc6e0e000a658074b54518
structured_exact_target_mismatch_oracle_fraction_100,d2b8afdc7bbc6b0cef8ab459c8830088eb6b87a1ba613290bedba7c32cb83ba6,development:2129:36bb2dcd6e5ff7a5,71d0cb37277fb1da737ed86e768d735893da646fbbf04c8175d45e2562954c4f,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,255,256,0.99609375,0.9784291096474662,0.9999011072027765,clopper-pearson-exact,1.0,1.0,0.99609375,1.0,0.99609375,"[1.0,1.0,0.99609375]",26.85893382329374,b92293f557c1b56ef25ff333fdf901e3132db1d980b359eb757ea180c15dc02d
structured_joint_two_sided_95,a54c8b96eccbc8f805d85f752593fecabf5b79696c42815b49ad1f9ec6c3da8a,development:2141:3af6026bc2086d33,1b1a13e060ff6cf3977af1e1ae84d3def397a33aa34f92ca6fb745b15ae0d0dc,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,250,256,0.9765625,0.9496870965771785,0.9913513838038861,clopper-pearson-exact,1.0,1.0,0.98828125,0.98828125,0.9765625,"[0.98828125,0.98828125,1.0]",24.46332009876752,6b2390f4631ffb00f9286f1d8a91e865dc7e3f12d091618ad8242b2d310ea18b
isotropic_joint_two_sided_95,f1a0a4f2c7acbf27c91cf2c0413b190109711ee47ad987a19d8382fe7e17eed9,development:2141:3af6026bc2086d33,1b1a13e060ff6cf3977af1e1ae84d3def397a33aa34f92ca6fb745b15ae0d0dc,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,244,256,0.953125,0.9195509717713118,0.975547656030563,clopper-pearson-exact,1.0,1.0,0.984375,0.96875,0.953125,"[0.98046875,0.98828125,0.984375]",1.0,a1dd490970f57cdb03d571be7f26b540a9552a55f0f37c64ced83194d563b577
structured_joint_upper_95_ablation,51de7d74100349f0d2a529eff4486aa27dcfdeadb8ec036281b0c97606008e0d,development:2141:3af6026bc2086d33,1b1a13e060ff6cf3977af1e1ae84d3def397a33aa34f92ca6fb745b15ae0d0dc,development,joint_upper_only,0.9,0.95,64,62,0.9076923076923078,247,256,0.96484375,0.934313785816128,0.983800589139043,clopper-pearson-exact,1.0,1.0,0.96484375,0.94921875,0.9140625,"[0.96484375,0.953125,0.98828125]",24.46332009876752,503d950cde471e2d0ccada353d4b9ec7a25ddd1f4fa654a376b62aaa175124fa
structured_global_upper_95_ablation,abfd1f3bb988b8d1b5092761f38e8ab0610d79b94f48f753723e995b15e46f0a,development:2141:3af6026bc2086d33,1b1a13e060ff6cf3977af1e1ae84d3def397a33aa34f92ca6fb745b15ae0d0dc,development,global_upper_only,0.9,0.95,64,62,0.9076923076923078,256,256,1.0,0.9856936372709615,1.0,clopper-pearson-exact,1.0,1.0,0.96484375,0.94921875,0.9140625,"[0.96484375,0.953125,0.98828125]",24.46332009876752,0e4ae14518de840d91f62be1c167c33d186e70f6a004e7ae24d9d59375865619
structured_target_mismatch_oracle_fraction_025,e179bcfff568e9fce9b70773665845b88acc65067ab376a3a12815b62bf3a14c,development:2141:3af6026bc2086d33,1b1a13e060ff6cf3977af1e1ae84d3def397a33aa34f92ca6fb745b15ae0d0dc,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,250,256,0.9765625,0.9496870965771785,0.9913513838038861,clopper-pearson-exact,1.0,1.0,0.98828125,0.98828125,0.9765625,"[0.98828125,0.98828125,1.0]",24.46332009876752,bc7ee0b219c024f657242d179ac053306057f7b678fba197760ef34bc73cc851
structured_target_mismatch_oracle_fraction_050,18a62daad5b1a70fc51b0f1c772f8c80e323eb5dfd74325bbe003261766d1966,development:2141:3af6026bc2086d33,1b1a13e060ff6cf3977af1e1ae84d3def397a33aa34f92ca6fb745b15ae0d0dc,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,250,256,0.9765625,0.9496870965771785,0.9913513838038861,clopper-pearson-exact,1.0,1.0,0.98828125,0.98828125,0.9765625,"[0.98828125,0.98828125,1.0]",24.46332009876752,095ea5a67d38604804786fd42230b24bda8bae3dee21599a6709aa3f556f4864
structured_target_mismatch_oracle_fraction_075,5e2840716860a1ec27e3fea3397548b2775491d9fdb9508087c6b86dea46de75,development:2141:3af6026bc2086d33,1b1a13e060ff6cf3977af1e1ae84d3def397a33aa34f92ca6fb745b15ae0d0dc,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,250,256,0.9765625,0.9496870965771785,0.9913513838038861,clopper-pearson-exact,1.0,1.0,0.98828125,0.98828125,0.9765625,"[0.98828125,0.98828125,1.0]",24.46332009876752,d55302289899e14a3a9a0bde5176f8b51b79aa9e1c300f95a8c086778e8f2b4e
structured_exact_target_mismatch_oracle_fraction_100,edc0888d98faf131957f7e295f7bde687a4ed547e493a8c89b4d172fa8908f63,development:2141:3af6026bc2086d33,1b1a13e060ff6cf3977af1e1ae84d3def397a33aa34f92ca6fb745b15ae0d0dc,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,250,256,0.9765625,0.9496870965771785,0.9913513838038861,clopper-pearson-exact,1.0,1.0,0.98828125,0.98828125,0.9765625,"[0.98828125,0.98828125,1.0]",24.46332009876752,7b5512e589e5cec37f3a638d7de8af3e3a15ecae61bd13c186d5743c502618c9
structured_joint_two_sided_95,a9504caf51caf974c2bb43333905cd41e2bf1c2b3d0b43d2e707a94d3939c82c,development:2153:60ee21e822fc2128,f30eaa9db35c6f8392669d4a10b04ffe4338498b18ee2b927986aad57d1b2761,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,252,256,0.984375,0.9604792434666393,0.9957267275137757,clopper-pearson-exact,1.0,1.0,0.984375,1.0,0.984375,"[0.99609375,0.9921875,0.99609375]",20.515718380314528,70b3d18bcc7b2a9ed407ca98664fe595cf9b09afe18b892e38f6ac6804da15fb
isotropic_joint_two_sided_95,a83fba0d88463f5e23a0e06b894cfea91934f10158a1fd11443ae9d71b30f8f6,development:2153:60ee21e822fc2128,f30eaa9db35c6f8392669d4a10b04ffe4338498b18ee2b927986aad57d1b2761,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,244,256,0.953125,0.9195509717713118,0.975547656030563,clopper-pearson-exact,1.0,1.0,0.99609375,0.95703125,0.953125,"[0.98828125,0.984375,0.98046875]",1.0,25cb7494085d830af81abf5b8e841402ad2d91e55c86f80fd0b592fbdfa33b5a
structured_joint_upper_95_ablation,83f2dadc06daeb3d8b684b3a0f71b138fd482da89ceb76ccb02c1ab4c62cc536,development:2153:60ee21e822fc2128,f30eaa9db35c6f8392669d4a10b04ffe4338498b18ee2b927986aad57d1b2761,development,joint_upper_only,0.9,0.95,64,62,0.9076923076923078,247,256,0.96484375,0.934313785816128,0.983800589139043,clopper-pearson-exact,1.0,1.0,0.96484375,0.94140625,0.90625,"[0.96875,0.96875,0.96875]",20.515718380314528,62cd005b0de0d440414bde9ba14d72a1cdb26f88356e8ae74015c0aa19a12391
structured_global_upper_95_ablation,ee4119476ed1a003d9c5c76206e11bfa1a934d6eecf9622c66d6a86faa1f84b6,development:2153:60ee21e822fc2128,f30eaa9db35c6f8392669d4a10b04ffe4338498b18ee2b927986aad57d1b2761,development,global_upper_only,0.9,0.95,64,62,0.9076923076923078,256,256,1.0,0.9856936372709615,1.0,clopper-pearson-exact,1.0,1.0,0.96484375,0.94140625,0.90625,"[0.96875,0.96875,0.96875]",20.515718380314528,51c27d6924c8b2e5cf53cf87660eeae07c1faa2caabfe1a2422eb2c8e00670ef
structured_target_mismatch_oracle_fraction_025,145f118f567f03a6e82408596ef03a809401d0d8487a5d3f090b64d887dc677b,development:2153:60ee21e822fc2128,f30eaa9db35c6f8392669d4a10b04ffe4338498b18ee2b927986aad57d1b2761,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,252,256,0.984375,0.9604792434666393,0.9957267275137757,clopper-pearson-exact,1.0,1.0,0.984375,1.0,0.984375,"[0.99609375,0.9921875,0.99609375]",20.515718380314528,864de16ecb8a62f8e4f0ccbd2be0781cc16fccaf5bbdb61cf725f44ed933a7ac
structured_target_mismatch_oracle_fraction_050,4c65ac6c37d2ab5148624a283304d17d0f03bcac879c80cf0b8db0f98bc2367d,development:2153:60ee21e822fc2128,f30eaa9db35c6f8392669d4a10b04ffe4338498b18ee2b927986aad57d1b2761,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,252,256,0.984375,0.9604792434666393,0.9957267275137757,clopper-pearson-exact,1.0,1.0,0.984375,1.0,0.984375,"[0.99609375,0.9921875,0.99609375]",20.515718380314528,0af197704470898dd38e1edcab8832a42c3626e7b4e65d00235df29b64ca2989
structured_target_mismatch_oracle_fraction_075,d99fa5dc81d554afe6fa38db5759d47e28863df8eb8a914c845f914db8d7ec80,development:2153:60ee21e822fc2128,f30eaa9db35c6f8392669d4a10b04ffe4338498b18ee2b927986aad57d1b2761,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,252,256,0.984375,0.9604792434666393,0.9957267275137757,clopper-pearson-exact,1.0,1.0,0.984375,1.0,0.984375,"[0.99609375,0.9921875,0.99609375]",20.515718380314528,d9b24218a604a91b7989fbe032bfb40d83fb8d348779f0026239fa95ee894c00
structured_exact_target_mismatch_oracle_fraction_100,11760b93ec26e786e5a12ea32162e413ddfc4528bd04a59b0ff359ac0448ab86,development:2153:60ee21e822fc2128,f30eaa9db35c6f8392669d4a10b04ffe4338498b18ee2b927986aad57d1b2761,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,252,256,0.984375,0.9604792434666393,0.9957267275137757,clopper-pearson-exact,1.0,1.0,0.984375,1.0,0.984375,"[0.99609375,0.9921875,0.99609375]",20.515718380314528,4e975f09cdb990ee33ca219142c2bac2c0f61abd2edd71ce96e8437e6415c7e0
structured_joint_two_sided_95,f55ed5f7391402d070f09369a519b5eabdf1f3bcad6d51d26044325acb49373a,development:2161:7ae13d5a74d37c97,a93c76a99923e0e4af89733cce7a4d81b6a3ff0ee184cbf1feda52b1c0fbbcb2,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,239,256,0.93359375,0.8958044309379782,0.9608432005609502,clopper-pearson-exact,1.0,1.0,0.97265625,0.9609375,0.93359375,"[0.96484375,0.9765625,0.9921875]",25.197044080148956,6875abf7db0d56be056ffe9162e45085e9c823d3b07592fa4caf6bb31b7eb0d1
isotropic_joint_two_sided_95,54e41913df2ac72c24bddecb895c09da1274e6fb20cc7ab143e3a0ff8a116079,development:2161:7ae13d5a74d37c97,a93c76a99923e0e4af89733cce7a4d81b6a3ff0ee184cbf1feda52b1c0fbbcb2,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,245,256,0.95703125,0.9244190662295707,0.9783579593956775,clopper-pearson-exact,1.0,1.0,0.984375,0.97265625,0.95703125,"[0.9921875,0.98046875,0.984375]",1.0,6ab955e9908c0e251991e5ec46a80a044caf2a8284b09731f650932dcc79aecb
structured_joint_upper_95_ablation,ceda474cc2015d429fd4563ae729db0e444fab34794d66b0b283472506bde11b,development:2161:7ae13d5a74d37c97,a93c76a99923e0e4af89733cce7a4d81b6a3ff0ee184cbf1feda52b1c0fbbcb2,development,joint_upper_only,0.9,0.95,64,62,0.9076923076923078,244,256,0.953125,0.9195509717713118,0.975547656030563,clopper-pearson-exact,1.0,1.0,0.953125,0.9296875,0.88671875,"[0.9453125,0.9609375,0.97265625]",25.197044080148956,bb34ccbe471755fba1251f9df0870605398efd21b107527d4b16180ee0d21c87
structured_global_upper_95_ablation,7e252212bc9fcb46e5d9d64a07f9f80340f935e389fedd65d9f483a07bed5953,development:2161:7ae13d5a74d37c97,a93c76a99923e0e4af89733cce7a4d81b6a3ff0ee184cbf1feda52b1c0fbbcb2,development,global_upper_only,0.9,0.95,64,62,0.9076923076923078,256,256,1.0,0.9856936372709615,1.0,clopper-pearson-exact,1.0,1.0,0.953125,0.9296875,0.88671875,"[0.9453125,0.9609375,0.97265625]",25.197044080148956,ddeb6dde55b18bd3eae078a0d0d910152b78f532ac605456cc39c3ddce9da6d2
structured_target_mismatch_oracle_fraction_025,d7957bf149d8688c880e126543119a7635b7cc211d3f79b9e2d34bd9670722a7,development:2161:7ae13d5a74d37c97,a93c76a99923e0e4af89733cce7a4d81b6a3ff0ee184cbf1feda52b1c0fbbcb2,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,239,256,0.93359375,0.8958044309379782,0.9608432005609502,clopper-pearson-exact,1.0,1.0,0.97265625,0.9609375,0.93359375,"[0.96484375,0.9765625,0.9921875]",25.197044080148956,119f6ce438fcd6a6afa16259cf6b02967ddc03cf38399b53de1c24c7c27340f3
structured_target_mismatch_oracle_fraction_050,e31c2dc7b09f6011648e92d11cfe8605a8b1ab98831d94799494301d3db1885e,development:2161:7ae13d5a74d37c97,a93c76a99923e0e4af89733cce7a4d81b6a3ff0ee184cbf1feda52b1c0fbbcb2,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,239,256,0.93359375,0.8958044309379782,0.9608432005609502,clopper-pearson-exact,1.0,1.0,0.97265625,0.9609375,0.93359375,"[0.96484375,0.9765625,0.9921875]",25.197044080148956,7969e056727308dd26054604aafb340c7b7f221f7a17f65016edad25fd68d25f
structured_target_mismatch_oracle_fraction_075,99f10ecf3ec52184ecfd26ee6c8c2435603f622ce4248846153a99403f5aefaf,development:2161:7ae13d5a74d37c97,a93c76a99923e0e4af89733cce7a4d81b6a3ff0ee184cbf1feda52b1c0fbbcb2,development,joint_two_sided,0.95,0.975,64,64,0.9692307692307693,239,256,0.93359375,0.8958044309379782,0.9608432005609502,clopper-pearson-exact,1.0,1.0,0.97265625,0.9609375,0.93359375,"[0.96484375,0.9765625,0.9921875]",25.197044080148956,c2d17e28d372535cc5aa4a34eb3714211c0816c12bd0a1470bda42653fb72961
