case_id,split,family,base_seed,method,model_seed,field_relative_l2,field_rmse,field_nrmse_dynamic_range,field_mean_bias,h1_seminorm_relative_error,measured_reprojection_relative_l2,clean_reprojection_relative_l2,gate,correction_rms,optimization_forward_calls,optimization_adjoint_calls,grouped_adjoint_calls,evaluation_forward_calls,neural_inference_seconds
817ed62303fd3253a425,development,single_interface,2161,cgls_13,-1,0.6812145429243631,0.07083506954575718,0.07946228457441827,-0.0006012445919700718,1.157738009102284,0.014236381932734035,0.022691056566759592,,,13,13,0,1,0.0
817ed62303fd3253a425,development,single_interface,2161,huber_pdhg_13,-1,0.7070915753675762,0.07352585383947466,0.08248078753696052,-0.00010984060485188367,0.9839966271505179,0.2871694281543921,0.28862144588131555,,,13,13,0,1,0.0
c12970cf110f1be99b82,ood,smooth_no_interface,3109,cgls_13,-1,0.6213772538339682,0.0773477598747295,0.07205588890245755,0.02187550674420222,1.2558999724409654,0.0054829469549542,0.01866627193423313,,,13,13,0,1,0.0
c12970cf110f1be99b82,ood,smooth_no_interface,3109,huber_pdhg_13,-1,0.6443608325618312,0.0802087083847303,0.07472110103434271,0.02697287505200465,0.9889052676300907,0.2559268135699448,0.2557656239764141,,,13,13,0,1,0.0
c574fbda17385d89b138,ood,single_interface,3109,cgls_13,-1,0.7013554613919954,0.08004018904539788,0.08101652646610268,-0.0024618043063754373,1.1602248151700776,0.010314225411799376,0.02454939364973646,,,13,13,0,1,0.0
c574fbda17385d89b138,ood,single_interface,3109,huber_pdhg_13,-1,0.7196557572307333,0.08212865804457291,0.08313047079785994,-0.0033712065043178703,0.9938083642303983,0.26585152524086697,0.27036728041500685,,,13,13,0,1,0.0
49ed9e07a52fd9932a2e,ood,two_interface,3109,cgls_13,-1,0.6794317338270243,0.04038644263512232,0.1036113087344905,-0.012235783722628917,1.3034358795254204,0.011195449919976433,0.02809151873252406,,,13,13,0,1,0.0
49ed9e07a52fd9932a2e,ood,two_interface,3109,huber_pdhg_13,-1,0.658161463774463,0.039122105839322865,0.10036765612370004,-0.014968238156339318,0.9732184052748337,0.309532949413561,0.3099996011142217,,,13,13,0,1,0.0
b65d04062647ff4a96cf,ood,smooth_no_interface,3121,cgls_13,-1,0.6034421545076881,0.059143973853018734,0.07122408419045485,0.017781755228591784,1.2109751420365522,0.005992712815353964,0.02242668935019698,,,13,13,0,1,0.0
b65d04062647ff4a96cf,ood,smooth_no_interface,3121,huber_pdhg_13,-1,0.6258476358744443,0.06133995766724337,0.07386859597882243,0.021690323736246218,0.9615229207225544,0.2569399161210517,0.25531154979146387,,,13,13,0,1,0.0
92c050cb6b32ffd7819e,ood,single_interface,3121,cgls_13,-1,0.6774272987346375,0.07702795244704942,0.0778502876168772,0.0022537809843964584,1.2272962376687409,0.012330024986278078,0.030980094261590974,,,13,13,0,1,0.0
92c050cb6b32ffd7819e,ood,single_interface,3121,huber_pdhg_13,-1,0.6944950610526525,0.07896866960838218,0.0798117234903885,0.004019018959209341,0.9517454967470658,0.29721006661223043,0.29710047327646555,,,13,13,0,1,0.0
d2bd02757c7386060fa0,ood,two_interface,3121,cgls_13,-1,0.6985459611599695,0.035604141614539626,0.09559175162101799,-0.009754137285361309,1.2214956823457797,0.007329579110616285,0.02713204872334838,,,13,13,0,1,0.0
d2bd02757c7386060fa0,ood,two_interface,3121,huber_pdhg_13,-1,0.6741381724317177,0.034360102689834665,0.09225169469211532,-0.01151644861013469,0.9046278518538161,0.324153929323568,0.327201630916986,,,13,13,0,1,0.0
efe6f0ab78d4c4993662,ood,smooth_no_interface,3137,cgls_13,-1,0.6102332534956276,0.04552099499420045,0.06025513980872567,0.011809426648896391,1.0984394253562784,0.005901257246365827,0.016499647974496327,,,13,13,0,1,0.0
efe6f0ab78d4c4993662,ood,smooth_no_interface,3137,huber_pdhg_13,-1,0.6246775776833468,0.04659848463488665,0.061681389145988,0.014467275664647741,0.9001072206464237,0.2257309797912681,0.2253777372682286,,,13,13,0,1,0.0
59d5c6804bd39f12f83e,ood,single_interface,3137,cgls_13,-1,0.683109010616595,0.07501141732546215,0.07984430292936133,-0.0028059333425449104,1.230255379518031,0.011888015282526856,0.025860630262096323,,,13,13,0,1,0.0
59d5c6804bd39f12f83e,ood,single_interface,3137,huber_pdhg_13,-1,0.6896013770649616,0.07572433664217366,0.08060315468709749,-0.002588503279578706,0.9780178734750784,0.28148150668038213,0.2755754898344827,,,13,13,0,1,0.0
73a367367e8a2588b8c2,ood,two_interface,3137,cgls_13,-1,0.6804805152179687,0.03755840558437844,0.09843453873550792,-0.01079790896408059,1.1897507894507853,0.006534249119279289,0.020973662250745574,,,13,13,0,1,0.0
73a367367e8a2588b8c2,ood,two_interface,3137,huber_pdhg_13,-1,0.6911418631203565,0.038146847456906975,0.0999767502163674,-0.012923669969305326,0.9140895797704225,0.32225195341201174,0.3231980925855972,,,13,13,0,1,0.0
9a6e1a09d5cfb3f6b9d9,ood,smooth_no_interface,3163,cgls_13,-1,0.6057876994804121,0.06402585505521134,0.06921017035957583,0.019738285126257755,1.2221411269200246,0.0075087483074513595,0.016522974797392117,,,13,13,0,1,0.0
9a6e1a09d5cfb3f6b9d9,ood,smooth_no_interface,3163,huber_pdhg_13,-1,0.6239068662021198,0.065940874365178,0.07128025302493621,0.023606902592726575,0.9607758752128958,0.23637868828412253,0.23578251265892056,,,13,13,0,1,0.0
35d22c1380baf6593b39,ood,single_interface,3163,cgls_13,-1,0.8030353354452696,0.09683044188295424,0.09472705248253728,-0.00011921868768745896,1.3852434240664573,0.015300354562461841,0.019492872541035107,,,13,13,0,1,0.0
35d22c1380baf6593b39,ood,single_interface,3163,huber_pdhg_13,-1,0.705996411860896,0.08512943517032807,0.08328021969512459,-0.0007916819333761286,1.037547002685413,0.2874553196232767,0.28755597902041447,,,13,13,0,1,0.0
f0363cd7bec7fc07695b,ood,two_interface,3163,cgls_13,-1,0.6669007232196501,0.04034896246936035,0.08823881094299758,-0.012652036341882765,1.126691485099186,0.005863008755472661,0.022529071553708774,,,13,13,0,1,0.0
f0363cd7bec7fc07695b,ood,two_interface,3163,huber_pdhg_13,-1,0.6929093492717961,0.04192254162427758,0.09168005812896976,-0.01490205027792776,0.9351069203597722,0.30006126384400567,0.30146508777211256,,,13,13,0,1,0.0
e8ad7f781d1e2915a075,ood,smooth_no_interface,3181,cgls_13,-1,0.6175293467817256,0.06274558477363541,0.059774373323076085,0.016146183188344577,1.1191756457687199,0.004963381257104734,0.017895456980029943,,,13,13,0,1,0.0
e8ad7f781d1e2915a075,ood,smooth_no_interface,3181,huber_pdhg_13,-1,0.636089666910677,0.06463145164967325,0.06157093815058686,0.019492689979500637,0.9303407020519825,0.22651863518407805,0.2248599626405164,,,13,13,0,1,0.0
3362d0532ed7c2a38730,ood,single_interface,3181,cgls_13,-1,0.6663345950688266,0.08670861766047899,0.07857504497124866,0.004844178432536511,1.2149484858615858,0.012257111894887908,0.027306865473303396,,,13,13,0,1,0.0
3362d0532ed7c2a38730,ood,single_interface,3181,huber_pdhg_13,-1,0.713322673099089,0.09282307025333278,0.0841159404487813,0.006785624917528471,0.9976718513550856,0.288207033891411,0.2911620197405279,,,13,13,0,1,0.0
b68a57ff53cf5cbd1d8c,ood,two_interface,3181,cgls_13,-1,0.6404127117297356,0.04393453546710677,0.08853235145196658,-0.013793644487513742,1.1656245475625162,0.007038555042277043,0.020989078862803136,,,13,13,0,1,0.0
b68a57ff53cf5cbd1d8c,ood,two_interface,3181,huber_pdhg_13,-1,0.6713733130836836,0.04605854021178778,0.0928124270813659,-0.016009868547841297,0.9029711665360668,0.31733814781372566,0.3154921533092708,,,13,13,0,1,0.0
0b247ca300bd186b2aa8,ood,smooth_no_interface,3191,cgls_13,-1,0.6052911293389649,0.06873296072798897,0.06864300064441244,0.019850974803557526,1.2033976454885933,0.005750826647989198,0.02438035216889207,,,13,13,0,1,0.0
0b247ca300bd186b2aa8,ood,smooth_no_interface,3191,huber_pdhg_13,-1,0.6311696889207496,0.07167156321729728,0.07157775698883283,0.02447069176078782,0.9620081563951909,0.25143607377758337,0.25150797102945255,,,13,13,0,1,0.0
2aa10b47cf2ae3da6dfc,ood,single_interface,3191,cgls_13,-1,0.6291931714073602,0.07832604553978881,0.07278275403750514,-0.009184910309023032,1.147341912598439,0.012046937956855441,0.016484111480154936,,,13,13,0,1,0.0
2aa10b47cf2ae3da6dfc,ood,single_interface,3191,huber_pdhg_13,-1,0.6855552335317439,0.08534236047339881,0.07930251027622906,-0.0112059029970248,0.9691891826135405,0.28159331993923387,0.2807731315592781,,,13,13,0,1,0.0
00c3a80c137b7dc58c98,ood,two_interface,3191,cgls_13,-1,0.6887774529737812,0.04846376890967871,0.10352881066074683,-0.014747795438462566,1.2844957587442383,0.013235699582616119,0.021633966554019373,,,13,13,0,1,0.0
00c3a80c137b7dc58c98,ood,two_interface,3191,huber_pdhg_13,-1,0.6574059038151611,0.046256403523082835,0.09881341360621994,-0.01775022116916676,0.9284163061773066,0.3220707721671821,0.319224017996352,,,13,13,0,1,0.0
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.24785472577107925,0.025403478643601995,0.028821318826679175,0.0034603782994104917,0.47738947797293424,0.1974321043240691,0.196684547506335,0.7063487768173218,0.049652572721242905,13,13,1,1,0.03072095796233043
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.4197601496572044,0.052212401979301104,0.04804252447442691,0.003069995169834932,0.7038168593465023,0.24984963925703946,0.2497355330848581,0.7063517570495605,0.06235538795590401,13,13,1,1,0.008459584030788392
b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,17,0.23642150783266264,0.020391399887584996,0.0259338821214812,0.0001483918674385293,0.44361896232082726,0.22778726800773794,0.22809664887343106,0.706345796585083,0.04558871313929558,13,13,1,1,0.007018999953288585
423593699e2b6baeef3f,development,single_interface,2113,jacru_m2,17,0.7053691596243571,0.0649087470725232,0.0831032837312785,0.0005824530785368181,0.9038247484326206,0.2054875731037304,0.20700568212321274,0.7063498497009277,0.061948612332344055,13,13,1,1,0.0045885840081609786
5639798ee009ab4df707,development,smooth_no_interface,2129,jacru_m2,17,0.24219668589494697,0.022096488705459792,0.028120596111165044,0.0007915948609936133,0.46092793577478886,0.22385435483949198,0.22365563960085985,0.7063445448875427,0.04783564433455467,13,13,1,1,0.00454308302141726
9f862d87f3c25fedf3e1,development,single_interface,2129,jacru_m2,17,0.44656074842700516,0.053446678899096954,0.05253487809261248,-0.005878183652545598,0.7155238650199269,0.22587958119732396,0.2228069220769441,0.7063493728637695,0.06305339187383652,13,13,1,1,0.004312333010602742
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.29983497400784415,0.0320247799835184,0.031533265626517266,0.002540350388770126,0.5312540330224714,0.25171926932648175,0.2502207314501917,0.7063459157943726,0.05085071548819542,13,13,1,1,0.004637333040591329
6be92a896230a00c27bc,development,single_interface,2141,jacru_m2,17,0.32596185682426354,0.03326368964098947,0.0420174869857013,-0.0004244133425760607,0.578615251501591,0.26800670166975005,0.26897579060649046,0.7063449621200562,0.055482372641563416,13,13,1,1,0.003981333982665092
2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.2571977855895035,0.03003687809815638,0.02914623482127443,0.005394175340419117,0.49705407091450415,0.20967682904858712,0.2088221868777362,0.7063486576080322,0.05209718272089958,13,13,1,1,0.00349033297970891
317ac465ce89a727ceb8,development,single_interface,2153,jacru_m2,17,0.3679296543420182,0.0327112217643298,0.042652422734142124,0.002213268703383585,0.575905296751463,0.2192066641187156,0.21999711120666263,0.7063450217247009,0.05554986745119095,13,13,1,1,0.004021375032607466
80f83d2b9da59c138e54,development,smooth_no_interface,2161,jacru_m2,17,0.2432330089407761,0.01878447968038843,0.027998137347539295,-0.0012047143754629187,0.44374332016228574,0.24216210633866198,0.2404624455232744,0.7063411474227905,0.043541278690099716,13,13,1,1,0.004536500026006252
817ed62303fd3253a425,development,single_interface,2161,jacru_m2,17,0.43650999626462283,0.045389835352143845,0.05091799918694484,-0.0017319809237280892,0.6550869558390291,0.26505457311591174,0.26394104225308457,0.7063469886779785,0.05989643558859825,13,13,1,1,0.0033167499932460487
c12970cf110f1be99b82,ood,smooth_no_interface,3109,jacru_m2,17,0.3304214415972805,0.041130180038674746,0.03831619284391317,0.005350838612396107,0.6086043167318061,0.21309705739725732,0.21348783661678303,0.7063684463500977,0.054638542234897614,13,13,1,1,0.0034303339780308306
c574fbda17385d89b138,ood,single_interface,3109,jacru_m2,17,0.4956998045156238,0.056570324531945146,0.05726037443563323,-0.0019008262180091418,0.7750027974101077,0.22630463237866283,0.22502280169174388,0.7063674926757812,0.05953816697001457,13,13,1,1,0.004095875017810613
49ed9e07a52fd9932a2e,ood,two_interface,3109,jacru_m2,17,0.5479716331102622,0.03257225682060371,0.08356403628092073,-0.0017300406867206857,0.7592961858279283,0.29797938002363117,0.299167711310488,0.7063570618629456,0.047629013657569885,13,13,1,1,0.0036007079761475325
b65d04062647ff4a96cf,ood,smooth_no_interface,3121,jacru_m2,17,0.2994040517190068,0.029344892918201325,0.03533856431358435,0.0018094850929135566,0.5417098437161001,0.23723324281215336,0.23735670130979572,0.7063755393028259,0.04962989687919617,13,13,1,1,0.00328829197678715
92c050cb6b32ffd7819e,ood,single_interface,3121,jacru_m2,17,0.4258793678059459,0.04842529338987582,0.048942272234550395,-0.0019003458230954311,0.7052490290147039,0.22499028511728492,0.22473991519370856,0.706379234790802,0.061191219836473465,13,13,1,1,0.0035603329888544977
d2bd02757c7386060fa0,ood,two_interface,3121,jacru_m2,17,0.4677150986964641,0.023838939075096568,0.06400395683306175,-0.0028899129747046496,0.6819470987578704,0.3862243021286678,0.38672809439101763,0.7063641548156738,0.03879975154995918,13,13,1,1,0.004298416955862194
efe6f0ab78d4c4993662,ood,smooth_no_interface,3137,jacru_m2,17,0.32820531784734114,0.024482822830804375,0.03240737406487548,-0.0011372978336074006,0.5397398111331689,0.3573559030053804,0.3589199981782022,0.7063681483268738,0.04204205796122551,13,13,1,1,0.003238333039917052
59d5c6804bd39f12f83e,ood,single_interface,3137,jacru_m2,17,0.48622572428621025,0.053391889364607925,0.056831857607783656,-0.0019460274434647332,0.75835062577048,0.19610218525034465,0.20141756697793142,0.7063779830932617,0.0591839961707592,13,13,1,1,0.003435083955992013
73a367367e8a2588b8c2,ood,two_interface,3137,jacru_m2,17,0.575878858380131,0.0317850272664775,0.0833034429707683,-0.0026928043559641536,0.7883528593969494,0.41649327226211236,0.41480841409394725,0.7063635587692261,0.041100095957517624,13,13,1,1,0.0039768750430084765
9a6e1a09d5cfb3f6b9d9,ood,smooth_no_interface,3163,jacru_m2,17,0.29885124894689613,0.03158566402809827,0.03414322520831489,0.0030690800112873565,0.5519340805990168,0.2471905154279995,0.246089775775761,0.7063669562339783,0.0514276921749115,13,13,1,1,0.0035996250226162374
35d22c1380baf6593b39,ood,single_interface,3163,jacru_m2,17,0.5948760635498722,0.07173048252875086,0.07017232443607022,-6.604615958498582e-05,0.9187725080796443,0.1722569246671705,0.1700000846141718,0.7063707709312439,0.06455882638692856,13,13,1,1,0.0034383750171400607
f0363cd7bec7fc07695b,ood,two_interface,3163,jacru_m2,17,0.520653044465376,0.03150065582365929,0.06888852262099746,-0.003946963185726404,0.710022114053031,0.3421302672476747,0.3406222938986664,0.7063571810722351,0.04387850686907768,13,13,1,1,0.003748249961063266
e8ad7f781d1e2915a075,ood,smooth_no_interface,3181,jacru_m2,17,0.3439671609578815,0.03494962752735063,0.03329464680039308,0.0019359640486218423,0.5642740546623684,0.3004606920633873,0.3004845287633293,0.7063696384429932,0.05000197887420654,13,13,1,1,0.004874292004387826
3362d0532ed7c2a38730,ood,single_interface,3181,jacru_m2,17,0.43382814327308666,0.0564530776036566,0.05115758077059632,6.583832475071773e-05,0.7095712692235223,0.23500714735140965,0.2324884806106507,0.7063750624656677,0.06371680647134781,13,13,1,1,0.004925250017549843
b68a57ff53cf5cbd1d8c,ood,two_interface,3181,jacru_m2,17,0.5654547400824212,0.038792158366273845,0.0781699626853814,-0.003221838644811608,0.7963935362088016,0.3874021533668709,0.38531941442213036,0.70636385679245,0.047004688531160355,13,13,1,1,0.006233917025383562
0b247ca300bd186b2aa8,ood,smooth_no_interface,3191,jacru_m2,17,0.3143076136879151,0.035690747511387184,0.03564403422281317,0.0036420717073699046,0.551602281170004,0.22867613941960255,0.22804140068670645,0.7063823938369751,0.05271770432591438,13,13,1,1,0.00568045797990635
2aa10b47cf2ae3da6dfc,ood,single_interface,3191,jacru_m2,17,0.41565664043946166,0.05174363363663812,0.048081632795684795,-0.005004285079791419,0.67885024092131,0.20777679654777106,0.2089705317205568,0.7063850164413452,0.0613781176507473,13,13,1,1,0.005264375009573996
00c3a80c137b7dc58c98,ood,two_interface,3191,jacru_m2,17,0.5622922029854094,0.03956401195704698,0.08451705665967353,-0.0033518764120464535,0.7617000675257911,0.3252782807116524,0.3244008268035187,0.7063754200935364,0.05202145129442215,13,13,1,1,0.005138917011208832
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,29,0.2850473087722769,0.02921547369446079,0.03314618811989288,0.005357749528837794,0.5287777235252763,0.20274268248751875,0.20224620703547336,0.8580158948898315,0.04891108348965645,13,13,1,1,0.00466774997767061
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,29,0.4601007956496899,0.05723022472017927,0.052659605142972736,0.007333929436388473,0.7248622075914317,0.24661760912314343,0.2454161610446202,0.860257089138031,0.06460922956466675,13,13,1,1,0.0033778329961933196
b06a75091983ab395677,development,smooth_no_interface,2113,jacru_m2,29,0.27470274029570896,0.023693163447506483,0.03013308116755253,0.0015237724110979142,0.505950725469983,0.23776269774571013,0.23790399480820693,0.8567953109741211,0.04435576871037483,13,13,1,1,0.00328212499152869
423593699e2b6baeef3f,development,single_interface,2113,jacru_m2,29,0.7764601521122002,0.07145060843343874,0.09147889080006734,0.0017557901622239792,0.9142817279718308,0.2463503089103192,0.248320101287344,0.8601429462432861,0.06658757477998734,13,13,1,1,0.0033526250044815242
5639798ee009ab4df707,development,smooth_no_interface,2129,jacru_m2,29,0.2747912771686837,0.02507021237668955,0.03190503821957119,0.003219736295285741,0.5117168752960379,0.21792589262654094,0.2172605249226181,0.8573670387268066,0.045859768986701965,13,13,1,1,0.004672541981562972
9f862d87f3c25fedf3e1,development,single_interface,2129,jacru_m2,29,0.4755740278430557,0.05691913686639836,0.05594809589681514,-0.007297820204014204,0.723930009011511,0.24397186264320883,0.2412257968413892,0.8605576753616333,0.06496882438659668,13,13,1,1,0.0055791669874452055
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,29,0.31497433523170804,0.033641785184094386,0.03312545313055208,0.004313192723441917,0.552422057554905,0.22482716285450863,0.22400998230207084,0.858244001865387,0.05080302804708481,13,13,1,1,0.0032617090037092566
6be92a896230a00c27bc,development,single_interface,2141,jacru_m2,29,0.3715435243274695,0.037915198427684274,0.04789310427344756,0.0021072175344086863,0.6289220604206949,0.2514224706733656,0.25307551236287534,0.8582111597061157,0.05237763375043869,13,13,1,1,0.003305374993942678
2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,29,0.28673328338511567,0.033486185193945674,0.032493264238114314,0.007534173629460932,0.5438624745883539,0.2042437895623628,0.20242610272455136,0.8590075969696045,0.05065532401204109,13,13,1,1,0.004004832997452468
317ac465ce89a727ceb8,development,single_interface,2153,jacru_m2,29,0.4200469675310912,0.037344773230948036,0.048694147416224,0.005502694972050515,0.6189352903358932,0.2482679090869876,0.2495925061253065,0.8583789467811584,0.05456748977303505,13,13,1,1,0.005195667035877705
80f83d2b9da59c138e54,development,smooth_no_interface,2161,jacru_m2,29,0.2864267192850008,0.022120257903151072,0.032970091771134365,0.0006957612785131197,0.5225267447691503,0.25163041328516583,0.2502500166021591,0.856521487236023,0.04169105738401413,13,13,1,1,0.005048041988629848
817ed62303fd3253a425,development,single_interface,2161,jacru_m2,29,0.45041308923524676,0.04683552756130829,0.0525397665751654,-0.0010470112214797653,0.6770541726656971,0.2539044112653869,0.25272517522846094,0.8590428829193115,0.06144231557846069,13,13,1,1,0.003877582959830761
c12970cf110f1be99b82,ood,smooth_no_interface,3109,jacru_m2,29,0.3737834378291887,0.046527791958873445,0.043344518492779004,0.008605159657317675,0.6464805081246832,0.2029780047657615,0.20341808912139567,0.8592246770858765,0.053179558366537094,13,13,1,1,0.003610708052292466
c574fbda17385d89b138,ood,single_interface,3109,jacru_m2,29,0.4925559566976371,0.056211541878164704,0.056897215318791376,-0.0007763538240271674,0.7693484857684223,0.2244781574147851,0.22356797620220545,0.8592414855957031,0.06013235077261925,13,13,1,1,0.003326290985569358
49ed9e07a52fd9932a2e,ood,two_interface,3109,jacru_m2,29,0.5186729538499678,0.030830699324362335,0.07909607526112528,-0.007142281379604464,0.8248647311340309,0.2581323062253271,0.25987736406844714,0.8555552363395691,0.04045427590608597,13,13,1,1,0.005262958002276719
b65d04062647ff4a96cf,ood,smooth_no_interface,3121,jacru_m2,29,0.34406302112559056,0.03372196352746401,0.04060964816663152,0.004555469039773972,0.5961441802836163,0.22240324363896985,0.2221603388963582,0.8574690818786621,0.04618551954627037,13,13,1,1,0.004802374984137714
92c050cb6b32ffd7819e,ood,single_interface,3121,jacru_m2,29,0.4522130069168551,0.05141960186398331,0.05196854735309472,0.002222535358103129,0.6857304735271943,0.20506871196777282,0.20584776242314953,0.859693169593811,0.06230171397328377,13,13,1,1,0.004895708989351988
d2bd02757c7386060fa0,ood,two_interface,3121,jacru_m2,29,0.4960598242912798,0.025283639467361778,0.06788275954537898,-0.008774579036630856,0.772168197547256,0.3192419674942495,0.32032240746199314,0.8542690873146057,0.030688798055052757,13,13,1,1,0.0037635829648934305
efe6f0ab78d4c4993662,ood,smooth_no_interface,3137,jacru_m2,29,0.3595347780167014,0.026819877049614936,0.035500881329225555,0.0011837560895978346,0.5939401351646711,0.2824677805009529,0.2839006952351742,0.8556745648384094,0.037916045635938644,13,13,1,1,0.003733333956915885
59d5c6804bd39f12f83e,ood,single_interface,3137,jacru_m2,29,0.4861851324965231,0.05338743202671764,0.05682711308955617,-0.001583548943409412,0.7436321749476886,0.2142273363805549,0.2191987578000257,0.8595848679542542,0.061629366129636765,13,13,1,1,0.0033628339879214764
