replicate,noise_family,method,field_gain_percent_mean,field_gain_percent_median,gradient_gain_percent_mean,front_f1_gain_mean,field_harm_over_one_percent_rate
0,component_iid,component_iid,0.0,0.0,0.0,0.0,0.0
0,component_iid,dg_covgate,-2.5056437798739405e-06,0.0,-1.4558906712914586e-06,0.0,0.0
0,component_iid,diagonal_shrinkage,0.4707385947301007,0.32398711914128553,-0.0968767776393209,0.004153554211370647,0.25
0,component_iid,oracle_covariance,-0.008847211217035168,-0.014113313921499986,-0.001906705424958681,0.0006097517907619476,0.0
0,component_iid,scalar_iid,-1.3205470085311548,-0.9301814297753691,-1.1787310718212256,-0.006097555393353105,0.5
0,component_iid,wrong_graph_assumption,-0.865324615710492,-2.2925328330228414,0.8301344514485152,0.042682929430156946,0.5
0,graph_heat,component_iid,0.0,0.0,0.0,0.0,0.0
0,graph_heat,dg_covgate,1.9281468672695534,0.7815683783804122,1.595151214755096,0.023475608904846013,0.0
0,graph_heat,diagonal_shrinkage,0.5008161828680345,0.9370032620316132,-0.24920581142223733,0.003353657783009112,0.375
0,graph_heat,oracle_covariance,1.943113527933551,0.7839430813242241,1.6068458492188769,0.02347375196404755,0.0
0,graph_heat,scalar_iid,-1.613849231104327,0.5905671906914953,-1.5473512796291573,-0.0048780483193695545,0.375
0,graph_heat,wrong_graph_assumption,-1.2595809374710687,-3.5263831249817477,0.3778935932539921,0.04325888748280704,0.625
1,component_iid,component_iid,0.0,0.0,0.0,0.0,0.0
1,component_iid,dg_covgate,-3.6923798830931194e-06,0.0,-8.239097965043752e-06,0.0,0.0
1,component_iid,diagonal_shrinkage,-0.7411283825637767,-0.5210469929402585,-0.32411669343223115,0.004625145345926285,0.375
1,component_iid,oracle_covariance,0.0060417317984801265,0.008736673481372881,0.002543240542020271,-3.725290298461914e-09,0.0
1,component_iid,scalar_iid,-1.7545738662029622,-2.8719661520407165,-1.1333684077597703,0.008587821561377496,0.75
1,component_iid,wrong_graph_assumption,-2.632229919809965,-2.9625803188212583,-2.4981912493204437,-0.013972415938042104,0.75
1,graph_heat,component_iid,0.0,0.0,0.0,0.0,0.0
1,graph_heat,dg_covgate,-0.4930549824509889,0.8339835658889575,0.00812778737386044,0.006055224686861038,0.125
1,graph_heat,diagonal_shrinkage,-1.782401651134038,-1.6917606149161957,-0.7160483273336413,0.0022901110351085663,0.625
1,graph_heat,oracle_covariance,-0.9278106681023701,0.8429209916451009,-0.2216041596730497,0.006054479628801346,0.125
1,graph_heat,scalar_iid,-2.9598758206273614,-4.124034739744332,-1.6739270842277922,0.00823170377407223,0.75
1,graph_heat,wrong_graph_assumption,-3.808181809875258,-5.011916597303147,-3.000628296458463,-0.01315395103301853,0.75
2,component_iid,component_iid,0.0,0.0,0.0,0.0,0.0
2,component_iid,dg_covgate,5.249084663410996e-07,0.0,1.5785824860272482e-06,0.0,0.0
2,component_iid,diagonal_shrinkage,-0.33815529685698137,0.08723746049104228,-0.6933758112106504,-0.0018415246158838272,0.375
2,component_iid,oracle_covariance,-0.0327738606075507,-0.03833130726463371,-0.01213120962072001,-0.00023469532607123256,0.0
2,component_iid,scalar_iid,-2.482957991960019,-1.978783172023319,-1.876114182752667,-0.010294556326698512,0.75
2,component_iid,wrong_graph_assumption,0.7585903311064089,0.8637352556623422,2.0503950035690774,0.0537298271083273,0.5
2,graph_heat,component_iid,0.0,0.0,0.0,0.0,0.0
2,graph_heat,dg_covgate,2.4734816962026587,2.3077979715088257,1.7079730947645662,0.019512197992298752,0.0
2,graph_heat,diagonal_shrinkage,-1.2728304920559104,-0.39537172775519774,-1.536559439290551,-0.004269035300239921,0.375
2,graph_heat,oracle_covariance,2.533528622535034,2.3902080839822673,1.7473912407587209,0.020709055534098297,0.0
2,graph_heat,scalar_iid,-3.8491982331717374,-3.1399071901999154,-2.9262243114271094,-0.013109752617310733,0.75
2,graph_heat,wrong_graph_assumption,-0.37232432741630606,-2.3997190455773696,1.1521419109661648,0.05060974933439866,0.625
3,component_iid,component_iid,0.0,0.0,0.0,0.0,0.0
3,component_iid,dg_covgate,-2.2677900737296206e-06,0.0,-3.058201253246446e-07,0.0,0.0
3,component_iid,diagonal_shrinkage,0.7385426293415998,0.7679920757241387,0.3372362488238464,-0.0003048758953809738,0.25
3,component_iid,oracle_covariance,-0.016177536964569177,-0.014112591878414054,-0.011326536798127458,0.0003048796206712723,0.0
3,component_iid,scalar_iid,-0.26803262073449846,-0.34463966129815105,-0.04675116375563085,-0.0009146351367235184,0.375
3,component_iid,wrong_graph_assumption,0.8641449489213806,-2.0230014964937824,2.8955027139764633,0.03719511814415455,0.5
3,graph_heat,component_iid,0.0,0.0,0.0,0.0,0.0
3,graph_heat,dg_covgate,1.2486311819799298,1.3936237843893862,1.0589293437557659,0.012195130810141563,0.0
3,graph_heat,diagonal_shrinkage,0.8298623001208735,1.8709219869910294,0.16934551305168494,-0.003048766404390335,0.25
3,graph_heat,oracle_covariance,1.2522673967070144,1.4053404777669862,1.068564751608406,0.012500008568167686,0.0
3,graph_heat,scalar_iid,-0.22018082594671196,0.2957888050551439,-0.3205754978030279,-0.004005739465355873,0.25
3,graph_heat,wrong_graph_assumption,0.7548879234551582,-4.97094582311713,2.60993905041795,0.030764464288949966,0.625
4,component_iid,component_iid,0.0,0.0,0.0,0.0,0.0
4,component_iid,dg_covgate,-2.5739700169063595e-06,0.0,-4.260747218874226e-07,0.0,0.0
4,component_iid,diagonal_shrinkage,-0.3972197853095719,0.33091381263673314,-0.9371722191985866,-0.0018986333161592484,0.375
4,component_iid,oracle_covariance,-0.004038084401089683,-0.0067659901267238705,-0.021775776593515858,0.0009409971535205841,0.0
4,component_iid,scalar_iid,-0.325158702729041,0.5144504082565198,-0.6935151043020018,0.005179205909371376,0.375
4,component_iid,wrong_graph_assumption,-3.1435499305906336,-2.252405762701306,-1.2667222774221334,0.03348978888243437,0.5
4,graph_heat,component_iid,0.0,0.0,0.0,0.0,0.0
4,graph_heat,dg_covgate,-0.20363155535640753,-0.16961481595620076,-0.12999618617714076,0.001844119280576706,0.25
4,graph_heat,diagonal_shrinkage,1.162167105440279,1.4983103883658881,-0.4922504245985926,-0.002424160949885845,0.375
4,graph_heat,oracle_covariance,-0.24274521207622696,-0.18864115290720915,-0.15707743901949517,0.0018441211432218552,0.25
4,graph_heat,scalar_iid,0.8024613499316879,0.726836106725846,-0.46003333712278005,0.010685575194656849,0.25
4,graph_heat,wrong_graph_assumption,-1.6943028211245457,0.8800850528432509,-0.8614309852026376,0.04114256799221039,0.375
5,component_iid,component_iid,0.0,0.0,0.0,0.0,0.0
5,component_iid,dg_covgate,2.3415572439010823e-06,0.0,1.98627918776111e-06,0.0,0.0
5,component_iid,diagonal_shrinkage,0.4132978188112707,0.05444551690555912,0.04989664497065638,0.004877664759987965,0.375
5,component_iid,oracle_covariance,0.027453424222279525,0.026468809385263546,0.023643112726121258,2.9103830456733704e-10,0.0
5,component_iid,scalar_iid,-1.9024172644263673,-0.6349428221822777,-1.2340690082961363,-0.005182937660720199,0.5
5,component_iid,wrong_graph_assumption,-2.772901202504436,1.46200083505571,-0.6670321976843891,0.03414631920168176,0.375
5,graph_heat,component_iid,0.0,0.0,0.0,0.0,0.0
5,graph_heat,dg_covgate,1.5640492099286507,1.7863449895237093,1.1301127329672225,0.01128047495149076,0.125
5,graph_heat,diagonal_shrinkage,0.22857578485082697,0.28959273611825564,-0.3541848038645379,0.0033049993799068034,0.375
