rig_id,block_id,sample_index_in_block,family,true_aperture_radius,metadata_aperture_radius,per_scene_estimated_radius,shared_estimated_radius,rigcal_estimated_radius,profile_information,profile_retained_fraction,profile_approximate_standard_error,block_median_profile_fraction,block_identifiable,outer_improvement_percent,accepted,raw_rigcal_gain_percent,selected_gain_percent,fallback_relative_l2,candidate_relative_l2,selected_relative_l2,fallback_outer_rms,candidate_outer_rms,fallback_audit_rms,candidate_audit_rms,selected_audit_rms,selected_audit_change_percent,pinhole_relative_l2,pinhole_outer_rms,pinhole_audit_rms,metadata_nearest_relative_l2,metadata_nearest_outer_rms,metadata_nearest_audit_rms,per_scene_profile_relative_l2,per_scene_profile_outer_rms,per_scene_profile_audit_rms,rig_shared_sse_only_relative_l2,rig_shared_sse_only_outer_rms,rig_shared_sse_only_audit_rms,rig_shared_profile_relative_l2,rig_shared_profile_outer_rms,rig_shared_profile_audit_rms,rigcal_profile_relative_l2,rigcal_profile_outer_rms,rigcal_profile_audit_rms,oracle_nearest_bank_relative_l2,oracle_nearest_bank_outer_rms,oracle_nearest_bank_audit_rms,oracle_true_operator_relative_l2,oracle_true_operator_outer_rms,oracle_true_operator_audit_rms
development_rig_a,development_rig_a:radius=0.05500,0,expanding_kernel,0.055,0.073,0.12,0.04,0.04,1079.5799390352831,0.011131787364243148,0.030434950314154215,0.013539489924793854,True,7.852890367536513,True,6.945639477770482,6.945639477770482,0.7558435743683524,0.7033454046768326,0.7033454046768326,14.647779231271658,13.497505186961112,2.1391931505849913,2.1028549681425184,2.1028549681425184,-1.6986863683878064,0.7470115795668639,13.240815488626945,2.2514468679207074,0.7558435743683524,14.647779231271658,2.1391931505849913,0.8411638289143585,14.038696118015547,3.343201814259324,0.7033454046768326,13.497505186961112,2.1028549681425184,0.7033454046768326,13.497505186961112,2.1028549681425184,0.7033454046768326,13.497505186961112,2.1028549681425184,0.7033454046768326,13.497505186961112,2.1028549681425184,0.704645455185294,14.087376086899114,2.1515110419201986
development_rig_a,development_rig_a:radius=0.05500,1,expanding_kernel,0.055,0.073,0.0,0.04,0.04,383.9834609054352,0.011651319875455531,0.05103213531110802,0.013539489924793854,True,-3.9021334469705935,False,-7.573502263399639,0.0,0.8543522097902484,0.9190565937361177,0.8543522097902484,9.425850177470931,9.793659429907361,1.506849827153921,1.9296456064923289,1.506849827153921,0.0,0.956278286533541,9.872858657115893,2.030087124718079,0.8543522097902484,9.425850177470931,1.506849827153921,0.956278286533541,9.872858657115893,2.030087124718079,0.9190565937361177,9.793659429907361,1.9296456064923289,0.9190565937361177,9.793659429907361,1.9296456064923289,0.9190565937361177,9.793659429907361,1.9296456064923289,0.9190565937361177,9.793659429907361,1.9296456064923289,0.9020012773992616,9.774917243042347,1.8518394229415416
development_rig_a,development_rig_a:radius=0.05500,2,interacting_fronts,0.055,0.073,0.0,0.04,0.04,345.652999741961,0.017964886031191393,0.05378731122578183,0.013539489924793854,True,-0.6942533865798245,False,0.9512717384411424,0.0,0.5361787415587643,0.5310782247227864,0.5361787415587643,4.533081241444703,4.564552311479847,2.063513181104297,2.2829984500192646,2.063513181104297,0.0,0.5227660068307004,4.815434193604314,2.3966069582478315,0.5361787415587643,4.533081241444703,2.063513181104297,0.5227660068307004,4.815434193604314,2.3966069582478315,0.5310782247227864,4.564552311479847,2.2829984500192646,0.5310782247227864,4.564552311479847,2.2829984500192646,0.5310782247227864,4.564552311479847,2.2829984500192646,0.5310782247227864,4.564552311479847,2.2829984500192646,0.5189745242699232,4.412808603172608,2.180699341516185
development_rig_a,development_rig_a:radius=0.05500,3,interacting_fronts,0.055,0.073,0.0,0.04,0.04,621.2974387807558,0.011127914482844076,0.040119010995430235,0.013539489924793854,True,7.784508621163105,True,3.956860704874872,3.956860704874872,0.5286468507125784,0.5077290312091739,0.5077290312091739,7.987177765704127,7.365415223945266,2.2742479053684415,2.276016647911374,2.276016647911374,0.07777263590119222,0.5237959190041259,7.898289028067779,2.4754854374989517,0.5286468507125784,7.987177765704127,2.2742479053684415,0.5237959190041259,7.898289028067779,2.4754854374989517,0.5077290312091739,7.365415223945266,2.276016647911374,0.5077290312091739,7.365415223945266,2.276016647911374,0.5077290312091739,7.365415223945266,2.276016647911374,0.5077290312091739,7.365415223945266,2.276016647911374,0.5514036985172496,7.10447706508403,2.199009885752172
development_rig_a,development_rig_a:radius=0.05500,4,helical_plume,0.055,0.073,0.0,0.04,0.04,782.3962835917887,0.0072350607545787265,0.03575086964694145,0.013539489924793854,True,27.359326286544245,True,21.733695344466422,21.733695344466422,1.2489774219058063,0.9775284741076273,0.9775284741076273,18.175313239964396,13.20266998704106,3.3836050539574365,3.416998954294801,3.416998954294801,0.9869325705819956,0.9017550873503061,11.550072411509081,4.31365296522652,1.2489774219058063,18.175313239964396,3.3836050539574365,0.9017550873503061,11.550072411509081,4.31365296522652,0.9775284741076273,13.20266998704106,3.416998954294801,0.9775284741076273,13.20266998704106,3.416998954294801,0.9775284741076273,13.20266998704106,3.416998954294801,0.9775284741076273,13.20266998704106,3.416998954294801,1.055348895118477,13.069264996289956,2.961891609702908
development_rig_a,development_rig_a:radius=0.05500,5,helical_plume,0.055,0.073,0.08,0.04,0.04,602.6091097811563,0.01542765997413218,0.0407363537768467,0.013539489924793854,True,-15.033627949353761,False,-6.135294417817987,0.0,0.9304725024241547,0.9875597299247152,0.9304725024241547,9.773994401602637,11.243380355730244,2.391189546333573,2.635209805865123,2.391189546333573,0.0,1.196324838238475,14.46208514204962,2.7805245583007308,0.9304725024241547,9.773994401602637,2.391189546333573,0.9304725024241547,9.773994401602637,2.391189546333573,0.9875597299247152,11.243380355730244,2.635209805865123,0.9875597299247152,11.243380355730244,2.635209805865123,0.9875597299247152,11.243380355730244,2.635209805865123,0.9875597299247152,11.243380355730244,2.635209805865123,0.9746665436235464,11.244967615223008,2.398820927222468
development_rig_a,development_rig_a:radius=0.05500,6,stratified_ignition,0.055,0.073,0.04,0.04,0.04,180.28274884946376,0.04823023897082526,0.07447712686478099,0.013539489924793854,True,-11.541026150640887,False,-5.128261500480725,0.0,0.4650611651408478,0.48891071782645296,0.4650611651408478,6.547689144714213,7.303359661168355,1.3683984697982643,1.5046411262247432,1.3683984697982643,0.0,0.483831484136403,6.978768693729402,1.4781483263607207,0.4650611651408478,6.547689144714213,1.3683984697982643,0.48891071782645296,7.303359661168355,1.5046411262247432,0.48891071782645296,7.303359661168355,1.5046411262247432,0.48891071782645296,7.303359661168355,1.5046411262247432,0.48891071782645296,7.303359661168355,1.5046411262247432,0.48891071782645296,7.303359661168355,1.5046411262247432,0.4702724967367846,6.589750156151669,1.4668034696520342
development_rig_a,development_rig_a:radius=0.05500,7,stratified_ignition,0.055,0.073,0.04,0.04,0.04,401.27252388120337,0.02486421157304764,0.04992065651945448,0.013539489924793854,True,8.878024058022831,True,-5.370399370510974,-5.370399370510974,0.3580531544181597,0.37728203876912725,0.37728203876912725,6.169699597481274,5.6219521829091486,1.5308634555745053,2.022385972848516,2.022385972848516,32.10753483494392,0.3733074071933912,5.164032572717344,2.4193164630132267,0.3580531544181597,6.169699597481274,1.5308634555745053,0.37728203876912725,5.6219521829091486,2.022385972848516,0.37728203876912725,5.6219521829091486,2.022385972848516,0.37728203876912725,5.6219521829091486,2.022385972848516,0.37728203876912725,5.6219521829091486,2.022385972848516,0.37728203876912725,5.6219521829091486,2.022385972848516,0.3389759942189888,5.145267491717249,1.7400005278916302
development_rig_a,development_rig_a:radius=0.09500,0,expanding_kernel,0.095,0.113,0.12,0.08,0.08,1845.0172751743503,0.013169953043502417,0.023280900866931718,0.01262943544905876,True,-9.880485814773527,False,3.4999985696041866,0.0,0.7907922733000313,0.7631145550459898,0.7907922733000313,14.004873759592273,15.388623324785728,2.8929121858381897,2.0802010650391347,2.8929121858381897,0.0,0.8490513812551771,15.372541545676098,2.5974741949346147,0.7907922733000313,14.004873759592273,2.8929121858381897,0.7907922733000313,14.004873759592273,2.8929121858381897,0.7631145550459898,15.388623324785728,2.0802010650391347,0.7631145550459898,15.388623324785728,2.0802010650391347,0.7631145550459898,15.388623324785728,2.0802010650391347,0.7631145550459898,15.388623324785728,2.0802010650391347,0.7545463140961192,15.242417777871614,2.4040402284791065
development_rig_a,development_rig_a:radius=0.09500,1,expanding_kernel,0.095,0.113,0.0,0.08,0.08,682.8479486502802,0.012088917854615102,0.03826819651266512,0.01262943544905876,True,-2.9554712015120552,False,-5.406270158004924,0.0,0.8545998726708066,0.9008018505573565,0.8545998726708066,9.241426938311623,9.5145546500822,1.5136875777675198,2.0371369618332777,1.5136875777675198,0.0,1.085736987734336,10.995592032882158,2.780868868373373,0.8545998726708066,9.241426938311623,1.5136875777675198,1.085736987734336,10.995592032882158,2.780868868373373,0.9008018505573565,9.5145546500822,2.0371369618332777,0.9008018505573565,9.5145546500822,2.0371369618332777,0.9008018505573565,9.5145546500822,2.0371369618332777,0.9008018505573565,9.5145546500822,2.0371369618332777,0.9033623261264754,9.690148561498123,1.9127837908038217
