split,iteration,case_count,mean_field_relative_l2,std_field_relative_l2,mean_gradient_relative_l2,std_gradient_relative_l2,mean_front_top10_f1,std_front_top10_f1,mean_curve_field_improvement_from_k1_percent,mean_curve_gradient_degradation_from_k1_percent,mean_curve_front_f1_improvement_from_k1_percent
test_iid,8,24,0.937924308081468,0.01342696795470675,1.258224368095398,0.04908686705761555,0.3776041356225808,0.03453855763366817,4.3888178731408125,20.172974604714703,9.070846417499276
test_iid,9,24,0.9350838859875997,0.013650442464614049,1.2735055536031723,0.048688073277343244,0.3800096648434798,0.03414115308613085,4.678368012522,21.63248021001106,9.765682843940654
test_iid,10,24,0.9327069123586019,0.013945046376492869,1.2866769035657246,0.04839003152198689,0.3811158513029416,0.033968340888196565,4.920674621482507,22.890475480723858,10.085204485911413
test_iid,11,24,0.9306125193834305,0.01420818250649313,1.2984849661588669,0.04837752514865504,0.3828069356580575,0.03404490174526645,5.134175206198068,24.018263212481553,10.573673717509656
test_iid,12,24,0.9287325118978819,0.014411669272502835,1.3096482753753662,0.047982281142084506,0.3840021379292011,0.034073053438579505,5.32582152195283,25.084470567064624,10.918907551187925
test_iid,13,24,0.9271596223115921,0.014643128158598638,1.3192661503950756,0.04777712926619269,0.3854897767305374,0.033409664807176984,5.486160508163568,26.00307354424621,11.348611592849801
test_iid,14,24,0.9257994840542475,0.01486917940080033,1.3276826838652294,0.047798250512014084,0.3859093685944875,0.03339130876740666,5.624811810321084,26.806936423248914,11.46981058256816
test_iid,15,24,0.9246112356583277,0.01511713734752304,1.334932451446851,0.0479457276069402,0.38635438804825145,0.033428400676042344,5.7459408106202945,27.499361524501005,11.59835432432104
test_iid,16,24,0.9235719740390778,0.015320807831639463,1.3411462654670079,0.048166823866945034,0.3865451129774253,0.03280953012099575,5.851882229452709,28.092842729743495,11.653445165483594
test_iid,17,24,0.9226674884557724,0.015492080234380133,1.3464487145344417,0.048229717942225664,0.38696470608313877,0.032340138285049176,5.944084697275961,28.599279493552228,11.774644513884958
test_iid,18,24,0.9218472590049108,0.015666167738792914,1.3511031717061996,0.04838085507070997,0.38693927725156146,0.032773423584351806,6.027698168785783,29.04382656932305,11.76729940316743
test_iid,19,24,0.9211044311523438,0.015828126367744475,1.3553037991126378,0.04855636516808398,0.38719357053438824,0.03317939881493022,6.1034213891871945,29.44502837675735,11.840751945074768
test_iid,20,24,0.9204236641526222,0.01595380384546628,1.3591259370247524,0.04860961833770561,0.3874987264474233,0.032892742267348396,6.172818180629214,29.810080663054705,11.928896143149185
test_iid,21,24,0.9198093662659327,0.016097523702279456,1.3625357747077942,0.04875473946780237,0.3881090395152569,0.032834470035503084,6.2354391689310935,30.135754165874125,12.105184897981061
test_iid,22,24,0.9192468971014023,0.016226361134737008,1.365607942144076,0.04887426211764177,0.38840149467190105,0.032284382161621286,6.292776782710038,30.42917679276268,12.189660486209853
test_iid,23,24,0.9186984201272329,0.016376992847265223,1.368545686205228,0.04905916872288643,0.3880581830938657,0.03206135353605376,6.348688044863978,30.709760646809606,12.090495035229011
test_iid,24,24,0.918191947042942,0.016503098510866794,1.3712430497010548,0.049106651854127395,0.3878420256078243,0.032232742717328046,6.4003174672888425,30.967385759709256,12.028058007299913
test_family_ood,1,24,0.9763549839456876,0.007387324350928211,1.0257750948270161,0.011196647026333358,0.37105613201856613,0.07054430065362742,-0.0,0.0,0.0
test_family_ood,2,24,0.9626951143145561,0.00997463833492979,1.062536507844925,0.01867774438652055,0.3887550470729669,0.06006361714181119,1.399067947185426,3.58376930803805,4.769875371178386
test_family_ood,3,24,0.9527276928226153,0.011277661430476536,1.0953057607014973,0.027151045913542178,0.39228973413507146,0.05730468001863521,2.4199488415154864,6.7783538735853845,5.722477082104355
test_family_ood,4,24,0.9453907534480095,0.011889264210443624,1.1219851175944011,0.0368614563777595,0.3944766968488693,0.05600153923666837,3.171411116533065,9.379251187962366,6.311865728479949
test_family_ood,5,24,0.9394561449686686,0.012467806083626867,1.144380400578181,0.04541604641834618,0.39690522104501724,0.0562125373138187,3.779244187180967,11.562505889379795,6.9663554367989065
test_family_ood,6,24,0.934748557706674,0.01308342628972273,1.1616512387990952,0.05195997877109248,0.39869801700115204,0.05570367039559251,4.261403579963509,13.246192528684158,7.449515746367673
test_family_ood,7,24,0.9306519875923792,0.013644436044890709,1.1769008139769237,0.057708260575880195,0.4004781134426594,0.05545612796236336,4.680981518485369,14.732831778821165,7.9292535239981135
test_family_ood,8,24,0.9272660240530968,0.014205903428382552,1.1896947771310806,0.06239568398442827,0.40263963490724564,0.05515521879587282,5.027777877899539,15.980080149217065,8.51178572817635
test_family_ood,9,24,0.9244127422571182,0.014672341673368637,1.2004367460807164,0.06605138310371082,0.4052080226441224,0.0558501702723338,5.320016033375301,17.027285233821623,9.20396880109974
test_family_ood,10,24,0.9219087461630503,0.01508177936724946,1.2102777361869812,0.06928450807735209,0.40725509574015933,0.05675061554603965,5.576479731030499,17.9866563626288,9.75565705508458
test_family_ood,11,24,0.9197609126567841,0.015422719764618927,1.2187936355670292,0.07212346446019771,0.4090733217696349,0.05791156631666093,5.796464628079554,18.816848031640234,10.2456707949423
test_family_ood,12,24,0.9178792784611384,0.01578074561057327,1.226594090461731,0.07468544112226096,0.4106626746555169,0.05869019237883097,5.989184922089991,19.577292980444255,10.674002992886543
test_family_ood,13,24,0.9162953471144041,0.016064643150415142,1.233345886071523,0.07683559230824191,0.4127224733432134,0.059553992576207256,6.151413965089622,20.235507012335,11.22912080659603
test_family_ood,14,24,0.9149116153518358,0.01631137446037872,1.2392800400654476,0.07878738573054987,0.41365065425634384,0.060610135176913285,6.293138213474798,20.814011406119814,11.479266494279754
test_family_ood,15,24,0.9137018918991089,0.016538462889457397,1.2444545874993007,0.08039141572380888,0.41438810527324677,0.061881895787081725,6.417040223770089,21.31846384018147,11.678010283498692
test_family_ood,16,24,0.9126674408713976,0.01671756791747471,1.2488312621911366,0.08166068330269931,0.4158376045525074,0.06307929108874581,6.522990523069099,21.74513384941716,12.068651794090439
test_family_ood,17,24,0.9117353533705076,0.016898692310306034,1.2527239322662354,0.0827921210711109,0.4167022258043289,0.06384192667644854,6.618456569355177,22.124619576330353,12.301668089257946
test_family_ood,18,24,0.9109299679597219,0.01706042707864621,1.2560728639364243,0.08367989765349082,0.4170455373823643,0.06389947023667222,6.700945564037308,22.451097737778955,12.394190904112863
test_family_ood,19,24,0.9102103610833486,0.01719931655420268,1.259025399883588,0.08449283289835874,0.41782114033897716,0.06411935779854185,6.774648969889264,22.73893236761677,12.60321667937591
test_family_ood,20,24,0.9095461492737135,0.017346898072473492,1.2616948386033375,0.08520789272695259,0.41774484639366466,0.06466504173263171,6.842678715274587,22.99916862537068,12.582655384539613
test_family_ood,21,24,0.9089464594920477,0.017456113547140713,1.2641184429327648,0.08589250001468111,0.41860943908492726,0.06482370142548088,6.904100000721639,23.235439162806173,12.815663982607827
test_family_ood,22,24,0.9083968376119932,0.017571192381048515,1.2662955770889919,0.08648973278242679,0.41907989233732224,0.06535869146368581,6.9603932433528515,23.447681999194618,12.942451606312003
test_family_ood,23,24,0.9078904713193575,0.017675468427292864,1.2683058579762776,0.08706895870691395,0.41925790160894394,0.0655242377588843,7.012256172406516,23.643658768120236,12.990425283678102
test_family_ood,24,24,0.9074093699455261,0.017762512586259174,1.2702278941869736,0.08761795494537912,0.41952491613725823,0.0658148657244129,7.061531423902355,23.83103280560553,13.062385967055496
test_noise_ood,1,24,0.9780189022421837,0.006052906093372927,1.0491627703110378,0.019345579665250523,0.3532702674468358,0.06079778346824239,-0.0,0.0,0.0
test_noise_ood,2,24,0.9653192708889643,0.008636258359098026,1.0982948491970699,0.03049219322213277,0.367498221496741,0.04792674008931354,1.2985057164135074,4.682979636369128,4.027498309646555
test_noise_ood,3,24,0.9557404294610023,0.010012178049351445,1.140733852982521,0.03650147433003738,0.3741481030980746,0.04738551499870452,2.277918425718176,8.728014876503467,5.90987625483674
test_noise_ood,4,24,0.9484225163857142,0.010860700260605004,1.174270714322726,0.041231869415312115,0.37447869032621384,0.04315327153219414,3.0261568348645937,11.924550465567737,6.003455380679528
test_noise_ood,5,24,0.9427337671319643,0.01126378351216969,1.201487938563029,0.045372562655855264,0.3756484587987264,0.04104769471589157,3.607817295690857,14.518735563484826,6.334581031577557
test_noise_ood,6,24,0.9382064094146093,0.011418292988069217,1.2238474041223526,0.04824039456640082,0.3773903970917066,0.040436287662048966,4.070728360801736,16.649907788810246,6.827670445971124
test_noise_ood,7,24,0.9344856341679891,0.011604651124216285,1.2421437601248424,0.050238842134147664,0.37847116341193515,0.03878521963778678,4.4511683745979935,18.39380840368487,7.1336023116895495
test_noise_ood,8,24,0.9313480779528618,0.011679166289281246,1.2579872359832127,0.051796435066213245,0.37920862808823586,0.037458549585630455,4.771975693141046,19.903914967385493,7.342355989611705
test_noise_ood,9,24,0.9287953848640124,0.011589754656214956,1.2714408586422603,0.05319059762845533,0.3795264959335327,0.03555497521291795,5.032982211828689,21.186234836118455,7.432334647480131
test_noise_ood,10,24,0.9266227806607882,0.011640839344270537,1.2833346178134282,0.05479227795583868,0.380581833422184,0.034850552244731416,5.255125587405923,22.31987772812098,7.731068389291588
test_noise_ood,11,24,0.9247579574584961,0.011658917968361594,1.2942591110865276,0.05664015902154805,0.38219662259022397,0.03383806152138507,5.445799121221765,23.361135918197693,8.188165778129438
test_noise_ood,12,24,0.9230964332818985,0.01168190532965398,1.3046634991963704,0.05853063284757988,0.3825017834703128,0.032766625353545846,5.615685835352588,24.35282075531389,8.274547483075702
test_noise_ood,13,24,0.9217726017038027,0.011697219929271755,1.3136513630549114,0.06036642574013451,0.3833918248613675,0.032661403279425204,5.751044321273547,25.209490865317548,8.526490958955312
test_noise_ood,14,24,0.9206061388055483,0.011714844700604073,1.3220808257659276,0.06212214695887754,0.38294680292407673,0.03230870282396609,5.87031225112441,26.01293747527657,8.400518869510291
test_noise_ood,15,24,0.9196172381440798,0.011735602439105897,1.329778755704562,0.06368250435521816,0.3833918211360772,0.03201550079277895,5.971424883937679,26.746658701045213,8.52648990443965
test_noise_ood,16,24,0.9188084478179613,0.011758941655174404,1.3364087045192719,0.06493671484532386,0.38340453306833905,0.03245573369354637,6.054121682973388,27.37858627246908,8.530088263382703
test_noise_ood,17,24,0.9181031783421835,0.01176311294081774,1.3426455110311508,0.06607121610314869,0.38315024102727574,0.03206214476166571,6.1262337325627145,27.973041841077368,8.45810596979736
test_noise_ood,18,24,0.9175062328577042,0.011757465711789731,1.3482819944620132,0.0671552981963688,0.3830103725194931,0.03214933473496114,6.187269923490187,28.510278158488003,8.418513476267266
test_noise_ood,19,24,0.9170088196794192,0.01175845817705422,1.3534260441859562,0.06837811729028949,0.38236191992958385,0.031824882659188376,6.238129183689008,29.00057860275729,8.234956395566485
test_noise_ood,20,24,0.9165785014629364,0.011753512337010372,1.3582346389691036,0.06936811490689165,0.3825017822285493,0.031452495938027236,6.282128150937618,29.45890546291854,8.274547131570472
test_noise_ood,21,24,0.9161986360947291,0.011735128271341405,1.362856129805247,0.07030438526465849,0.38173888872067135,0.031108397429332652,6.3209684399480315,29.899398679693036,8.058595329741363
test_noise_ood,22,24,0.9158762618899345,0.011710928723356549,1.3672989706198375,0.07114535604359092,0.3812175753215949,0.031091313520317788,6.353930400504771,30.32286403133464,7.9110274625545465
test_noise_ood,23,24,0.9156048695246378,0.011685867064192501,1.3717076828082402,0.07209669043743619,0.3808107065657775,0.030940369077692244,6.381679594786654,30.743076443856257,7.795855371011733
test_noise_ood,24,24,0.9153763602177302,0.011665492456623155,1.3761158883571625,0.07320293773392064,0.3799842285613219,0.031134089001146382,6.405044103016891,31.1632405664943,7.561904744362988
test_geometry_ood,1,24,0.9844275563955307,0.004952453984917711,1.0385666290918987,0.013800128667045667,0.35752975195646286,0.07421585448324411,-0.0,0.0,0.0
test_geometry_ood,2,24,0.9751683821280798,0.007380635480865039,1.0778513550758362,0.023685577757448072,0.371757706006368,0.06440562275083318,0.9405643114413907,3.7825908211866257,3.9795161023795553
test_geometry_ood,3,24,0.9674841910600662,0.008617380808536948,1.115878348549207,0.02838159285528034,0.3745676962037881,0.06009423462909823,1.7211388715592644,7.444078915274611,4.765461938227728
test_geometry_ood,4,24,0.9620048378904661,0.009646949250675134,1.1445663770039876,0.033906723790993264,0.37324535101652145,0.05905603169425616,2.277741857122033,10.206350266113681,4.395605952808178
test_geometry_ood,5,24,0.9573811317483584,0.01027361628752473,1.1693028956651688,0.036711757489623104,0.37152883658806485,0.056658634352039064,2.7474266106692986,12.588144362734164,3.915502012069386
test_geometry_ood,6,24,0.953560084104538,0.010779606551499817,1.1905129502216976,0.03855799202613861,0.3725460233787696,0.05337483321713689,3.1355758065137476,14.630387389074654,4.200006108620375
test_geometry_ood,7,24,0.9504311283429464,0.0113887591829733,1.2080485026041667,0.04138784323695115,0.37239345038930577,0.05176112932859578,3.4534210091661586,16.318825269829777,4.157331900773643
test_geometry_ood,8,24,0.9476968596378962,0.011936433304214756,1.2231517881155014,0.043543288714404604,0.3735250731309255,0.05013698626632285,3.7311731593661914,17.77306855940482,4.473843389797222
test_geometry_ood,9,24,0.9453467726707458,0.012449716933561958,1.2365278502305348,0.045443304480217335,0.375203438103199,0.04851869156345412,3.9698994071111393,19.06100346317976,4.94327704198679
test_geometry_ood,10,24,0.943422923485438,0.012938437335895277,1.2479748278856277,0.04773933561589728,0.3763859197497368,0.048028632723016634,4.165327620473229,20.163193475302716,5.2740136142768
test_geometry_ood,11,24,0.9416942025224367,0.013393337067600377,1.258649230003357,0.05034008765704662,0.37716153015693027,0.04824425014250585,4.340934342549452,21.19099485257811,5.490949520435438
test_geometry_ood,12,24,0.9402110328276952,0.013797570748821208,1.2682340145111084,0.05265087494743121,0.37803885340690613,0.04758236892297861,4.491597505634005,22.11388070691489,5.736334203856887
test_geometry_ood,13,24,0.9389502728978792,0.014194063399775627,1.276563401023547,0.05484514189313631,0.3786237488190333,0.046541542888735826,4.619667867096891,22.915888616578,5.899927697524632
test_geometry_ood,14,24,0.9378705397248268,0.014501088441626703,1.283931036790212,0.056797285126323815,0.37842030202349025,0.0458587508171857,4.729349190627275,23.625292862804077,5.843024238601345
test_geometry_ood,15,24,0.936951053639253,0.014789887811278707,1.29012227555116,0.058615297798582745,0.3791450510422389,0.04549712147692702,4.82275231405674,24.22142589726925,6.045734366858558
test_geometry_ood,16,24,0.9361638327439626,0.015027245228458086,1.2953610469897587,0.060309358991311936,0.3792976265152295,0.044854034589603485,4.902719691054269,24.72584913713199,6.088409269340299
test_geometry_ood,17,24,0.935471440354983,0.015225637359339768,1.2998982419570286,0.061661668621104844,0.3795010708272457,0.04488294278015735,4.973054210286427,25.162719997428855,6.145312033628559
test_geometry_ood,18,24,0.9348340531190237,0.01539232178498095,1.3039858241875966,0.06289185426458128,0.3790179019172986,0.04578121646672317,5.037801202771387,25.55629919745977,6.010171137716228
test_geometry_ood,19,24,0.9342740774154663,0.01554104198736038,1.3075022945801418,0.06389023752325801,0.3791196246941884,0.04554095838379995,5.094684586410882,25.894888007656757,6.038622693519112
test_geometry_ood,20,24,0.9337451358636221,0.015712928796935286,1.3107167184352875,0.06485684953804814,0.3791704848408699,0.0458356263127384,5.148415462635127,26.204393798147667,6.052848124103048
test_geometry_ood,21,24,0.9332564125458399,0.015859176372398042,1.313666080435117,0.06556914505713823,0.3785093079010646,0.04582421304345854,5.19806089511079,26.488377696456475,5.86791891578199
test_geometry_ood,22,24,0.9328151519099871,0.015994952845244735,1.3163069238265355,0.0662711998475383,0.3783440130452315,0.046408817843677765,5.242884979217952,26.74265540165557,5.82168644004297
test_geometry_ood,23,24,0.9323904539148012,0.016125323972570996,1.318792998790741,0.06691518432808471,0.3785855943957965,0.04590295424033892,5.286026599180408,26.982030988600748,5.889256019705356
test_geometry_ood,24,24,0.9320018067955971,0.016262331047628264,1.3210840274890263,0.06768920570772136,0.378534734249115,0.045789575884495747,5.325506103454667,27.202626243070704,5.87503058912142
test_joint_ood,1,24,0.9824293827017149,0.005986985205910057,1.0231268505255382,0.007649761019026034,0.35944759969909984,0.0656749313890174,-0.0,0.0,0.0
test_joint_ood,2,24,0.9713209321101507,0.0082953655453505,1.0559929360946019,0.013479804969355195,0.37504855170845985,0.058680816749397145,1.130712373546438,3.2123177641346934,4.340257668272053
test_joint_ood,3,24,0.9635965327421824,0.009518372242473759,1.0839817821979523,0.020578779125622587,0.37976579492290813,0.056712846564141474,1.916967294661068,5.947936137259558,5.652616748815967
test_joint_ood,4,24,0.9571932132045428,0.01018715620609792,1.1089941163857777,0.028353737519578964,0.38050320868690807,0.0548679487699033,2.5687514992448386,8.392631452896875,5.857768699925737
test_joint_ood,5,24,0.9519624710083008,0.01090304865092612,1.1316922456026077,0.03686553424985837,0.3812787967423598,0.05422189952388764,3.101180830893822,10.611137320978717,6.07354091710037
test_joint_ood,6,24,0.9476118783156077,0.011436823593282016,1.150884985923767,0.04357391199639685,0.3828808628022671,0.053721462952020224,3.5440210766455147,12.487027911798501,6.519243172797273
test_joint_ood,7,24,0.9440384606520335,0.01189301477373651,1.1676999181509018,0.05005834988327054,0.3846355155110359,0.054427793936280035,3.9077538524046433,14.130512511826108,7.007395746423497
test_joint_ood,8,24,0.9412089015046755,0.012234708732261549,1.1816015541553497,0.054594348048378726,0.3866698630154133,0.054638256975621816,4.195770395596435,15.489252730334423,7.573360717696182
test_joint_ood,9,24,0.9387337242563566,0.012627213568250807,1.1938005089759827,0.05847069044051043,0.388742374877135,0.0545152734606375,4.44771494162702,16.681573586185955,8.149943191318659
test_joint_ood,10,24,0.9366588965058327,0.012958742410752677,1.2046436270078023,0.061673483721377376,0.39064957946538925,0.05387560044508669,4.65890851818904,17.741375508718818,8.68053640987147
test_joint_ood,11,24,0.9348550587892532,0.013267416574596212,1.2146459420522053,0.06494369777751274,0.39138705159227055,0.05499175813966873,4.842518429327775,18.718997691077274,8.88570459780725
test_joint_ood,12,24,0.933276429772377,0.013564100966050931,1.224200651049614,0.06768873007136064,0.3929255356391271,0.05494795131550143,5.003204687767536,19.652871041434636,9.313718040696955
test_joint_ood,13,24,0.9319983695944151,0.0138269776083896,1.2322981009880702,0.0699758119995839,0.3942224495112896,0.05545643202985086,5.133296498992403,20.44431248726288,9.674525533429746
test_joint_ood,14,24,0.9308955570062002,0.014019753479672596,1.239536647995313,0.07178269390140854,0.3946038906772931,0.05517652718321513,5.245550123286711,21.151805111811296,9.78064424623318
test_joint_ood,15,24,0.9299745162328085,0.014189437935218385,1.245782380302747,0.0730221125478707,0.3955320753157139,0.055176942348452454,5.339301469654104,21.76226043357574,10.03886954505219
test_joint_ood,16,24,0.9292009373505911,0.014311887109427577,1.2512288739283879,0.07389970723311524,0.3963203777869542,0.055561553919844325,5.418042893296182,22.29459849340119,10.258178972045233
test_joint_ood,17,24,0.9285113190611204,0.014413860408959422,1.2563580969969432,0.07474997259554896,0.39610422650973004,0.05655091497110581,5.488238095273366,22.79592665871331,10.198044677810099
test_joint_ood,18,24,0.9279138892889023,0.014502390800680654,1.2611175527175267,0.0756738225224678,0.39587535833319026,0.05705225608844788,5.549049567602823,23.26111391463751,10.134372482827752
test_joint_ood,19,24,0.9274082904060682,0.014584404490738206,1.2653525173664093,0.07660491867824216,0.39587537075082463,0.058032787253231036,5.600513712684036,23.675037627685143,10.134375937471592
test_joint_ood,20,24,0.9269434461990992,0.014670711917438748,1.269466628630956,0.07745864746718914,0.39595166345437366,0.05804763461365564,5.647829500989419,24.077149180366355,10.15560092370405
test_joint_ood,21,24,0.9265449965993563,0.014745028558465777,1.2732731650273006,0.078320585143688,0.3951633187631766,0.05794634326826048,5.688387082710675,24.44919849120102,9.936279750921987
test_joint_ood,22,24,0.9261863778034846,0.014829147576214114,1.276946301261584,0.07908815983572312,0.394324151178201,0.05800057840059412,5.72489034718812,24.808209324744944,9.702819411868928
test_joint_ood,23,24,0.925875298678875,0.014900014987029446,1.2806099156538646,0.07988933036071443,0.39345954606930417,0.05813847683195728,5.756554620477068,25.16628949734512,9.46228223492836
test_joint_ood,24,24,0.9256021430095037,0.014977410126881792,1.2842876315116882,0.08063745786125945,0.39324341466029483,0.058599803258409994,5.784358722652846,25.52574794142119,9.402153468123334
test_exact_operator_control,1,24,0.9787586728731791,0.005107522750048309,1.0466027557849884,0.012672961340794436,0.3560421094298363,0.04709611826521306,-0.0,0.0,0.0
test_exact_operator_control,2,24,0.9662647172808647,0.0075602331706103795,1.0952511727809906,0.02161908074141377,0.37447869032621384,0.04070743942982879,1.2765103327910177,4.64822175625882,5.178202355306173
test_exact_operator_control,3,24,0.9568666989604632,0.009204043233723152,1.137394388516744,0.02722647886461343,0.3787127435207367,0.038084838469111544,2.2367080384024884,8.674889515617473,6.367402475849006
test_exact_operator_control,4,24,0.9497730135917664,0.01012178780912414,1.169647013147672,0.03305917007199778,0.38156088317433995,0.036007733473968496,2.9614715133327345,11.756538637278483,7.167347083009167
test_exact_operator_control,5,24,0.9442266076803207,0.010470772674815216,1.1965769678354263,0.03744303145736982,0.3837096964319547,0.03342403993271812,3.5281490882209297,14.32962136029845,7.77087492443664
test_exact_operator_control,6,24,0.9397424956162771,0.010881086595203341,1.218031644821167,0.04190108742782956,0.3845361645023028,0.03174888637622297,3.9862918550053488,16.379556435201717,8.003001419718798
test_exact_operator_control,7,24,0.9360620553294817,0.011096298763057308,1.2353882441918056,0.04508713563672157,0.3852100508908431,0.03056658326911129,4.362323290414377,18.037931523046826,8.192272961115805
test_exact_operator_control,8,24,0.9329350367188454,0.011281421876841419,1.250150352716446,0.04710165409978791,0.3850066214799881,0.029459460600007904,4.681811505160601,19.448410182981963,8.135136626545501
test_exact_operator_control,9,24,0.9303161303202311,0.01146431627670317,1.262833332022031,0.04951365796260947,0.38514647881189984,0.02850883260982914,4.949385777675235,20.66023379375322,8.174417747572368
test_exact_operator_control,10,24,0.9281004443764687,0.011715975372982575,1.27375428378582,0.05196592030124326,0.3855152080456416,0.027745258345204433,5.175762923050427,21.703700544000583,8.27798112504259
test_exact_operator_control,11,24,0.9261847386757532,0.012006469716765947,1.2832436909278233,0.05449185313909913,0.38650697097182274,0.027614088020148732,5.371491017606341,22.610387163116723,8.556533268149858
