case_count,checkpoint,configuration_id,dominated_by_any_cgls_checkpoint,dominates_at_least_one_cgls_checkpoint,globally_dominated,lambda_h1,lambda_l2,maximum_data_residual_consistency_relative_difference,mean_active_measured_weighted_residual,mean_active_residual_ratio_vs_same_k_cgls,mean_augmented_objective_squared,mean_field_gain_vs_same_k_cgls_percent,mean_field_relative_l2,mean_front_top10_f1,mean_gradient_gain_vs_same_k_cgls_percent,mean_gradient_relative_l2,mean_heldout_b_clean_residual,mean_heldout_b_ratio_vs_same_k_cgls,mean_quadratic_penalty_squared,pilot_signal,regularization_family
24,4,h1_3e-8,False,True,True,3e-08,0.0,4.4228684714653355e-07,0.33544940253098804,0.9999999259641942,14723.74462890625,1.5708242312141426e-06,0.9486205180486044,0.3802766775091489,1.5190019293181062e-05,1.177180250485738,0.753861332933108,0.9999999769391439,0.0421142578125,False,h1
24,8,h1_3e-8,False,True,True,3e-08,0.0,1.203626197820995e-06,0.18088882168134054,0.9999995194650632,4262.204905192058,1.3336864832419682e-05,0.9310758436719576,0.38389795025189716,6.13181325473114e-05,1.2636717309554417,0.6953652451435725,0.9999997999936326,0.06565348307291667,False,h1
24,12,h1_3e-8,False,True,True,3e-08,0.0,2.2550873381987913e-06,0.11504925756404798,0.9999986319485834,1732.5993143717449,3.76950233062534e-05,0.9223860328396162,0.3879818953573704,0.00013285622159437706,1.3085322429736455,0.6707169835766157,0.9999994186616699,0.07876078287760417,False,h1
24,16,h1_3e-8,False,True,True,3e-08,0.0,3.5492041661200346e-06,0.08038415868456165,0.9999971402226279,852.4107767740885,7.253814206678999e-05,0.9175651570161184,0.3899781294167042,0.00022608356171704782,1.3357724100351334,0.6594335039456686,0.9999987552882854,0.086700439453125,False,h1
24,20,h1_3e-8,False,True,True,3e-08,0.0,5.228306235949276e-06,0.06150882287571827,0.9999953920237091,503.13426780700684,0.00011972988124302586,0.9147541324297587,0.39208879818518955,0.00033626968184610306,1.3515458355347316,0.6526520190139612,0.9999978880713469,0.09126027425130208,False,h1
24,24,h1_3e-8,False,True,True,3e-08,0.0,6.856893378426321e-06,0.049990807504703604,0.9999935044252206,335.7109489440918,0.0001822772127322696,0.9128732780615488,0.3926355379323165,0.0004693791537251412,1.3619199097156525,0.6476898851493994,0.9999968596049406,0.09417215983072917,False,h1
24,4,h1_3e-9,False,False,True,3e-09,0.0,4.4623376993513375e-07,0.33544942488272983,0.9999999925964194,14723.708821614584,0.0,0.9486205329497656,0.3802766775091489,4.2194497407867043e-07,1.1771804243326187,0.7538613503177961,1.0,0.004231770833333333,False,h1
24,8,h1_3e-9,False,True,True,3e-09,0.0,1.1807348982983967e-06,0.18088889867067337,0.9999999450817215,4262.1492106119795,2.4006356691200975e-06,0.9310759454965591,0.3839004213611285,4.716779426716261e-06,1.263672446211179,0.6953653593858083,0.9999999642845773,0.0064697265625,False,h1
24,12,h1_3e-9,False,True,True,3e-09,0.0,2.2369906673702644e-06,0.1150493985041976,0.9999998569887079,1732.532506306966,3.769502323403488e-06,0.9223863457640012,0.3879818953573704,9.489730107823732e-06,1.3085338572661083,0.6707173238197962,0.9999999259441618,0.00788116455078125,False,h1
24,16,h1_3e-9,False,True,True,3e-09,0.0,3.438138946876279e-06,0.08038436419640978,0.9999996968365648,852.3369572957357,8.119941276584688e-06,0.9175657480955124,0.3899781294167042,1.784870224038212e-05,1.335775191585223,0.6594342341025671,0.9999998625356201,0.008669535319010416,False,h1
24,20,h1_3e-9,False,True,True,3e-09,0.0,5.043253622716293e-06,0.06150907712678114,0.9999995255752778,503.05613072713214,1.2488831146020579e-05,0.9147551134228706,0.39208879818518955,2.829810437941065e-05,1.3515499979257584,0.6526532446344694,0.9999997659754736,0.009125391642252604,False,h1
24,24,h1_3e-9,False,True,True,3e-09,0.0,6.694152489217231e-06,0.04999109993999203,0.9999993541684732,335.6299165089925,2.0948276690263573e-05,0.9128747507929802,0.3926355379323165,4.157670825537381e-05,1.3619257360696793,0.6476917155086994,0.9999996855770515,0.009394963582356771,False,h1
24,4,l2_1e-2,False,False,True,0.0,0.01,4.6488744942507765e-07,0.3354494857291381,1.0000001739841438,14745.131673177084,-0.0005770161009248594,0.9486260066429774,0.3802766762673855,0.00787560305852144,1.1770877192417781,0.753893588980039,1.000042764710287,21.421956380208332,False,l2
24,8,l2_1e-2,False,False,True,0.0,0.01,1.2114052196920966e-06,0.18088926747441292,1.0000019839228114,4296.921040852864,-0.0012104538518336416,0.9310872380932173,0.38392585267623264,0.02105609642580776,1.2634064257144928,0.6954275518655777,1.0000894028462035,34.76165771484375,False,l2
24,12,l2_1e-2,False,False,True,0.0,0.01,2.2818917386757676e-06,0.1150504785279433,1.0000092444657855,1774.9266306559246,-0.0017299323199628273,0.9224023371934891,0.3879818953573704,0.03602984811644633,1.3080625186363857,0.6708043764034907,1.000129716206253,42.370887756347656,False,l2
24,16,l2_1e-2,False,False,True,0.0,0.01,3.586214461392956e-06,0.08038667775690556,1.0000284780531299,899.4796600341797,-0.0020519091605929506,0.9175846502184868,0.39001627763112384,0.05176383943286261,1.3350839813550313,0.6595375252266725,1.0001564984889342,47.10479863484701,False,l2
24,20,l2_1e-2,False,False,True,0.0,0.01,5.18993147125002e-06,0.061513033540298544,1.0000638479781685,553.1197827657064,-0.0022604784381700716,0.9147759055097898,0.3921523739894231,0.06616464310474864,1.3506561319033306,0.6527710308631262,1.0001802388407512,50.011680603027344,False,l2
24,24,l2_1e-2,False,False,True,0.0,0.01,6.908150226081489e-06,0.04999708772326509,1.0001191310770259,387.69197781880695,-0.0024183017073210055,0.9128970180948576,0.39262282724181813,0.08008366955122043,1.3608356217543285,0.6478261401255926,1.000207229646874,51.996337890625,False,l2
24,4,l2_1e-3,False,False,True,0.0,0.001,4.4501956608655746e-07,0.3354494298497836,1.0000000074035806,14725.847859700521,-5.73350844393162e-05,0.9486210768421491,0.3802766775091489,0.0007860834984221199,1.177171175678571,0.753864568968614,1.000004269552772,2.1429036458333335,False,l2
24,8,l2_1e-3,False,False,True,0.0,0.001,1.2164111922174925e-06,0.18088890984654427,1.000000006864785,4265.622294108073,-0.00012243241912512497,0.9310771077871323,0.3839004213611285,0.0021060420140288105,1.2636458923419316,0.6953715980052948,1.0000089359987696,3.478973388671875,False,l2
24,12,l2_1e-3,False,False,True,0.0,0.001,2.297236960657756e-06,0.11504942644387484,1.0000000998380718,1736.7680053710938,-0.00017043535541384124,0.9223879526058832,0.387994609773159,0.003606856621525842,1.308486784497897,0.6707260757684708,1.0000129745828588,4.242561340332031,False,l2
24,16,l2_1e-3,False,False,True,0.0,0.001,3.651872702903347e-06,0.0803844101416568,1.000000268405844,857.0480105082194,-0.00020353986133708938,0.9175676902135214,0.3899781306584676,0.005186907240653253,1.3357061445713043,0.6594446388383707,1.0000156408101397,4.718789418538411,False,l2
24,20,l2_1e-3,False,False,True,0.0,0.001,5.30075794813456e-06,0.06150914433722695,1.0000006182662604,508.0601971944173,-0.00022371297538783996,0.9147572740912437,0.39210151384274167,0.00663461919822154,1.3514607101678848,0.6526651456952095,1.0000180008621502,5.012128829956055,False,l2
24,24,l2_1e-3,False,False,True,0.0,0.001,6.95030348651926e-06,0.04999119167526563,1.000001189199398,340.8347708384196,-0.00023750448762416892,0.9128771101435026,0.39262282227476436,0.008039622427907548,1.3618168085813522,0.6477053302029768,1.0000207059014907,5.213097254435222,False,l2
24,4,l2_1e-4,False,False,True,0.0,0.0001,4.5627129452441295e-07,0.33544942860802013,1.0000000037017902,14723.918904622396,-4.4506686473043685e-06,0.9486205751697222,0.3802766775091489,7.974760128920057e-05,1.1771794905265172,0.7538616781433424,1.0000004348618563,0.214111328125,False,l2
24,8,l2_1e-4,False,False,True,0.0,0.0001,1.20084712307289e-06,0.18088890674213567,0.9999999897028228,4262.490946451823,-1.120296645589379e-05,0.9310760721564293,0.3839004213611285,0.00020911055457856377,1.2636698633432388,0.6953660026192665,1.0000008893140262,0.3478597005208333,False,l2
24,12,l2_1e-4,False,False,True,0.0,0.0001,2.259671191495727e-06,0.11504941526800394,1.0000000026983262,1732.9494043986003,-1.588575982931488e-05,0.9223865270614624,0.3879818953573704,0.00036060974431789835,1.3085292627414067,0.6707182501753172,1.000001307085545,0.42425791422526044,False,l2
24,16,l2_1e-4,False,False,True,0.0,0.0001,3.5569144074543146e-06,0.08038438747947414,0.9999999864831589,852.8007164001465,-1.921719435861698e-05,0.9175659989317259,0.3899781294167042,0.0005187279088611054,1.335768500963847,0.6594353578984737,1.0000015667173172,0.47194671630859375,False,l2
24,20,l2_1e-4,False,False,True,0.0,0.0001,5.025973223382607e-06,0.0615091056873401,0.999999989905857,503.5487925211589,-2.2805691665338257e-05,0.9147554362813631,0.39208879818518955,0.0006622491439253426,1.351541429758072,0.6526545795301596,1.0000018113117817,0.5013376871744791,False,l2
24,24,l2_1e-4,False,False,True,0.0,0.0001,6.569224296981702e-06,0.049991131760179996,0.9999999906851222,336.1423740386963,-2.3396776550515857e-05,0.9128751556078593,0.39262282351652783,0.0008027222357078712,1.361915369828542,0.6476932714382807,1.000002087845067,0.5214589436848959,False,l2
24,4,l2_1e-5,False,True,True,0.0,1e-05,4.5508195967158827e-07,0.335449431091547,1.0000000111053708,14723.726359049479,0.0,0.9486205329497656,0.3802766775091489,2.1097248892557627e-06,1.1771804044644039,0.7538613652189573,1.000000019766448,0.021647135416666668,False,l2
24,8,l2_1e-5,False,True,True,0.0,1e-05,1.193120169773465e-06,0.1808889073630174,0.9999999931352153,4262.17778523763,-1.0669491823009036e-06,0.9310759777824084,0.3839004213611285,1.3364208369838949e-05,1.263672336935997,0.6953654264410337,1.0000000607162187,0.034637451171875,False,l2
24,12,l2_1e-5,False,False,True,0.0,1e-05,2.1945054413663456e-06,0.11504941247403622,0.9999999784133898,1732.567512512207,-2.423251498774994e-06,0.9223864028851191,0.3879818953573704,2.9607957954057763e-05,1.3085335940122604,0.6707174529631933,1.0000001184893412,0.042406717936197914,False,l2
24,16,l2_1e-5,False,False,True,0.0,1e-05,3.5600887713371776e-06,0.08038438763469458,0.9999999884141363,852.375914255778,-2.165317677789135e-06,0.9175658424695333,0.3899781294167042,4.573729949097918e-05,1.335774819056193,0.6594344303011894,1.0000001600612645,0.047144571940104164,False,l2
24,20,l2_1e-5,False,False,True,0.0,1e-05,5.156279712537071e-06,0.06150910475601753,0.9999999747646425,503.09754371643066,-1.900474313536076e-06,0.9147552450497946,0.39208879818518955,5.9536271539965786e-05,1.3515495757261913,0.6526535054047903,1.0000001655295432,0.050121307373046875,False,l2
24,24,l2_1e-5,False,False,True,0.0,1e-05,6.772012056899257e-06,0.049991131760179996,0.9999999906851222,335.67305755615234,-1.9043887856014775e-06,0.9128749594092369,0.3926355379323165,7.440042529908998e-05,1.3619252890348434,0.6476920520265897,1.000000205141802,0.05213038126627604,False,l2
24,4,l2_1e-6,False,False,True,0.0,1e-06,4.41095210135245e-07,0.3354494273662567,1.0,14723.706868489584,0.0,0.9486205329497656,0.3802766775091489,4.2194497407867043e-07,1.1771804243326187,0.7538613552848498,1.000000006588816,0.0019124348958333333,False,l2
24,8,l2_1e-6,False,False,True,0.0,1e-06,1.1557617654034402e-06,0.18088890860478082,1.0,4262.14653523763,1.0669491823009036e-06,0.9310759579141935,0.3839004213611285,-7.861299103098344e-07,1.2636725157499313,0.6953653817375501,0.9999999964284578,0.003387451171875,False,l2
24,12,l2_1e-6,False,True,True,0.0,1e-06,2.2055889985495014e-06,0.11504941309491794,0.9999999838100424,1732.5293782552083,0.0,0.9223863805333773,0.3879818953573704,1.1387676136176064e-06,1.3085339665412903,0.6707173759738604,1.0000000037027919,0.0042724609375,False,l2
24,16,l2_1e-6,False,True,True,0.0,1e-06,3.4792569749697577e-06,0.08038438592726986,0.999999967173386,852.3334732055664,0.0,0.9175658226013184,0.3899781294167042,2.9747837122713196e-06,1.3357753902673721,0.6594343222677708,0.9999999962338526,0.00472259521484375,False,l2
24,20,l2_1e-6,False,True,True,0.0,1e-06,4.9502227739139926e-06,0.061509106463442244,1.0000000025235358,503.0524895985921,-2.714963374404861e-07,0.9147552301486334,0.39208879818518955,2.5725549540375287e-06,1.3515503456195195,0.652653407305479,1.0000000152211073,0.0050156911214192705,False,l2
24,24,l2_1e-6,False,True,True,0.0,1e-06,6.569725883309729e-06,0.049991131760179996,0.9999999906851222,335.62613677978516,1.3602777109506727e-06,0.9128749296069145,0.3926355379323165,4.011787644110993e-06,1.3619262476762135,0.6476919415096442,1.0000000345098359,0.005217234293619792,False,l2
24,4,l2_3e-3,False,False,True,0.0,0.003,4.364945880297455e-07,0.3354494348168373,1.0000000222107417,14730.134073893229,-0.00017331427350282468,0.9486221770445505,0.3802766775091489,0.002361626055096714,1.1771526286999385,0.7538710137208303,1.0000128185415398,6.428466796875,False,l2
24,8,l2_3e-3,False,False,True,0.0,0.003,1.234441015185439e-06,0.18088893964886665,1.0000001716196203,4272.579813639323,-0.00036302946063424723,0.9310793479283651,0.3839131370186806,0.00631891217197917,1.2635926554600398,0.6953840330243111,1.0000268187109356,10.435404459635416,False,l2
24,12,l2_3e-3,False,False,True,0.0,0.003,2.3084601252776338e-06,0.1150495099524657,1.0000008256878372,1745.251988728841,-0.0005166910695761469,0.9223911464214325,0.3880073254307111,0.010820949453793378,1.3083923856417339,0.6707434604565302,1.000038894126241,12.724154154459635,False,l2
24,16,l2_3e-3,False,False,True,0.0,0.003,3.63175718121056e-06,0.08038459485396743,1.0000025662688234,866.4837137858073,-0.0006144088899322746,0.9175714602073034,0.38996541624267894,0.015553656610645193,1.33556766808033,0.6594652670125166,1.000046922430419,14.150794982910156,False,l2
24,20,l2_3e-3,False,False,True,0.0,0.003,5.005906132282689e-06,0.06150946222866575,1.000005786467489,518.0819225311279,-0.0006733108967902228,0.9147613868117332,0.3921396608153979,0.019892832359177826,1.3512815187374752,0.6526886522769928,1.0000540178075579,15.02898089090983,False,l2
24,24,l2_3e-3,False,False,True,0.0,0.003,6.590456450794591e-06,0.04999167021984855,1.0000107617888077,351.25797335306805,-0.0007187707403161238,0.9128815035025278,0.3925592477122943,0.02409589068179204,1.3615981340408325,0.6477321262160937,1.0000620774429971,15.63029416402181,False,l2
24,4,l2_3e-4,False,False,True,0.0,0.0003,4.594094491494616e-07,0.3354494298497836,1.0000000074035806,14724.347493489584,-1.5970046346775933e-05,0.9486206844449043,0.3802766775091489,0.00023713307895948353,1.1771776378154755,0.7538623139262199,1.0000012782303052,0.6426188151041666,False,l2
24,8,l2_3e-4,False,False,True,0.0,0.0003,1.1655839671220747e-06,0.18088890674213567,0.9999999897028228,4263.186859130859,-3.7609958816214866e-05,0.931076318025589,0.383897806207339,0.0006328345730727174,1.2636645088593166,0.69536725183328,1.0000026857997901,1.043792724609375,False,l2
24,12,l2_3e-4,False,False,True,0.0,0.0003,2.2298379462881712e-06,0.11504941588888566,1.0000000080949787,1733.7980346679688,-5.034978114923804e-05,0.9223868449529012,0.3879818953573704,0.001081829232936726,1.3085198253393173,0.6707199811935425,1.0000038879315074,1.2728729248046875,False,l2
24,16,l2_3e-4,False,False,True,0.0,0.0003,3.53387872564781e-06,0.08038438996300101,1.0000000173787957,853.7446085611979,-5.981690074154042e-05,0.9175663714607557,0.3899781294167042,0.0015569274225155395,1.335754632949829,0.6594374291598797,1.0000047076842462,1.4158109029134114,False,l2
24,20,l2_3e-4,False,False,True,0.0,0.0003,4.974980583938304e-06,0.06150910956785083,1.000000052994251,504.55139414469403,-6.760258600796699e-05,0.914755846063296,0.3921015150845051,0.0019907900181042088,1.3515234738588333,0.6526569115618864,1.000005384466746,1.503872553507487,False,l2
24,24,l2_3e-4,False,False,True,0.0,0.0003,6.505735200335039e-06,0.04999113641679287,1.0000000838339,337.1852226257324,-7.046238521319663e-05,0.912875585258007,0.39262282351652783,0.0024121784947514205,1.3618934502204258,0.6476959511637688,1.000006225190939,1.5642337799072266,False,l2
24,4,l2_3e-5,False,False,True,0.0,3e-05,4.59690653542566e-07,0.33544942860802013,1.0000000037017902,14723.768920898438,-1.5708242312141426e-06,0.9486205478509268,0.3802766775091489,1.9409469090554998e-05,1.1771802008152008,0.7538614223400751,1.000000095537832,0.06376139322916667,False,l2
24,8,l2_3e-5,False,False,True,0.0,3e-05,1.1897712965946994e-06,0.18088891046742597,1.000000010297177,4262.247477213542,-4.2677967411277e-06,0.9310760075847307,0.3839004213611285,5.856667787001266e-05,1.263671765724818,0.6953655655185381,1.000000260722586,0.1043701171875,False,l2
24,12,l2_3e-5,False,False,True,0.0,3e-05,2.238437673440785e-06,0.11504941371579964,0.9999999892066949,1732.6524047851562,-5.115753172104823e-06,0.9223864277203878,0.3879818953573704,0.00010514620965170267,1.308532605568568,0.6707176317771276,1.000000385090359,0.12729390462239584,False,l2
24,16,l2_3e-5,False,False,True,0.0,3e-05,3.596112719606026e-06,0.08038438685859244,0.9999999787592498,852.4703216552734,-4.601300060764541e-06,0.9175658648212751,0.3899781294167042,0.00015357320886549546,1.335773378610611,0.6594346351921558,1.0000004707684247,0.14156723022460938,False,l2
24,20,l2_3e-5,False,False,True,0.0,3e-05,5.222297204454662e-06,0.06150910397991538,0.9999999621469636,503.1978352864583,-7.601897229870641e-06,0.9147552972038587,0.39208879818518955,0.00019551417568540813,1.3515477379163106,0.6526537400980791,1.0000005251282056,0.15039825439453125,False,l2
24,24,l2_3e-5,False,False,True,0.0,3e-05,6.912530807312578e-06,0.04999113082885742,0.9999999720553666,335.7773545583089,-5.985221906291665e-06,0.9128749966621399,0.3926355379323165,0.00023778959457793146,1.361923063794772,0.6476923177639643,1.0000006154254055,0.15643819173177084,False,l2
24,4,l2_3e-6,False,False,True,0.0,3e-06,4.626291172371566e-07,0.3354494273662567,1.0,14723.711222330729,0.0,0.9486205329497656,0.3802766775091489,-4.219449929410809e-07,1.1771804342667262,0.7538613503177961,1.0,0.006429036458333333,False,l2
24,8,l2_3e-6,False,True,True,0.0,3e-06,1.172932229565049e-06,0.1808889073630174,0.9999999931352153,4262.1535237630205,2.667372925942043e-07,0.9310759653647741,0.3839004213611285,3.5375845700371957e-06,1.2636724611123402,0.6953653941551844,1.0000000142861691,0.010477701822916666,False,l2
24,12,l2_3e-6,False,True,True,0.0,3e-06,2.2014385194779607e-06,0.11504941433668137,0.9999999946033474,1732.5378316243489,-5.385003370732499e-07,0.9223863855004311,0.3879818953573704,5.693838068088031e-06,1.3085339069366455,0.6707173983256022,1.000000037027919,0.012700398763020834,False,l2
24,16,l2_3e-6,False,True,True,0.0,3e-06,3.497188117762562e-06,0.08038438623771071,0.9999999710353406,852.3429094950358,5.413294224721977e-07,0.9175658176342646,0.3899781294167042,9.668047052414614e-06,1.335775300860405,0.6594343495865663,1.0000000376614742,0.014155069986979166,False,l2
24,20,l2_3e-6,False,True,True,0.0,3e-06,4.829033514397452e-06,0.06150910584256053,0.9999999924293927,503.062494913737,-2.714963374404861e-07,0.9147552301486334,0.39208879818518955,1.323028256443684e-05,1.3515502015749614,0.652653427173694,1.0000000456633222,0.015028635660807291,False,l2
24,24,l2_3e-6,False,True,True,0.0,3e-06,6.4216810642392375e-06,0.04999113207062086,0.9999999968950408,335.6365655263265,2.720555494872328e-07,0.912874939541022,0.3926355379323165,1.8235398363054665e-05,1.361926053961118,0.6476919539272785,1.0000000536819669,0.015641530354817707,False,l2
24,4,sob_1e-2_1e-4,False,True,False,0.0001,0.01,4.4317116021375114e-07,0.335358119259278,0.9997278036582277,14878.438802083334,0.005187123415515436,0.9485713268319765,0.38031481951475143,0.07867290742420802,1.1762543072303135,0.7539301340778669,1.000091241924051,162.78422037760416,False,sobolev
24,8,sob_1e-2_1e-4,False,True,False,0.0001,0.01,1.1716913377313176e-06,0.18062209400037924,0.9985249808489666,4501.066904703776,0.04116263286922001,0.930692712465922,0.3841165713965893,0.24825432091682298,1.2605353842178981,0.6950290327270826,0.9995162953152016,251.0595703125,False,sobolev
24,12,sob_1e-2_1e-4,False,True,False,0.0001,0.01,2.1497480702237226e-06,0.11458594910800457,0.9959715931651676,2017.9446461995442,0.11674767995814418,0.9213095158338547,0.3885159157216549,0.49270147324302077,1.302086815237999,0.6694975346326828,0.9981812922911139,298.7561848958333,False,sobolev
24,16,sob_1e-2_1e-4,False,True,False,0.0001,0.01,3.5836990264215274e-06,0.07975530127684276,0.9921740116408581,1164.8684921264648,0.2333849761598524,0.9154243618249893,0.3909190284709136,0.8015603038020226,1.3250683844089508,0.6568545463184515,0.9960878917945027,325.33482360839844,False,sobolev
24,20,sob_1e-2_1e-4,False,True,False,0.0001,0.01,5.136419531481806e-06,0.060802321104953684,0.9885092591050432,830.1253941853842,0.3849397130862086,0.9112339715162913,0.3936018707851569,1.1508666320190122,1.335995838046074,0.6483263423045477,0.9933700566269147,338.1536928812663,True,sobolev
24,24,sob_1e-2_1e-4,False,True,False,0.0001,0.01,6.922114152985159e-06,0.04925471761574348,0.985269095191304,670.2596499125162,0.578282891089194,0.9075959424177805,0.3945300616323948,1.553899929699257,1.3407633304595947,0.6411709214250246,0.9899319452042014,344.0047785441081,True,sobolev
24,4,sob_1e-3_1e-5,False,True,True,1e-05,0.001,4.585446617966227e-07,0.33543997009595233,0.9999718071651557,14739.217936197916,0.0005209900366938263,0.9486155907313029,0.38023656109968823,0.007897966142487133,1.1770874559879303,0.7538682470719019,1.0000091485710243,16.345255533854168,False,sobolev
24,8,sob_1e-3_1e-5,False,True,True,1e-05,0.001,1.1583802006498445e-06,0.18086029527088007,0.9998418181959223,4286.206837972005,0.004144297376790995,0.9310373812913895,0.38392585267623264,0.025077937016993682,1.2633556028207142,0.6953316132227579,0.9999514341681577,25.36553955078125,False,sobolev
24,12,sob_1e-3_1e-5,False,True,True,1e-05,0.001,2.2309795895125717e-06,0.11499730094025533,0.9995470292714919,1761.4686533610027,0.011814158807027688,0.9222774083415667,0.38802003860473633,0.05027089630314923,1.307876169681549,0.6705944314599037,0.9998167006919918,30.446746826171875,False,sobolev
24,16,sob_1e-3_1e-5,False,True,True,1e-05,0.001,3.5505024698068155e-06,0.0803091508957247,0.999064026341002,884.3060887654623,0.02375678285760901,0.9173478384812673,0.39019428193569183,0.08284363590484359,1.3346688250700633,0.6591729633510113,0.9996036581802367,33.51282755533854,False,sobolev
24,20,sob_1e-3_1e-5,False,True,True,1e-05,0.001,5.236041033640504e-06,0.06141788543512424,0.998516953365564,536.8679644266764,0.039393845892244955,0.9143948704004288,0.3923303857445717,0.12067120222313435,1.3499194482962291,0.6522134443124136,0.999325900913517,35.25563176472982,False,sobolev
24,24,sob_1e-3_1e-5,False,True,True,1e-05,0.001,6.863604539830703e-06,0.04988725188498696,0.9979220246425899,370.65734545389813,0.059450937179925605,0.9123322293162346,0.3927881171305974,0.16554714632592224,1.359671672185262,0.6470275397102038,0.9989742353917856,36.36479695638021,False,sobolev
24,4,sob_1e-4_1e-6,False,True,True,1e-06,0.0001,4.4182280589666334e-07,0.3354484761754672,0.9999971644286384,14725.256429036459,5.105178751445963e-05,0.9486200486620268,0.3802766775091489,0.0007886151683043168,1.1771711458762486,0.7538620308041573,1.0000009026677927,1.6351318359375,False,sobolev
24,8,sob_1e-4_1e-6,False,True,True,1e-06,0.0001,1.199684106722998e-06,0.18088602523008981,0.9999840599696618,4264.551116943359,0.0004139762842709577,0.9310721134146055,0.38390042011936504,0.0025108989148160993,1.2636407762765884,0.6953620115915934,0.9999951498455918,2.5391743977864585,False,sobolev
24,12,sob_1e-4_1e-6,False,True,True,1e-06,0.0001,2.30504929277231e-06,0.11504414367179076,0.9999541824200125,1735.4235814412434,0.0011849699829009721,0.9223754505316416,0.387994609773159,0.005037528333445408,1.3084680636723836,0.6707050651311874,0.9999816489632852,3.050572713216146,False,sobolev
