method,model_seed,split,dc_mode,dc_steps,case_count,field_relative_l2_mean,h1_seminorm_relative_error_mean,measured_reprojection_relative_l2_mean,field_gain_to_cgls_mean,reprojection_ratio_to_cgls_mean,field_gain_to_cgls_minimum,field_harm_rate,optimization_forward_calls,optimization_adjoint_calls
pooled_cnn,43,development,base_nullspace_filter,11,12,0.34552498683546057,0.6324291828120577,0.032945564119999105,0.4910300689463964,3.035970593747741,0.28485223287780764,0.0,24,24
pooled_cnn,43,development,measurement_pullback,0,12,0.35354878002828327,0.6103956723179466,0.22897298640287087,0.47970736258069197,27.25088189138735,0.2734829143144154,0.0,13,13
pooled_cnn,43,development,measurement_pullback,1,12,0.34208788447531574,0.6053864014414406,0.1294841576182745,0.49663180284610275,14.665194328253195,0.2889433013772377,0.0,14,14
pooled_cnn,43,development,measurement_pullback,3,12,0.34083608012648936,0.6155254323386802,0.06974586342052135,0.49795925896600757,7.350483693193017,0.29578000761033335,0.0,16,16
pooled_cnn,43,development,measurement_pullback,5,12,0.3422287501874333,0.6222605103377817,0.05025440084833204,0.4957267494798843,5.022946063135877,0.2949021562456157,0.0,18,18
pooled_cnn,43,development,measurement_pullback,11,12,0.34614620531962564,0.6327845476823605,0.03144466432086388,0.4901502710291414,2.914139895962372,0.28347099265269404,0.0,24,24
pooled_cnn,43,ood,base_nullspace_filter,1,18,0.4177190868104605,0.7139944568387072,0.15402487542510718,0.3719590207694151,19.39293869432,0.19103985423474298,0.0,14,14
pooled_cnn,43,ood,base_nullspace_filter,3,18,0.4016479774772931,0.7034722254845412,0.09007342896995324,0.3956290307306157,11.116663960787141,0.25162825361970464,0.0,16,16
pooled_cnn,43,ood,base_nullspace_filter,5,18,0.3952075428882089,0.7005477438954334,0.06653366615345599,0.4051903625503248,8.12524399791409,0.27888775767975504,0.0,18,18
pooled_cnn,43,ood,base_nullspace_filter,11,18,0.39071656403973515,0.7025982194619682,0.03867898428637584,0.41205038722168463,4.592981339223287,0.3071070575835611,0.0,24,24
pooled_cnn,43,ood,measurement_pullback,0,18,0.4428718533873297,0.7400482699317968,0.2677790075396845,0.3343813321759224,34.60625853766707,0.11072323741286497,0.0,13,13
pooled_cnn,43,ood,measurement_pullback,1,18,0.4177431321535938,0.71402891670179,0.1540009802397219,0.3719272921371135,19.38789336153847,0.1910343727852338,0.0,14,14
pooled_cnn,43,ood,measurement_pullback,3,18,0.40170976136702496,0.7035803333947721,0.08990389537182536,0.3955429958383249,11.095358060162546,0.25151873128843216,0.0,16,16
pooled_cnn,43,ood,measurement_pullback,5,18,0.3953078490453355,0.7007188894096921,0.0661955184521969,0.40504777841003986,8.086164887857349,0.27875828760928584,0.0,18,18
pooled_cnn,43,ood,measurement_pullback,11,18,0.39095898196757106,0.7029744771831211,0.037820612187819805,0.411700004927627,4.497772507495799,0.3066840755331883,0.0,24,24
