seed,split,sample_index,sample_seed,family_id,view_count,noise_level,support_fit_residual_weight,method,rel_l2,gradient_rel_l2,support_reprojection_rel_l2,heldout_reprojection_rel_l2,support_correction_leakage,correction_norm_ratio,field_improvement_vs_base_pct
20260710,test_iid,87,20460717,1,7,0.05,0.6123316287994385,nullspace_correction,0.3159610058152619,0.5396931407086424,0.29609144297184115,0.3628494062781547,1.687383782610375e-08,0.03944364933718211,0.9746260812649572
20260710,test_iid,87,20460717,1,7,0.05,0.6123316287994385,oracle_null_upper_bound,0.2586858200892362,0.41469226834773093,0.2960914439172872,0.24030056072984868,9.828538698961853e-17,0.20682174521757976,18.925248399776326
20260710,test_iid,88,20460718,0,5,0.02,0.4763384461402893,support_fit_base,0.12629506131275414,0.23687054304394453,0.15256099209839716,0.1603486456938999,0.0,0.0,0.0
20260710,test_iid,88,20460718,0,5,0.02,0.4763384461402893,free_correction,0.1335797917864029,0.2485740699259688,0.1653163471214403,0.1656541205832786,0.04396716942750623,0.0420472348428183,-5.768024812586559
20260710,test_iid,88,20460718,0,5,0.02,0.4763384461402893,nullspace_correction,0.1329436051242631,0.25865795057635305,0.1525609914958663,0.17429427922453053,1.923868680858406e-08,0.05493858735706694,-5.264294377269439
20260710,test_iid,88,20460718,0,5,0.02,0.4763384461402893,oracle_null_upper_bound,0.10630319930399633,0.19401474596235893,0.1525609920983972,0.10083813948755345,6.281936316009536e-17,0.06817860799889709,15.829488343247355
20260710,test_iid,89,20460719,0,5,0.05,0.4649513065814972,support_fit_base,0.1385842635326756,0.24758393145116156,0.15455665882957043,0.18303964108871243,0.0,0.0,0.0
20260710,test_iid,89,20460719,0,5,0.05,0.4649513065814972,free_correction,0.13921205559208488,0.2503043488125539,0.1614638443863011,0.18277273055230628,0.03716184014367235,0.035259195931787134,-0.45300385729345044
20260710,test_iid,89,20460719,0,5,0.05,0.4649513065814972,nullspace_correction,0.13808444837304468,0.2550917868370757,0.15455665820210385,0.1857813948302579,1.9857148407402676e-08,0.049357361506091525,0.36065794693167336
20260710,test_iid,89,20460719,0,5,0.05,0.4649513065814972,oracle_null_upper_bound,0.10637641392030715,0.1831508606824392,0.15455665882957043,0.1004374778885358,7.550805767203937e-17,0.09007936529444446,23.24062544413063
20260710,test_iid,90,20460720,0,7,0.02,0.4407637119293213,support_fit_base,0.2014809755534887,0.29919192784067916,0.20560336069892718,0.2708473406695662,0.0,0.0,0.0
20260710,test_iid,90,20460720,0,7,0.02,0.4407637119293213,free_correction,0.2142969721078422,0.3077183360254557,0.22153277366288665,0.2658947013945574,0.042597227730348526,0.042667498933849156,-6.360896615217913
20260710,test_iid,90,20460720,0,7,0.02,0.4407637119293213,nullspace_correction,0.20347613605536893,0.2981948053505069,0.205603364923809,0.2603321725547537,2.099182490423152e-08,0.029863733854484112,-0.9902475885822056
20260710,test_iid,90,20460720,0,7,0.02,0.4407637119293213,oracle_null_upper_bound,0.17722272271331982,0.2546976711661759,0.20560336069892718,0.17268137670090333,7.179995204681922e-17,0.08750042509364883,12.039971899782897
20260710,test_iid,91,20460721,0,7,0.05,0.25664791464805603,support_fit_base,0.15396135673876937,0.25844734598907254,0.18167537407767462,0.20691522871554252,0.0,0.0,0.0
20260710,test_iid,91,20460721,0,7,0.05,0.25664791464805603,free_correction,0.1580074262705331,0.264759683909764,0.19658103224673137,0.21045154901254923,0.04041345193834952,0.0404170359887297,-2.627977316803288
20260710,test_iid,91,20460721,0,7,0.05,0.25664791464805603,nullspace_correction,0.1488193628423424,0.26030410525439257,0.18167537586898996,0.20282610422507322,2.4399602000156783e-08,0.03622143426767557,3.3397951312666994
20260710,test_iid,91,20460721,0,7,0.05,0.25664791464805603,oracle_null_upper_bound,0.13605033574757544,0.23147180649717045,0.18167537407767462,0.15579980931655535,6.038098404115139e-17,0.07083663482479549,11.63345229638872
20260710,test_iid,92,20460722,1,5,0.02,0.7141784429550171,support_fit_base,0.4634235126254562,0.7369305632091406,0.32751306878779163,0.48445666809007454,0.0,0.0,0.0
20260710,test_iid,92,20460722,1,5,0.02,0.7141784429550171,free_correction,0.4586203605631182,0.7301353246586278,0.3328305461928205,0.47121175036078183,0.04118475578660879,0.049729970306423524,1.0364497983963095
20260710,test_iid,92,20460722,1,5,0.02,0.7141784429550171,nullspace_correction,0.4438589303093888,0.7215076796222948,0.3275130679441938,0.4474154848062592,1.9314095830076126e-08,0.08829409962961243,4.2217500370632965
20260710,test_iid,92,20460722,1,5,0.02,0.7141784429550171,oracle_null_upper_bound,0.21456662246671615,0.3080696689451866,0.32751306878779174,0.1282936849811927,2.5415652635275185e-16,0.4617090360513797,53.69966852746461
20260710,test_iid,93,20460723,1,5,0.05,0.6594997048377991,support_fit_base,0.5021972095001378,0.759910629441609,0.36032745088509316,0.5325753928475219,0.0,0.0,0.0
20260710,test_iid,93,20460723,1,5,0.05,0.6594997048377991,free_correction,0.49313198802609054,0.7539619461975166,0.3589765824922583,0.5148388588533568,0.04771705942276536,0.05860879005477982,1.8051118768764725
20260710,test_iid,93,20460723,1,5,0.05,0.6594997048377991,nullspace_correction,0.48427002099278704,0.7466321011147227,0.3603274515235793,0.49313722287771256,1.6817826048366497e-08,0.09305922678589246,3.5697507210681025
20260710,test_iid,93,20460723,1,5,0.05,0.6594997048377991,oracle_null_upper_bound,0.23775711229775331,0.3357664003010116,0.3603274508850931,0.13542432049812136,3.3601351869035385e-16,0.5739970716294819,52.65662417062582
20260710,test_iid,94,20460724,1,7,0.02,0.5816711187362671,support_fit_base,0.3585369145733437,0.6292386547222982,0.2589778153654623,0.45078891897535317,0.0,0.0,0.0
20260710,test_iid,94,20460724,1,7,0.02,0.5816711187362671,free_correction,0.36367554696781507,0.6257687382588997,0.26666144942230063,0.4695877305749951,0.04113489636091703,0.050866241073023934,-1.433222685193233
20260710,test_iid,94,20460724,1,7,0.02,0.5816711187362671,nullspace_correction,0.3595423758125959,0.6261402846647175,0.25897781714720153,0.475219589714476,1.8537262844925453e-08,0.03526419909182785,-0.28043450991536023
20260710,test_iid,94,20460724,1,7,0.02,0.5816711187362671,oracle_null_upper_bound,0.24725561572789573,0.41839328622637584,0.2589778153654622,0.23241200869456619,1.4128228354989484e-16,0.26506271223658573,31.03761267582768
20260710,test_iid,95,20460725,1,7,0.05,0.24266450107097626,support_fit_base,0.39003017662592504,0.6473482210973334,0.3197957220269587,0.37508413279941416,0.0,0.0,0.0
20260710,test_iid,95,20460725,1,7,0.05,0.24266450107097626,free_correction,0.38750857723852655,0.6448500678518638,0.3174376933049332,0.3875151211098276,0.04201953172167913,0.05188235623560829,0.646513920847327
20260710,test_iid,95,20460725,1,7,0.05,0.24266450107097626,nullspace_correction,0.3877953647744037,0.6451528272108935,0.3197957219939806,0.3936439593765377,1.6381492837140192e-08,0.039106254124889335,0.5729843446598282
20260710,test_iid,95,20460725,1,7,0.05,0.24266450107097626,oracle_null_upper_bound,0.2899829705367259,0.4649212927697585,0.3197957220269587,0.1650108151531651,1.595734102127695e-16,0.3049543481466413,25.651144984326983
20260710,test_iid,96,20460726,0,5,0.02,0.3270612359046936,support_fit_base,0.15849675568908686,0.268802477210856,0.1771312151619454,0.18797231436906425,0.0,0.0,0.0
20260710,test_iid,96,20460726,0,5,0.02,0.3270612359046936,free_correction,0.16191826357061032,0.26692958078200385,0.18406670148309673,0.19099765530872434,0.04095644726393973,0.039965942466359025,-2.158724237998679
20260710,test_iid,96,20460726,0,5,0.02,0.3270612359046936,nullspace_correction,0.16782657227851758,0.2805757594939432,0.1771312156902981,0.204212036736362,2.253588661793666e-08,0.05389631862052911,-5.8864401033378675
20260710,test_iid,96,20460726,0,5,0.02,0.3270612359046936,oracle_null_upper_bound,0.1341209558915845,0.2092032559093002,0.1771312151619454,0.13016126557718333,6.269880033745067e-17,0.08297573656858429,15.37936829771144
20260710,test_iid,97,20460727,0,5,0.05,0.5271459221839905,support_fit_base,0.14621927406587265,0.2514376810774084,0.17605024620374526,0.1879548548895648,0.0,0.0,0.0
20260710,test_iid,97,20460727,0,5,0.05,0.5271459221839905,free_correction,0.15246043141730314,0.26479465416156084,0.18746741646882004,0.20178632094884463,0.03817658694134466,0.034875710629956064,-4.2683547646229805
20260710,test_iid,97,20460727,0,5,0.05,0.5271459221839905,nullspace_correction,0.1498543313226996,0.27160401280579066,0.17605024536743985,0.21102419310377105,2.2577636876043325e-08,0.045487779689141895,-2.4860315304017107
20260710,test_iid,97,20460727,0,5,0.05,0.5271459221839905,oracle_null_upper_bound,0.12466972267587818,0.21604860599333536,0.17605024620374526,0.14554313323618015,6.433073811357148e-17,0.0762542321201545,14.73783229161628
20260710,test_iid,98,20460728,0,7,0.02,0.7694897055625916,support_fit_base,0.13678923155715672,0.21009996218159266,0.15426077905999744,0.13997303063917568,0.0,0.0,0.0
20260710,test_iid,98,20460728,0,7,0.02,0.7694897055625916,free_correction,0.15048883409088082,0.2313265087379924,0.1668594838726296,0.16056689764537255,0.043050378110893114,0.04082261284950184,-10.015117694333734
20260710,test_iid,98,20460728,0,7,0.02,0.7694897055625916,nullspace_correction,0.14125011142605814,0.2192537633253159,0.1542607799156096,0.14712990935414508,2.0496346616816223e-08,0.0261285569151373,-3.2611338027766137
20260710,test_iid,98,20460728,0,7,0.02,0.7694897055625916,oracle_null_upper_bound,0.12976124883325044,0.20135687642448638,0.15426077905999744,0.12195211511236584,4.590346543372826e-17,0.040127492393527475,5.137818703892855
20260710,test_iid,99,20460729,0,7,0.05,0.6667830348014832,support_fit_base,0.2061905472532949,0.3042068408484285,0.2317264059256302,0.24799641506790343,0.0,0.0,0.0
20260710,test_iid,99,20460729,0,7,0.05,0.6667830348014832,free_correction,0.21852693727210734,0.3143294418160714,0.24676768626772588,0.25296820106892287,0.04106806858886302,0.04165753653831298,-5.983004644532991
20260710,test_iid,99,20460729,0,7,0.05,0.6667830348014832,nullspace_correction,0.21036945313090935,0.3054281265350156,0.2317264054815965,0.24825260675809674,1.9911441121270078e-08,0.03622835946994311,-2.02672039686699
20260710,test_iid,99,20460729,0,7,0.05,0.6667830348014832,oracle_null_upper_bound,0.18789925520196304,0.27259758192358474,0.2317264059256302,0.19519492124428323,6.459067019427606e-17,0.07904633716519438,8.871062371629085
20260710,test_view_ood,100,20560710,0,3,0.02,0.0,support_fit_base,0.3041085364973844,0.4796511533378837,0.3734171038498911,0.3639359752818762,0.0,0.0,0.0
20260710,test_view_ood,100,20560710,0,3,0.02,0.0,free_correction,0.30244601979381236,0.4688918358124523,0.3854877652284901,0.35679281548646996,0.046032138496211294,0.043073644530969804,0.5466853126567426
20260710,test_view_ood,100,20560710,0,3,0.02,0.0,nullspace_correction,0.31701972336739587,0.49080131188649495,0.3734171079824965,0.38113714133675575,2.4271837312084245e-08,0.05706892223173475,-4.245585151497404
20260710,test_view_ood,100,20560710,0,3,0.02,0.0,oracle_null_upper_bound,0.21414542678507772,0.3207233625366314,0.3734171038498911,0.16095343766033415,1.1758599344452388e-16,0.1898090323491768,29.582566391648992
20260710,test_view_ood,101,20560711,0,3,0.05,0.5109112858772278,support_fit_base,0.28899109021012215,0.4858935628835465,0.28385502149014075,0.37811818330224156,0.0,0.0,0.0
20260710,test_view_ood,101,20560711,0,3,0.05,0.5109112858772278,free_correction,0.29251827274628683,0.49083383817478554,0.2891565163324907,0.3801713740041307,0.04494367554044024,0.04329372858609891,-1.2205160143822795
20260710,test_view_ood,101,20560711,0,3,0.05,0.5109112858772278,nullspace_correction,0.30243028707204395,0.505501817448098,0.28385502058800194,0.39333176606206594,2.5302734065883357e-08,0.06502529425010391,-4.6503844987414
20260710,test_view_ood,101,20560711,0,3,0.05,0.5109112858772278,oracle_null_upper_bound,0.14349588709547223,0.2356772909382575,0.28385502149014075,0.08661173371324175,1.3453291672805546e-16,0.23774533817498245,50.34591308969372
20260710,test_view_ood,102,20560712,1,3,0.02,0.4718531668186188,support_fit_base,0.37980182407398694,0.6149800784458763,0.219843333883118,0.5201383191675969,0.0,0.0,0.0
20260710,test_view_ood,102,20560712,1,3,0.02,0.4718531668186188,free_correction,0.3964804346772145,0.6306021544839125,0.22909005569915217,0.5427875666604509,0.05236099231876669,0.07287875014468612,-4.391398236132375
20260710,test_view_ood,102,20560712,1,3,0.02,0.4718531668186188,nullspace_correction,0.40158519346109006,0.6370222753397653,0.21984333495523392,0.5469927290470633,1.3608821687996194e-08,0.101536364816916,-5.7354567583125355
20260710,test_view_ood,102,20560712,1,3,0.02,0.4718531668186188,oracle_null_upper_bound,0.15140917386097782,0.21840545348355003,0.219843333883118,0.1250458380564011,1.8131241198417896e-16,0.40969393163370754,60.134690181981846
20260710,test_view_ood,103,20560713,1,3,0.05,0.4501499533653259,support_fit_base,0.5689394004996942,0.8233446555447926,0.335115718486864,0.6992173535622664,0.0,0.0,0.0
20260710,test_view_ood,103,20560713,1,3,0.05,0.4501499533653259,free_correction,0.5687487960668972,0.8192829528256099,0.35695887432331785,0.6958019873826373,0.06201573338955118,0.05703549101180848,0.033501710837605364
20260710,test_view_ood,103,20560713,1,3,0.05,0.4501499533653259,nullspace_correction,0.5691276080411403,0.8201312406867779,0.3351157202715596,0.6986450951491033,2.3314879523464136e-08,0.09110853508368504,-0.033080419686257315
20260710,test_view_ood,103,20560713,1,3,0.05,0.4501499533653259,oracle_null_upper_bound,0.16615738695213475,0.2321804758474824,0.33511571848686406,0.10726741486421981,3.6809470066965887e-16,0.6743753852611101,70.79523991361677
20260710,test_view_ood,104,20560714,0,3,0.02,0.335897833108902,support_fit_base,0.21520296677369055,0.34447125735909506,0.2568493442883581,0.254229502474349,0.0,0.0,0.0
20260710,test_view_ood,104,20560714,0,3,0.02,0.335897833108902,free_correction,0.2132337984942798,0.33999853520533146,0.26242491056405914,0.24743393125924917,0.056160855981918646,0.053288635440054556,0.9150284073324989
20260710,test_view_ood,104,20560714,0,3,0.02,0.335897833108902,nullspace_correction,0.21594359459017287,0.35336997195304687,0.25684934353552996,0.2585659559799994,2.293098010136235e-08,0.08162962986392529,-0.3441531627478582
20260710,test_view_ood,104,20560714,0,3,0.02,0.335897833108902,oracle_null_upper_bound,0.14193588429450626,0.20704550502318875,0.25684934428835804,0.09299444898363328,1.1665436079955577e-16,0.15320794662225753,34.04557268761642
20260710,test_view_ood,105,20560715,0,3,0.05,0.40637412667274475,support_fit_base,0.19641548649944093,0.36017619404712947,0.2485727692845555,0.2571305433646016,0.0,0.0,0.0
20260710,test_view_ood,105,20560715,0,3,0.05,0.40637412667274475,free_correction,0.20317948260881294,0.36868842162453824,0.2572421108264391,0.2712481647275756,0.0487939039180061,0.0449678460278361,-3.4437183288787265
20260710,test_view_ood,105,20560715,0,3,0.05,0.40637412667274475,nullspace_correction,0.2074565087609612,0.38147538736068176,0.24857276604929807,0.2879423898829973,2.1710398465137984e-08,0.0650267388996143,-5.621258515934524
20260710,test_view_ood,105,20560715,0,3,0.05,0.40637412667274475,oracle_null_upper_bound,0.12477974079931776,0.22789264952668734,0.24857276928455543,0.08296610387930821,8.056329787060894e-17,0.15143059989669844,36.47153642335751
20260710,test_view_ood,106,20560716,1,3,0.02,0.6917898654937744,support_fit_base,0.3354622242365665,0.5686346605550476,0.17739894734507836,0.4354478300098547,0.0,0.0,0.0
20260710,test_view_ood,106,20560716,1,3,0.02,0.6917898654937744,free_correction,0.36388292819416546,0.6090950448444619,0.18949649619307948,0.4731849369948948,0.05812912589317479,0.07655293107231702,-8.472102640526243
20260710,test_view_ood,106,20560716,1,3,0.02,0.6917898654937744,nullspace_correction,0.3853471241661469,0.6317608897766182,0.17739894732503314,0.5057939850490701,1.5789600062651824e-08,0.11733754521593623,-14.870496981577597
20260710,test_view_ood,106,20560716,1,3,0.02,0.6917898654937744,oracle_null_upper_bound,0.13300647838383475,0.19183907371142192,0.17739894734507836,0.1005465749269634,1.3708301808613465e-16,0.33411887331562284,60.35127988341165
20260710,test_view_ood,107,20560717,1,3,0.05,0.0,support_fit_base,0.47332809035630563,0.7248898370914548,0.24211694028929578,0.5670695159953434,0.0,0.0,0.0
20260710,test_view_ood,107,20560717,1,3,0.05,0.0,free_correction,0.46708486330414273,0.7180939871189962,0.2602362911294419,0.5491986699028205,0.06109357770815312,0.06773481788744747,1.3190062409881527
20260710,test_view_ood,107,20560717,1,3,0.05,0.0,nullspace_correction,0.4512557805085773,0.706231279106855,0.24211693901620077,0.5271841934169392,1.4916131616572284e-08,0.08975212870306257,4.663215705424627
20260710,test_view_ood,107,20560717,1,3,0.05,0.0,oracle_null_upper_bound,0.16058750887955967,0.24188761700827938,0.2421169402892958,0.10533129429927586,1.8474789251618652e-16,0.5734395008653574,66.07268570108835
20260710,test_view_ood,108,20560718,0,3,0.02,0.3432227373123169,support_fit_base,0.1878479000273074,0.34121210659151785,0.23888842628187285,0.23887847760962977,0.0,0.0,0.0
20260710,test_view_ood,108,20560718,0,3,0.02,0.3432227373123169,free_correction,0.18750176526033607,0.3409155366115,0.25037497153910543,0.23332910090412384,0.04406515527106616,0.04373938730663363,0.1842633145854479
20260710,test_view_ood,108,20560718,0,3,0.02,0.3432227373123169,nullspace_correction,0.1971498429784014,0.3552866292555418,0.23888842397912047,0.25205333124528256,2.2655585760293777e-08,0.060972738715310816,-4.951848250468744
20260710,test_view_ood,108,20560718,0,3,0.02,0.3432227373123169,oracle_null_upper_bound,0.12172143156291045,0.1968642485000057,0.23888842628187276,0.07432924916169531,9.272089912289718e-17,0.13630279191523859,35.20213345713853
20260710,test_view_ood,109,20560719,0,3,0.05,0.5280826687812805,support_fit_base,0.2512801886620235,0.4187234030014883,0.22192201500142905,0.3539203725948986,0.0,0.0,0.0
20260710,test_view_ood,109,20560719,0,3,0.05,0.5280826687812805,free_correction,0.2542422049716402,0.42474368819100267,0.23143894634039508,0.3548653407970155,0.044203785313394944,0.04585657991119869,-1.1787703301945767
20260710,test_view_ood,109,20560719,0,3,0.05,0.5280826687812805,nullspace_correction,0.2641920312565018,0.4383639839476305,0.2219220162651504,0.3718256323188559,1.9973201974336114e-08,0.06772577857575766,-5.138424427002318
20260710,test_view_ood,109,20560719,0,3,0.05,0.5280826687812805,oracle_null_upper_bound,0.13359667802392616,0.21453876163670185,0.22192201500142905,0.10415683008407267,1.3627319241702548e-16,0.21250773858889782,46.83358097757381
20260710,test_view_ood,110,20560720,1,3,0.02,0.3455560505390167,support_fit_base,0.34445293430428475,0.5660117855631879,0.1622686475495654,0.4126243266825697,0.0,0.0,0.0
20260710,test_view_ood,110,20560720,1,3,0.02,0.3455560505390167,free_correction,0.33801018770218677,0.5582483921043008,0.18646162349052986,0.39732355310824047,0.07356635520523339,0.07109197414371074,1.870428717668536
20260710,test_view_ood,110,20560720,1,3,0.02,0.3455560505390167,nullspace_correction,0.3286691488057159,0.5508902253520123,0.16226864954364711,0.3849198326310904,1.4572845319067826e-08,0.10222380663013607,4.582276394423122
20260710,test_view_ood,110,20560720,1,3,0.02,0.3455560505390167,oracle_null_upper_bound,0.1087307138335191,0.17979001476962855,0.1622686475495654,0.06728840964156496,1.9130670569886026e-16,0.35878254664623854,68.43379660741915
20260710,test_view_ood,111,20560721,1,3,0.05,0.8534815311431885,support_fit_base,0.5110580062109071,0.7222427827893682,0.3153100005354851,0.6017282943595706,0.0,0.0,0.0
20260710,test_view_ood,111,20560721,1,3,0.05,0.8534815311431885,free_correction,0.507816008103106,0.7157579418688067,0.3341206060356988,0.5916625601337203,0.06093182704277444,0.064670866160147,0.6343698892091811
20260710,test_view_ood,111,20560721,1,3,0.05,0.8534815311431885,nullspace_correction,0.4906680920558384,0.7025150628471801,0.3153100010114838,0.5674617435753613,1.554126471856097e-08,0.10779035374672233,3.989745568453963
20260710,test_view_ood,111,20560721,1,3,0.05,0.8534815311431885,oracle_null_upper_bound,0.15608645913844402,0.23088569131454562,0.3153100005354852,0.08595551884271734,3.1745813139941265e-16,0.6075968280438425,69.458171627836
20260710,test_view_ood,112,20560722,0,3,0.02,0.09707516431808472,support_fit_base,0.35770263786059536,0.5117156544312147,0.3504960593503785,0.4140542249008961,0.0,0.0,0.0
20260710,test_view_ood,112,20560722,0,3,0.02,0.09707516431808472,free_correction,0.34829473672904665,0.5037165002863687,0.35559707461696116,0.3972395895188029,0.05866176181832365,0.053405069037584026,2.6300899506334865
20260710,test_view_ood,112,20560722,0,3,0.02,0.09707516431808472,nullspace_correction,0.3560332804348312,0.519455687930456,0.35049606017689017,0.408648969079319,1.7861602445914503e-08,0.07645301230763363,0.4666885980332364
20260710,test_view_ood,112,20560722,0,3,0.02,0.09707516431808472,oracle_null_upper_bound,0.19804293540164866,0.3083122831112867,0.3504960593503785,0.13613624875791386,1.4394816789584847e-16,0.2721581580424653,44.634756795034676
20260710,test_view_ood,113,20560723,0,3,0.05,0.18496480584144592,support_fit_base,0.29924962199763855,0.4818053963664087,0.3245902714708499,0.4012415117450083,0.0,0.0,0.0
20260710,test_view_ood,113,20560723,0,3,0.05,0.18496480584144592,free_correction,0.31193717776194874,0.49436841215313243,0.33655884112474665,0.42273678612480065,0.057532407633320896,0.05001727051235148,-4.239790072105057
20260710,test_view_ood,113,20560723,0,3,0.05,0.18496480584144592,nullspace_correction,0.31859266519915597,0.5058515228630042,0.32459027523017137,0.4363400846306482,1.8735521877229813e-08,0.06489413585179744,-6.4638488337356765
20260710,test_view_ood,113,20560723,0,3,0.05,0.18496480584144592,oracle_null_upper_bound,0.18205399431857486,0.28430118085887995,0.32459027147084984,0.12457512209556236,1.2923910178522627e-16,0.23146295714620738,39.16316648834293
