candidate,metric,cell_count,mean_relative_regret,cell_std,normal_style_ci95,p95_relative_regret,oracle_or_better_fraction
uniform_dual,rel_l2,264,-0.008723292701924864,0.037113294303835864,0.0044975786492081225,0.03882431056767177,0.5795454545454546
uniform_dual,heldout_reprojection_rel_l2,264,0.0015854852142400814,0.04570310033578313,0.005538535237266439,0.0706261668526769,0.4696969696969697
support_fit_mix,rel_l2,264,-0.013643849467372782,0.029788105347855844,0.003609874820490719,0.019484337609573486,0.7916666666666666
support_fit_mix,heldout_reprojection_rel_l2,264,8.208272578216411e-05,0.036690172495914025,0.004446302586411215,0.060942500930405874,0.49242424242424243
query_router,rel_l2,264,-0.006462518100130126,0.040451713826197035,0.00490214538593996,0.040637785322091176,0.5757575757575758
query_router,heldout_reprojection_rel_l2,264,0.0030900206444295273,0.04889501505116364,0.005925347772862475,0.07443456930743533,0.45454545454545453
