case_id,split,family,base_seed,method,model_seed,field_relative_l2,field_rmse,field_nrmse_dynamic_range,field_mean_bias,h1_seminorm_relative_error,measured_reprojection_relative_l2,clean_reprojection_relative_l2,gate,correction_rms,optimization_forward_calls,optimization_adjoint_calls,grouped_adjoint_calls,evaluation_forward_calls,neural_inference_seconds,projection_iterations,interpolation_fraction,paired_call_budget,field_gain,h1_gain,reprojection_ratio_to_matched_cgls,field_harm,truth_used_by_candidate,exact_camera_block_setup_forward_equivalents,preconditioner_block_count
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.23996580344937954,0.024594916010402774,0.0279039703891004,0.002881367265369424,0.4954339215202603,0.09887214038483938,0.09906872159531992,,,24,23,1,1,0.0,10,0.5,24,0.5712085954289403,0.5037860317691834,240.15032900861706,0,False,1001,3
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.24581420145038727,0.025194338326260106,0.028584040308638828,0.0026756071744222735,0.5187388034980072,0.04942890345961849,0.05142379601038499,,,24,23,1,1,0.0,10,0.75,24,0.5607581780890727,0.48044445691326043,120.05775724243047,0,False,1001,3
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.2524230071760805,0.025871697430832615,0.02935253280476219,0.002552151119853984,0.53700994048529,0.019763529320136728,0.026282537408804433,,,24,23,1,1,0.0,10,0.9,24,0.5489489992439083,0.4621445525370565,48.00359383471029,0,False,1001,3
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.25510712951507075,0.02614680231052868,0.02966465090322161,0.002510999101664554,0.5437472055804886,0.009876019080460709,0.020759931145124144,,,24,23,1,1,0.0,10,0.95,24,0.5441527800692084,0.45539667980833226,23.987841491410553,0,False,1001,3
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.2565354032959218,0.026293190975809067,0.029830735023189985,0.0024904230925698384,0.5472306111607735,0.004934044554554661,0.019351136167279046,,,24,23,1,1,0.0,10,0.975,24,0.5416006184203411,0.45190778970438755,11.984290200530205,0,False,1001,3
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.25741941230875387,0.026383796083330694,0.02993353034220288,0.0024780774871130096,0.5493565499432594,0.0019745706271451866,0.019079999670673413,,,24,23,1,1,0.0,10,0.99,24,0.5400209955706807,0.44977850369135874,4.796030347011469,0,False,1001,3
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.2577185434083033,0.02641445505291621,0.029968314237342537,0.0024739622852940663,0.5500711097041584,0.0009975427962453994,0.01909154715274882,,,24,23,1,1,0.0,10,0.995,24,0.5394864825588976,0.44906281887630667,2.422929551095686,0,False,1001,3
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.25801989233966105,0.02644534133566996,0.03000335602886667,0.002469847083475124,0.5507886070752323,0.00021674812786627145,0.019154243163156944,,,24,23,1,1,0.0,10,1.0,24,0.5389480065357082,0.4483441918258955,0.5264590613340089,0,False,1001,3
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.4227015299846653,0.05257826932558641,0.04837917228743642,0.002634269619164281,0.7084338362832255,0.2511791577230385,0.2511125373928745,,,23,22,1,1,0.0,9,0.0,23,0.36794093720883647,0.33380739755558775,205.14504833517435,0,False,1001,3
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.39912447181870625,0.04964560685284876,0.04568072319716881,0.0028765026912410756,0.6991355359386349,0.12560530795043257,0.1269540537051818,,,23,22,1,1,0.0,9,0.5,23,0.40319534778144417,0.34255127537115293,102.58537055474224,0,False,1001,3
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.39575984999709396,0.049227094073105826,0.04529563441171835,0.0029976192272794734,0.7083837086142664,0.0628197702743236,0.06664876010079943,,,23,22,1,1,0.0,9,0.75,23,0.40822641477401483,0.3338545363009836,51.30666463791807,0,False,1001,3
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.39656718328318724,0.04932751525434277,0.04538803558221496,0.0030702891489025118,0.7182459060873039,0.02515288093670484,0.03480276721037442,,,23,22,1,1,0.0,9,0.9,23,0.407019221792748,0.32458038441285036,20.54306186191944,0,False,1001,3
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.39730695358169144,0.04941953252713389,0.045472704011794006,0.0030945124561101915,0.7222259584090822,0.01260461603005421,0.02762874860869996,,,23,22,1,1,0.0,9,0.95,23,0.4059130547022947,0.3208376475780016,10.294542700803927,0,False,1001,3
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.3977644956049391,0.04947644447568293,0.045525070759490055,0.0031066241097140314,0.7243428204368169,0.006344169697859801,0.025638905005886246,,,23,22,1,1,0.0,9,0.975,23,0.4052288991885638,0.3188470060374012,5.181460958432955,0,False,1001,3
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.3980669601389035,0.0495140669127931,0.04555968852820273,0.0031138911018763348,0.72565310484634,0.0026301014045709177,0.025129669138932397,,,23,22,1,1,0.0,9,0.99,23,0.40477662864704944,0.317614848938155,2.1480774307000647,0,False,1001,3
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.39817242783681867,0.049527185647012806,0.04557175955129172,0.0031163134325971017,0.7260965248840363,0.0014541977619475822,0.025083323375822357,,,23,22,1,1,0.0,9,0.995,23,0.40461892442889485,0.31719786836246894,1.1876840135461473,0,False,1001,3
