method,model_seed,split,projection_iterations,interpolation_fraction,case_count,paired_call_budget,field_gain_mean,h1_gain_mean,reprojection_ratio_mean,reprojection_ratio_maximum,field_harm_rate,worst_field_gain
pooled_cnn,43,development,10,0.9,12,24,0.405725510025068,0.3300935600317256,38.47024861385674,80.95068740166792,0.08333333333333333,-0.0717422883643263
pooled_cnn,43,development,10,0.95,12,24,0.39904850607003944,0.3211672390013696,19.25640392539102,40.492945627591865,0.08333333333333333,-0.0851100848752466
pooled_cnn,43,development,10,0.975,12,24,0.39554469159309047,0.31654947518229065,9.660280523596308,20.268329890422223,0.08333333333333333,-0.09195982680112415
pooled_cnn,43,development,10,0.99,12,24,0.3933906196093588,0.3137305903904884,3.9356973233541557,8.147100505798047,0.08333333333333333,-0.09612155477958775
pooled_cnn,43,development,10,0.995,12,24,0.3926640584627373,0.312783027247391,2.0756238540013494,4.128875949830376,0.08333333333333333,-0.09751734651435146
pooled_cnn,43,development,10,1.0,12,24,0.39193325471501556,0.31183152508114415,0.6523272214067555,1.0090550332357806,0.08333333333333333,-0.09891738568176585
pooled_cnn,43,ood,9,0.0,18,23,0.2881302388086802,0.27031516413213075,278.8932642865151,662.7500881389424,0.0,0.006720717949887133
pooled_cnn,43,ood,9,0.5,18,23,0.34675278131096726,0.30562174939846926,139.4646730070646,331.41928974959404,0.0,0.15478185352730736
pooled_cnn,43,ood,9,0.75,18,23,0.3524155682881631,0.2940291812350668,69.75278804910522,165.75912976922842,0.0,0.13326617606501007
pooled_cnn,43,ood,9,0.9,18,23,0.34767297752148113,0.2778045272712426,27.933352898340264,66.37977478485772,0.0,0.1135554792633224
pooled_cnn,43,ood,9,0.95,18,23,0.3447441042723366,0.270937331188278,14.006285927943532,33.28111854241148,0.0,0.10622494260213679
pooled_cnn,43,ood,9,0.975,18,23,0.34303061566379944,0.2672411367151053,7.066199633329744,16.78332893958666,0.0,0.1024221865716538
pooled_cnn,43,ood,9,0.99,18,23,0.3419234755247317,0.26494093268944463,2.9714045708301446,7.041753382117596,0.0,0.10009720054036277
pooled_cnn,43,ood,9,0.995,18,23,0.34154131394487863,0.26416058251819075,1.6973385272252213,4.0167951165863816,0.0,0.09931503879530286
pooled_cnn,43,ood,9,1.0,18,23,0.3411526122751154,0.26337346187438987,0.870730755730404,2.1539447717386913,0.0,0.09852930935882222
pooled_cnn,43,ood,10,0.0,18,24,0.28464111696131505,0.27068415808596724,347.0518470409787,771.8831153440191,0.0,0.001011143089299725
pooled_cnn,43,ood,10,0.5,18,24,0.34358732783561474,0.3060035453820074,173.52872478569452,385.9460049071027,0.0,0.14994627868728472
pooled_cnn,43,ood,10,0.75,18,24,0.34928689491233006,0.29442238780596103,86.76812430369448,192.9791577149061,0.0,0.1308858413942042
pooled_cnn,43,ood,10,0.9,18,24,0.34452282981717136,0.27820560935774696,34.714836527369236,77.20451411787657,0.0,0.11109844682317825
pooled_cnn,43,ood,10,0.95,18,24,0.3415795618907872,0.2713411885912843,17.3688534184916,38.62206860369675,0.0,0.10374077489244277
pooled_cnn,43,ood,10,0.975,18,24,0.33985753746876896,0.2676464094752718,8.705397203851522,19.347874976014072,0.0,0.09992417236977234
pooled_cnn,43,ood,10,0.99,18,24,0.3387448508999317,0.26534706355403753,3.537038416973009,7.837213345914427,0.0,0.09759079113157534
pooled_cnn,43,ood,10,0.995,18,24,0.3383607699993206,0.2645670009038476,1.8592748345751966,4.085967231201616,0.0,0.09680581659075102
pooled_cnn,43,ood,10,1.0,18,24,0.33797011384481057,0.2637801685258237,0.6095297348385255,1.4711403158213732,0.0,0.09601726720552713
