case_id,split,family,base_seed,method,model_seed,field_relative_l2,field_rmse,field_nrmse_dynamic_range,field_mean_bias,h1_seminorm_relative_error,measured_reprojection_relative_l2,clean_reprojection_relative_l2,gate,correction_rms,optimization_forward_calls,optimization_adjoint_calls,grouped_adjoint_calls,evaluation_forward_calls,neural_inference_seconds,matched_step,total_calls,baseline_kind,dc_step_size,operator_norm_squared_bound,projection_iterations,paired_call_budget,matched_step_internal_offset
b65d04062647ff4a96cf,ood,smooth_no_interface,3121,base_landweber_matched,-1,0.6032161056787424,0.059121818579429046,0.07119740371958666,0.017770153301866116,1.2109908045136077,0.004992631796989937,0.021874565729860504,,0.0006516733547571194,24,24,0,1,0.0,11,24,base_landweber_matched,0.11601725035587,8.447019706069218,10,24,11
92c050cb6b32ffd7819e,ood,single_interface,3121,cgls_matched,-1,0.6834780622795644,0.07771596417535967,0.07854564442218183,0.0021907654181566537,1.238433106614509,0.0017005455941152487,0.025599405513022165,,,23,23,0,1,0.0,10,23,cgls_matched,,8.447019706069218,9,23,10
92c050cb6b32ffd7819e,ood,single_interface,3121,huber_pdhg_matched,-1,0.6533459893242574,0.07428974871715803,0.07508285136609294,0.002789889614450217,1.0341412051825127,0.16363495795758576,0.16390313403294354,,,23,23,0,1,0.0,10,23,huber_pdhg_matched,,8.447019706069218,9,23,10
92c050cb6b32ffd7819e,ood,single_interface,3121,base_landweber_matched,-1,0.675978988396351,0.07686327000795301,0.0776838470606659,0.0022883800650750725,1.224899063642993,0.010366163189474838,0.02944999576240183,,0.001352722888073756,23,23,0,1,0.0,10,23,base_landweber_matched,0.11601725035587,8.447019706069218,9,23,10
92c050cb6b32ffd7819e,ood,single_interface,3121,cgls_matched,-1,0.6834011548604766,0.07770721929449736,0.07853680618270281,0.002195398073730816,1.2383047399412006,0.0013850916614735803,0.0255242390306386,,,24,24,0,1,0.0,11,24,cgls_matched,,8.447019706069218,10,24,11
92c050cb6b32ffd7819e,ood,single_interface,3121,huber_pdhg_matched,-1,0.6502415385452761,0.07393675218539107,0.07472608631324139,0.0027229386635244965,1.0359497088523102,0.15795862872706626,0.15828028582481365,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,8.447019706069218,10,24,11
92c050cb6b32ffd7819e,ood,single_interface,3121,base_landweber_matched,-1,0.6760908552781167,0.07687599001032841,0.07769670285926827,0.0022867150220456075,1.225078503518153,0.010143156919444942,0.029270562372844953,,0.001432642489631925,24,24,0,1,0.0,11,24,base_landweber_matched,0.11601725035587,8.447019706069218,10,24,11
d2bd02757c7386060fa0,ood,two_interface,3121,cgls_matched,-1,0.6997546353822134,0.03566574644882019,0.09575715131190105,-0.00975172185866284,1.2265410998289006,0.0008017734923052556,0.024573711977271512,,,23,23,0,1,0.0,10,23,cgls_matched,,8.447019706069218,9,23,10
d2bd02757c7386060fa0,ood,two_interface,3121,huber_pdhg_matched,-1,0.6082234637389765,0.031000500382664428,0.08323166907910437,-0.009866623621839113,0.9349379591639666,0.16657040780525129,0.17115200175814202,,,23,23,0,1,0.0,10,23,huber_pdhg_matched,,8.447019706069218,9,23,10
d2bd02757c7386060fa0,ood,two_interface,3121,base_landweber_matched,-1,0.6974968642369048,0.03555067026477454,0.09544818910964159,-0.009750975507686731,1.2200726694545432,0.005917290228954907,0.026639330865106822,,0.000365250605463787,23,23,0,1,0.0,10,23,base_landweber_matched,0.11601725035587,8.447019706069218,9,23,10
