case_id,split,family,base_seed,method,model_seed,projection_iterations,paired_call_budget,truth_used_by_candidate,candidate_deployable,per_case_reprojection_ratio_limit,exact_camera_block_setup_forward_equivalents,reprojection_feasible,feasible_alpha_lower,feasible_alpha_upper,truth_oracle_alpha,field_relative_l2,h1_seminorm_relative_error,measured_reprojection_relative_l2,clean_reprojection_relative_l2,field_gain,h1_gain,reprojection_ratio_to_matched_cgls,field_harm
9f862d87f3c25fedf3e1,development,single_interface,2129,jacru_m2,17,9,23,True,False,1.1,1001,1,0.9980877148512287,1.0,0.9980877148512287,0.46933561870942747,0.7940767013908621,0.0015484060043964212,0.01861555820581717,0.30638174536355195,0.2374258009605647,1.1000000000021408,0
9f862d87f3c25fedf3e1,development,single_interface,2129,jacru_m2,17,10,24,True,False,1.1,1001,1,0.9965743681928606,1.0,0.9965743681928606,0.4691861306805694,0.7938485312701987,0.0012628245382097362,0.01844923850117281,0.3042528239654084,0.2387268385056198,1.1000000000013372,0
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,9,23,True,False,1.1,1001,1,0.9993027083155767,1.0,0.9993027083155767,0.3041247527659647,0.5964800915062796,0.00037206790759319647,0.01572145261740767,0.48944042682268796,0.40911640458714693,1.0999999999695134,0
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,10,24,True,False,1.1,1001,1,0.999157076299378,1.0,0.999157076299378,0.3041307027178563,0.5964380326138152,0.0003071387056035534,0.015820273002127613,0.48655440234021247,0.4091665038450389,1.099999999938756,0
6be92a896230a00c27bc,development,single_interface,2141,jacru_m2,17,9,23,True,False,1.1,1001,0,,,,,,,,,,,
6be92a896230a00c27bc,development,single_interface,2141,jacru_m2,17,10,24,True,False,1.1,1001,1,0.9996808562309355,1.0,0.9996808562309355,0.4170664391187792,0.7801080051524454,0.0007906008859495154,0.02007742528099385,0.3716134147465332,0.22985076149412684,1.099999999998497,0
2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,9,23,True,False,1.1,1001,1,0.9994175390973998,1.0,0.9994175390973998,0.2713714694956285,0.5661789738697485,0.0006631763042035123,0.026883147635562536,0.500412325801297,0.42008499747900246,1.0999999999954944,0
2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,10,24,True,False,1.1,1001,1,0.9977851868781363,1.0,0.9977851868781363,0.27126337512481374,0.5659040597116834,0.000578732850307347,0.026830707751361836,0.4973957858889613,0.4203717047982964,1.1000000000041732,0
317ac465ce89a727ceb8,development,single_interface,2153,jacru_m2,17,9,23,True,False,1.1,1001,1,0.9954485332889752,1.0,0.9954485332889752,0.4563006046204478,0.7762006168104262,0.0017473603348810466,0.019395933434536817,0.2895987482140298,0.2082989009606595,1.1000000000020762,0
317ac465ce89a727ceb8,development,single_interface,2153,jacru_m2,17,10,24,True,False,1.1,1001,1,0.9941502719261227,1.0,0.9941502719261227,0.4560424038238695,0.7758432079867162,0.0013890080951916848,0.01949709217286656,0.28659515128621965,0.20941637867662502,1.0999999999991443,0
80f83d2b9da59c138e54,development,smooth_no_interface,2161,jacru_m2,17,9,23,True,False,1.1,1001,1,0.9990951075990242,1.0,0.9990951075990242,0.2521908994090902,0.512799740242862,0.00043404549574985993,0.02531908691113005,0.5521103556324164,0.47826974066675654,1.0999999999998376,0
80f83d2b9da59c138e54,development,smooth_no_interface,2161,jacru_m2,17,10,24,True,False,1.1,1001,1,0.998704610980357,1.0,0.998704610980357,0.25215306396344506,0.5127271450415719,0.00036513269401146375,0.025377995580737427,0.548708084156975,0.47777343055891003,1.1000000000063863,0
817ed62303fd3253a425,development,single_interface,2161,jacru_m2,17,9,23,True,False,1.1,1001,1,0.9951530698837553,1.0,0.9951530698837553,0.37223413112765485,0.6354178493334635,0.0015277892059518447,0.01888768346911167,0.44740909432390613,0.4063849441718314,1.0999999999978596,0
817ed62303fd3253a425,development,single_interface,2161,jacru_m2,17,10,24,True,False,1.1,1001,1,0.9955576085182949,1.0,0.9955576085182949,0.37226008515947745,0.6354561727933961,0.0012552015484817525,0.018819254644279963,0.4453132908362138,0.4071208995560006,1.1000000000017975,0
c12970cf110f1be99b82,ood,smooth_no_interface,3109,jacru_m2,17,9,23,True,False,1.1,1001,1,0.9964022662092309,1.0,0.9964022662092309,0.3263768689589057,0.6708394845144814,0.0008758674240716243,0.016412487239813412,0.4523245384361857,0.38297816949524116,1.09999999998847,0
c12970cf110f1be99b82,ood,smooth_no_interface,3109,jacru_m2,17,10,24,True,False,1.1,1001,1,0.9969392089710531,1.0,0.9969392089710531,0.3264025674894188,0.6708932697980637,0.0006929771283950837,0.016395744034273754,0.4498464791821944,0.3844871502296675,1.0999999999922865,0
c574fbda17385d89b138,ood,single_interface,3109,jacru_m2,17,9,23,True,False,1.1,1001,1,0.9950288669681748,1.0,0.9950288669681748,0.4515636455335025,0.7711426769664048,0.0015266237083543487,0.02513877138034324,0.344358483542155,0.2693334670208699,1.0999999999951304,0
