seed,split,sample_index,geometry_id,active_views,acceptance_gate,descent_gate,saturation_gate,candidate_alpha,correction_ratio,candidate_bound,fallback_bound,certificate_violation,candidate_relative_l2,candidate_gradient_relative_l2,candidate_front_f1,candidate_whitened_residual_rms,fixed_pg_relative_l2,fixed_pg_gradient_relative_l2,fixed_pg_front_f1,fixed_pg_whitened_residual_rms,projected_bb_relative_l2,projected_bb_gradient_relative_l2,projected_bb_front_f1,projected_bb_whitened_residual_rms,fista_relative_l2,fista_gradient_relative_l2,fista_front_f1,fista_whitened_residual_rms,gain_vs_fixed_pg_percent,gain_vs_projected_bb_percent,gain_vs_fista_percent
111,validation,0,analytic_1100101,4,1.0,1.0,1.0,0.9214136600494385,0.33907726407051086,-178.039306640625,-378.999267578125,False,0.43868693709373474,0.5806550979614258,0.6000000238418579,7.6999192237854,0.5288066267967224,0.658977746963501,0.5,11.103155136108398,0.45206424593925476,0.6027752161026001,0.550000011920929,7.833296775817871,0.49387797713279724,0.6352681517601013,0.5,9.430428504943848,17.04208755493164,2.9591610431671143,11.17503547668457
111,validation,1,analytic_0110111,5,1.0,1.0,1.0,0.7462894320487976,0.4147748053073883,-31.654052734375,-68.02716064453125,False,0.4377232789993286,0.604907214641571,0.6499999761581421,3.159123182296753,0.5171009302139282,0.6836316585540771,0.550000011920929,4.667496204376221,0.45236122608184814,0.6276130080223083,0.550000011920929,3.136495590209961,0.4873165190219879,0.6593940854072571,0.6000000238418579,3.885420322418213,15.35051441192627,3.2358977794647217,10.176802635192871
111,validation,2,analytic_0101011,4,1.0,1.0,1.0,0.7664998769760132,0.6370958089828491,-59.492431640625,-126.36669921875,False,0.1316215842962265,0.18797330558300018,0.949999988079071,3.0970876216888428,0.22368237376213074,0.2802787721157074,0.949999988079071,6.518863677978516,0.13767379522323608,0.19642747938632965,0.949999988079071,3.1847877502441406,0.17720332741737366,0.23799175024032593,0.949999988079071,4.518147945404053,41.156925201416016,4.396051406860352,25.72284698486328
111,validation,3,analytic_1011101,5,1.0,1.0,1.0,0.6761702299118042,0.6310567259788513,-26.5653076171875,-66.22442626953125,False,0.25983670353889465,0.41418734192848206,0.75,2.384587049484253,0.3549467623233795,0.5078166127204895,0.6499999761581421,4.26807975769043,0.26419082283973694,0.42456790804862976,0.699999988079071,2.3012888431549072,0.30871498584747314,0.46976518630981445,0.699999988079071,3.2058651447296143,26.795583724975586,1.6480963230133057,15.832818984985352
111,validation,4,analytic_1010011,4,1.0,1.0,1.0,0.8496432304382324,0.3220840394496918,-111.1328125,-248.810302734375,False,0.4221760630607605,0.5860932469367981,0.6499999761581421,6.549181938171387,0.48772552609443665,0.6505395770072937,0.6499999761581421,9.341724395751953,0.4358028471469879,0.6067655086517334,0.6000000238418579,6.65928840637207,0.4621995985507965,0.631417989730835,0.6499999761581421,7.725168704986572,13.439826011657715,3.1268231868743896,8.659361839294434
111,validation,5,analytic_1011101,5,1.0,1.0,1.0,0.7757784724235535,0.4764381945133209,-37.4879150390625,-78.88665771484375,False,0.35833802819252014,0.5167232155799866,0.8000000715255737,2.8593292236328125,0.45682746171951294,0.6110137701034546,0.699999988079071,4.7816619873046875,0.37023115158081055,0.5359346866607666,0.75,2.8490149974823,0.4150855541229248,0.5775343179702759,0.699999988079071,3.7877111434936523,21.559438705444336,3.212350845336914,13.671284675598145
111,validation,6,analytic_0101101,4,1.0,1.0,1.0,0.8122967481613159,0.4122871458530426,-84.0362548828125,-209.2021484375,False,0.22863349318504333,0.341056764125824,0.75,3.916323661804199,0.34786006808280945,0.45056793093681335,0.699999988079071,7.6063690185546875,0.2330673485994339,0.3529547154903412,0.699999988079071,3.821237087249756,0.29149290919303894,0.4059578776359558,0.699999988079071,5.699408531188965,34.2742919921875,1.9023923873901367,21.564645767211914
111,validation,7,analytic_1110110,5,1.0,1.0,1.0,0.7892217040061951,0.37561360001564026,-37.90582275390625,-83.542236328125,False,0.5662050247192383,0.7021285891532898,0.6000000238418579,4.125667572021484,0.627532958984375,0.757390558719635,0.6000000238418579,5.415237903594971,0.5732738971710205,0.7103310227394104,0.6000000238418579,4.142026424407959,0.6040605306625366,0.7380619049072266,0.6000000238418579,4.7725653648376465,9.772862434387207,1.233070731163025,6.266839981079102
111,validation,8,analytic_0011110,4,0.0,1.0,0.0,0.609245240688324,0.7768280506134033,-68.177734375,-169.4539794921875,False,0.24876010417938232,0.3485947251319885,0.8500000238418579,4.2785139083862305,0.3403047025203705,0.4429948031902313,0.8000000715255737,7.90178918838501,0.24923011660575867,0.34920868277549744,0.8500000238418579,4.286192893981934,0.29407840967178345,0.3990459740161896,0.8000000715255737,5.871583461761475,26.900774002075195,0.18858572840690613,15.410280227661133
111,validation,9,analytic_0110111,5,1.0,1.0,1.0,0.7556306719779968,0.41798868775367737,-32.87322998046875,-81.11126708984375,False,0.4449687600135803,0.5958716869354248,0.699999988079071,3.5435078144073486,0.5284568667411804,0.6780390739440918,0.6499999761581421,4.971858501434326,0.45460933446884155,0.6087162494659424,0.699999988079071,3.5386719703674316,0.4959545433521271,0.649568498134613,0.699999988079071,4.2358527183532715,15.798470497131348,2.1206283569335938,10.28033447265625
