seed,split,baseline,candidate_mean_relative_l2,baseline_mean_relative_l2,mean_gain_percent,p10_gain_percent,harm_rate_over_1_percent,candidate_mean_gradient_relative_l2,baseline_mean_gradient_relative_l2,candidate_mean_front_f1,baseline_mean_front_f1,acceptance_rate,descent_gate_rate,saturation_gate_rate,certificate_violation_rate,forward_calls,adjoint_calls
112,independent_select,projected_bb,0.37693148851394653,0.379157155752182,0.5323423743247986,-0.6157947182655334,0.07142857142857142,0.49643081426620483,0.4981943666934967,0.8142856955528259,0.8178571462631226,1.0,1.0,1.0,0.0,4,4
112,independent_select,fista,0.37693148851394653,0.4146321713924408,9.69782829284668,3.272369146347046,0.0,0.49643081426620483,0.5359839200973511,0.8142856955528259,0.800000011920929,1.0,1.0,1.0,0.0,4,4
113,validation,fixed_pg,0.3636223375797272,0.44937992095947266,20.958703994750977,12.912799835205078,0.0,0.49685829877853394,0.579613983631134,0.7574999928474426,0.7224999666213989,0.800000011920929,1.0,0.800000011920929,0.0,4,4
113,validation,projected_bb,0.3636223375797272,0.3711700141429901,1.8781406879425049,0.1754220873117447,0.0,0.49685829877853394,0.509138822555542,0.7574999928474426,0.7399999499320984,0.800000011920929,1.0,0.800000011920929,0.0,4,4
113,validation,fista,0.3636223375797272,0.4118380546569824,12.923120498657227,8.245102882385254,0.0,0.49685829877853394,0.5483991503715515,0.7574999928474426,0.7350000143051147,0.800000011920929,1.0,0.800000011920929,0.0,4,4
113,independent_select,fixed_pg,0.37686270475387573,0.4489809572696686,16.919923782348633,7.14217472076416,0.0,0.4961753487586975,0.5689922571182251,0.8160714507102966,0.7928571105003357,0.9642857313156128,1.0,0.9642857313156128,0.0,4,4
113,independent_select,projected_bb,0.37686270475387573,0.379157155752182,0.5488145351409912,-0.6065112352371216,0.03571428571428571,0.4961753487586975,0.4981943666934967,0.8160714507102966,0.8178571462631226,0.9642857313156128,1.0,0.9642857313156128,0.0,4,4
113,independent_select,fista,0.37686270475387573,0.4146321713924408,9.713982582092285,3.273463487625122,0.0,0.4961753487586975,0.5359839200973511,0.8160714507102966,0.800000011920929,0.9642857313156128,1.0,0.9642857313156128,0.0,4,4
111,independent_lock,fixed_pg,0.4425191879272461,0.5081996321678162,13.466031074523926,7.423880577087402,0.0,0.5699145197868347,0.6312263607978821,0.7494512796401978,0.7219207882881165,1.0,1.0,1.0,0.0,4,4
111,independent_lock,projected_bb,0.4425191879272461,0.44392555952072144,0.18287697434425354,-0.8312377333641052,0.075,0.5699145197868347,0.5710467100143433,0.7494512796401978,0.746493935585022,1.0,1.0,1.0,0.0,4,4
111,independent_lock,fista,0.4425191879272461,0.4763416647911072,7.411282539367676,3.7839574813842773,0.0,0.5699145197868347,0.602916419506073,0.7494512796401978,0.7344207763671875,1.0,1.0,1.0,0.0,4,4
112,independent_lock,fixed_pg,0.441997230052948,0.5081996321678162,13.5903959274292,7.308774471282959,0.0,0.5693159103393555,0.6312263607978821,0.7507012486457825,0.7219207882881165,1.0,1.0,1.0,0.0,4,4
112,independent_lock,projected_bb,0.441997230052948,0.44392555952072144,0.32449984550476074,-0.7921686172485352,0.05,0.5693159103393555,0.5710467100143433,0.7507012486457825,0.746493935585022,1.0,1.0,1.0,0.0,4,4
112,independent_lock,fista,0.441997230052948,0.4763416647911072,7.544193267822266,3.67977237701416,0.0,0.5693159103393555,0.602916419506073,0.7507012486457825,0.7344207763671875,1.0,1.0,1.0,0.0,4,4
113,independent_lock,fixed_pg,0.44205284118652344,0.5081996321678162,13.593786239624023,7.242005348205566,0.0,0.5691810846328735,0.6312263607978821,0.751951277256012,0.7219207882881165,0.9750000238418579,1.0,0.9750000238418579,0.0,4,4
113,independent_lock,projected_bb,0.44205284118652344,0.44392555952072144,0.3354151248931885,-0.5658718347549438,0.075,0.5691810846328735,0.5710467100143433,0.751951277256012,0.746493935585022,0.9750000238418579,1.0,0.9750000238418579,0.0,4,4
113,independent_lock,fista,0.44205284118652344,0.4763416647911072,7.550543308258057,3.7265822887420654,0.0,0.5691810846328735,0.602916419506073,0.751951277256012,0.7344207763671875,0.9750000238418579,1.0,0.9750000238418579,0.0,4,4
