partition,base_seed,family,case_id,geometry_digest,candidate_id,measurement_residual_ratio_to_component_damping,measurement_residual_gain_over_component_damping,adjoint_residual_ratio_to_component_damping,adjoint_residual_gain_over_component_damping,fresh_exact_mismatch_access,evaluator_only,evaluator_forward_calls,evaluator_adjoint_calls
development,2101,smooth_no_interface,4c9d66cf34fdb094dadd,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,krylov4_total_measurement_oracle,0.7515500006920401,0.24844999930795986,0.7167935431221136,0.28320645687788637,True,True,0,2
development,2101,smooth_no_interface,4c9d66cf34fdb094dadd,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,krylov4_total_adjoint_oracle,0.7804414194315517,0.21955858056844835,0.7122211132143522,0.2877788867856478,True,True,0,2
development,2101,smooth_no_interface,4c9d66cf34fdb094dadd,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,fit_pca2_krylov6_total_measurement_oracle,0.6004265797170651,0.39957342028293485,0.6230818778292574,0.3769181221707426,True,True,0,2
development,2101,smooth_no_interface,4c9d66cf34fdb094dadd,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,fit_pca2_krylov6_total_adjoint_oracle,0.6201204575690548,0.37987954243094524,0.6127261973641471,0.38727380263585287,True,True,0,2
development,2101,smooth_no_interface,4c9d66cf34fdb094dadd,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,camera_block6_total_measurement_oracle,0.9583414844242646,0.04165851557573541,0.9919533864456878,0.008046613554312243,True,True,0,2
development,2101,smooth_no_interface,4c9d66cf34fdb094dadd,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,camera_block6_total_adjoint_oracle,0.9929988931130869,0.007001106886913133,0.9560316203717737,0.043968379628226306,True,True,0,2
development,2101,smooth_no_interface,4c9d66cf34fdb094dadd,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,pose_fourier_krylov6_total_measurement_oracle,0.9557310907122696,0.04426890928773042,0.9824431027960094,0.017556897203990562,True,True,0,2
development,2101,smooth_no_interface,4c9d66cf34fdb094dadd,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,pose_fourier_krylov6_total_adjoint_oracle,0.9992138209291223,0.0007861790708777461,0.9465975944203401,0.05340240557965992,True,True,0,2
development,2101,smooth_no_interface,4c9d66cf34fdb094dadd,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,detector_moment_krylov6_total_measurement_oracle,0.958457791952643,0.04154220804735698,0.9893948232051952,0.010605176794804771,True,True,0,2
development,2101,smooth_no_interface,4c9d66cf34fdb094dadd,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,detector_moment_krylov6_total_adjoint_oracle,0.9832944650519077,0.01670553494809235,0.9613020668878476,0.038697933112152416,True,True,0,2
development,2101,smooth_no_interface,4c9d66cf34fdb094dadd,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,exact_mismatch_oracle,0.0,1.0,0.0,1.0,True,True,0,2
