partition,base_seed,family,case_id,geometry_digest,basis_kind,basis_names,basis_rank,dropped_names,raw_norms_json,orthonormality_defect,fit_mode_count,total_correction_radius,measurement_coefficient_norm,measurement_coefficient_clipped,measurement_target_residual_ratio,adjoint_coefficient_norm,adjoint_coefficient_clipped,adjoint_target_residual_ratio,actual_setup_forward_calls,actual_setup_adjoint_calls,basis_uses_evaluated_case_truth,radius_applies_to_entire_correction
development,2153,smooth_no_interface,c67e153f11105dcd0f2c,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,fit_pca2_krylov6_total,damping|warm_residual|fit_pca_mode_1|fit_pca_mode_2|normal_damping|normal_warm_residual,6,,"[1.8931752533674169, 0.07765088714511721, 0.9999999999999994, 0.9999999999999999, 7.757663307282635, 0.120393725018071]",2.220446049250313e-16,2,1.8931752533674169,1.8931752533674169,True,0.3019774679998604,1.8931752533674164,True,0.2584000918754869,2,2,False,True
development,2153,smooth_no_interface,c67e153f11105dcd0f2c,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,camera_block6_total,camera_0_damping|camera_0_warm_residual|camera_1_damping|camera_1_warm_residual|camera_2_damping|camera_2_warm_residual,6,,"[1.0842092134607861, 0.05357049902108115, 1.0970831711010973, 0.04927110497977119, 1.0977301294472548, 0.027059566203626366]",1.3877787807814457e-17,0,1.8931752533674169,1.813401043911525,False,0.5271942574591636,1.8931752533674169,True,0.5147793935747558,0,0,False,True
development,2153,smooth_no_interface,c67e153f11105dcd0f2c,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,pose_fourier_krylov6_total,damping|warm_residual|sin_azimuth_warm_residual|cos_azimuth_warm_residual|normal_sin_azimuth_warm_residual|normal_cos_azimuth_warm_residual,6,,"[1.8931752533674169, 0.07765088714511721, 0.08872931696743373, 0.07193108794495946, 0.11601932226255668, 0.14613292465409394]",4.440892098500626e-16,0,1.8931752533674169,1.82699660147315,False,0.5167844303383284,1.8931752533674169,True,0.491483455372523,2,2,False,True
development,2153,smooth_no_interface,c67e153f11105dcd0f2c,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,detector_moment_krylov6_total,damping|warm_residual|detector_u_warm_residual|detector_v_warm_residual|normal_detector_u_warm_residual|normal_detector_v_warm_residual,6,,"[1.8931752533674169, 0.07765088714511721, 0.07080209866054386, 0.060631802817973354, 0.14703278337815529, 0.10746122668040947]",6.661338147750939e-16,0,1.8931752533674169,1.8225451485209647,False,0.5202243396795813,1.8931752533674169,True,0.5070320750628111,2,2,False,True
development,2153,single_interface,d1f773e0843797aa3ccb,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,krylov4_total,damping|warm_residual|normal_damping|normal_warm_residual,4,,"[1.9701450077044353, 0.2826089929061852, 6.219102809579186, 0.48304127058200025]",4.440892098500626e-16,0,3.9402900154088707,2.89256707471746,False,0.6057879841488646,2.855286558312662,False,0.547674181774123,2,2,False,True
development,2153,single_interface,d1f773e0843797aa3ccb,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,fit_pca2_krylov6_total,damping|warm_residual|fit_pca_mode_1|fit_pca_mode_2|normal_damping|normal_warm_residual,6,,"[1.9701450077044353, 0.2826089929061852, 0.9999999999999994, 0.9999999999999999, 6.219102809579186, 0.48304127058200025]",4.440892098500626e-16,2,3.9402900154088707,2.893560893425821,False,0.6054287939241435,2.862963332370843,False,0.543877643414278,2,2,False,True
development,2153,single_interface,d1f773e0843797aa3ccb,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,camera_block6_total,camera_0_damping|camera_0_warm_residual|camera_1_damping|camera_1_warm_residual|camera_2_damping|camera_2_warm_residual,6,,"[0.6413995675599256, 0.19833791918440208, 1.7699671419686756, 0.1560661174981408, 0.5807704042630686, 0.1271742098623236]",2.220446049250313e-16,0,3.9402900154088707,2.825292201447968,False,0.6293505118372847,3.183638036908924,False,0.5974131966828731,0,0,False,True
development,2153,single_interface,d1f773e0843797aa3ccb,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,pose_fourier_krylov6_total,damping|warm_residual|sin_azimuth_warm_residual|cos_azimuth_warm_residual|normal_sin_azimuth_warm_residual|normal_cos_azimuth_warm_residual,6,,"[1.9701450077044353, 0.2826089929061852, 0.30586414162780673, 0.28408456472132976, 0.3820027111609419, 0.7653559449159306]",4.440892098500626e-16,0,3.9402900154088707,2.7829079928694473,False,0.6434794132151517,3.146424672638053,False,0.6235309729130563,2,2,False,True
development,2153,single_interface,d1f773e0843797aa3ccb,60ee21e822fc2128ce363c269c73f8a60bcb26118efe11b0109dcc4e8646cd41,detector_moment_krylov6_total,damping|warm_residual|detector_u_warm_residual|detector_v_warm_residual|normal_detector_u_warm_residual|normal_detector_v_warm_residual,6,,"[1.9701450077044353, 0.2826089929061852, 0.2714066054484812, 0.26857059482762635, 0.534972850540797, 0.4975965788099161]",4.440892098500626e-16,0,3.9402900154088707,2.7011396706842734,False,0.6693221443119648,3.0784266915212104,False,0.6256730502482987,2,2,False,True
development,2161,smooth_no_interface,a7807f272a639137f150,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,krylov4_total,damping|warm_residual|normal_damping|normal_warm_residual,4,,"[1.9257026251392964, 0.04848112194969323, 6.893724778984428, 0.10842692672479454]",4.440892098500626e-16,0,1.9257026251392964,1.9257026251392964,True,0.39338790079692226,1.9257026251392964,True,0.35949031459736225,2,2,False,True
development,2161,smooth_no_interface,a7807f272a639137f150,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,fit_pca2_krylov6_total,damping|warm_residual|fit_pca_mode_1|fit_pca_mode_2|normal_damping|normal_warm_residual,6,,"[1.9257026251392964, 0.04848112194969323, 0.9999999999999994, 0.9999999999999999, 6.893724778984428, 0.10842692672479454]",2.220446049250313e-16,2,1.9257026251392964,1.9257026251392968,True,0.2521940156068264,1.9257026251392964,True,0.23098027565615706,2,2,False,True
development,2161,smooth_no_interface,a7807f272a639137f150,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,camera_block6_total,camera_0_damping|camera_0_warm_residual|camera_1_damping|camera_1_warm_residual|camera_2_damping|camera_2_warm_residual,6,,"[1.0467258572976863, 0.02706151907799701, 1.1896536462450016, 0.0282824204378909, 1.0942667783080933, 0.02860416167040385]",2.220446049250313e-16,0,1.9257026251392964,1.8021464818094346,False,0.5121960018202042,1.9257026251392964,True,0.4871878005171333,0,0,False,True
development,2161,smooth_no_interface,a7807f272a639137f150,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,pose_fourier_krylov6_total,damping|warm_residual|sin_azimuth_warm_residual|cos_azimuth_warm_residual|normal_sin_azimuth_warm_residual|normal_cos_azimuth_warm_residual,6,,"[1.9257026251392964, 0.04848112194969323, 0.04799304802108094, 0.04833020609018182, 0.06920728219754371, 0.1293333228756245]",2.220446049250313e-16,0,1.9257026251392964,1.792702367837794,False,0.5196689548903626,1.9257026251392961,True,0.4924476012875218,2,2,False,True
development,2161,smooth_no_interface,a7807f272a639137f150,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,detector_moment_krylov6_total,damping|warm_residual|detector_u_warm_residual|detector_v_warm_residual|normal_detector_u_warm_residual|normal_detector_v_warm_residual,6,,"[1.9257026251392964, 0.04848112194969323, 0.04419335578354554, 0.04180136352911611, 0.08200743983235083, 0.09157145660154956]",4.440892098500626e-16,0,1.9257026251392964,1.7969334699263066,False,0.5163391867580731,1.9257026251392964,True,0.48872919082139954,2,2,False,True
development,2161,single_interface,99689ce39ea56bfb0b6d,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,krylov4_total,damping|warm_residual|normal_damping|normal_warm_residual,4,,"[1.98520071100492, 0.20756237710435202, 6.2899215237871315, 0.43088826068883207]",4.440892098500626e-16,0,3.3209980336696323,3.0266925516817165,False,0.44692363234305693,3.109448385590265,False,0.46384274843651874,2,2,False,True
development,2161,single_interface,99689ce39ea56bfb0b6d,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,fit_pca2_krylov6_total,damping|warm_residual|fit_pca_mode_1|fit_pca_mode_2|normal_damping|normal_warm_residual,6,,"[1.98520071100492, 0.20756237710435202, 0.9999999999999994, 0.9999999999999999, 6.2899215237871315, 0.43088826068883207]",4.440892098500626e-16,2,3.3209980336696323,3.2234092305713617,False,0.3038688202407411,3.1833822117973507,False,0.3012965088163918,2,2,False,True
development,2161,single_interface,99689ce39ea56bfb0b6d,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,camera_block6_total,camera_0_damping|camera_0_warm_residual|camera_1_damping|camera_1_warm_residual|camera_2_damping|camera_2_warm_residual,6,,"[0.3409075362127085, 0.17333633940909868, 1.773103425609968, 0.08455090849139177, 0.8251715923479293, 0.07673198617749519]",2.220446049250313e-16,0,3.3209980336696323,2.9617512683665357,False,0.48343908135093766,3.3209980336696323,True,0.44806165916608603,0,0,False,True
development,2161,single_interface,99689ce39ea56bfb0b6d,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,pose_fourier_krylov6_total,damping|warm_residual|sin_azimuth_warm_residual|cos_azimuth_warm_residual|normal_sin_azimuth_warm_residual|normal_cos_azimuth_warm_residual,6,,"[1.98520071100492, 0.20756237710435202, 0.23262350808132037, 0.22593424566403789, 0.2720235267681707, 0.557589998442635]",4.440892098500626e-16,0,3.3209980336696323,2.8899618159898512,False,0.5200105322414891,3.320998033669632,True,0.49020956726341897,2,2,False,True
development,2161,single_interface,99689ce39ea56bfb0b6d,7ae13d5a74d37c97d5a759d8b6eeb04732a95f5ca214902f3eae04898de4a597,detector_moment_krylov6_total,damping|warm_residual|detector_u_warm_residual|detector_v_warm_residual|normal_detector_u_warm_residual|normal_detector_v_warm_residual,6,,"[1.98520071100492, 0.20756237710435202, 0.1935177117122662, 0.1558891035962396, 0.40566095487734594, 0.3623603210812259]",4.440892098500626e-16,0,3.3209980336696323,2.8859030921251265,False,0.5219758762260397,3.2686695678871684,False,0.5046426217694899,2,2,False,True
