partition,base_seed,geometry_digest,family,case_id,candidate_id,mismatch_relative_l2_to_continuous,residual_ratio_to_uncorrected_mismatch,gain_vs_zero,correction_norm_ratio_to_mismatch,prediction_target_cosine,warm_forward_calls,warm_adjoint_calls,visible_projection_forward_calls,evaluator_truth_forward_calls,warm_seconds
calibration,1277,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,single_interface,0df2064d6e220a501cc4,global_component_mean,0.15984164993716313,0.999506118679653,0.0004938813203470005,0.010691095537275798,0.05152971657025626,12,12,1,1,0.003710541990585625
calibration,1277,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,single_interface,0df2064d6e220a501cc4,nominal_slot_component_mean,0.15984164993716313,0.9992875789974506,0.0007124210025494238,0.020371384584428696,0.045144888499790564,12,12,1,1,0.003710541990585625
calibration,1277,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,single_interface,0df2064d6e220a501cc4,local_detector_component_mean,0.15984164993716313,0.8563315209284595,0.14366847907154046,0.4864854439758228,0.5173478669278755,12,12,1,1,0.003710541990585625
calibration,1277,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,single_interface,0df2064d6e220a501cc4,component_damping,0.15984164993716313,0.47770786092694734,0.5222921390730526,1.0086523232313271,0.8869134921717817,12,12,1,1,0.003710541990585625
calibration,1277,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,single_interface,0df2064d6e220a501cc4,ridge_geometry_only,0.15984164993716313,0.967493679759063,0.032506320240937026,0.16266618494987897,0.27791967759087455,12,12,1,1,0.003710541990585625
calibration,1277,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,single_interface,0df2064d6e220a501cc4,ridge_geometry_observation,0.15984164993716313,0.43465340934728786,0.5653465906527122,0.9543431572549675,0.9021111863445471,12,12,1,1,0.003710541990585625
calibration,1277,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,single_interface,0df2064d6e220a501cc4,ridge_geometry_signal,0.15984164993716313,0.40072054470941165,0.5992794552905883,1.0034404503195928,0.9199927020070467,12,12,1,1,0.003710541990585625
calibration,1277,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,single_interface,0df2064d6e220a501cc4,ridge_curvature_visible,0.15984164993716313,0.3226203817657797,0.6773796182342203,0.9997395126818891,0.947944518768774,12,12,1,1,0.003710541990585625
calibration,1289,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,smooth_no_interface,053736d143b5a7f2878b,zero,0.1547453012886565,1.0,0.0,0.0,0.0,12,12,1,1,0.0035737499711103737
calibration,1289,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,smooth_no_interface,053736d143b5a7f2878b,global_component_mean,0.1547453012886565,0.9997836089453866,0.00021639105461335184,0.011043193790590872,0.025114447131563702,12,12,1,1,0.0035737499711103737
calibration,1289,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,smooth_no_interface,053736d143b5a7f2878b,nominal_slot_component_mean,0.1547453012886565,1.0001544002465865,-0.00015440024658652796,0.02104229140635152,0.0031829635954113977,12,12,1,1,0.0035737499711103737
calibration,1289,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,smooth_no_interface,053736d143b5a7f2878b,local_detector_component_mean,0.1547453012886565,0.6136758097629129,0.3863241902370871,0.5025072515155525,0.8715451724286596,12,12,1,1,0.0035737499711103737
calibration,1289,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,smooth_no_interface,053736d143b5a7f2878b,component_damping,0.1547453012886565,0.5372626488070464,0.46273735119295356,1.0100335252938057,0.8571579680538789,12,12,1,1,0.0035737499711103737
calibration,1289,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,smooth_no_interface,053736d143b5a7f2878b,ridge_geometry_only,0.1547453012886565,0.9986140322690805,0.0013859677309194796,0.16112426646829153,0.08915802824116235,12,12,1,1,0.0035737499711103737
calibration,1289,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,smooth_no_interface,053736d143b5a7f2878b,ridge_geometry_observation,0.1547453012886565,0.4892237214661003,0.5107762785338996,0.9819723155193932,0.8782985790638169,12,12,1,1,0.0035737499711103737
calibration,1289,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,smooth_no_interface,053736d143b5a7f2878b,ridge_geometry_signal,0.1547453012886565,0.5162731798504994,0.48372682014950064,0.9867066864596784,0.8650250942335388,12,12,1,1,0.0035737499711103737
calibration,1289,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,smooth_no_interface,053736d143b5a7f2878b,ridge_curvature_visible,0.1547453012886565,0.3063744909356273,0.6936255090643727,1.0511812348751866,0.9565984404660964,12,12,1,1,0.0035737499711103737
calibration,1289,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,single_interface,a40d33fc9a6be98e818c,zero,0.2731271876342385,1.0,0.0,0.0,0.0,12,12,1,1,0.0039507499895989895
calibration,1289,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,single_interface,a40d33fc9a6be98e818c,global_component_mean,0.2731271876342385,1.000389628096758,-0.0003896280967579102,0.006256727369823305,-0.05915723368100615,12,12,1,1,0.0039507499895989895
calibration,1289,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,single_interface,a40d33fc9a6be98e818c,nominal_slot_component_mean,0.2731271876342385,1.000191673644419,-0.00019167364441896595,0.011921902582031295,-0.010118027084539018,12,12,1,1,0.0039507499895989895
calibration,1289,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,single_interface,a40d33fc9a6be98e818c,local_detector_component_mean,0.2731271876342385,0.9483291105692154,0.05167088943078457,0.28470485384136474,0.3191528865698421,12,12,1,1,0.0039507499895989895
calibration,1289,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,single_interface,a40d33fc9a6be98e818c,component_damping,0.2731271876342385,0.551777826265692,0.44822217373430795,0.5973671669340161,0.8808558796206194,12,12,1,1,0.0039507499895989895
calibration,1289,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,single_interface,a40d33fc9a6be98e818c,ridge_geometry_only,0.2731271876342385,0.9858431656118019,0.014156834388198147,0.09128795772956579,0.19962514744226598,12,12,1,1,0.0039507499895989895
calibration,1289,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,single_interface,a40d33fc9a6be98e818c,ridge_geometry_observation,0.2731271876342385,0.564965263301675,0.43503473669832504,0.567855714186452,0.8833884544369095,12,12,1,1,0.0039507499895989895
calibration,1289,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,single_interface,a40d33fc9a6be98e818c,ridge_geometry_signal,0.2731271876342385,0.5059314351958292,0.49406856480417083,0.6205276794338002,0.9097805152337611,12,12,1,1,0.0039507499895989895
calibration,1289,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,single_interface,a40d33fc9a6be98e818c,ridge_curvature_visible,0.2731271876342385,0.368171823272742,0.631828176727258,0.7190912727822005,0.960616419244177,12,12,1,1,0.0039507499895989895
calibration,1301,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,smooth_no_interface,e3e22e519a90f76c2d83,zero,0.1661276496661959,1.0,0.0,0.0,0.0,12,12,1,1,0.004070208000484854
calibration,1301,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,smooth_no_interface,e3e22e519a90f76c2d83,global_component_mean,0.1661276496661959,0.9999972872598069,2.7127401931448247e-06,0.010286561892302107,0.005406997486414486,12,12,1,1,0.004070208000484854
calibration,1301,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,smooth_no_interface,e3e22e519a90f76c2d83,nominal_slot_component_mean,0.1661276496661959,1.0002174040366012,-0.00021740403660119867,0.019600564565996827,-0.0012926466031390716,12,12,1,1,0.004070208000484854
calibration,1301,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,smooth_no_interface,e3e22e519a90f76c2d83,local_detector_component_mean,0.1661276496661959,0.8008322737479945,0.19916772625200552,0.46807762700402433,0.617167218526734,12,12,1,1,0.004070208000484854
calibration,1301,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,smooth_no_interface,e3e22e519a90f76c2d83,component_damping,0.1661276496661959,0.5441660939136254,0.45583390608637464,0.9364205663688804,0.8440474270460954,12,12,1,1,0.004070208000484854
calibration,1301,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,smooth_no_interface,e3e22e519a90f76c2d83,ridge_geometry_only,0.1661276496661959,1.007508882941218,-0.007508882941217987,0.15396604183814977,0.028030183574242265,12,12,1,1,0.004070208000484854
calibration,1301,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,smooth_no_interface,e3e22e519a90f76c2d83,ridge_geometry_observation,0.1661276496661959,0.5080319914886726,0.4919680085113274,0.9263986255811305,0.8636227779909029,12,12,1,1,0.004070208000484854
calibration,1301,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,smooth_no_interface,e3e22e519a90f76c2d83,ridge_geometry_signal,0.1661276496661959,0.5052935232202462,0.49470647677975377,0.9539110348456181,0.867284609020009,12,12,1,1,0.004070208000484854
calibration,1301,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,smooth_no_interface,e3e22e519a90f76c2d83,ridge_curvature_visible,0.1661276496661959,0.3025381923508844,0.6974618076491156,1.0171823456757747,0.9551535055558762,12,12,1,1,0.004070208000484854
calibration,1301,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,single_interface,e1d39800258fd30cfa71,zero,0.18124782762238498,1.0,0.0,0.0,0.0,12,12,1,1,0.00359466701047495
calibration,1301,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,single_interface,e1d39800258fd30cfa71,global_component_mean,0.18124782762238498,0.9997019829815708,0.0002980170184292419,0.009428429420264952,0.03631784645787293,12,12,1,1,0.00359466701047495
calibration,1301,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,single_interface,e1d39800258fd30cfa71,nominal_slot_component_mean,0.18124782762238498,0.9995265577565622,0.00047344224343781605,0.017965433109982377,0.035329432871875864,12,12,1,1,0.00359466701047495
calibration,1301,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,single_interface,e1d39800258fd30cfa71,local_detector_component_mean,0.18124782762238498,1.048218359771478,-0.04821835977147804,0.42902934096135364,0.09941563140247935,12,12,1,1,0.00359466701047495
calibration,1301,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,single_interface,e1d39800258fd30cfa71,component_damping,0.18124782762238498,0.6061480349859882,0.39385196501401176,0.8856070873128753,0.7999509562872604,12,12,1,1,0.00359466701047495
calibration,1301,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,single_interface,e1d39800258fd30cfa71,ridge_geometry_only,0.18124782762238498,0.9862778216225125,0.01372217837748746,0.1411217833312116,0.16713017364378654,12,12,1,1,0.00359466701047495
calibration,1301,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,single_interface,e1d39800258fd30cfa71,ridge_geometry_observation,0.18124782762238498,0.6214468107173002,0.37855318928269976,0.8842831063001284,0.7892045339286257,12,12,1,1,0.00359466701047495
calibration,1301,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,single_interface,e1d39800258fd30cfa71,ridge_geometry_signal,0.18124782762238498,0.5958239227661427,0.4041760772338573,0.9311399854749018,0.8119163333097572,12,12,1,1,0.00359466701047495
calibration,1301,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,single_interface,e1d39800258fd30cfa71,ridge_curvature_visible,0.18124782762238498,0.3947354828008595,0.6052645171991404,0.9342943324178091,0.918923372767578,12,12,1,1,0.00359466701047495
calibration,1319,9994b0e22742af206c9563c06670da48fe937f730a4a7f74e8007eeb8da65384,smooth_no_interface,7b87be214410317a6167,zero,0.18339475013325057,1.0,0.0,0.0,0.0,12,12,1,1,0.003652249986771494
calibration,1319,9994b0e22742af206c9563c06670da48fe937f730a4a7f74e8007eeb8da65384,smooth_no_interface,7b87be214410317a6167,global_component_mean,0.18339475013325057,1.0000317212591918,-3.172125919181923e-05,0.009318054901093784,0.001254694395228957,12,12,1,1,0.003652249986771494
calibration,1319,9994b0e22742af206c9563c06670da48fe937f730a4a7f74e8007eeb8da65384,smooth_no_interface,7b87be214410317a6167,nominal_slot_component_mean,0.18339475013325057,0.999909988486759,9.001151324095069e-05,0.017755119604643505,0.01394694058987329,12,12,1,1,0.003652249986771494
calibration,1319,9994b0e22742af206c9563c06670da48fe937f730a4a7f74e8007eeb8da65384,smooth_no_interface,7b87be214410317a6167,local_detector_component_mean,0.18339475013325057,0.6878135108421713,0.31218648915782865,0.4240068812166636,0.8333525243673267,12,12,1,1,0.003652249986771494
calibration,1319,9994b0e22742af206c9563c06670da48fe937f730a4a7f74e8007eeb8da65384,smooth_no_interface,7b87be214410317a6167,component_damping,0.18339475013325057,0.5074929995033908,0.4925070004966092,0.8430165683948024,0.8618619399201829,12,12,1,1,0.003652249986771494
calibration,1319,9994b0e22742af206c9563c06670da48fe937f730a4a7f74e8007eeb8da65384,smooth_no_interface,7b87be214410317a6167,ridge_geometry_only,0.18339475013325057,1.002947682305148,-0.0029476823051479695,0.13539473701925372,0.04589425573269366,12,12,1,1,0.003652249986771494
calibration,1319,9994b0e22742af206c9563c06670da48fe937f730a4a7f74e8007eeb8da65384,smooth_no_interface,7b87be214410317a6167,ridge_geometry_observation,0.18339475013325057,0.4635115372483006,0.5364884627516995,0.8374316426272469,0.8875045646995727,12,12,1,1,0.003652249986771494
calibration,1319,9994b0e22742af206c9563c06670da48fe937f730a4a7f74e8007eeb8da65384,smooth_no_interface,7b87be214410317a6167,ridge_geometry_signal,0.18339475013325057,0.47359256357793217,0.5264074364220679,0.8553752399055348,0.8811202466730296,12,12,1,1,0.003652249986771494
calibration,1319,9994b0e22742af206c9563c06670da48fe937f730a4a7f74e8007eeb8da65384,smooth_no_interface,7b87be214410317a6167,ridge_curvature_visible,0.18339475013325057,0.31877142687725524,0.6812285731227448,1.0360120011951715,0.9515843647334439,12,12,1,1,0.003652249986771494
calibration,1319,9994b0e22742af206c9563c06670da48fe937f730a4a7f74e8007eeb8da65384,single_interface,8fde45e2cd31f25d2999,zero,0.1791040454612455,1.0,0.0,0.0,0.0,12,12,1,1,0.003952750004827976
calibration,1319,9994b0e22742af206c9563c06670da48fe937f730a4a7f74e8007eeb8da65384,single_interface,8fde45e2cd31f25d2999,global_component_mean,0.1791040454612455,0.9987096675697987,0.0012903324302012686,0.009541282810855173,0.13992017809500382,12,12,1,1,0.003952750004827976
calibration,1319,9994b0e22742af206c9563c06670da48fe937f730a4a7f74e8007eeb8da65384,single_interface,8fde45e2cd31f25d2999,nominal_slot_component_mean,0.1791040454612455,1.0017216738606254,-0.0017216738606253834,0.018180469989351238,-0.08569036980133331,12,12,1,1,0.003952750004827976
calibration,1319,9994b0e22742af206c9563c06670da48fe937f730a4a7f74e8007eeb8da65384,single_interface,8fde45e2cd31f25d2999,local_detector_component_mean,0.1791040454612455,0.909939218229101,0.09006078177089905,0.4341645987685671,0.4151760864140082,12,12,1,1,0.003952750004827976
calibration,1319,9994b0e22742af206c9563c06670da48fe937f730a4a7f74e8007eeb8da65384,single_interface,8fde45e2cd31f25d2999,component_damping,0.1791040454612455,0.8333486021741258,0.16665139782587424,0.899473781201455,0.6195751413868286,12,12,1,1,0.003952750004827976
calibration,1319,9994b0e22742af206c9563c06670da48fe937f730a4a7f74e8007eeb8da65384,single_interface,8fde45e2cd31f25d2999,ridge_geometry_only,0.1791040454612455,0.9758746291191174,0.024125370880882624,0.13863831998354312,0.24123666536576846,12,12,1,1,0.003952750004827976
calibration,1319,9994b0e22742af206c9563c06670da48fe937f730a4a7f74e8007eeb8da65384,single_interface,8fde45e2cd31f25d2999,ridge_geometry_observation,0.1791040454612455,0.8031195654366821,0.19688043456331794,0.8516680174647222,0.6342479425264056,12,12,1,1,0.003952750004827976
calibration,1319,9994b0e22742af206c9563c06670da48fe937f730a4a7f74e8007eeb8da65384,single_interface,8fde45e2cd31f25d2999,ridge_geometry_signal,0.1791040454612455,0.7646276150137649,0.23537238498623514,0.885453271434191,0.6772644841603103,12,12,1,1,0.003952750004827976
calibration,1319,9994b0e22742af206c9563c06670da48fe937f730a4a7f74e8007eeb8da65384,single_interface,8fde45e2cd31f25d2999,ridge_curvature_visible,0.1791040454612455,0.7039301957530901,0.2960698042469099,0.8051438957056836,0.7158589777848351,12,12,1,1,0.003952750004827976
development,2101,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,smooth_no_interface,4c9d66cf34fdb094dadd,zero,0.16949712462370223,1.0,0.0,0.0,0.0,12,12,1,1,0.003955750027671456
development,2101,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,smooth_no_interface,4c9d66cf34fdb094dadd,global_component_mean,0.16949712462370223,1.0000010639349306,-1.0639349306007517e-06,0.010082072802756192,0.004935508945130023,12,12,1,1,0.003955750027671456
development,2101,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,smooth_no_interface,4c9d66cf34fdb094dadd,nominal_slot_component_mean,0.16949712462370223,1.0000542375342638,-5.423753426381239e-05,0.01921092013040693,0.00678211767708178,12,12,1,1,0.003955750027671456
development,2101,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,smooth_no_interface,4c9d66cf34fdb094dadd,local_detector_component_mean,0.16949712462370223,0.7222809988965034,0.27771900110349657,0.45877259692837835,0.750679594789537,12,12,1,1,0.003955750027671456
development,2101,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,smooth_no_interface,4c9d66cf34fdb094dadd,component_damping,0.16949712462370223,0.5333479677655957,0.4666520322344043,0.9223143474018832,0.8490617678861845,12,12,1,1,0.003955750027671456
development,2101,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,smooth_no_interface,4c9d66cf34fdb094dadd,ridge_geometry_only,0.16949712462370223,1.0546673318076625,-0.05466733180766248,0.37169296007542657,0.0347497512222146,12,12,1,1,0.003955750027671456
development,2101,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,smooth_no_interface,4c9d66cf34fdb094dadd,ridge_geometry_observation,0.16949712462370223,0.7000059497870961,0.29999405021290393,1.0357109515281508,0.7640591436456368,12,12,1,1,0.003955750027671456
development,2101,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,smooth_no_interface,4c9d66cf34fdb094dadd,ridge_geometry_signal,0.16949712462370223,1.1480294569863985,-0.14802945698639847,1.373751905847568,0.5711448544790815,12,12,1,1,0.003955750027671456
development,2101,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,smooth_no_interface,4c9d66cf34fdb094dadd,ridge_curvature_visible,0.16949712462370223,0.49762787585010093,0.5023721241498991,1.103270797489328,0.8926063094626168,12,12,1,1,0.003955750027671456
development,2101,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,single_interface,6640f706ad4875d3022d,zero,0.24367052988413157,1.0,0.0,0.0,0.0,12,12,1,1,0.0036221250193193555
development,2101,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,single_interface,6640f706ad4875d3022d,global_component_mean,0.24367052988413157,1.0000990061433754,-9.900614337543523e-05,0.007013085871018544,-0.010611499578822818,12,12,1,1,0.0036221250193193555
development,2101,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,single_interface,6640f706ad4875d3022d,nominal_slot_component_mean,0.24367052988413157,0.99991050884479,8.94911552099531e-05,0.013363108476958357,0.013378136177541623,12,12,1,1,0.0036221250193193555
development,2101,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,single_interface,6640f706ad4875d3022d,local_detector_component_mean,0.24367052988413157,0.9265461095969058,0.07345389040309425,0.31912203774697345,0.38128231989977496,12,12,1,1,0.0036221250193193555
development,2101,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,single_interface,6640f706ad4875d3022d,component_damping,0.24367052988413157,0.5643458376088897,0.4356541623911103,0.6612101718161025,0.8459584520712271,12,12,1,1,0.0036221250193193555
development,2101,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,single_interface,6640f706ad4875d3022d,ridge_geometry_only,0.24367052988413157,1.0081945124094294,-0.008194512409429366,0.25854947664625294,0.09745070397204955,12,12,1,1,0.0036221250193193555
development,2101,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,single_interface,6640f706ad4875d3022d,ridge_geometry_observation,0.24367052988413157,0.6746436540653206,0.32535634593467944,0.7449176127205713,0.7381743772671685,12,12,1,1,0.0036221250193193555
development,2101,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,single_interface,6640f706ad4875d3022d,ridge_geometry_signal,0.24367052988413157,0.8922373348702426,0.1077626651297574,0.9838230058216274,0.5955442381980673,12,12,1,1,0.0036221250193193555
development,2101,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,single_interface,6640f706ad4875d3022d,ridge_curvature_visible,0.24367052988413157,0.5032025600749466,0.49679743992505343,0.8099183141654707,0.8659853929837593,12,12,1,1,0.0036221250193193555
development,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,smooth_no_interface,317fb817e8498cce9453,zero,0.17967271463519086,1.0,0.0,0.0,0.0,12,12,1,1,0.003774917044211179
development,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,smooth_no_interface,317fb817e8498cce9453,global_component_mean,0.17967271463519086,1.0000361858300528,-3.618583005282616e-05,0.00951108438353445,0.00095087772861018,12,12,1,1,0.003774917044211179
development,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,smooth_no_interface,317fb817e8498cce9453,nominal_slot_component_mean,0.17967271463519086,0.9998898137036801,0.00011018629631986965,0.018122928292651358,0.015141068061914276,12,12,1,1,0.003774917044211179
development,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,smooth_no_interface,317fb817e8498cce9453,local_detector_component_mean,0.17967271463519086,0.7685668395958578,0.2314331604041422,0.43279045565374125,0.6892626486845802,12,12,1,1,0.003774917044211179
development,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,smooth_no_interface,317fb817e8498cce9453,component_damping,0.17967271463519086,0.5203990850074403,0.47960091499255975,0.8672445060146357,0.854025488349989,12,12,1,1,0.003774917044211179
development,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,smooth_no_interface,317fb817e8498cce9453,ridge_geometry_only,0.17967271463519086,1.0275104055802566,-0.027510405580256636,0.26596768147530814,0.028125924794055093,12,12,1,1,0.003774917044211179
development,2113,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,smooth_no_interface,317fb817e8498cce9453,ridge_geometry_observation,0.17967271463519086,0.6033316289981251,0.3966683710018749,0.931252853426182,0.8070970289832414,12,12,1,1,0.003774917044211179
