rig_id,block_id,true_aperture_radius,metadata_aperture_radius,candidate_aperture_radius,validation_camera_index,kappa,mean_gcv,mean_upre,mean_effective_df_fraction,mean_whitened_discrepancy,outer_validation_mse
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,0,1e-06,3.5408215174617395,0.7191545112348956,0.9233365051575746,0.24181610298277634,20355.06324298148
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,0,3.162277660168379e-06,3.390553694332449,0.7067552330603457,0.9092550435611189,0.25194716336255535,4912.661718045366
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,0,1e-05,3.1835597643916334,0.6882345312858864,0.8913071315572386,0.26214312079430474,1147.7131052176755
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,0,3.1622776601683795e-05,2.9370111369520924,0.6628678127769949,0.8666135543525109,0.2762861258129775,400.8688049412808
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,0,0.0001,2.7027373249755495,0.6338297066977091,0.8345301811893795,0.29858141679470174,196.2153086292185
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,0,0.00031622776601683794,2.486919256625706,0.6019028326868345,0.7975437569440409,0.3258328215763693,124.30971592250137
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,0,0.001,2.2743991529251257,0.5647521295964086,0.7555630438042902,0.35585125950954455,86.3791197685824
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,0,0.0031622776601683794,2.096852253019457,0.5268192580540949,0.7065506538207669,0.39633821194086793,61.487165901265485
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,0,0.01,1.9973350567836574,0.50009658381999,0.648608749020843,0.4623225853866414,50.449729145711565
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,0,0.03162277660168379,2.1228043450433347,0.5379050923444989,0.5798554902416267,0.6101363079578962,47.47484039707914
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,0,0.1,3.2663175586970654,0.9807072995798065,0.49686621142778026,1.185721361295358,49.472751686141294
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,0,0.31622776601683794,9.159913699033938,3.9094454200505626,0.3959591609880512,4.27591076246968,59.44743815894772
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,0,1.0,31.57649544686331,18.508086805695363,0.2787914078173681,19.062020553187573,92.93748678714005
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,1,1e-06,3.7298885141605886,0.7326964312024304,0.9331868869094532,0.23959741214730523,14374.35245508457
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,1,3.162277660168379e-06,3.5027922061970034,0.7159550274709978,0.9185000765669737,0.24635490496383974,3621.082686891005
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,1,1e-05,3.2392743022642247,0.6939955010618462,0.9002437589759086,0.2536054867003925,902.9699371668472
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,1,3.1622776601683795e-05,2.9441812724224183,0.665045962099301,0.8753714677597214,0.2644516136837468,351.5762605939449
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,1,0.0001,2.6608116839158624,0.6311072540755915,0.8440221802895689,0.28067176561228135,206.17716935001624
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,1,0.00031622776601683794,2.4082420767016757,0.5932743784107821,0.8052772742048345,0.3048307396830469,131.96278421179122
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,1,0.001,2.2069493552961985,0.5546382731470036,0.7576927312960876,0.3423299030732635,76.64943955519706
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,1,0.0031622776601683794,2.0439509647457696,0.5161737157721752,0.7028213132817822,0.39165961452132353,43.808852520616526
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,1,0.01,1.9272592648429843,0.48298198634381173,0.6401756160166965,0.45870100071709735,29.305812606926594
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,1,0.03162277660168379,1.9913220596678292,0.5015060507051656,0.5685041726964657,0.5918993743908205,25.630107331635184
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,1,0.1,2.9559329120027815,0.8821355446520859,0.4857667383699884,1.1049087632601045,24.68517466624734
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,1,0.31622776601683794,8.606103536521397,3.709333766282414,0.3885172999476193,4.087706086366223,23.355424851808927
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,1,1.0,32.10422228585094,18.92049095142022,0.2763454736541442,19.47833819357359,30.393602256914917
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,2,1e-06,4.0331408481056235,0.7523657615485054,0.9290827918038962,0.26583329466227174,13940.231400392648
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,2,3.162277660168379e-06,3.810879828722789,0.7377933610048263,0.9129372521771126,0.27709375752144616,3114.721429351728
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,2,1e-05,3.5691898859587035,0.7199491413348669,0.8923900284039272,0.2921250958885834,840.2292682659313
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,2,3.1622776601683795e-05,3.3292465006066423,0.6997466525846252,0.8671956606829236,0.3122335954919474,353.7048788999697
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,2,0.0001,3.0696448686531332,0.6742862363045063,0.8374088323313039,0.33443210457442,190.31140157315167
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,2,0.00031622776601683794,2.7783970828285773,0.6400819073361157,0.8010674623147572,0.3583739676325042,112.30890780567627
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,2,0.001,2.47686626068145,0.5963964837432125,0.7544709462738826,0.3892429697050004,63.331748512320736
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,2,0.0031622776601683794,2.2169626832970275,0.5491161595578647,0.6975453606281119,0.4330435825528857,34.43818602343623
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,2,0.01,2.0441880212938974,0.5108336205766175,0.634103003372757,0.49626881518020644,23.620284058330054
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,2,0.03162277660168379,2.111662119268243,0.5385176277179005,0.5635127264899535,0.636897265333975,21.70051366111492
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,2,0.1,3.3079843902855863,1.0193535048151352,0.48234448052512335,1.2476023359749382,22.07310063993959
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,2,0.31622776601683794,10.22300854758193,4.4986074139178225,0.38632059612322833,4.880494460120657,23.222280215075216
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,2,1.0,37.95743383747265,22.59378739621243,0.27367945972348695,23.155900260654853,35.035335070601356
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,3,1e-06,4.065926816131922,0.7546566976163112,0.9273433812201314,0.2709072876641011,2724.497339099281
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,3,3.162277660168379e-06,3.827935239445,0.739054661293649,0.9125339211434079,0.27900038746419636,1033.3629852395716
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,3,1e-05,3.5871241103369456,0.7213663203523142,0.8936896525516426,0.29146287626968603,303.0488789172761
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,3,3.1622776601683795e-05,3.3204092682338864,0.6988828541244234,0.8686632621219437,0.30902163472931377,122.37857759137547
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,3,0.0001,3.033562591933925,0.6703659558044688,0.8355231384648074,0.3335289342607768,66.0629795414577
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,3,0.00031622776601683794,2.7717926665999286,0.6392325251926049,0.7966694743047333,0.36456136630503155,45.93475510810274
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,3,0.001,2.5259696313532656,0.6041124344550812,0.7550519997046181,0.39602923492769215,41.880592559506354
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,3,0.0031622776601683794,2.301580007861501,0.5655253901332401,0.7094378162482728,0.43042488413600355,40.9424767899441
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,3,0.01,2.193125101297487,0.5449139650119754,0.6549367361296653,0.4970151872045109,41.33354881111077
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,3,0.03162277660168379,2.4936255324289784,0.6407280346576205,0.5869788340152957,0.7015619002331474,46.139763258829376
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,3,0.1,4.264372771113379,1.328488871396483,0.5026886925650381,1.524186963292422,59.75066905972462
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,3,0.31622776601683794,11.666898146402065,5.028987893810711,0.4005217286804097,5.388153127922055,85.08307685753417
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.0,3,1.0,36.55895778145678,21.357499039005553,0.28241059657298384,21.90564208448878,125.07256360031282
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,0,1e-06,3.590181390273532,0.7225304231982601,0.9233864211646772,0.24511214933477674,14669.070356198605
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,0,3.162277660168379e-06,3.406153507856046,0.7077862113414259,0.9081091464904203,0.25481157695675355,3473.3477668679548
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,0,1e-05,3.1707831218223284,0.6868661726240398,0.8890415863669323,0.26439963443694814,897.2442638385432
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,0,3.1622776601683795e-05,2.926138687848572,0.661542980026107,0.8647318008099267,0.2779720987302241,367.47226599219266
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,0,0.0001,2.7018788141233334,0.6337044471550491,0.8343433628244141,0.2987550666359865,189.0494018874378
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,0,0.00031622776601683794,2.4879961852779378,0.6021786567554533,0.7983835439059989,0.32476498650585517,116.82150210116997
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,0,0.001,2.2607995351778003,0.562688191193802,0.7559392296325984,0.35318542378164475,79.88405556233555
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,0,0.0031622776601683794,2.069041927467214,0.5213478966893472,0.7051995050295587,0.39302868864205337,55.47946903112482
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,0,0.01,1.972878784038098,0.49422574803074615,0.6459141013360006,0.4607631858931453,45.05160421835885
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,0,0.03162277660168379,2.1388588743761554,0.5432233661890593,0.5769068893153516,0.6201723432844967,43.25332108718469
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,0,0.1,3.461807910064963,1.0562952944639061,0.4942145402438284,1.2655520300737808,46.351767502736266
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,0,0.31622776601683794,9.927842288552611,4.2868437389160245,0.39391681929785255,4.65657682803946,57.08009735796875
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,0,1.0,33.36346082098521,19.637160679377264,0.2775302613184617,20.193112261267725,91.7841004140827
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,1,1e-06,3.6549239517650616,0.7278003556022687,0.9324937354412428,0.23581037889628012,14509.29737355064
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,1,3.162277660168379e-06,3.409433303113782,0.7091611700095849,0.9169811500549481,0.24199132992166794,3833.979305601136
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,1,1e-05,3.148945401026376,0.6864964770396067,0.897942799469877,0.24978799788780337,945.7632435478956
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,1,3.1622776601683795e-05,2.875468619924461,0.6583169692954336,0.8727971256910392,0.26184156818977106,346.2647916259558
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,1,0.0001,2.608772835478974,0.625022802250446,0.84154430048114,0.278551921480622,198.5699853350712
development_rig_a,development_rig_a:radius=0.05500,0.055,0.073,0.04,1,0.00031622776601683794,2.3644087543899985,0.5871302526583593,0.802898623916102,0.302492454392596,126.92399662747314
