experiment,label,seed,split,parameters,epochs_ran,best_epoch,best_val_rel_l2,train_seconds,rel_l2_mean,gradient_rel_l2_mean,observed_reprojection_rel_l2_mean,heldout_reprojection_rel_l2_mean,mass_relative_error_mean,centroid_error_mean
residual_fno,Residual FNO,20260710,test_iid,43363,30,30,0.2572338692843914,7.161876624915749,0.21613482870161532,0.36825127601623536,0.1819212269037962,0.2479644276201725,0.12079959842376412,0.03231766118858488
residual_fno,Residual FNO,20260710,test_view_ood,43363,30,30,0.2572338692843914,7.161876624915749,0.4977979250252247,0.7334398813545704,0.5662938393652439,0.5181025825440884,0.204719802364707,0.03173129692722372
residual_fno,Residual FNO,20260710,test_noise_ood,43363,30,30,0.2572338692843914,7.161876624915749,0.2536590714007616,0.43091126065701246,0.20227351784706116,0.2894112030044198,0.0717971179401502,0.02821531160655117
residual_fno,Residual FNO,20260710,test_joint_ood,43363,30,30,0.2572338692843914,7.161876624915749,0.5050999149680138,0.7247741594910622,0.5460608303546906,0.5192963592708111,0.20569301978684962,0.057036211492210165
residual_fno,Residual FNO,20260710,test_family_ood,43363,30,30,0.2572338692843914,7.161876624915749,0.6668287575244903,0.8769869953393936,0.5092530488967896,0.6764617502689362,0.2123106699436903,0.0306733737344424
residual_fno,Residual FNO,20260711,test_iid,43363,30,30,0.2494233287870884,7.501187958056107,0.20873554684221746,0.3646369993686676,0.1755037631839514,0.24414208270609378,0.08859412828460336,0.02885749302034451
residual_fno,Residual FNO,20260711,test_view_ood,43363,30,30,0.2494233287870884,7.501187958056107,0.487685764208436,0.7174163348972797,0.5120234172791243,0.5305496584624052,0.2758056940510869,0.04978591726228081
residual_fno,Residual FNO,20260711,test_noise_ood,43363,30,30,0.2494233287870884,7.501187958056107,0.24078092956915498,0.4249849831685424,0.19693779665976763,0.2823926145210862,0.10124135160003789,0.03361976298209668
residual_fno,Residual FNO,20260711,test_joint_ood,43363,30,30,0.2494233287870884,7.501187958056107,0.5014892518520355,0.7200179379433393,0.5094266068190336,0.5323328226804733,0.38152181170880795,0.06623145592299999
residual_fno,Residual FNO,20260711,test_family_ood,43363,30,30,0.2494233287870884,7.501187958056107,0.6552978783845902,0.8695466637611389,0.5001436203718186,0.6497097402811051,0.14059142526239157,0.025532487243406822
