experiment,label,seed,split,parameters,epochs_ran,best_epoch,best_val_rel_l2,train_seconds,rel_l2_mean,gradient_rel_l2_mean,observed_reprojection_rel_l2_mean,heldout_reprojection_rel_l2_mean,mass_relative_error_mean,centroid_error_mean
residual_fno,Residual FNO,20260712,test_iid,43363,30,30,0.2665721997618675,7.54814724996686,0.23117024227976798,0.3866073749959469,0.19420466087758542,0.2600444473326206,0.1257009589113295,0.03548585826213408
residual_fno,Residual FNO,20260712,test_view_ood,43363,30,30,0.2665721997618675,7.54814724996686,0.4771889615803957,0.6843753308057785,0.49175059236586094,0.5125525910407305,0.16149835498072207,0.036396092571492955
residual_fno,Residual FNO,20260712,test_noise_ood,43363,30,30,0.2665721997618675,7.54814724996686,0.2624652599915862,0.4437935734167695,0.21799883618950844,0.3028810699470341,0.09785282681696117,0.055651396293274855
residual_fno,Residual FNO,20260712,test_joint_ood,43363,30,30,0.2665721997618675,7.54814724996686,0.4699258767068386,0.6804743427783251,0.4620384443551302,0.5099468883126974,0.1886548920883797,0.06712758000246098
residual_fno,Residual FNO,20260712,test_family_ood,43363,30,30,0.2665721997618675,7.54814724996686,0.6775722712278366,0.8888609915971756,0.5208490163087844,0.6918019711971283,0.21327197439968587,0.026367527958988564
absolute_fno,Absolute-output FNO,20260710,test_iid,43363,30,27,0.2719607390463352,8.249708209070377,0.23522657714784145,0.3930386774241924,0.19423972815275192,0.2663708496838808,0.13752208672231064,0.028373035653418997
absolute_fno,Absolute-output FNO,20260710,test_view_ood,43363,30,27,0.2719607390463352,8.249708209070377,0.4759392514824867,0.6724891550838947,0.49549349397420883,0.5097902789711952,0.33042121096514165,0.03635061499205876
absolute_fno,Absolute-output FNO,20260710,test_noise_ood,43363,30,27,0.2719607390463352,8.249708209070377,0.27820808719843626,0.44525906816124916,0.22111207991838455,0.3272291263565421,0.11022156706894748,0.025747010192694236
absolute_fno,Absolute-output FNO,20260710,test_joint_ood,43363,30,27,0.2719607390463352,8.249708209070377,0.46086727641522884,0.650393009185791,0.4260806683450937,0.5088788941502571,0.2699388684122823,0.06602159095724353
absolute_fno,Absolute-output FNO,20260710,test_family_ood,43363,30,27,0.2719607390463352,8.249708209070377,0.673641312122345,0.8829365015029907,0.5166185662150383,0.6928680777549744,0.16362813180312513,0.02425911448604213
absolute_fno,Absolute-output FNO,20260711,test_iid,43363,30,27,0.2726309895515442,7.590471750008874,0.23443671464920043,0.3937704794108868,0.1968374639749527,0.2676598820835352,0.13881101151928305,0.03754516752109517
absolute_fno,Absolute-output FNO,20260711,test_view_ood,43363,30,27,0.2726309895515442,7.590471750008874,0.4610361699014902,0.6727766953408718,0.49102747440338135,0.5141116585582495,0.16062919996329583,0.03345520996399105
absolute_fno,Absolute-output FNO,20260711,test_noise_ood,43363,30,27,0.2726309895515442,7.590471750008874,0.2704275925643742,0.4541438287124038,0.22832669783383608,0.31004089768975973,0.08172306910273619,0.03635648643338357
absolute_fno,Absolute-output FNO,20260711,test_joint_ood,43363,30,27,0.2726309895515442,7.590471750008874,0.4672100134193897,0.6733048297464848,0.5041813049465418,0.5036809146404266,0.17218207975383848,0.05322305947993018
absolute_fno,Absolute-output FNO,20260711,test_family_ood,43363,30,27,0.2726309895515442,7.590471750008874,0.6681295037269592,0.8786207348108291,0.5120312750339509,0.6711866974830627,0.12235934121999889,0.02782337449931277
absolute_fno,Absolute-output FNO,20260712,test_iid,43363,30,29,0.2732575349509716,7.717900458956137,0.24038139171898365,0.4035180673003197,0.21393930315971374,0.26893531903624535,0.14574460918083787,0.04210966765196264
absolute_fno,Absolute-output FNO,20260712,test_view_ood,43363,30,29,0.2732575349509716,7.717900458956137,0.4351471494883299,0.6538191456347704,0.4556468967348337,0.49604832753539085,0.18798343744128942,0.04132072727373723
absolute_fno,Absolute-output FNO,20260712,test_noise_ood,43363,30,29,0.2732575349509716,7.717900458956137,0.28176124719902873,0.45446443650871515,0.24537790101021528,0.32447952777147293,0.10677937674336135,0.0375941901836236
absolute_fno,Absolute-output FNO,20260712,test_joint_ood,43363,30,29,0.2732575349509716,7.717900458956137,0.4353698082268238,0.6373074278235435,0.41466869227588177,0.4924475196748972,0.1300094518228434,0.07614213569644626
absolute_fno,Absolute-output FNO,20260712,test_family_ood,43363,30,29,0.2732575349509716,7.717900458956137,0.6672792971134186,0.8780004382133484,0.516793729364872,0.6572579950094223,0.15900127469794825,0.033770424150327015
fno_no_reprojection,FNO without reprojection loss,20260710,test_iid,43363,30,30,0.26728175207972527,7.799097375012934,0.23331333845853805,0.39566419273614883,0.2126291237771511,0.26168342679739,0.12166016614064575,0.034678516268601974
fno_no_reprojection,FNO without reprojection loss,20260710,test_view_ood,43363,30,30,0.26728175207972527,7.799097375012934,0.511596068739891,0.7403660342097282,0.5826598778367043,0.5151668805629015,0.19000938441604376,0.03926790226618075
fno_no_reprojection,FNO without reprojection loss,20260710,test_noise_ood,43363,30,30,0.26728175207972527,7.799097375012934,0.2652767412364483,0.4523396408185363,0.22654395271092653,0.2902445215731859,0.057939332735259086,0.025635136433119828
fno_no_reprojection,FNO without reprojection loss,20260710,test_joint_ood,43363,30,30,0.26728175207972527,7.799097375012934,0.5268211923539639,0.7421363405883312,0.5819882173091173,0.5145170371979475,0.18663505488075316,0.06211327521669654
fno_no_reprojection,FNO without reprojection loss,20260710,test_family_ood,43363,30,30,0.26728175207972527,7.799097375012934,0.6757124483585357,0.8861989736557007,0.5304105207324028,0.6839193791151047,0.26097621098160745,0.03210459149037517
fno_no_reprojection,FNO without reprojection loss,20260711,test_iid,43363,30,30,0.25062089785933495,7.692275166977197,0.21291829720139505,0.37786914855241777,0.19821447618305682,0.24690045677125455,0.08201306974515318,0.028554534672876636
fno_no_reprojection,FNO without reprojection loss,20260711,test_view_ood,43363,30,30,0.25062089785933495,7.692275166977197,0.4840763844549656,0.7270777560770512,0.509061437100172,0.5305759683251381,0.2448528823442757,0.04903750772423287
fno_no_reprojection,FNO without reprojection loss,20260711,test_noise_ood,43363,30,30,0.25062089785933495,7.692275166977197,0.24203919479623437,0.4355782810598612,0.21660340391099453,0.27478652261197567,0.0818285060377093,0.03202904389787759
fno_no_reprojection,FNO without reprojection loss,20260711,test_joint_ood,43363,30,30,0.25062089785933495,7.692275166977197,0.5051857829093933,0.7413111962378025,0.5209128800779581,0.5462157540023327,0.32945777475833893,0.06514983674245513
fno_no_reprojection,FNO without reprojection loss,20260711,test_family_ood,43363,30,30,0.25062089785933495,7.692275166977197,0.6520925849676132,0.8667052388191223,0.5100921884179115,0.6380197107791901,0.15740854497998952,0.0269102187143127
fno_no_reprojection,FNO without reprojection loss,20260712,test_iid,43363,30,30,0.2968382462859154,8.087981874938123,0.26630126386880876,0.43673678785562514,0.2395922653377056,0.3007344789803028,0.15027392571792006,0.04078282246758658
fno_no_reprojection,FNO without reprojection loss,20260712,test_view_ood,43363,30,30,0.2968382462859154,8.087981874938123,0.5199110861867666,0.719992384314537,0.5627603847533464,0.517343457788229,0.16743304231204093,0.0413170201750177
fno_no_reprojection,FNO without reprojection loss,20260712,test_noise_ood,43363,30,30,0.2968382462859154,8.087981874938123,0.29216715786606073,0.4898866377770901,0.25078555941581726,0.3427948849275708,0.12249734508804977,0.052518651456406516
fno_no_reprojection,FNO without reprojection loss,20260712,test_joint_ood,43363,30,30,0.2968382462859154,8.087981874938123,0.5113769751042128,0.7143592219799757,0.5268271584063768,0.5190396290272474,0.20078194205416366,0.07217664366889714
fno_no_reprojection,FNO without reprojection loss,20260712,test_family_ood,43363,30,30,0.2968382462859154,8.087981874938123,0.7046251267194747,0.9093193858861923,0.5658609688282012,0.7562240689992905,0.2523204360157251,0.03151708098450651
matched_unet,Parameter-matched U-Net,20260710,test_iid,49111,30,30,0.33307378739118576,8.428753167041577,0.2950678400695324,0.5099392011761665,0.22421261370182038,0.3475604772567749,0.19416967891156672,0.05198787059256339
matched_unet,Parameter-matched U-Net,20260710,test_view_ood,49111,30,30,0.33307378739118576,8.428753167041577,0.5877865608781576,0.8444290012121201,0.6266750544309616,0.561905587092042,0.24842253210954368,0.06204385927625499
matched_unet,Parameter-matched U-Net,20260710,test_noise_ood,49111,30,30,0.33307378739118576,8.428753167041577,0.3293625973165035,0.5794420521706343,0.2613382423296571,0.4005379509180784,0.18525849914294668,0.04109913165104289
matched_unet,Parameter-matched U-Net,20260710,test_joint_ood,49111,30,30,0.33307378739118576,8.428753167041577,0.5879340507090092,0.8470658659934998,0.6357154436409473,0.5524048693478107,0.33907496952451766,0.06993979961656005
matched_unet,Parameter-matched U-Net,20260710,test_family_ood,49111,30,30,0.33307378739118576,8.428753167041577,0.7528017401695252,0.9516840726137161,0.6352967500686646,0.8441381275653839,0.4422853641211987,0.03950562819018152
matched_unet,Parameter-matched U-Net,20260711,test_iid,49111,30,28,0.35175856202840805,7.808713000034913,0.32426970154047013,0.5385417059063912,0.23545438647270203,0.3874934546649456,0.2139461473096162,0.044817765409420035
matched_unet,Parameter-matched U-Net,20260711,test_view_ood,49111,30,28,0.35175856202840805,7.808713000034913,0.6428865641355515,0.8873846121132374,0.6910949982702732,0.5710021518170834,0.34597192611545324,0.049523428629477645
matched_unet,Parameter-matched U-Net,20260711,test_noise_ood,49111,30,28,0.35175856202840805,7.808713000034913,0.3486511455848813,0.5989948511123657,0.25673189852386713,0.4447924541309476,0.1727628766093403,0.04413466776009432
matched_unet,Parameter-matched U-Net,20260711,test_joint_ood,49111,30,28,0.35175856202840805,7.808713000034913,0.6454613581299782,0.8939928375184536,0.6734500415623188,0.5955590959638357,0.39573658211156726,0.07895121963698404
matched_unet,Parameter-matched U-Net,20260711,test_family_ood,49111,30,28,0.35175856202840805,7.808713000034913,0.7460163414478302,0.9473405092954635,0.6121434882283211,0.8552170604467392,0.39568747133016585,0.04076368074980161
matched_unet,Parameter-matched U-Net,20260712,test_iid,49111,30,29,0.3111921176314354,7.522658791975118,0.28062268570065496,0.47975202202796935,0.19876569211483003,0.31134226471185683,0.19529361759778113,0.04823470286276928
matched_unet,Parameter-matched U-Net,20260712,test_view_ood,49111,30,29,0.3111921176314354,7.522658791975118,0.6043479107320309,0.8439829498529434,0.658173780888319,0.5559064075350761,0.31490751123055816,0.04287636074736174
matched_unet,Parameter-matched U-Net,20260712,test_noise_ood,49111,30,29,0.3111921176314354,7.522658791975118,0.3158538630232215,0.5547899343073368,0.2368887448683381,0.37631593458354473,0.16245776985306293,0.04223118896026895
matched_unet,Parameter-matched U-Net,20260712,test_joint_ood,49111,30,29,0.3111921176314354,7.522658791975118,0.6102575715631247,0.8599725738167763,0.6661444082856178,0.5624276883900166,0.374240692704916,0.07170391317757131
matched_unet,Parameter-matched U-Net,20260712,test_family_ood,49111,30,29,0.3111921176314354,7.522658791975118,0.7233909994363785,0.927424219250679,0.5686946496367454,0.7879993408918381,0.4414402611553669,0.03453323426717026
