rig_id,split_role,partition_name,oracle_only,pointwise_violation_count,row_mass_mismatch_count,column_mass_mismatch_count,support_violation_count,row_violation_count,column_violation_count,spectral_violation_count,total_violation_count,maximum_entrywise_slack,minimum_entrywise_slack,maximum_row_product,maximum_column_product,dense_normalized_spectral_norm_squared,schur_squared_upper_bound,active_row_count,active_column_count,exact_masses_recomputed_from_signed_primitives,triangle_inequality_certificate
train-03,train,triad_bridge,False,0,0,0,0,0,0,0,0,0.987498406662742,-2.7755575615628914e-17,0.3541613341560591,0.4445411095766816,0.09134147736820315,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-03,train,all_in_one_exact,True,0,0,0,0,0,0,0,0,0.0,0.0,0.7000000000000001,0.7000000000000001,0.4367531058562757,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-04,train,singleton_factor,False,0,0,0,0,0,0,0,0,4.415973359832803,0.08669682385287725,0.05785038837138622,0.12029208786017127,0.0017948717843444596,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-04,train,paired_local,False,0,0,0,0,0,0,0,0,1.4852493467523744,0.0,0.2418814456201944,0.1539095693353887,0.012356017703933539,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-04,train,paired_cross,False,0,0,0,0,0,0,0,0,0.2800935569463117,-1.1102230246251565e-16,0.6703474044863227,0.5641977461045231,0.15336306814685857,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-04,train,triad_bridge,False,0,0,0,0,0,0,0,0,1.6468378090171698,-2.7755575615628914e-17,0.1503103798530062,0.48804455905830213,0.014861271581947446,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-04,train,all_in_one_exact,True,0,0,0,0,0,0,0,0,0.0,0.0,0.7000000000000001,0.7000000000000001,0.28561455688802334,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-05,train,singleton_factor,False,0,0,0,0,0,0,0,0,3.6990166619950844,0.038991371792269025,0.09314101221861548,0.15003806866224112,0.004538466722818758,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-05,train,paired_local,False,0,0,0,0,0,0,0,0,0.24951592222694824,-1.1102230246251565e-16,0.6836344219538444,0.6832884642926096,0.28670008576366257,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-05,train,paired_cross,False,0,0,0,0,0,0,0,0,1.253246385116726,-5.551115123125783e-17,0.32417145690411536,0.3110732959169539,0.044805481358270935,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-05,train,triad_bridge,False,0,0,0,0,0,0,0,0,0.8698730460133626,-1.1102230246251565e-16,0.26642296458599074,0.33284890778063,0.041459848874237454,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-05,train,all_in_one_exact,True,0,0,0,0,0,0,0,0,0.0,0.0,0.7000000000000001,0.7,0.3766711347532587,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-06,train,singleton_factor,False,0,0,0,0,0,0,0,0,3.917355944302621,0.09597549641972328,0.09256604149101791,0.1445141790064488,0.005386530556237628,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-06,train,paired_local,False,0,0,0,0,0,0,0,0,1.227887763992561,0.013633041127670997,0.38238917863961824,0.26971897718298815,0.046362059363090846,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-06,train,paired_cross,False,0,0,0,0,0,0,0,0,0.30231124094282513,-1.6653345369377348e-16,0.681853189527153,0.6787277689527708,0.29023051927202304,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-06,train,triad_bridge,False,0,0,0,0,0,0,0,0,1.3982309601847902,-8.326672684688674e-17,0.23074923756505294,0.5084325526745206,0.037865772220212895,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-06,train,all_in_one_exact,True,0,0,0,0,0,0,0,0,0.0,0.0,0.7000000000000001,0.7000000000000001,0.4175997579847633,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-07,train,singleton_factor,False,0,0,0,0,0,0,0,0,4.34741964477965,0.045352856694821,0.06190387804849555,0.1441305951369546,0.0019076853674283077,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-07,train,paired_local,False,0,0,0,0,0,0,0,0,0.2958193121585768,-1.1102230246251565e-16,0.6603207222791256,0.5811140246678763,0.18120646550499947,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-07,train,paired_cross,False,0,0,0,0,0,0,0,0,1.2023246668345184,-5.551115123125783e-17,0.23928665049159942,0.17148126542951075,0.018074298346037444,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-07,train,triad_bridge,False,0,0,0,0,0,0,0,0,1.0697872608542096,-3.469446951953614e-17,0.1881984190521966,0.17331945840720317,0.014071306922664114,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-07,train,all_in_one_exact,True,0,0,0,0,0,0,0,0,0.0,0.0,0.7000000000000001,0.7000000000000001,0.3271974512443577,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-08,train,singleton_factor,False,0,0,0,0,0,0,0,0,3.8246029380302513,0.02663088305302,0.1092393823437509,0.14430597999444267,0.00758166085217841,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-08,train,paired_local,False,0,0,0,0,0,0,0,0,1.1423307642329839,-2.7755575615628914e-17,0.3943637232169388,0.4776733473746879,0.0741853139799973,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-08,train,paired_cross,False,0,0,0,0,0,0,0,0,0.20551267570611584,-2.220446049250313e-16,0.6953712431707717,0.699387820745002,0.3609026690092951,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-08,train,triad_bridge,False,0,0,0,0,0,0,0,0,1.3469042257106256,-3.469446951953614e-17,0.2661530194265713,0.547557505970825,0.05044722911734941,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-08,train,all_in_one_exact,True,0,0,0,0,0,0,0,0,0.0,0.0,0.7000000000000001,0.7000000000000001,0.4255741095194239,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-09,train,singleton_factor,False,0,0,0,0,0,0,0,0,4.4833997198480215,0.049089238062406504,0.051738341660138264,0.12215126908564579,0.0016707779191214608,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-09,train,paired_local,False,0,0,0,0,0,0,0,0,1.4358149861514007,6.243536293959462e-05,0.20243906044857435,0.15598120860283618,0.008452688240387272,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-09,train,paired_cross,False,0,0,0,0,0,0,0,0,0.21332175292921413,-1.1102230246251565e-16,0.6691243970892686,0.6185182533401755,0.15053918110548478,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-09,train,triad_bridge,False,0,0,0,0,0,0,0,0,1.7423099041572623,-4.163336342344337e-17,0.13105223380793052,0.535629850260907,0.014900432912793112,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-09,train,all_in_one_exact,True,0,0,0,0,0,0,0,0,0.0,0.0,0.7000000000000001,0.7,0.2780425763418411,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-10,train,singleton_factor,False,0,0,0,0,0,0,0,0,4.046909839549548,0.03378277780359125,0.09137571917586262,0.15074023002068695,0.005370638914036259,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-10,train,paired_local,False,0,0,0,0,0,0,0,0,0.3497935178115886,-2.220446049250313e-16,0.6526300516935212,0.6667005232130588,0.24706074193914726,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-10,train,paired_cross,False,0,0,0,0,0,0,0,0,1.2722884264671788,-1.3877787807814457e-17,0.3956872297762635,0.33374651499417446,0.0596408048535263,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-10,train,triad_bridge,False,0,0,0,0,0,0,0,0,0.9007733569853753,-8.326672684688674e-17,0.2739313176536357,0.31965195171774974,0.048130199449220895,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-10,train,all_in_one_exact,True,0,0,0,0,0,0,0,0,0.0,0.0,0.7000000000000001,0.7000000000000001,0.413129397083567,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-11,train,singleton_factor,False,0,0,0,0,0,0,0,0,3.195015369790111,0.03632564744386137,0.13939197578391704,0.17473586534924862,0.013107691858702619,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-11,train,paired_local,False,0,0,0,0,0,0,0,0,0.2588017490975868,-1.1102230246251565e-16,0.6844020714806331,0.6971977303683158,0.38054709541665355,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-11,train,paired_cross,False,0,0,0,0,0,0,0,0,1.1917075820765122,-1.1102230246251565e-16,0.45661050585124846,0.3926351231697173,0.09022386136285494,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-11,train,triad_bridge,False,0,0,0,0,0,0,0,0,0.8388444797870827,-1.1102230246251565e-16,0.35374719575367464,0.5788283410229058,0.11101778033128515,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
train-11,train,all_in_one_exact,True,0,0,0,0,0,0,0,0,0.0,0.0,0.7000000000000001,0.7000000000000001,0.4603695341070782,0.48999999999999994,16,12,True,ENTRYWISE_GROUPED_SUM_DOMINATES_ABS_TOTAL
