rig_id,split_role,selection_role,selected_partition,oracle_only,geometry_feature_0,geometry_feature_1,geometry_feature_2,geometry_feature_3,geometry_feature_4,geometry_feature_5
fresh-00,fresh_geometry_ood,TRAIN_SELECTED_GLOBAL_FIXED,paired_cross,False,1.254136924117434,-1.0452229575144771,1.1505366351104198,0.4755739408498942,0.6936141309523709,1.1020850403766491
fresh-00,fresh_geometry_ood,GEOMETRY_CONDITIONED_SELECTOR,triad_bridge,False,1.254136924117434,-1.0452229575144771,1.1505366351104198,0.4755739408498942,0.6936141309523709,1.1020850403766491
fresh-01,fresh_geometry_ood,TRAIN_SELECTED_GLOBAL_FIXED,paired_cross,False,-1.1415567603876544,0.9661999511607888,1.1220910781297944,-0.5512681466154722,0.6656677929000236,1.0205594653188408
fresh-01,fresh_geometry_ood,GEOMETRY_CONDITIONED_SELECTOR,paired_local,False,-1.1415567603876544,0.9661999511607888,1.1220910781297944,-0.5512681466154722,0.6656677929000236,1.0205594653188408
fresh-02,fresh_geometry_ood,TRAIN_SELECTED_GLOBAL_FIXED,paired_cross,False,-1.190517010936209,1.0390253552685924,0.6154232548234245,0.591500039384443,1.478594211574737,1.0729329937595784
fresh-02,fresh_geometry_ood,GEOMETRY_CONDITIONED_SELECTOR,paired_local,False,-1.190517010936209,1.0390253552685924,0.6154232548234245,0.591500039384443,1.478594211574737,1.0729329937595784
fresh-03,fresh_geometry_ood,TRAIN_SELECTED_GLOBAL_FIXED,paired_cross,False,1.2208486862236532,1.0908241582403868,1.0877130347811144,0.5114010418461991,0.5571080376403741,1.0847434902608872
fresh-03,fresh_geometry_ood,GEOMETRY_CONDITIONED_SELECTOR,triad_bridge,False,1.2208486862236532,1.0908241582403868,1.0877130347811144,0.5114010418461991,0.5571080376403741,1.0847434902608872
fresh-04,fresh_geometry_ood,TRAIN_SELECTED_GLOBAL_FIXED,paired_cross,False,-1.194881405459343,1.1193489616814538,0.5327371257997917,-0.4608720841722333,0.5705109055073614,1.0252756678225659
fresh-04,fresh_geometry_ood,GEOMETRY_CONDITIONED_SELECTOR,paired_local,False,-1.194881405459343,1.1193489616814538,0.5327371257997917,-0.4608720841722333,0.5705109055073614,1.0252756678225659
fresh-05,fresh_geometry_ood,TRAIN_SELECTED_GLOBAL_FIXED,paired_cross,False,-1.1764654632093403,0.9030359500112465,0.5954861430728913,0.5807650149206314,0.6055960133787787,1.044677133044178
fresh-05,fresh_geometry_ood,GEOMETRY_CONDITIONED_SELECTOR,paired_local,False,-1.1764654632093403,0.9030359500112465,0.5954861430728913,0.5807650149206314,0.6055960133787787,1.044677133044178
fresh-06,fresh_geometry_ood,TRAIN_SELECTED_GLOBAL_FIXED,paired_cross,False,1.2609128200780106,-1.1603855020331535,1.1133878129867774,0.48657184460525965,0.5736846295858394,1.0736883527378862
fresh-06,fresh_geometry_ood,GEOMETRY_CONDITIONED_SELECTOR,triad_bridge,False,1.2609128200780106,-1.1603855020331535,1.1133878129867774,0.48657184460525965,0.5736846295858394,1.0736883527378862
fresh-07,fresh_geometry_ood,TRAIN_SELECTED_GLOBAL_FIXED,paired_cross,False,1.1473029558948202,-1.154409798102102,1.1180693866699052,0.47192112502984346,0.5513455905507835,1.0701673018386944
fresh-07,fresh_geometry_ood,GEOMETRY_CONDITIONED_SELECTOR,triad_bridge,False,1.1473029558948202,-1.154409798102102,1.1180693866699052,0.47192112502984346,0.5513455905507835,1.0701673018386944
