split,rig_id,family,field_uid,target_view,ensemble_whitened_rmse,zero_whitened_rmse,relative_gain_vs_zero
validation,validation-rig-b,shock_cell,validation-rig-b:shock_cell:2,0,5.061671628538929,4.75582249439768,-0.06431046038861554
validation,validation-rig-b,shock_cell,validation-rig-b:shock_cell:2,6,2.0997552836767155,1.958891502574311,-0.07190994545501161
validation,validation-rig-b,shock_cell,validation-rig-b:shock_cell:3,0,6.4630575966070465,7.785055049358072,0.16981221640302113
validation,validation-rig-b,shock_cell,validation-rig-b:shock_cell:3,6,3.425479584128941,3.936414187513954,0.12979696217071468
validation,validation-rig-b,shock_cell,validation-rig-b:shock_cell:4,0,7.517356965510493,7.744661525146093,0.029349837807316148
validation,validation-rig-b,shock_cell,validation-rig-b:shock_cell:4,6,3.244075706468779,3.5688548279596426,0.09100373569315057
validation,validation-rig-b,shock_cell,validation-rig-b:shock_cell:5,0,5.789645376612938,6.967088545655699,0.16900074705910706
validation,validation-rig-b,shock_cell,validation-rig-b:shock_cell:5,6,2.957136243628474,3.3995063153506453,0.13012773934986577
validation,validation-rig-b,shock_cell,validation-rig-b:shock_cell:6,0,5.894336160729829,6.2023260218491965,0.049657154434384565
validation,validation-rig-b,shock_cell,validation-rig-b:shock_cell:6,6,2.76080673475478,3.0010200186800566,0.08004387922441458
validation,validation-rig-b,shock_cell,validation-rig-b:shock_cell:7,0,9.008399717531052,9.045710320478861,0.004124673643742471
validation,validation-rig-b,shock_cell,validation-rig-b:shock_cell:7,6,3.5929880274480213,3.6570740271102684,0.01752384534389273
validation,validation-rig-b,shock_cell,validation-rig-b:shock_cell:8,0,5.481204233098522,6.175940450192615,0.11249075710767675
validation,validation-rig-b,shock_cell,validation-rig-b:shock_cell:8,6,2.3457288565548833,2.8620393941511617,0.18039952163181472
validation,validation-rig-b,shock_cell,validation-rig-b:shock_cell:9,0,7.486705641688386,8.234991370999644,0.09086660757732212
validation,validation-rig-b,shock_cell,validation-rig-b:shock_cell:9,6,3.214135154670445,3.7539878577842045,0.14380779149147493
