policy,base_seed,family,mismatch_severity,selected_correction,fallback_used,reported_geometry_field_relative_l2,selected_field_relative_l2,field_gain_percent,selected_weighted_lcb,effective_camera_count
target_local_range_heuristic_lcb,401,smooth_plume,0.5,0.0,True,0.5616114838581756,0.5616114838581756,0.0,0.0,4.811413422578263
target_local_range_heuristic_lcb,401,wrinkled_density_interface,0.5,0.0,True,0.7565318924974527,0.7565318924974527,0.0,0.0,4.811413422578263
target_local_range_heuristic_lcb,401,shock_expansion_pair,0.5,0.0,True,0.6562688432536677,0.6562688432536677,0.0,0.0,4.811413422578263
target_local_range_heuristic_lcb,401,smooth_plume,1.0,0.0,True,0.604607366114732,0.604607366114732,0.0,0.0,5.587646321109075
target_local_range_heuristic_lcb,401,wrinkled_density_interface,1.0,0.0,True,0.7962834361167285,0.7962834361167285,0.0,0.0,5.587646321109075
target_local_range_heuristic_lcb,401,shock_expansion_pair,1.0,0.0,True,0.6786064952497747,0.6786064952497747,0.0,0.0,5.587646321109075
target_local_range_heuristic_lcb,401,smooth_plume,2.0,2.0,False,0.7068123514999479,0.536352849023161,24.11665587267251,0.02927299297679186,5.354575140336843
target_local_range_heuristic_lcb,401,wrinkled_density_interface,2.0,2.0,False,0.8923221778918206,0.7314823853711611,18.024856549083633,0.02927299297679186,5.354575140336843
target_local_range_heuristic_lcb,401,shock_expansion_pair,2.0,2.0,False,0.7474792307495669,0.6400840115108658,14.36765261437511,0.02927299297679186,5.354575140336843
target_local_range_heuristic_lcb,503,smooth_plume,0.0,0.0,True,0.5803634581194058,0.5803634581194058,0.0,0.0,5.242827718764561
target_local_range_heuristic_lcb,503,wrinkled_density_interface,0.0,0.0,True,0.651470919535793,0.651470919535793,0.0,0.0,5.242827718764561
target_local_range_heuristic_lcb,503,shock_expansion_pair,0.0,0.0,True,0.6421722296506339,0.6421722296506339,0.0,0.0,5.242827718764561
target_local_range_heuristic_lcb,503,smooth_plume,0.5,0.0,True,0.6004359552513786,0.6004359552513786,0.0,0.0,4.88391019735985
target_local_range_heuristic_lcb,503,wrinkled_density_interface,0.5,0.0,True,0.6600112423142548,0.6600112423142548,0.0,0.0,4.88391019735985
target_local_range_heuristic_lcb,503,shock_expansion_pair,0.5,0.0,True,0.64865494430849,0.64865494430849,0.0,0.0,4.88391019735985
target_local_range_heuristic_lcb,503,smooth_plume,1.0,0.0,True,0.6341653621975536,0.6341653621975536,0.0,0.0,5.067690927737412
target_local_range_heuristic_lcb,503,wrinkled_density_interface,1.0,0.0,True,0.6783575517090672,0.6783575517090672,0.0,0.0,5.067690927737412
target_local_range_heuristic_lcb,503,shock_expansion_pair,1.0,0.0,True,0.6607392756100213,0.6607392756100213,0.0,0.0,5.067690927737412
target_local_range_heuristic_lcb,503,smooth_plume,2.0,2.5,False,0.7075737791249151,0.5847957691463102,17.351972840266846,0.01838136373593155,4.919103286098273
target_local_range_heuristic_lcb,503,wrinkled_density_interface,2.0,2.5,False,0.7302888054452139,0.6627136600057649,9.253208447889655,0.01838136373593155,4.919103286098273
target_local_range_heuristic_lcb,503,shock_expansion_pair,2.0,2.5,False,0.6897734643792239,0.6480229220009012,6.052790449962733,0.01838136373593155,4.919103286098273
target_local_range_heuristic_lcb,607,smooth_plume,0.0,0.0,True,0.49221398228238805,0.49221398228238805,0.0,0.0,5.543765998528525
target_local_range_heuristic_lcb,607,wrinkled_density_interface,0.0,0.0,True,0.7845751678397818,0.7845751678397818,0.0,0.0,5.543765998528525
target_local_range_heuristic_lcb,607,shock_expansion_pair,0.0,0.0,True,0.5844258655054176,0.5844258655054176,0.0,0.0,5.543765998528525
target_local_range_heuristic_lcb,607,smooth_plume,0.5,0.0,True,0.5120072126410113,0.5120072126410113,0.0,0.0,5.421481634784831
target_local_range_heuristic_lcb,607,wrinkled_density_interface,0.5,0.0,True,0.7987777069362686,0.7987777069362686,0.0,0.0,5.421481634784831
target_local_range_heuristic_lcb,607,shock_expansion_pair,0.5,0.0,True,0.5972937982749542,0.5972937982749542,0.0,0.0,5.421481634784831
target_local_range_heuristic_lcb,607,smooth_plume,1.0,0.0,True,0.5542432204738572,0.5542432204738572,0.0,0.0,5.545909901083586
target_local_range_heuristic_lcb,607,wrinkled_density_interface,1.0,0.0,True,0.8234614426900347,0.8234614426900347,0.0,0.0,5.545909901083586
target_local_range_heuristic_lcb,607,shock_expansion_pair,1.0,0.0,True,0.6190381616373509,0.6190381616373509,0.0,0.0,5.545909901083586
target_local_range_heuristic_lcb,607,smooth_plume,2.0,0.0,True,0.6633893239665006,0.6633893239665006,0.0,0.0,4.556577783295164
target_local_range_heuristic_lcb,607,wrinkled_density_interface,2.0,0.0,True,0.8770815777554284,0.8770815777554284,0.0,0.0,4.556577783295164
target_local_range_heuristic_lcb,607,shock_expansion_pair,2.0,0.0,True,0.6790773488899832,0.6790773488899832,0.0,0.0,4.556577783295164
target_local_slope_heuristic_lcb,101,smooth_plume,0.0,0.0,True,0.5303539883483216,0.5303539883483216,0.0,0.0,5.18985447186997
