case_id,split,family,base_seed,method,model_seed,field_relative_l2,field_rmse,field_nrmse_dynamic_range,field_mean_bias,h1_seminorm_relative_error,measured_reprojection_relative_l2,clean_reprojection_relative_l2,gate,correction_rms,optimization_forward_calls,optimization_adjoint_calls,grouped_adjoint_calls,evaluation_forward_calls,neural_inference_seconds,projection_variant,projection_iterations,damping_fraction,damping_absolute,preconditioner,projection_forward_calls,projection_adjoint_calls,paired_call_budget,matched_cgls_field_relative_l2,matched_huber_field_relative_l2,matched_base_landweber_field_relative_l2,field_gain_to_best_matched_classical,h1_gain_to_best_matched_classical,reprojection_ratio_to_matched_cgls,visible_correction_fraction,system_residual_fraction,exact_projection_approximation_error,exact_oracle_error_reduction_retention,oracle_reduction_defined,base_anchor_field_relative_l2,exact_oracle_field_relative_l2,raw_learned_field_relative_l2,exact_oracle_rank,exact_oracle_nullity_lower_bound,field_harm_to_best_matched_classical,converged,breakdown,projection_diagnostic_forward_calls,dense_oracle_used_by_algorithm,projection_target_mode,exact_oracle_internal_projection_residual
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.2509591512097007,0.025721661825646752,0.029182311077530176,0.0029198394215760033,0.5348396317500788,0.04796622143090016,0.0470498272551867,0.7063487768173218,0.04725563088014591,16,15,1,1,0.02670433302409947,affine_cg_damped_1e-6,2,1e-06,8.97758779807751e-06,identity,3,2,16,0.5972661942929209,0.599511718989623,0.5961985733520055,0.5798202650548454,0.45198900764564093,16.834192103584257,0.24295046438935497,0.24295046437734216,0.39635299245647854,1.0172525163398205,1,0.5961347720424761,0.2568133004429239,0.24785472577107925,150,850,0,0,0,1,False,affine_observation,2.341612452584403e-15
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.25149350206344945,0.025776429272420937,0.029244447057682622,0.002627094529676142,0.5318514580010558,0.0213523120615924,0.02404513046286663,0.7063487768173218,0.04702142431336054,18,17,1,1,0.02670433302409947,affine_cg_damped_1e-6,4,1e-06,8.97758779807751e-06,identity,5,4,18,0.5975108025880026,0.5867877968171817,0.5962235622431531,0.5714063867251755,0.46231201786536874,12.405261181079775,0.10815015184432354,0.1081501518001741,0.26410806280797683,1.0156777534719423,1,0.5961347720424761,0.2568133004429239,0.24785472577107925,150,850,0,0,0,1,False,affine_observation,2.341612452584403e-15
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.2548607558286576,0.026121550628674835,0.0296360018042604,0.0027054340047986346,0.5425464930446162,0.01189981001469315,0.02194890278298437,0.7063487768173218,0.046968757345927065,22,21,1,1,0.02670433302409947,affine_cg_damped_1e-6,8,1e-06,8.97758779807751e-06,identity,9,8,22,0.5976395706410947,0.567382652763368,0.596272913069439,0.5508132746262344,0.4567029261016503,17.73907097943414,0.060272922964750245,0.060272922808518765,0.11966176879469902,1.0057542618952524,1,0.5961347720424761,0.2568133004429239,0.24785472577107925,150,850,0,0,0,1,False,affine_observation,2.341612452584403e-15
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.25673078375681097,0.026313216187554115,0.029853454471198384,0.0026703911426283777,0.5470099713511531,0.004732319297214773,0.019542270006710858,0.7063487768173218,0.046988692337777575,26,25,1,1,0.02670433302409947,affine_cg_damped_1e-6,12,1e-06,8.97758779807751e-06,identity,13,12,26,0.5976546838072083,0.5528067721055604,0.5963235531779676,0.5355867606705308,0.4511374058246766,19.075059672703908,0.02396935044285932,0.0239693499471363,0.04508542002509566,1.000243181445972,1,0.5961347720424761,0.2568133004429239,0.24785472577107925,150,850,0,0,0,1,False,affine_observation,2.341612452584403e-15
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.2568277439329778,0.02632315396766652,0.029864729302219256,0.0026716833289006066,0.5476293720695176,0.0007304856013398101,0.01926447132049891,0.7063487768173218,0.046999902675116376,34,33,1,1,0.02670433302409947,affine_cg_damped_1e-6,20,1e-06,8.97758779807751e-06,identity,21,20,34,0.5976555104146046,0.5315105728874139,0.5964275602088683,0.516796547361665,0.4432525636353537,23.186084049271635,0.0036999332192740853,0.003699929837531797,0.006592161490764631,0.9999574341995341,1,0.5961347720424761,0.2568133004429239,0.24785472577107925,150,850,0,0,0,1,False,affine_observation,2.341612452584403e-15
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.2568095039158945,0.026321284485924776,0.02986260829627061,0.0026715438309692615,0.547409141888043,3.4349513584496226e-05,0.019166673102155047,0.7063487768173218,0.04700015520915267,46,45,1,1,0.02670433302409947,affine_cg_damped_1e-6,32,1e-06,8.97758779807751e-06,identity,33,32,46,0.5976555523235216,0.5075114900770632,0.5965822775325558,0.4939828773592905,0.4286331147425634,32.85126854042096,0.00017398139832473363,0.00017390933541139772,0.00034520373601478306,1.0000111885847114,1,0.5961347720424761,0.2568133004429239,0.24785472577107925,150,850,0,0,0,1,False,affine_observation,2.341612452584403e-15
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.24785472577107925,0.025403478643601995,0.028821318826679175,0.0034603782994104917,0.47738947797293424,0.1974321043240691,0.196684547506335,0.7063487768173218,0.04965257334814656,14,13,1,1,0.02670433302409947,affine_cg_damped_1e-4,0,0.0001,0.0008977587798077512,identity,1,0,14,0.5968408693463881,0.6157464450463019,0.5961710292723394,0.5847222626652399,0.5000252754422545,42.87705265529154,1.0,1.0,1.0,1.0264014376385147,1,0.5961347720424761,0.2568133004429239,0.24785472577107925,150,850,0,0,0,1,False,affine_observation,2.341612452584403e-15
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.25294754843336453,0.025925459458510918,0.029413528094510644,0.0031880344388142932,0.5206544553408076,0.07548119523732584,0.07542939212550225,0.7063487768173218,0.04759078037424543,15,14,1,1,0.02670433302409947,affine_cg_damped_1e-4,1,0.0001,0.0008977587798077512,identity,2,1,15,0.5971029818222995,0.607077191672447,0.5961853694286711,0.5763753387038973,0.4612775191179121,21.086791937713713,0.3823146974791367,0.3823146475063201,0.52367393270555,1.011392594731292,1,0.5961347720424761,0.2568133004429239,0.24785472577107925,150,850,0,0,0,1,False,affine_observation,2.341612452584403e-15
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.25094761829584566,0.025720479777856856,0.029180969994417154,0.002920018166530674,0.5348076431300671,0.04794522164752659,0.04702802196876848,0.7063487768173218,0.047255626476092584,16,15,1,1,0.02670433302409947,affine_cg_damped_1e-4,2,0.0001,0.0008977587798077512,identity,3,2,16,0.5972661942929209,0.599511718989623,0.5961985733520055,0.5798395745586568,0.45202178404132287,16.82682203404577,0.2428440998067281,0.24284397969224417,0.3963530685949929,1.0172865045039077,1,0.5961347720424761,0.2568133004429239,0.24785472577107925,150,850,0,0,0,1,False,affine_observation,2.341612452584403e-15
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.25147475904710115,0.02577450823656399,0.029242267561414126,0.0026276563334226843,0.5318047334260211,0.021323899611595417,0.02401454437993455,0.7063487768173218,0.047021392083741904,18,17,1,1,0.02670433302409947,affine_cg_damped_1e-4,4,0.0001,0.0008977587798077512,identity,5,4,18,0.5975108025880026,0.5867877968171817,0.5962235622431531,0.5714383284534289,0.46235925519468046,12.388754122640846,0.10800624186527401,0.10800580029156077,0.2641084526250248,1.0157329902250423,1,0.5961347720424761,0.2568133004429239,0.24785472577107925,150,850,0,0,0,1,False,affine_observation,2.341612452584403e-15
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.2548078011441897,0.02611612312192961,0.02962984406875761,0.0027058994578121774,0.5424028794367336,0.011831484770508847,0.021879095965474077,0.7063487768173218,0.046968151092665146,22,21,1,1,0.02670433302409947,affine_cg_damped_1e-4,8,0.0001,0.0008977587798077512,identity,9,8,22,0.5976395706410947,0.567382652763368,0.596272913069439,0.5509066061445844,0.45684673839043083,17.637218399033614,0.05992685339101895,0.059925289721668495,0.11966897409329157,1.0059103224127854,1,0.5961347720424761,0.2568133004429239,0.24785472577107925,150,850,0,0,0,1,False,affine_observation,2.341612452584403e-15
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.25664898095151745,0.026304831938229044,0.02984394218643178,0.0026711908246071663,0.5467896817312373,0.004686660919871937,0.019482857788106548,0.7063487768173218,0.04698746021864102,26,25,1,1,0.02670433302409947,affine_cg_damped_1e-4,12,0.0001,0.0008977587798077512,identity,13,12,26,0.5976546838072083,0.5528067721055604,0.5963235531779676,0.5357347378832229,0.4513584415252841,18.891019624331427,0.023738089283489354,0.02373312149513698,0.045123061358913044,1.000484259043885,1,0.5961347720424761,0.2568133004429239,0.24785472577107925,150,850,0,0,0,1,False,affine_observation,2.341612452584403e-15
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.2567409235579318,0.026314255450454682,0.029854633558827375,0.0026725026984007255,0.5473908981189226,0.0007247580790345258,0.019210085517566856,0.7063487768173218,0.04699838492348283,34,33,1,1,0.02670433302409947,affine_cg_damped_1e-4,20,0.0001,0.0008977587798077512,identity,21,20,34,0.5976555104146046,0.5315105728874139,0.5964275602088683,0.5169598938301545,0.4434950081925763,23.004288797837756,0.0036709231333769965,0.003636975406369234,0.006891224579527779,1.0002132988656771,1,0.5961347720424761,0.2568133004429239,0.24785472577107925,150,850,0,0,0,1,False,affine_observation,2.341612452584403e-15
6c144f9849f9520d81e5,development,smooth_no_interface,2101,jacru_m2,17,0.25672308499708524,0.02631242711533584,0.029852559235459247,0.002672364626665368,0.5471755000781763,0.0001039176591878358,0.019114168979750046,0.7063487768173218,0.046998625080058275,46,45,1,1,0.02670433302409947,affine_cg_damped_1e-4,32,0.0001,0.0008977587798077512,identity,33,32,46,0.5976555523235216,0.5075114900770632,0.5965822775325558,0.4941531570879251,0.42887698204939906,99.38501515236536,0.0005263463079807083,0.00016887030017587523,0.002046269029657818,1.0002658701361082,1,0.5961347720424761,0.2568133004429239,0.24785472577107925,150,850,0,0,0,1,False,affine_observation,2.341612452584403e-15
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.4197601496572044,0.052212401979301104,0.04804252447442691,0.003069995169834932,0.7038168593465023,0.24984963925703946,0.2497355330848581,0.7063517570495605,0.06235538512672811,14,13,1,1,0.007575750001706183,affine_cg_undamped,0,0.0,0.0,identity,1,0,14,0.6778399504696955,0.6991004069148027,0.6760152434010321,0.3807385513846741,0.2996045370117379,25.64524083434572,1.0,1.0,1.0,0.9155904582263878,1,0.6759820745673942,0.3961386985163556,0.4197601496572044,150,850,0,0,0,1,False,affine_observation,2.180934405555072e-15
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.3998894101511434,0.04974075468366406,0.04576827216671143,0.003021549347006852,0.7104618692408247,0.11485691716355413,0.11743836106510389,0.7063517570495605,0.05928726196442691,15,14,1,1,0.007575750001706183,affine_cg_undamped,1,0.0,0.0,identity,2,1,15,0.6784206325540902,0.6938594557663179,0.6760248074115557,0.4105583012037,0.30129279478923493,16.34477836121447,0.4597041544870594,0.4597041544870594,0.5904885467772406,0.9865971041097513,1,0.6759820745673942,0.3961386985163556,0.4197601496572044,150,850,0,0,0,1,False,affine_observation,2.180934405555072e-15
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.3897200847370022,0.0484758301623271,0.04460436924382492,0.00316439476789437,0.7046341005511186,0.054971490611278394,0.057569083266593005,0.7063517570495605,0.05857869999439616,16,15,1,1,0.007575750001706183,affine_cg_undamped,2,0.0,0.0,identity,3,2,16,0.6786676775523344,0.6894602809087688,0.6760322658152224,0.42575711555535284,0.31405851114092176,9.687755411642602,0.22001829089985203,0.22001829089985198,0.44726984423860894,1.022936450631523,1,0.6759820745673942,0.3961386985163556,0.4197601496572044,150,850,0,0,0,1,False,affine_observation,2.180934405555072e-15
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.38431951363711864,0.04780407323300642,0.04398626133278592,0.0037084523750781,0.7030422299845908,0.035844434361889596,0.04068164969823819,0.7063517570495605,0.058157750325612115,18,17,1,1,0.007575750001706183,affine_cg_undamped,4,0.0,0.0,identity,5,4,18,0.678825074654908,0.6823181756462481,0.6760463877315105,0.433846026043611,0.3263573698803659,9.90677982198682,0.14346402287582927,0.14346402287582935,0.3092478820779247,1.042234999613074,1,0.6759820745673942,0.3961386985163556,0.4197601496572044,150,850,0,0,0,1,False,affine_observation,2.180934405555072e-15
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.39374483935731736,0.04897645440280243,0.04506501176195812,0.0034399923648359234,0.7177258985374616,0.018138642828325974,0.03231749480277986,0.7063517570495605,0.05800833388461408,22,21,1,1,0.007575750001706183,affine_cg_undamped,8,0.0,0.0,identity,9,8,22,0.6787387049072329,0.6712337839525676,0.6760842614113644,0.41340133829565834,0.3237761918106429,11.3123435415795,0.07259823501151973,0.07259823501151975,0.1405499884922765,1.0085542820159574,1,0.6759820745673942,0.3961386985163556,0.4197601496572044,150,850,0,0,0,1,False,affine_observation,2.180934405555072e-15
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.3961532082340115,0.04927602243947071,0.045340655175932776,0.0035664081848947368,0.723131436307874,0.008562831424378834,0.02639859798198594,0.7063517570495605,0.05800584068146397,26,25,1,1,0.007575750001706183,affine_cg_undamped,12,0.0,0.0,identity,13,12,26,0.6787028756198518,0.661748234114693,0.6761384520185604,0.4013535846242228,0.3214047636141775,12.445548449821066,0.03427193831394566,0.0342719383139457,0.0650018832976031,0.9999481505767237,1,0.6759820745673942,0.3961386985163556,0.4197601496572044,150,850,0,0,0,1,False,affine_observation,2.180934405555072e-15
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.39610145128586516,0.049269584585415145,0.04533473147295604,0.0035478561666317417,0.7230532850761758,0.0012181904125245886,0.025092349845116727,0.7063517570495605,0.05803235279385885,34,33,1,1,0.007575750001706183,affine_cg_undamped,20,0.0,0.0,identity,21,20,34,0.6788656578963973,0.6450538666896058,0.6762834542368441,0.38594050552918296,0.3157726373669926,17.054347661166794,0.004875694102048884,0.004875694102048886,0.008043147946761262,1.000133100275647,1,0.6759820745673942,0.3961386985163556,0.4197601496572044,150,850,0,0,0,1,False,affine_observation,2.180934405555072e-15
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.3961410063629626,0.049274504694166346,0.04533925864343921,0.0035483042154529055,0.7231184666591138,6.021325242049093e-05,0.025127406453788793,0.7063517570495605,0.05803723384728109,46,45,1,1,0.007575750001706183,affine_cg_undamped,32,0.0,0.0,identity,33,32,46,0.6788763826482757,0.624520733744169,0.676547549795901,0.36568798286649157,0.3008759914935495,20.22242669762592,0.00024099795620895393,0.00024099795620899226,0.0004888860070892184,0.9999917530775979,1,0.6759820745673942,0.3961386985163556,0.4197601496572044,150,850,0,0,0,1,False,affine_observation,2.180934405555072e-15
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.4197601496572044,0.052212401979301104,0.04804252447442691,0.003069995169834932,0.7038168593465023,0.24984963925703946,0.2497355330848581,0.7063517570495605,0.06235538512672811,14,13,1,1,0.007575750001706183,affine_cg_damped_1e-6,0,1e-06,8.97758779807751e-06,identity,1,0,14,0.6778399504696955,0.6991004069148027,0.6760152434010321,0.3807385513846741,0.2996045370117379,25.64524083434572,1.0,1.0,1.0,0.9155904582263878,1,0.6759820745673942,0.3961386985163556,0.4197601496572044,150,850,0,0,0,1,False,affine_observation,2.180934405555072e-15
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.3998893926787541,0.04974075251033861,0.04576827016695587,0.0030215494319965905,0.7104617785354166,0.11485671566797993,0.11743816061999385,0.7063517570495605,0.05928726193455381,15,14,1,1,0.007575750001706183,affine_cg_damped_1e-6,1,1e-06,8.97758779807751e-06,identity,2,1,15,0.6784206325540902,0.6938594557663179,0.6760248074115557,0.4105583269582075,0.3012928839939128,16.34474968727317,0.4597033480197185,0.4597033480163711,0.5904885467789378,0.9865971665460666,1,0.6759820745673942,0.3961386985163556,0.4197601496572044,150,850,0,0,0,1,False,affine_observation,2.180934405555072e-15
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.3897200756814878,0.048475829035945404,0.04460436820740028,0.003164394293902754,0.7046339691609776,0.054971268037049936,0.0575688732840299,0.7063517570495605,0.058578699884357474,16,15,1,1,0.007575750001706183,affine_cg_damped_1e-6,2,1e-06,8.97758779807751e-06,identity,3,2,16,0.6786676775523344,0.6894602809087688,0.6760322658152224,0.4257571288984288,0.3140586390455305,9.687716186861497,0.22001740006715312,0.22001740005487946,0.4472698442447129,1.0229364829907466,1,0.6759820745673942,0.3961386985163556,0.4197601496572044,150,850,0,0,0,1,False,affine_observation,2.180934405555072e-15
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.38431950462335934,0.04780407211181847,0.04398626030114022,0.003708444926154155,0.7030419832126266,0.03584391283148881,0.040681180138740405,0.7063517570495605,0.05815774895467055,18,17,1,1,0.007575750001706183,affine_cg_damped_1e-6,4,1e-06,8.97758779807751e-06,identity,5,4,18,0.678825074654908,0.6823181756462481,0.6760463877315105,0.4338460393220823,0.32635760633289734,9.906635680031643,0.14346193549878786,0.14346193546368147,0.30924788211888776,1.0422350318230889,1,0.6759820745673942,0.3961386985163556,0.4197601496572044,150,850,0,0,0,1,False,affine_observation,2.180934405555072e-15
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.39374423399989616,0.048976379104646944,0.04506494247739466,0.003439993914423345,0.717724543942244,0.01813765690326483,0.03231667957324632,0.7063517570495605,0.05800832105205378,22,21,1,1,0.007575750001706183,affine_cg_damped_1e-6,8,1e-06,8.97758779807751e-06,identity,9,8,22,0.6787387049072329,0.6712337839525676,0.6760842614113644,0.41340224015345467,0.3237774680771653,11.31172865968875,0.07259428893793693,0.07259428878453639,0.14054998925487605,1.0085564452167797,1,0.6759820745673942,0.3961386985163556,0.4197601496572044,150,850,0,0,0,1,False,affine_observation,2.180934405555072e-15
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.39615221326315414,0.049275898678750686,0.04534054129920626,0.003566400570413186,0.7231292825302177,0.008562018850886971,0.026398109755558095,0.7063517570495605,0.05800581936324929,26,25,1,1,0.007575750001706183,affine_cg_damped_1e-6,12,1e-06,8.97758779807751e-06,identity,13,12,26,0.6787028756198518,0.661748234114693,0.6761384520185604,0.401355088173165,0.3214067847450321,12.444367424262952,0.03426868606393531,0.03426868565435019,0.06500188636499075,0.9999517060328914,1,0.6759820745673942,0.3961386985163556,0.4197601496572044,150,850,0,0,0,1,False,affine_observation,2.180934405555072e-15
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.3961003749887261,0.04926945070882175,0.0453346082882476,0.003547849788309723,0.7230509748104653,0.0012179648830292443,0.025092105857315236,0.7063517570495605,0.05803232274767992,34,33,1,1,0.007575750001706183,affine_cg_damped_1e-6,20,1e-06,8.97758779807751e-06,identity,21,20,34,0.6788656578963973,0.6450538666896058,0.6762834542368441,0.38594217406757125,0.3157748235779493,17.051190307125992,0.004874791441168465,0.004874788287912201,0.008043181460240991,1.0001369463453817,1,0.6759820745673942,0.3961386985163556,0.4197601496572044,150,850,0,0,0,1,False,affine_observation,2.180934405555072e-15
cee85dad2f56f6debc94,development,single_interface,2101,jacru_m2,17,0.396139920063558,0.0492743695734284,0.04533913431394825,0.003548297731723089,0.7231161399499586,6.021092901250486e-05,0.02512716408761332,0.7063517570495605,0.058037202468842294,46,45,1,1,0.007575750001706183,affine_cg_damped_1e-6,32,1e-06,8.97758779807751e-06,identity,33,32,46,0.6788763826482757,0.624520733744169,0.676547549795901,0.36568972227936597,0.3008782409980308,20.221646388544475,0.0002409886569840562,0.0002409247169023043,0.000489443146948998,0.9999956348897027,1,0.6759820745673942,0.3961386985163556,0.4197601496572044,150,850,0,0,0,1,False,affine_observation,2.180934405555072e-15
