method,model_seed,split,projection_variant,projection_iterations,case_count,paired_call_budget,damping_fraction,field_relative_l2_mean,h1_seminorm_relative_error_mean,field_gain_to_best_matched_classical_mean,h1_gain_to_best_matched_classical_mean,reprojection_ratio_to_matched_cgls_mean,visible_correction_fraction_mean,visible_correction_fraction_maximum,system_residual_fraction_mean,exact_projection_approximation_error_mean,exact_oracle_error_reduction_retention_mean,oracle_reduction_defined_rate,field_harm_rate,worst_field_gain_to_best_matched_classical,breakdown_rate
jacru_m2,29,ood,affine_cg_damped_1e-4,4,18,18,0.0001,0.4154622420879479,0.7203093655511364,0.3498760839208957,0.28216690090889246,14.53568569768456,0.19058074453844268,0.32102596958286606,0.19058023694696036,0.3125023189407503,1.0595767524764503,1.0,0.0,0.14142309739270978,0.0
jacru_m2,29,ood,affine_cg_damped_1e-4,8,18,22,0.0001,0.424375651515022,0.7376010866587723,0.32125878029125815,0.2753119794604618,14.598298496877469,0.08232163786073171,0.1304306184737098,0.0823193094474431,0.1336226529396788,1.013283182112877,1.0,0.0,0.08915904730372223,0.0
jacru_m2,29,ood,affine_cg_damped_1e-4,12,18,26,0.0001,0.42645905830403374,0.7426904977401851,0.3047279930103529,0.2714086518377514,13.92082286236883,0.033254429030004994,0.06510477001534029,0.03324731700715802,0.05946317572617488,1.0030316326640536,1.0,0.0,0.06723164310777358,0.0
jacru_m2,29,ood,affine_cg_damped_1e-4,20,18,34,0.0001,0.4269591933086314,0.7440234508496532,0.2791826760280196,0.26060859494959315,21.866148389784406,0.006685215071795796,0.012384259344250467,0.006647813587731764,0.011063863126300593,1.0010614191897362,1.0,0.0,0.05215658009217739,0.0
jacru_m2,29,ood,affine_cg_damped_1e-4,32,18,46,0.0001,0.42701296520977805,0.7440896353069473,0.2469966138968286,0.23781252898345664,48.31830162008325,0.000768814788489995,0.0013025629053486389,0.00032729844333009514,0.0023456020499499105,1.0007893595182653,1.0,0.0,0.03229615527501313,0.0
jacru_m2,29,ood,affine_cg_damped_1e-6,0,18,14,1e-06,0.4443226648494217,0.7086580006178906,0.3187803049014843,0.2679683978861932,38.833373304463976,1.0,1.0,1.0,1.0,0.9300820302867816,1.0,0.0,0.09597165820716488,0.0
jacru_m2,29,ood,affine_cg_damped_1e-6,1,18,15,1e-06,0.41828670253310546,0.7015426170873665,0.3557223173156847,0.2835073182572972,21.003766379586278,0.4604269137684444,0.5798942494553057,0.46042691376385325,0.6324182427243853,1.0538738457026329,1.0,0.0,0.17340343007831932,0.0
jacru_m2,29,ood,affine_cg_damped_1e-6,2,18,16,1e-06,0.4081346202037521,0.7054217513524179,0.3686618280761596,0.286299574678917,17.353170813426757,0.3204001369129437,0.44898494744702677,0.3204001368998201,0.490001813111498,1.098350607833269,1.0,0.0,0.18809037536897544,0.0
jacru_m2,29,ood,affine_cg_damped_1e-6,4,18,18,1e-06,0.41549126287598964,0.7204028161888268,0.3498314215514825,0.28207358425251,14.559227909546093,0.19090559865132328,0.3216808868324286,0.1909055986005528,0.3125015403150158,1.0594351088489768,1.0,0.0,0.1413309368581866,0.0
jacru_m2,29,ood,affine_cg_damped_1e-6,8,18,22,1e-06,0.4244823016197829,0.7378595006050181,0.3210912004051176,0.2750584476454473,14.671509806870594,0.08274899972646832,0.13118408362428197,0.08274899949366503,0.13361332316541394,1.0127496574236514,1.0,0.0,0.088721188120353,0.0
