method,rig_id,family,field_uid,relative_l2,gain_vs_base
zero_correction,extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:12,0.24039730429649353,0.0
selected_support_ridge,extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:12,0.24068889021873474,-0.0012129334107739975
selected_projected_bb,extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:12,0.1839219480752945,0.23492508115459265
shared_field_ensemble,extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:12,0.21789710223674774,0.09359590002721163
zero_correction,extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:13,0.19301150739192963,0.0
selected_support_ridge,extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:13,0.19323281943798065,-0.0011466261729236038
selected_projected_bb,extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:13,0.16108623147010803,0.1654060752812735
shared_field_ensemble,extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:13,0.1794092059135437,0.07047404407222757
zero_correction,extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:14,0.1785297393798828,0.0
selected_support_ridge,extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:14,0.17872528731822968,-0.0010953241685451864
selected_projected_bb,extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:14,0.15503397583961487,0.131607000726488
shared_field_ensemble,extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:14,0.16181708872318268,0.09361269844873454
zero_correction,extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:15,0.18077975511550903,0.0
selected_support_ridge,extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:15,0.18097342550754547,-0.0010713057549651683
selected_projected_bb,extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:15,0.14387547969818115,0.2041394258651802
shared_field_ensemble,extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:15,0.16536138951778412,0.08528812082897985
zero_correction,extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:0,0.1402406543493271,0.0
selected_support_ridge,extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:0,0.14030404388904572,-0.0004520054474412838
selected_projected_bb,extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:0,0.07758567482233047,0.4467675925907233
shared_field_ensemble,extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:0,0.1388123780488968,0.010184466886988375
zero_correction,extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:1,0.12381483614444733,0.0
selected_support_ridge,extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:1,0.12392553687095642,-0.0008940828898722497
selected_projected_bb,extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:1,0.07291273772716522,0.4111146935404226
shared_field_ensemble,extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:1,0.12302953004837036,0.0063425847865339335
zero_correction,extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:2,0.11885535717010498,0.0
selected_support_ridge,extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:2,0.118861123919487,-4.851905306857418e-05
selected_projected_bb,extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:2,0.11584269255399704,0.02534731868918816
