rig_id,family,row_count,zero_correction,selected_support_ridge,selected_projected_bb,shared_field_ensemble,strongest_classical_method,ensemble_gain_vs_strongest_classical
extension-rig-a,vortex_ring_pair,32,3.1010952205962234,3.1038739303607277,2.414546023349522,3.163580448834548,selected_projected_bb,-0.31021749771658746
extension-rig-a,wrinkled_flame_sheet,32,9.633342600075702,9.638637402303312,6.561824426443742,9.887999795532263,selected_projected_bb,-0.5068979529053295
extension-rig-b,vortex_ring_pair,32,3.1007284534303725,3.100524117057682,2.495076291625038,3.2437983379271804,selected_projected_bb,-0.3000798207314541
extension-rig-b,wrinkled_flame_sheet,32,8.294823126610744,8.30964262872589,8.267288826402876,7.165563802310734,selected_projected_bb,0.13326315884520823
extension-rig-c,vortex_ring_pair,32,5.327052505360797,5.324590135542991,3.5638587434308553,4.211595590965395,selected_projected_bb,-0.18175154913995728
extension-rig-c,wrinkled_flame_sheet,32,9.080948743201596,9.08777045208147,6.1600190677248445,6.863765069909922,selected_projected_bb,-0.11424412724180111
extension-rig-d,vortex_ring_pair,32,2.867889602966361,2.8663738717795226,2.6412694921185027,2.968858684206719,selected_projected_bb,-0.12402717445748568
extension-rig-d,wrinkled_flame_sheet,32,6.824328118630479,6.8175385149634335,6.65574959386541,7.389892995791436,selected_projected_bb,-0.11030213675747103
