base_seed,phantom_seed,family,mismatch_severity,regularization,operator_relative_frobenius_mismatch,reported_geometry_field_relative_l2,reported_geometry_true_clean_reprojection_relative_l2,loco_selected_correction,loco_correction_absolute_error,loco_selected_score,loco_selected_geometry_field_relative_l2,loco_selected_geometry_true_clean_reprojection_relative_l2,half_step_loco_correction,half_step_loco_geometry_field_relative_l2,half_step_loco_geometry_true_clean_reprojection_relative_l2,loco_lcb_safe_correction,loco_lcb_safe_correction_absolute_error,loco_lcb_safe_geometry_field_relative_l2,loco_lcb_safe_geometry_true_clean_reprojection_relative_l2,loco_lcb_safe_fallback_used,exact_geometry_teacher_field_relative_l2,exact_geometry_teacher_true_clean_reprojection_relative_l2,truth_selected_candidate_correction,truth_selected_candidate_ceiling_field_relative_l2,multiframe_camera_block_lcb_correction,multiframe_camera_block_lcb_correction_absolute_error,multiframe_camera_block_lcb_geometry_field_relative_l2,multiframe_camera_block_lcb_geometry_true_clean_reprojection_relative_l2,multiframe_camera_block_lcb_fallback_used,multiframe_camera_block_lcb_paired_camera_improvement_lcb
101,1124780883999144240,smooth_plume,0.0,0.005136377168239921,0.0,0.5303539883483216,0.012355876020542066,0.0,0.0,0.08256098504238878,0.5303539883483216,0.012355876020542066,0.0,0.5303539883483216,0.012355876020542066,0.0,0.0,0.5303539883483216,0.012355876020542066,True,0.5303539883483216,0.012355876020542066,0.0,0.5303539883483216,0.0,0.0,0.5303539883483216,0.012355876020542066,True,0.0
101,8834126472369829694,wrinkled_density_interface,0.0,0.005136377168239921,0.0,0.629167857951391,0.010960103134519112,0.5,0.5,0.1555001487991667,0.6363084721140307,0.019302005328567916,0.25,0.6307976279263138,0.013698226032285722,0.0,0.0,0.629167857951391,0.010960103134519112,True,0.629167857951391,0.010960103134519112,0.0,0.629167857951391,0.0,0.0,0.629167857951391,0.010960103134519112,True,0.0
101,26763731761633134,shock_expansion_pair,0.0,0.005136377168239921,0.0,0.5915088432532365,0.011973323703390897,0.5,0.5,0.14352582312797463,0.5993348689773291,0.017320146969297394,0.25,0.5940022096851534,0.01318849150517211,0.0,0.0,0.5915088432532365,0.011973323703390897,True,0.5915088432532365,0.011973323703390897,0.0,0.5915088432532365,0.0,0.0,0.5915088432532365,0.011973323703390897,True,0.0
101,1124780883999144240,smooth_plume,0.5,0.005133947996406141,0.057207213586964414,0.5373905185022773,0.017810187364746433,0.5,0.0,0.08256199523280684,0.5303681740413804,0.012355601827079706,0.25,0.5313477460536791,0.01367255140788897,0.0,0.5,0.5373905185022773,0.017810187364746433,True,0.5303681740413804,0.012355601827079706,0.5,0.5303681740413804,0.0,0.5,0.5373905185022773,0.017810187364746433,True,0.0
101,8834126472369829694,wrinkled_density_interface,0.5,0.005133947996406141,0.057207213586964414,0.6361169993138507,0.01734442040857459,1.0,0.5,0.15550012708342073,0.6363146573289191,0.019302292944204446,0.5,0.6291711314413891,0.010959963058476201,0.5,0.0,0.6291711314413891,0.010959963058476201,False,0.6291711314413891,0.010959963058476201,0.5,0.6291711314413891,0.0,0.5,0.6361169993138507,0.01734442040857459,True,0.0
101,26763731761633134,shock_expansion_pair,0.5,0.005133947996406141,0.057207213586964414,0.5946837178386972,0.018249405691225178,1.0,0.5,0.1435259640643361,0.599338475908204,0.017320378517135387,0.5,0.5915101097127353,0.011973251664209126,0.0,0.5,0.5946837178386972,0.018249405691225178,True,0.5915101097127353,0.011973251664209126,0.5,0.5915101097127353,0.0,0.5,0.5946837178386972,0.018249405691225178,True,0.0
101,1124780883999144240,smooth_plume,1.0,0.005127203167088449,0.1131037665884504,0.5536420647042976,0.029185675427586176,1.0,0.0,0.08256480423471864,0.5304076217637897,0.012354840425232369,0.5,0.5374285486782773,0.01780997527243053,0.0,1.0,0.5536420647042976,0.029185675427586176,True,0.5304076217637897,0.012354840425232369,1.0,0.5304076217637897,0.0,1.0,0.5536420647042976,0.029185675427586176,True,0.0
101,8834126472369829694,wrinkled_density_interface,1.0,0.005127203167088449,0.1131037665884504,0.6547981910135915,0.029796376043525696,1.5,0.5,0.15550006730178315,0.6363318495572781,0.019303093124553194,0.75,0.6307133782868364,0.012647537403673529,1.0,0.0,0.6291802286671925,0.0109595749109944,False,0.6291802286671925,0.0109595749109944,1.0,0.6291802286671925,0.0,1.0,0.6547981910135915,0.029796376043525696,True,0.0
101,26763731761633134,shock_expansion_pair,1.0,0.005127203167088449,0.1131037665884504,0.603775335912293,0.028217918577058788,1.5,0.5,0.14352635557742482,0.5993485034175423,0.017321022542584868,0.75,0.5919488237165148,0.014162734061030462,0.0,1.0,0.603775335912293,0.028217918577058788,True,0.5915136311734883,0.011973052190311301,1.0,0.5915136311734883,0.0,1.0,0.603775335912293,0.028217918577058788,True,0.0
101,1124780883999144240,smooth_plume,2.0,0.005104742113407141,0.22243172306742562,0.5901941489489183,0.05662068451482109,2.0,0.0,0.08257420231590935,0.5305396241359848,0.01235230405020016,1.0,0.5537613388057987,0.029186985829902815,0.5,1.5,0.5696155644702103,0.042251705085492204,False,0.5305396241359848,0.01235230405020016,2.0,0.5305396241359848,1.0,1.0,0.5537613388057987,0.029186985829902815,False,0.0012191018379484504
