base_seed,family,mismatch_severity,correction_candidate,residual_amplitude,loco_score,field_relative_l2
211,shock_expansion_pair,0.0,1.5,-1.5,0.15664431436426202,0.6346219906678409
211,shock_expansion_pair,0.0,2.0,-2.0,0.1694319929077908,0.6396816948523388
211,shock_expansion_pair,0.0,2.5,-2.5,0.18354939787306038,0.6443463821947989
211,smooth_plume,0.5,-0.5,1.0,0.09093982659509114,0.7711614911918967
211,smooth_plume,0.5,0.0,0.5,0.07593352175456373,0.7039630342370274
211,smooth_plume,0.5,0.5,0.0,0.0692088648812213,0.6733224761970749
211,smooth_plume,0.5,1.0,-0.5,0.08212841283310478,0.6923165477790082
211,smooth_plume,0.5,1.5,-1.0,0.10825427500670319,0.746247798902321
211,smooth_plume,0.5,2.0,-1.5,0.14052386597508024,0.8111864404330651
211,smooth_plume,0.5,2.5,-2.0,0.17509662061163356,0.8723297447482717
211,wrinkled_density_interface,0.5,-0.5,1.0,0.1732054356158681,0.699879465916635
211,wrinkled_density_interface,0.5,0.0,0.5,0.15571307144583388,0.6842177157614542
211,wrinkled_density_interface,0.5,0.5,0.0,0.15282930069721198,0.6641835915378466
211,wrinkled_density_interface,0.5,1.0,-0.5,0.16696794880831745,0.6607387822621346
211,wrinkled_density_interface,0.5,1.5,-1.0,0.18807473415018894,0.6694982145151779
211,wrinkled_density_interface,0.5,2.0,-1.5,0.21236914645027438,0.6812529580711604
211,wrinkled_density_interface,0.5,2.5,-2.0,0.23916258122468415,0.6929274644693397
211,shock_expansion_pair,0.5,-0.5,1.0,0.1364007512740967,0.6619110845376115
211,shock_expansion_pair,0.5,0.0,0.5,0.1298419816646535,0.6447018093676098
211,shock_expansion_pair,0.5,0.5,0.0,0.12979129059334552,0.6367087283021982
211,shock_expansion_pair,0.5,1.0,-0.5,0.13546965237214112,0.6307327157186774
211,shock_expansion_pair,0.5,1.5,-1.0,0.14490141031202264,0.6310754481255026
211,shock_expansion_pair,0.5,2.0,-1.5,0.1566453479610516,0.6346367925833688
211,shock_expansion_pair,0.5,2.5,-2.0,0.16943329557136902,0.6396973559640974
211,smooth_plume,1.0,-0.5,1.5,0.10635819488705966,0.8356142167966824
211,smooth_plume,1.0,0.0,1.0,0.09094619377785562,0.7712600280537701
211,smooth_plume,1.0,0.5,0.5,0.0759378852393446,0.7040219258533532
211,smooth_plume,1.0,1.0,0.0,0.06920984351563318,0.6733494733478602
211,smooth_plume,1.0,1.5,-0.5,0.08212995850125647,0.6923667319328795
211,smooth_plume,1.0,2.0,-1.0,0.10825853978304195,0.7463309137702313
211,smooth_plume,1.0,2.5,-1.5,0.14052985653600977,0.8112822100031235
211,wrinkled_density_interface,1.0,-0.5,1.5,0.19053134457190998,0.7086551483712
211,wrinkled_density_interface,1.0,0.0,1.0,0.17320848739592168,0.6999114295792108
211,wrinkled_density_interface,1.0,0.5,0.5,0.15571375148246927,0.6842560899893443
211,wrinkled_density_interface,1.0,1.0,0.0,0.15283014058692185,0.6642172704807682
211,wrinkled_density_interface,1.0,1.5,-0.5,0.16697039017283444,0.6607747737365041
211,wrinkled_density_interface,1.0,2.0,-1.0,0.1880782780905017,0.6695405415689031
211,wrinkled_density_interface,1.0,2.5,-1.5,0.21237405844611137,0.681298903819312
211,shock_expansion_pair,1.0,-0.5,1.5,0.14479959390130345,0.6788730873823731
211,shock_expansion_pair,1.0,0.0,1.0,0.1364033177425843,0.6619263349422688
211,shock_expansion_pair,1.0,0.5,0.5,0.12984275378149354,0.6447107365657089
211,shock_expansion_pair,1.0,1.0,0.0,0.12979169700889645,0.6367176658042869
211,shock_expansion_pair,1.0,1.5,-0.5,0.135470674570441,0.6307409039621628
211,shock_expansion_pair,1.0,2.0,-1.0,0.1449026548094032,0.6310936897954726
211,shock_expansion_pair,1.0,2.5,-1.5,0.15664689326395265,0.6346589249656936
211,smooth_plume,2.0,-0.5,2.5,0.1394511355113732,0.9494933325094058
211,smooth_plume,2.0,0.0,2.0,0.1224637305883753,0.8935033413537071
211,smooth_plume,2.0,0.5,1.5,0.10637103424929832,0.8358352628620369
211,smooth_plume,2.0,1.0,1.0,0.09095901574545594,0.7714584859479988
211,smooth_plume,2.0,1.5,0.5,0.07594667835419512,0.7041406157268356
211,smooth_plume,2.0,2.0,0.0,0.0692118219791925,0.6734039061621355
211,smooth_plume,2.0,2.5,-0.5,0.08213307894920091,0.6924678980539947
211,wrinkled_density_interface,2.0,-0.5,2.5,0.22368840227631095,0.739356251697475
211,wrinkled_density_interface,2.0,0.0,2.0,0.20702462325922544,0.7221578910867941
211,wrinkled_density_interface,2.0,0.5,1.5,0.19053862122327148,0.7087180376259411
