base_seed,family,mismatch_severity,correction_candidate,residual_amplitude,loco_score,field_relative_l2
401,wrinkled_density_interface,2.0,1.5,0.5,0.12928657505619426,0.7565670098027668
401,wrinkled_density_interface,2.0,2.0,0.0,0.1265844219521101,0.7314823853711611
401,wrinkled_density_interface,2.0,2.5,-0.5,0.13522955606360032,0.7257787101376139
401,shock_expansion_pair,2.0,-0.5,2.5,0.1573643132149851,0.7890034600816261
401,shock_expansion_pair,2.0,0.0,2.0,0.13810122424075982,0.7474792307495669
401,shock_expansion_pair,2.0,0.5,1.5,0.12488091500498653,0.7092033309229009
401,shock_expansion_pair,2.0,1.0,1.0,0.1168443411787099,0.6786095015759772
401,shock_expansion_pair,2.0,1.5,0.5,0.11258446841424037,0.6562749419967423
401,shock_expansion_pair,2.0,2.0,0.0,0.11108663874410825,0.6400840115108658
401,shock_expansion_pair,2.0,2.5,-0.5,0.11191624341669476,0.6358291899651511
503,smooth_plume,0.0,-0.5,0.5,0.07870747836261095,0.6004083877098134
503,smooth_plume,0.0,0.0,0.0,0.07146003506918748,0.5803634581194058
503,smooth_plume,0.0,0.5,-0.5,0.07435765272074484,0.584598188586767
503,smooth_plume,0.0,1.0,-1.0,0.08767568562679866,0.6161802156666067
503,smooth_plume,0.0,1.5,-1.5,0.10862830790700818,0.6724377147032063
503,smooth_plume,0.0,2.0,-2.0,0.13459357616437154,0.7349641108441759
503,smooth_plume,0.0,2.5,-2.5,0.16376466874776735,0.7870906046488355
503,wrinkled_density_interface,0.0,-0.5,0.5,0.22276108154838192,0.6599989316208624
503,wrinkled_density_interface,0.0,0.0,0.0,0.2040429368037989,0.651470919535793
503,wrinkled_density_interface,0.0,0.5,-0.5,0.1974816696899051,0.6626026027762779
503,wrinkled_density_interface,0.0,1.0,-1.0,0.20273945809904778,0.6906501215845842
503,wrinkled_density_interface,0.0,1.5,-1.5,0.21852189537071895,0.7050325938269915
503,wrinkled_density_interface,0.0,2.0,-2.0,0.24560105081472897,0.7273785106956425
503,wrinkled_density_interface,0.0,2.5,-2.5,0.2814970393636323,0.7454592758087485
503,shock_expansion_pair,0.0,-0.5,0.5,0.13001602438174367,0.648646939612863
503,shock_expansion_pair,0.0,0.0,0.0,0.12715499092231425,0.6421722296506339
503,shock_expansion_pair,0.0,0.5,-0.5,0.12920030619703837,0.6479443687974029
503,shock_expansion_pair,0.0,1.0,-1.0,0.13586408239638711,0.6649587482628112
503,shock_expansion_pair,0.0,1.5,-1.5,0.1454197992940021,0.6721544793456079
503,shock_expansion_pair,0.0,2.0,-2.0,0.15875511019389765,0.6795218001352973
503,shock_expansion_pair,0.0,2.5,-2.5,0.17517103417246074,0.6854338000499416
503,smooth_plume,0.5,-0.5,1.0,0.09159392091744108,0.6340824069821899
503,smooth_plume,0.5,0.0,0.5,0.07870891125023494,0.6004359552513786
503,smooth_plume,0.5,0.5,0.0,0.0714611334492277,0.5803845465759269
503,smooth_plume,0.5,1.0,-0.5,0.07435954176317565,0.5846298473613162
503,smooth_plume,0.5,1.5,-1.0,0.08767992413953708,0.6162376979370237
503,smooth_plume,0.5,2.0,-1.5,0.10863573469026806,0.6725244994297322
503,smooth_plume,0.5,2.5,-2.0,0.13460347464364064,0.7350708123735984
503,wrinkled_density_interface,0.5,-0.5,1.0,0.24889755774917446,0.6783208226096473
503,wrinkled_density_interface,0.5,0.0,0.5,0.22276238088630954,0.6600112423142548
503,wrinkled_density_interface,0.5,0.5,0.0,0.2040431336944264,0.6514813928748321
503,wrinkled_density_interface,0.5,1.0,-0.5,0.19748358891317683,0.6626204094873303
503,wrinkled_density_interface,0.5,1.5,-1.0,0.20274389533075055,0.6906837023189193
503,wrinkled_density_interface,0.5,2.0,-1.5,0.21852879268352132,0.7050734179423748
503,wrinkled_density_interface,0.5,2.5,-2.0,0.24560941233611355,0.7274346419978609
503,shock_expansion_pair,0.5,-0.5,1.0,0.13717227225165698,0.6607153822210111
503,shock_expansion_pair,0.5,0.0,0.5,0.13001632551698802,0.64865494430849
503,shock_expansion_pair,0.5,0.5,0.0,0.12715538558747866,0.6421791802221558
503,shock_expansion_pair,0.5,1.0,-0.5,0.12920122774396006,0.6479569589391581
503,shock_expansion_pair,0.5,1.5,-1.0,0.13586593715126055,0.6649814911338773
503,shock_expansion_pair,0.5,2.0,-1.5,0.14542241488901936,0.6721825283779407
503,shock_expansion_pair,0.5,2.5,-2.0,0.1587586855512756,0.6795532031517193
503,smooth_plume,1.0,-0.5,1.5,0.10814379570989391,0.6706744529494966
503,smooth_plume,1.0,0.0,1.0,0.09159882664536938,0.6341653621975536
503,smooth_plume,1.0,0.5,0.5,0.07871187211406572,0.6004929040310362
503,smooth_plume,1.0,1.0,0.0,0.07146340454074898,0.5804281239275983
503,smooth_plume,1.0,1.5,-0.5,0.07436344872158646,0.5846953080154221
503,smooth_plume,1.0,2.0,-1.0,0.08768868972678656,0.6163565749838297
503,smooth_plume,1.0,2.5,-1.5,0.10865109140543687,0.6727039470600843
503,wrinkled_density_interface,1.0,-0.5,1.5,0.27838237958983975,0.7024010936725265
503,wrinkled_density_interface,1.0,0.0,1.0,0.24890406700897982,0.6783575517090672
503,wrinkled_density_interface,1.0,0.5,0.5,0.22276506662768022,0.6600366757500369
503,wrinkled_density_interface,1.0,1.0,0.0,0.20404354216373774,0.6515030341731202
503,wrinkled_density_interface,1.0,1.5,-0.5,0.19748755680603147,0.6626572140777244
503,wrinkled_density_interface,1.0,2.0,-1.0,0.20275306645367633,0.6907531295528067
503,wrinkled_density_interface,1.0,2.5,-1.5,0.21854305188629886,0.7051578543971253
503,shock_expansion_pair,1.0,-0.5,1.5,0.14725723253770165,0.6741078542850332
503,shock_expansion_pair,1.0,0.0,1.0,0.13717319031212238,0.6607392756100213
503,shock_expansion_pair,1.0,0.5,0.5,0.13001694889781826,0.6486714889496771
503,shock_expansion_pair,1.0,1.0,0.0,0.1271562023998433,0.642193547621445
503,shock_expansion_pair,1.0,1.5,-0.5,0.12920313357481258,0.6479829873975735
503,shock_expansion_pair,1.0,2.0,-1.0,0.13586977127930636,0.6650285046900397
503,shock_expansion_pair,1.0,2.5,-1.5,0.1454278206394322,0.6722405177749767
503,smooth_plume,2.0,-0.5,2.5,0.14419051544280523,0.7438000352153321
503,smooth_plume,2.0,0.0,2.0,0.1257622301973452,0.7075737791249151
503,smooth_plume,2.0,0.5,1.5,0.10815550964975151,0.6708399654809526
503,smooth_plume,2.0,1.0,1.0,0.09160634474192292,0.6342924770213431
503,smooth_plume,2.0,1.5,0.5,0.07871641107853669,0.600580164803281
503,smooth_plume,2.0,2.0,0.0,0.07146688986893274,0.5804949301895246
503,smooth_plume,2.0,2.5,-0.5,0.07436944724965132,0.5847957691463102
503,wrinkled_density_interface,2.0,-0.5,2.5,0.3437026461821349,0.7611757268359229
503,wrinkled_density_interface,2.0,0.0,2.0,0.3102948949370122,0.7302888054452139
503,wrinkled_density_interface,2.0,0.5,1.5,0.2783968048935705,0.7024732729497469
503,wrinkled_density_interface,2.0,1.0,1.0,0.2489140388958225,0.6784138265984789
503,wrinkled_density_interface,2.0,1.5,0.5,0.22276918603639517,0.6600756521385054
503,wrinkled_density_interface,2.0,2.0,0.0,0.2040441725867622,0.6515362090374939
503,wrinkled_density_interface,2.0,2.5,-0.5,0.19749364499440247,0.6627136600057649
503,shock_expansion_pair,2.0,-0.5,2.5,0.17334211821301937,0.7078342187590609
503,shock_expansion_pair,2.0,0.0,2.0,0.15930729431622323,0.6897734643792239
503,shock_expansion_pair,2.0,0.5,1.5,0.14725969084759105,0.6741545107677899
503,shock_expansion_pair,2.0,1.0,1.0,0.13717460054538436,0.6607759071723399
503,shock_expansion_pair,2.0,1.5,0.5,0.13001790747602893,0.6486968623685537
503,shock_expansion_pair,2.0,2.0,0.0,0.12715745794114847,0.6422155858602265
503,shock_expansion_pair,2.0,2.5,-0.5,0.12920605933046989,0.6480229220009012
607,smooth_plume,0.0,-0.5,0.5,0.07703626811029808,0.5119757507701342
607,smooth_plume,0.0,0.0,0.0,0.07592608233226134,0.49221398228238805
607,smooth_plume,0.0,0.5,-0.5,0.08361876404411762,0.5048821340413279
607,smooth_plume,0.0,1.0,-1.0,0.09943860642634766,0.5469638662467817
607,smooth_plume,0.0,1.5,-1.5,0.12331878964612382,0.6072123444773442
607,smooth_plume,0.0,2.0,-2.0,0.15125886950103964,0.6738454268720343
607,smooth_plume,0.0,2.5,-2.5,0.17944835113440005,0.7247515614464621
607,wrinkled_density_interface,0.0,-0.5,0.5,0.16474107938256968,0.7987397823380503
607,wrinkled_density_interface,0.0,0.0,0.0,0.16422131088813993,0.7845751678397818
607,wrinkled_density_interface,0.0,0.5,-0.5,0.17213626867308637,0.7798276581078607
607,wrinkled_density_interface,0.0,1.0,-1.0,0.18836385872482042,0.792891630425821
607,wrinkled_density_interface,0.0,1.5,-1.5,0.2088842165680136,0.8128078057837381
607,wrinkled_density_interface,0.0,2.0,-2.0,0.2337227567718276,0.8282855723390885
607,wrinkled_density_interface,0.0,2.5,-2.5,0.26267203785059806,0.8382508650172571
607,shock_expansion_pair,0.0,-0.5,0.5,0.13786789019177484,0.5972830847574381
607,shock_expansion_pair,0.0,0.0,0.0,0.1357671417892091,0.5844258655054176
607,shock_expansion_pair,0.0,0.5,-0.5,0.1380962140088924,0.5807116376912058
607,shock_expansion_pair,0.0,1.0,-1.0,0.1467815289679442,0.5898085596850579
607,shock_expansion_pair,0.0,1.5,-1.5,0.15856626597969256,0.5980493555628321
607,shock_expansion_pair,0.0,2.0,-2.0,0.1743479537263729,0.6072963010465994
607,shock_expansion_pair,0.0,2.5,-2.5,0.19257665621727058,0.616591143731675
607,smooth_plume,0.5,-0.5,1.0,0.08423782293718997,0.5541996321028109
607,smooth_plume,0.5,0.0,0.5,0.07703742923202005,0.5120072126410113
607,smooth_plume,0.5,0.5,0.0,0.07592618227747318,0.4922297377753445
607,smooth_plume,0.5,1.0,-0.5,0.0836193767214889,0.5049015123409883
607,smooth_plume,0.5,1.5,-1.0,0.09944159851250627,0.5470214876472103
607,smooth_plume,0.5,2.0,-1.5,0.12332700096985622,0.6073196599269471
607,smooth_plume,0.5,2.5,-2.0,0.1512715530557415,0.6739761068446611
607,wrinkled_density_interface,0.5,-0.5,1.0,0.17498017107142863,0.8234256874702878
607,wrinkled_density_interface,0.5,0.0,0.5,0.16474251351137364,0.7987777069362686
607,wrinkled_density_interface,0.5,0.5,0.0,0.16422178764421044,0.7846067069871324
607,wrinkled_density_interface,0.5,1.0,-0.5,0.17213700146697183,0.7798556654894467
607,wrinkled_density_interface,0.5,1.5,-1.0,0.18836623520101736,0.7929356111798467
607,wrinkled_density_interface,0.5,2.0,-1.5,0.20888882375960294,0.812874530303115
607,wrinkled_density_interface,0.5,2.5,-2.0,0.23372997271110194,0.8283579044705791
607,shock_expansion_pair,0.5,-0.5,1.0,0.1443430316690638,0.6190231974915555
607,shock_expansion_pair,0.5,0.0,0.5,0.13786771380202348,0.5972937982749542
607,shock_expansion_pair,0.5,0.5,0.0,0.1357661038282935,0.5844318144350915
607,shock_expansion_pair,0.5,1.0,-0.5,0.13809482288014055,0.5807166509323359
607,shock_expansion_pair,0.5,1.5,-1.0,0.14678263813460993,0.5898219995566267
607,shock_expansion_pair,0.5,2.0,-1.5,0.15856784632185036,0.5980719098993728
607,shock_expansion_pair,0.5,2.5,-2.0,0.17435082285723436,0.6073257760336839
607,smooth_plume,1.0,-0.5,1.5,0.09696786185498496,0.6068188591316034
607,smooth_plume,1.0,0.0,1.0,0.08424041662272276,0.5542432204738572
607,smooth_plume,1.0,0.5,0.5,0.07703829742959917,0.5120307159951044
607,smooth_plume,1.0,1.0,0.0,0.07592625818802266,0.49224151358817053
607,smooth_plume,1.0,1.5,-0.5,0.08361983506774402,0.504915994158034
607,smooth_plume,1.0,2.0,-1.0,0.09944383540985807,0.5470645583013605
607,smooth_plume,1.0,2.5,-1.5,0.12333313708109106,0.6073998479215226
607,wrinkled_density_interface,1.0,-0.5,1.5,0.192604936037316,0.8541322548589879
607,wrinkled_density_interface,1.0,0.0,1.0,0.17498430118164573,0.8234614426900347
607,wrinkled_density_interface,1.0,0.5,0.5,0.1647435843253404,0.7988060095038071
607,wrinkled_density_interface,1.0,1.0,0.0,0.16422214380682001,0.7846302444032682
607,wrinkled_density_interface,1.0,1.5,-0.5,0.17213754855374006,0.7798765693276055
607,wrinkled_density_interface,1.0,2.0,-1.0,0.18836800847789595,0.7929684556308997
607,wrinkled_density_interface,1.0,2.5,-1.5,0.20889226374532918,0.8129243640949376
607,shock_expansion_pair,1.0,-0.5,1.5,0.155117628389951,0.6483119761900983
607,shock_expansion_pair,1.0,0.0,1.0,0.14434423384300465,0.6190381616373509
607,shock_expansion_pair,1.0,0.5,0.5,0.13786758230345333,0.5973017984606609
607,shock_expansion_pair,1.0,1.0,0.0,0.13576532914587777,0.5844362593231706
607,shock_expansion_pair,1.0,1.5,-0.5,0.13809378381303128,0.580720401205521
607,shock_expansion_pair,1.0,2.0,-1.0,0.1467834665564754,0.5898320443102222
607,shock_expansion_pair,1.0,2.5,-1.5,0.15856902650390495,0.598088760398916
607,smooth_plume,2.0,-0.5,2.5,0.12757775654182077,0.7172346950866898
607,smooth_plume,2.0,0.0,2.0,0.11187955132648908,0.6633893239665006
607,smooth_plume,2.0,0.5,1.5,0.09697716324807922,0.6069269614411327
607,smooth_plume,2.0,1.0,1.0,0.08424472212197942,0.5543155595727302
607,smooth_plume,2.0,1.5,0.5,0.07703974019253869,0.5120697333669653
607,smooth_plume,2.0,2.0,0.0,0.07592638655624596,0.49226107327004326
607,smooth_plume,2.0,2.5,-0.5,0.08362059718349235,0.5049400452930537
607,wrinkled_density_interface,2.0,-0.5,2.5,0.23169544537682243,0.8939978210222709
607,wrinkled_density_interface,2.0,0.0,2.0,0.21318996559388914,0.8770815777554284
607,wrinkled_density_interface,2.0,0.5,1.5,0.1926170033970831,0.8542055400856908
607,wrinkled_density_interface,2.0,1.0,1.0,0.17499115264368215,0.8235207335138993
607,wrinkled_density_interface,2.0,1.5,0.5,0.16474536093774347,0.7988529398202342
607,wrinkled_density_interface,2.0,2.0,0.0,0.16422273507365645,0.7846692737265226
607,wrinkled_density_interface,2.0,2.5,-0.5,0.17213845611758027,0.7799112357782527
607,shock_expansion_pair,2.0,-0.5,2.5,0.17519769745313943,0.7050340221718645
607,shock_expansion_pair,2.0,0.0,2.0,0.165574913945687,0.6790773488899832
607,shock_expansion_pair,2.0,0.5,1.5,0.15512326043926966,0.648352038447341
607,shock_expansion_pair,2.0,1.0,1.0,0.14434622801430297,0.6190629874002977
607,shock_expansion_pair,2.0,1.5,0.5,0.13786736451811968,0.597315073218348
607,shock_expansion_pair,2.0,2.0,0.0,0.1357640444679852,0.5844436396548869
607,shock_expansion_pair,2.0,2.5,-0.5,0.1380920591937901,0.5807266367039141
