field,view_index,count,sum_prediction_x,sum_prediction_y,sum_prediction_z,sum_observation_x,sum_observation_y,sum_observation_z,sum_prediction_squared_x,sum_prediction_squared_y,sum_prediction_squared_z,sum_observation_squared_x,sum_observation_squared_y,sum_observation_squared_z,sum_product_x,sum_product_y,sum_product_z,prediction_squared_total,observation_squared_total,product_total
ground_truth,1,504,116.81300288926641,102.49287952924436,-24.440474092864932,111.93958954358348,92.11501528996641,0.04398703816906391,6217.735712150563,1165.836093920233,19.21013019638512,5735.425607040685,1119.2650706061754,3.83900699779102e-06,5938.101050589,1128.4721621831225,-0.002133063624589024,7402.781936267181,6854.69068148587,7066.571079708499
ground_truth,2,500,3.522032804886126,51.567532064249626,-11.57465916649444,-7.7471660353330805,56.34957483455168,2.081066216765791,5144.347317342563,1004.5246724091061,393.9260420252305,4998.958185575661,944.0368555958673,358.89714412471494,5035.584774037092,957.9664890584056,355.8686964803513,6542.7980317769,6301.892185296243,6349.419959575849
ground_truth,3,498,-202.52201641816563,120.12346839293926,106.3889906233729,-190.19231370005417,121.29442501096437,109.80623790186849,4851.603182200065,1051.918411092104,1656.115271828459,4491.515076874522,1018.0094690341076,1497.158832241959,4629.494750018311,1017.1808293530054,1553.2192070945835,7559.636865120631,7006.683378150592,7199.894786465897
ground_truth,4,502,8.57251309311987,83.33822020659136,-26.136120238623732,17.353959935848717,72.10668651285184,-17.359156297022228,3306.678192635415,1469.5290246989139,3365.506626836589,3149.522873864305,1306.4823213272257,3149.4956085927442,3189.617888442935,1367.5733888118532,3212.6974293918634,8141.713844170925,7605.500803784273,7769.888706646656
ground_truth,5,500,3.8308566169324356,42.92500632001095,-29.588786218542445,10.396826398168072,43.777956487633276,-18.007017490695873,1337.1524272941906,937.0460665610652,3943.8928864394557,1288.94162387523,921.4590411746599,3866.826172514506,1288.8915050335145,914.2331623238347,3864.28893367016,6218.0913802947125,6077.226837564398,6067.413601027507
ground_truth,6,505,-15.479318228090687,78.9587558079204,9.611808477353433,-5.96456004250944,81.153934364429,22.265501682077467,534.7242287341043,1405.4573457471627,6895.684892050177,452.26978469690016,1299.1298311988098,6299.417550080568,477.8864427200655,1328.866748068807,6529.789989254826,8835.866466531446,8050.817165976285,8336.5431800437
ground_truth,7,503,-6.95199291690759,39.51326618252549,1.8350892677276984,0.043899762299680845,40.10713455414728,10.357381321772237,29.390298885605212,1530.8584183366756,7008.954083150433,3.831389920414451e-06,1388.8271621280614,6511.017106240481,-0.000606741225768009,1435.8132615806992,6710.763337421651,8569.202800372706,7899.8442721999345,8146.575992261116
ground_truth,8,504,-23.95094275814961,37.126823007729215,-2.4132767506056667,-4.898748999207315,31.602209261998066,-18.289257781947825,401.0827958241797,1122.131865541519,5017.908911864531,340.1318152133908,1118.6344881610232,4737.550265293283,352.2365827073656,1098.570441897461,4844.331193342148,6541.12357323023,6196.316568667697,6295.138217946977
ground_truth,9,505,18.350825492199828,66.57823182208101,59.28117544833522,24.11883431831462,66.37110557115966,41.77448339997475,1748.921543962032,1742.6974110448662,5011.094427539722,1489.4352054490207,1485.3768840658458,4468.260697889903,1584.7143621313237,1581.0247894436927,4687.572001208363,8502.713382546617,7443.07278740477,7853.311152783379
ground_truth,10,504,-118.97630186172519,94.68780157163904,-100.64674114938852,-103.76429890238418,88.05459760000232,-103.76429890238418,3407.329016020077,874.2465916831646,3390.925536050388,3103.9232673172833,817.0005177017177,3103.9232673172833,3228.241760015676,830.8439887834643,3220.8201747009057,7672.501143753635,7024.847052336287,7279.905923500046
ground_truth,11,503,-23.003915171466414,87.79874798815632,-1.5873582322337039,-27.477110105072846,86.175909658075,-15.860004476483596,6104.6046390499,1508.21136195301,2053.620204982972,5231.238225473928,1352.146032914743,1743.7698486930485,5604.928422862157,1411.294889008091,1871.5054175505084,9666.436205985887,8327.154107081726,8887.72872942076
ground_truth,12,493,1.7957646467571635,113.9731608890091,12.486374134593795,0.44112739180203775,117.30473396441357,0.12037811530242415,6258.356699753043,1031.3401094974945,452.0046651451395,5832.177124330027,925.759695614279,418.7346541500005,6000.500921528561,959.399176089729,425.8266061753161,7741.701474395679,7176.67147409431,7385.726703793606
support_masked_ground_truth,1,504,117.1246021967648,103.433185851731,-24.740498897995455,111.93958954358348,92.11501528996641,0.04398703816906391,6226.195481513248,1166.645595377087,19.370780070176767,5735.425607040685,1119.2650706061754,3.83900699779102e-06,5942.285627792783,1128.8389302372398,-0.002159248550293271,7412.211856960508,6854.69068148587,7071.122398781469
support_masked_ground_truth,2,500,3.204921602161227,52.586241299267044,-11.738517303260553,-7.7471660353330805,56.34957483455168,2.081066216765791,5152.144854445448,1005.0579084933979,394.64815572531074,4998.958185575661,944.0368555958673,358.89714412471494,5039.242499685393,958.261104210802,356.18924714486144,6551.850918664152,6301.892185296243,6353.692851041057
support_masked_ground_truth,3,498,-202.66775807192226,121.07468769363145,106.1472353093304,-190.19231370005417,121.29442501096437,109.80623790186849,4855.104281011053,1052.542466892089,1657.4300508095564,4491.515076874522,1018.0094690341076,1497.158832241959,4631.132705163641,1017.4744764782885,1553.8301319068114,7565.076798712694,7006.683378150592,7202.4373135487385
support_masked_ground_truth,4,502,8.64173030040391,84.29020329890429,-26.60601200733828,17.353959935848717,72.10668651285184,-17.359156297022228,3310.226449980734,1469.8928755254706,3368.8718019335624,3149.522873864305,1306.4823213272257,3149.4956085927442,3191.285807558023,1367.7190728722028,3214.254846994802,8148.991127439771,7605.500803784273,7773.259727425027
support_masked_ground_truth,5,500,3.4998783264318147,43.92358675124755,-29.52981459592968,10.396826398168072,43.777956487633276,-18.007017490695873,1339.6730019628676,937.940689533969,3950.0930105316306,1288.94162387523,921.4590411746599,3866.826172514506,1290.103877878992,914.6530898446493,3867.2714304005945,6227.7067020284685,6077.226837564398,6072.028398124238
support_masked_ground_truth,6,505,-15.967891943105359,79.9737023431104,10.157161216796744,-5.96456004250944,81.153934364429,22.265501682077467,535.5954631412258,1405.955060271893,6902.657032956695,452.26978469690016,1299.1298311988098,6299.417550080568,478.2503134089078,1329.0819374846374,6533.1809961843455,8844.207556369802,8050.817165976285,8340.513247077903
support_masked_ground_truth,7,503,-7.187770445766936,40.6524586677192,2.1596054620248295,0.043899762299680845,40.10713455414728,10.357381321772237,29.43287864302482,1531.5484197438398,7016.7498677388585,3.831389920414451e-06,1388.8271621280614,6511.017106240481,-0.0006273189145801976,1436.1563703241202,6714.550595772171,8577.73116612572,7899.8442721999345,8150.706338777374
support_masked_ground_truth,8,504,-24.493530745662184,38.130297225894694,-3.05814677833604,-4.898748999207315,31.602209261998066,-18.289257781947825,402.0985988643853,1122.2114400667178,5025.264294762213,340.1318152133908,1118.6344881610232,4737.550265293283,352.6436469602807,1098.5899856263632,4847.918641248777,6549.574333693316,6196.316568667697,6299.1522738354215
support_masked_ground_truth,9,505,18.208600573875614,67.58304566944528,59.565458421363815,24.11883431831462,66.37110557115966,41.77448339997475,1751.447748581918,1743.6610372253253,5017.464944621367,1489.4352054490207,1485.3768840658458,4468.260697889903,1585.9169635235542,1581.4531290864968,4690.632624555183,8512.573730428612,7443.07278740477,7858.002717165233
support_masked_ground_truth,10,504,-119.06501190108042,95.8623109618863,-100.37293517051738,-103.76429890238418,88.05459760000232,-103.76429890238418,3410.41519477527,874.7269694890251,3393.591974967262,3103.9232673172833,817.0005177017177,3103.9232673172833,3229.744343026203,831.057363585821,3222.1074626436057,7678.734139231555,7024.847052336287,7282.909169255627
support_masked_ground_truth,11,503,-23.509921170267926,88.79920188470162,-1.5752713750372092,-27.477110105072846,86.175909658075,-15.860004476483596,6109.705893699301,1508.6169517498015,2055.599054873845,5231.238225473928,1352.146032914743,1743.7698486930485,5607.466880627789,1411.4867591758427,1872.4832432388214,9673.921900322952,8327.154107081726,8891.43688304246
support_masked_ground_truth,12,493,2.1262416688589294,114.88672100318199,12.835669416598321,0.44112739180203775,117.30473396441357,0.12037811530242415,6264.367659984117,1032.2342170327418,452.7704917639041,5832.177124330027,925.759695614279,418.7346541500005,6003.462680333968,959.8482546071788,426.1796519299624,7749.372368780763,7176.67147409431,7389.4905868711085
released_cgls_tv,1,504,77.01681316687136,22.581865355562105,-14.708245379795464,111.93958954358348,92.11501528996641,0.04398703816906391,5205.917261702431,1203.858911512977,13.346635508419666,5735.425607040685,1119.2650706061754,3.83900699779102e-06,5358.5328050554235,1137.2754653212262,-0.001283674902621075,6423.1228087238305,6854.69068148587,6495.806986701744
released_cgls_tv,2,500,1.4479623930586398,-8.193936367531817,-4.2280233441514685,-7.7471660353330805,56.34957483455168,2.081066216765791,4578.982681102818,1089.2445743087308,338.90679803644537,4998.958185575661,944.0368555958673,358.89714412471494,4687.312985413565,989.8943458549053,329.729156022523,6007.134053447993,6301.892185296243,6006.936487290995
released_cgls_tv,3,498,-183.63096704030207,67.14094926550031,105.77747922351269,-190.19231370005417,121.29442501096437,109.80623790186849,4123.773613133133,1127.454052344778,1394.3607754708776,4491.515076874522,1018.0094690341076,1497.158832241959,4224.745764752388,1052.8157414267537,1410.0273630852148,6645.588440948786,7006.683378150592,6687.588869264358
released_cgls_tv,4,502,2.0402305962512517,10.672842701215533,-9.378145535726535,17.353959935848717,72.10668651285184,-17.359156297022228,2862.097046074903,1506.693107163599,2907.7568549669404,3149.522873864305,1306.4823213272257,3149.4956085927442,2945.701766098092,1377.7912750479113,2969.336247150695,7276.5470082054435,7605.500803784273,7292.829288296697
released_cgls_tv,5,500,13.547544313478847,-23.976605729633548,-33.109912618854125,10.396826398168072,43.777956487633276,-18.007017490695873,1137.652955897833,1019.575373873353,3377.977200550516,1288.94162387523,921.4590411746599,3866.826172514506,1173.9367610363354,946.0417849115637,3539.8583136953935,5535.205530321703,6077.226837564398,5659.836859643294
released_cgls_tv,6,505,-0.45353163768055005,28.01065569997143,-1.8039642908388687,-5.96456004250944,81.153934364429,22.265501682077467,434.54550795605456,1489.5008735838007,5818.505702211692,452.26978469690016,1299.1298311988098,6299.417550080568,428.47491924409667,1369.4786296957539,5951.60710460633,7742.552083751545,8050.817165976285,7749.560653546181
released_cgls_tv,7,503,-0.2998948273872227,-15.434913964056836,-29.514099684976724,0.043899762299680845,40.10713455414728,10.357381321772237,21.225897433300894,1554.4559839355288,6041.336698920085,3.831389920414451e-06,1388.8271621280614,6511.017106240481,-2.6173581783703795e-05,1443.311066122463,6155.141800315213,7617.018580288921,7899.8442721999345,7598.45284026409
released_cgls_tv,8,504,-6.573491106938006,-21.903841826305396,8.086517263647265,-4.898748999207315,31.602209261998066,-18.289257781947825,312.7202120922597,1231.9628426245486,4158.278984409866,340.1318152133908,1118.6344881610232,4737.550265293283,309.1124486529461,1154.4407460952668,4350.488277818786,5702.96203912668,6196.316568667697,5814.041472566996
released_cgls_tv,9,505,25.852320354448025,8.984173000618123,56.44163798732005,24.11883431831462,66.37110557115966,41.77448339997475,1359.2690502496516,1713.9896621289035,3964.1560550972313,1489.4352054490207,1485.3768840658458,4468.260697889903,1382.587810600022,1568.4567778827966,4125.79308547181,7037.414767475785,7443.07278740477,7076.837673954631
released_cgls_tv,10,504,-104.2369979458831,30.100249674628202,-98.3938935802305,-103.76429890238418,88.05459760000232,-103.76429890238418,2879.849472959737,936.6065888816676,2880.11723244888,3103.9232673172833,817.0005177017177,3103.9232673172833,2930.1237133675245,852.9255392294737,2932.6893906328883,6696.573294290282,7024.847052336287,6715.738643229888
released_cgls_tv,11,503,-25.610362700147807,21.123304326152727,-11.215359686971452,-27.477110105072846,86.175909658075,-15.860004476483596,4944.966093240569,1490.1116926697234,1634.0581442030543,5231.238225473928,1352.146032914743,1743.7698486930485,4998.939287809892,1397.1642054250235,1652.0342359589338,8069.135930113347,8327.154107081726,8048.1377291938425
released_cgls_tv,12,493,-13.859490889654456,58.28375044331539,2.648586698126909,0.44112739180203775,117.30473396441357,0.12037811530242415,5442.079988118762,1061.2335628820767,380.41902070135893,5832.177124330027,925.759695614279,418.7346541500005,5519.090561122253,963.5474605089119,383.1271056521277,6883.7325717021995,7176.67147409431,6865.765127283288
