family,noise_fraction,excluded_observed_unit,low_field_relative_l2,high_field_relative_l2,low_dense_central_h_relative_l2,high_dense_central_h_relative_l2,low_dense_central_h_over_2_relative_l2,high_dense_central_h_over_2_relative_l2,low_dense_central_h_over_4_relative_l2,high_dense_central_h_over_4_relative_l2,low_dense_automatic_relative_l2,high_dense_automatic_relative_l2,dense_automatic_delta_high_minus_low,high_dense_automatic_minus_central_h,high_development_gcs,source_test_central_reexecution_max_abs_difference
oblique_compression_sheet,0.02,False,0.1329555870741419,0.2029407425150337,0.0837246753368268,0.10717070271998601,0.13517298442949138,0.3192211184562717,0.16289396316007598,0.5214566988629985,0.17308089882239963,0.7154412527036296,0.5423603538812299,0.6082705499836436,0.686894565820694,0.0
oblique_compression_sheet,0.08,False,0.12750948499416936,0.2143978600898007,0.09339735968012511,0.11312671387693594,0.13189733514047708,0.3426021690426497,0.15681644201301492,0.5607234490647703,0.1661532364010075,0.7734324131072873,0.6072791767062797,0.6603056992303513,0.7348268032073975,0.0
shock_expansion_pair,0.02,False,0.15240588360620988,0.18648715762324933,0.0742721414847462,0.09949804489686438,0.1877784267169131,0.22375956736443608,0.23905342696849383,0.35047521362850087,0.25766297396138355,0.5376106221593279,0.2799476481979443,0.4381125772624635,0.509491965174675,0.0
shock_expansion_pair,0.08,False,0.15522875954607457,0.1832318805798488,0.0747537733684566,0.10527359865983071,0.19842805457662832,0.23893834103125583,0.2534662286704419,0.3992577892812109,0.2734206264964302,0.6452419959505944,0.3718213694541642,0.5399683972907636,0.6351417899131775,0.0
smooth_plume,0.02,False,0.06429798517343908,0.10956786819799669,0.029510164484487462,0.03685570936442092,0.08086857321568863,0.4171740095122458,0.10521201690839656,0.45548678217921906,0.11389667524040964,0.5783003706787081,0.46440369543829846,0.5414446613142871,0.564859002828598,0.0
smooth_plume,0.08,False,0.07785335745144562,0.13880469901103187,0.03850479536291332,0.05613446742585529,0.09447435713350723,0.4381789658259223,0.11924243820335204,0.5167515228898252,0.12814854067183065,0.6959692845626896,0.5678207438908589,0.6398348171368343,0.6833697855472565,0.0
wrinkled_density_interface,0.02,False,0.14272545962710115,0.19338847419477656,0.10391167903834192,0.10009224827096355,0.12977388161674708,0.2905051956277097,0.14594249603448337,0.4187134941582452,0.15212226680267174,0.6337301248327476,0.4816078580300759,0.5336378765617841,0.5507313311100006,0.0
wrinkled_density_interface,0.08,True,0.13125531129921061,0.2011976572187819,0.09625382401640853,0.10529476702911453,0.12539613070323452,0.32772517015383484,0.14380806059170193,0.46133301209552274,0.15076897531611336,0.6970232515777888,0.5462542762616754,0.5917284845486742,0.6051545143127441,0.0
