candidate_id,stopping_family,stopping_parameter,stopping_threshold,comparator_only,uses_simulator_nuisance_scale,selection_uses_truth,selection_uses_clean_renderer,target_crossed,selected_observable_value,selected_iteration,attempted_iteration,returned_field_kind,case_id,split,family,base_seed,method,model_seed,field_relative_l2,h1_seminorm_relative_error,measured_reprojection_relative_l2,clean_reprojection_relative_l2,clean_reprojection_ratio_to_base,field_gain_to_best_matched_classical,h1_gain_to_best_matched_classical,reprojection_ratio_to_matched_cgls,field_harm,projection_closure_relative_error,forward_calls,adjoint_calls,exact_camera_block_setup_forward_equivalents,exact_camera_block_setup_in_budget
base_residual_x0.5,base_anchor_residual_multiple,0.5,0.5,False,False,False,False,True,0.39885586743310186,6,6,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.30413867186594873,0.596470878525051,0.001908218038672014,0.016062552651832564,0.9587619550828914,0.49906771049050896,0.407219435328813,2.3493948657493586,False,4.441909604829626e-16,20,19,1001,False
base_residual_x0.75,base_anchor_residual_multiple,0.75,0.75,False,False,False,False,True,0.39885586743310186,6,6,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.30413867186594873,0.596470878525051,0.001908218038672014,0.016062552651832564,0.9587619550828914,0.49906771049050896,0.407219435328813,2.3493948657493586,False,4.441909604829626e-16,20,19,1001,False
base_residual_x1,base_anchor_residual_multiple,1.0,1.0,False,False,False,False,True,0.846496830970315,5,5,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.3042160884461483,0.596837107760614,0.004049835177132442,0.016522413554455922,0.986210714170075,0.5025679077369449,0.4052846057379976,3.987399186057477,False,5.176900956315687e-16,19,18,1001,False
base_residual_x1.25,base_anchor_residual_multiple,1.25,1.25,False,False,False,False,True,0.846496830970315,5,5,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.3042160884461483,0.596837107760614,0.004049835177132442,0.016522413554455922,0.986210714170075,0.5025679077369449,0.4052846057379976,3.987399186057477,False,5.176900956315687e-16,19,18,1001,False
base_residual_x1.5,base_anchor_residual_multiple,1.5,1.5,False,False,False,False,True,0.846496830970315,5,5,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.3042160884461483,0.596837107760614,0.004049835177132442,0.016522413554455922,0.986210714170075,0.5025679077369449,0.4052846057379976,3.987399186057477,False,5.176900956315687e-16,19,18,1001,False
base_residual_x2,base_anchor_residual_multiple,2.0,2.0,False,False,False,False,True,1.6720278655447138,4,4,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.3045923730873636,0.5976504521404385,0.007999365171003359,0.01786551710783039,1.0663795775272433,0.5058406189377597,0.4022335308718619,6.443757989295105,False,5.1589273866848e-16,18,17,1001,False
base_residual_x3,base_anchor_residual_multiple,3.0,3.0,False,False,False,False,True,2.004578026031837,3,3,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.3040689144794029,0.5976027302048744,0.009590361485257746,0.018080645065968383,1.079220407139331,0.510873806495787,0.3992279641331953,6.062906719314807,False,4.567993107560113e-16,17,16,1001,False
base_residual_x4,base_anchor_residual_multiple,4.0,4.0,False,False,False,False,True,3.1823875368245504,2,2,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.3020143092818649,0.59203509746829,0.015225272585045142,0.021385536998975663,1.276486976140506,0.5169770910681452,0.40083962863888284,7.523741359237991,False,4.671131191680772e-16,16,15,1001,False
base_residual_x6,base_anchor_residual_multiple,6.0,6.0,False,False,False,False,True,3.1823875368245504,2,2,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.3020143092818649,0.59203509746829,0.015225272585045142,0.021385536998975663,1.276486976140506,0.5169770910681452,0.40083962863888284,7.523741359237991,False,4.671131191680772e-16,16,15,1001,False
system_fraction_0.02,initial_system_residual_fraction,0.02,0.02,False,False,False,False,True,0.016109665611959097,5,5,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.3042160884461483,0.596837107760614,0.004049835177132442,0.016522413554455922,0.986210714170075,0.5025679077369449,0.4052846057379976,3.987399186057477,False,5.176900956315687e-16,19,18,1001,False
system_fraction_0.05,initial_system_residual_fraction,0.05,0.05,False,False,False,False,True,0.0381490875227935,3,3,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.3040689144794029,0.5976027302048744,0.009590361485257746,0.018080645065968383,1.079220407139331,0.510873806495787,0.3992279641331953,6.062906719314807,False,4.567993107560113e-16,17,16,1001,False
system_fraction_0.1,initial_system_residual_fraction,0.1,0.1,False,False,False,False,True,0.060563958647244245,2,2,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.3020143092818649,0.59203509746829,0.015225272585045142,0.021385536998975663,1.276486976140506,0.5169770910681452,0.40083962863888284,7.523741359237991,False,4.671131191680772e-16,16,15,1001,False
system_fraction_0.2,initial_system_residual_fraction,0.2,0.2,False,False,False,False,True,0.060563958647244245,2,2,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.3020143092818649,0.59203509746829,0.015225272585045142,0.021385536998975663,1.276486976140506,0.5169770910681452,0.40083962863888284,7.523741359237991,False,4.671131191680772e-16,16,15,1001,False
system_fraction_0.3,initial_system_residual_fraction,0.3,0.3,False,False,False,False,True,0.25178757073090224,1,1,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.30460227385643596,0.5821388394154299,0.06329728907307407,0.06531747180397957,3.898751856275495,0.51285857397406,0.40583547516116714,24.507036068503794,False,5.568478357741274e-16,15,14,1001,False
system_fraction_0.5,initial_system_residual_fraction,0.5,0.5,False,False,False,False,True,0.25178757073090224,1,1,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.30460227385643596,0.5821388394154299,0.06329728907307407,0.06531747180397957,3.898751856275495,0.51285857397406,0.40583547516116714,24.507036068503794,False,5.568478357741274e-16,15,14,1001,False
system_fraction_0.75,initial_system_residual_fraction,0.75,0.75,False,False,False,False,True,0.25178757073090224,1,1,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.30460227385643596,0.5821388394154299,0.06329728907307407,0.06531747180397957,3.898751856275495,0.51285857397406,0.40583547516116714,24.507036068503794,False,5.568478357741274e-16,15,14,1001,False
fixed_k0,fixed_iteration_comparator,0,,True,False,False,False,True,nan,0,0,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.30097930614942997,0.5325486728765201,0.251391634977578,0.24981945685173151,14.911539657526713,0.5186738191494322,0.45071966764335863,79.0585858754271,False,0.0,14,13,1001,False
fixed_k1,fixed_iteration_comparator,1,,True,False,False,False,True,nan,1,1,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.30460227385643596,0.5821388394154299,0.06329728907307407,0.06531747180397957,3.898751856275495,0.51285857397406,0.40583547516116714,24.507036068503794,False,5.568478357741274e-16,15,14,1001,False
fixed_k2,fixed_iteration_comparator,2,,True,False,False,False,True,nan,2,2,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.3020143092818649,0.59203509746829,0.015225272585045142,0.021385536998975663,1.276486976140506,0.5169770910681452,0.40083962863888284,7.523741359237991,False,4.671131191680772e-16,16,15,1001,False
fixed_k3,fixed_iteration_comparator,3,,True,False,False,False,True,nan,3,3,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.3040689144794029,0.5976027302048744,0.009590361485257746,0.018080645065968383,1.079220407139331,0.510873806495787,0.3992279641331953,6.062906719314807,False,4.567993107560113e-16,17,16,1001,False
fixed_k4,fixed_iteration_comparator,4,,True,False,False,False,True,nan,4,4,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.3045923730873636,0.5976504521404385,0.007999365171003359,0.01786551710783039,1.0663795775272433,0.5058406189377597,0.4022335308718619,6.443757989295105,False,5.1589273866848e-16,18,17,1001,False
fixed_k5,fixed_iteration_comparator,5,,True,False,False,False,True,nan,5,5,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.3042160884461483,0.596837107760614,0.004049835177132442,0.016522413554455922,0.986210714170075,0.5025679077369449,0.4052846057379976,3.987399186057477,False,5.176900956315687e-16,19,18,1001,False
fixed_k6,fixed_iteration_comparator,6,,True,False,False,False,True,nan,6,6,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.30413867186594873,0.596470878525051,0.001908218038672014,0.016062552651832564,0.9587619550828914,0.49906771049050896,0.407219435328813,2.3493948657493586,False,4.441909604829626e-16,20,19,1001,False
fixed_k7,fixed_iteration_comparator,7,,True,False,False,False,True,nan,7,7,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.3041401182101551,0.5966375687952993,0.0012294563166082612,0.015763328485422123,0.940901484644963,0.49565965527413297,0.40808634238712194,2.2491753059377246,False,5.374807092143421e-16,21,20,1001,False
fixed_k8,fixed_iteration_comparator,8,,True,False,False,False,True,nan,8,8,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.3041689409709325,0.5966015256363554,0.0006245031955649655,0.015965554107976322,0.9529721833346759,0.49240135920328965,0.4087269794710084,1.4797425543985518,False,5.203770289701072e-16,22,21,1001,False
fixed_k9,fixed_iteration_comparator,9,,True,False,False,False,True,nan,9,9,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.3041677450788461,0.5965832118531146,0.0003077247460844126,0.01574309681767599,0.9396938712759475,0.48936825204337453,0.4090142517707063,0.9097726887360872,False,5.447502732786241e-16,23,22,1001,False
fixed_k10,fixed_iteration_comparator,10,,True,False,False,False,True,nan,10,10,selected_affine_pcg_iterate,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,jacru_m2,17,0.30418267799198784,0.5965626709742242,0.00020998860434575945,0.015846442139381755,0.9458624775264606,0.48646665560681296,0.40904303667123587,0.7520623762269397,False,4.47277587514907e-16,24,23,1001,False
noise_floor_x0.5,simulator_noise_floor_multiple,0.5,0.011180339887498949,False,True,False,False,True,0.008916477054256631,4,4,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.272032693699591,0.5664362007780482,0.008916477054256631,0.026933052091792507,1.0494832051793077,0.518830270590386,0.4118243040396494,5.076541862029166,False,6.770703496973513e-16,18,17,1001,False
noise_floor_x0.75,simulator_noise_floor_multiple,0.75,0.016770509831248424,False,True,False,False,True,0.01625113142489327,2,2,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.26604173167462675,0.5560042368716662,0.01625113142489327,0.02676752438520285,1.0430331917361364,0.5371060523748915,0.4130263080046723,5.698368641592195,False,6.724998649734394e-16,16,15,1001,False
noise_floor_x1,simulator_noise_floor_multiple,1.0,0.022360679774997897,False,True,False,False,True,0.01625113142489327,2,2,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.26604173167462675,0.5560042368716662,0.01625113142489327,0.02676752438520285,1.0430331917361364,0.5371060523748915,0.4130263080046723,5.698368641592195,False,6.724998649734394e-16,16,15,1001,False
noise_floor_x1.25,simulator_noise_floor_multiple,1.25,0.02795084971874737,False,True,False,False,True,0.01625113142489327,2,2,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.26604173167462675,0.5560042368716662,0.01625113142489327,0.02676752438520285,1.0430331917361364,0.5371060523748915,0.4130263080046723,5.698368641592195,False,6.724998649734394e-16,16,15,1001,False
noise_floor_x1.5,simulator_noise_floor_multiple,1.5,0.03354101966249685,False,True,False,False,True,0.01625113142489327,2,2,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.26604173167462675,0.5560042368716662,0.01625113142489327,0.02676752438520285,1.0430331917361364,0.5371060523748915,0.4130263080046723,5.698368641592195,False,6.724998649734394e-16,16,15,1001,False
noise_floor_x2,simulator_noise_floor_multiple,2.0,0.044721359549995794,False,True,False,False,True,0.01625113142489327,2,2,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.26604173167462675,0.5560042368716662,0.01625113142489327,0.02676752438520285,1.0430331917361364,0.5371060523748915,0.4130263080046723,5.698368641592195,False,6.724998649734394e-16,16,15,1001,False
noise_floor_x3,simulator_noise_floor_multiple,3.0,0.0670820393249937,False,True,False,False,True,0.01625113142489327,2,2,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.26604173167462675,0.5560042368716662,0.01625113142489327,0.02676752438520285,1.0430331917361364,0.5371060523748915,0.4130263080046723,5.698368641592195,False,6.724998649734394e-16,16,15,1001,False
noise_floor_x4,simulator_noise_floor_multiple,4.0,0.08944271909999159,False,True,False,False,True,0.08475184841962581,1,1,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.26993593459060955,0.5322504349089572,0.08475184841962581,0.0870526729583817,3.392126444653086,0.5302278993403698,0.4314792833745344,22.811495584087993,False,5.784270613297138e-16,15,14,1001,False
noise_floor_x6,simulator_noise_floor_multiple,6.0,0.1341640786499874,False,True,False,False,True,0.08475184841962581,1,1,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.26993593459060955,0.5322504349089572,0.08475184841962581,0.0870526729583817,3.392126444653086,0.5302278993403698,0.4314792833745344,22.811495584087993,False,5.784270613297138e-16,15,14,1001,False
noise_floor_x8,simulator_noise_floor_multiple,8.0,0.17888543819998318,False,True,False,False,True,0.08475184841962581,1,1,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.26993593459060955,0.5322504349089572,0.08475184841962581,0.0870526729583817,3.392126444653086,0.5302278993403698,0.4314792833745344,22.811495584087993,False,5.784270613297138e-16,15,14,1001,False
base_residual_x0.5,base_anchor_residual_multiple,0.5,0.5,False,False,False,False,True,0.38382354995707807,6,6,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.2713511221810175,0.5658279218140333,0.002986326481288737,0.0271487525250092,1.057888267525725,0.5113670432194407,0.41778899005339215,2.5584122948411494,False,6.897305117366838e-16,20,19,1001,False
base_residual_x0.75,base_anchor_residual_multiple,0.75,0.75,False,False,False,False,True,0.6811672154862435,5,5,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.2716840315300124,0.5665009547635739,0.005299799071786392,0.02797942366596693,1.0902565044597015,0.5149378759323888,0.4148917491239539,3.5856054688628927,False,6.912120268318801e-16,19,18,1001,False
base_residual_x1,base_anchor_residual_multiple,1.0,1.0,False,False,False,False,True,0.6811672154862435,5,5,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.2716840315300124,0.5665009547635739,0.005299799071786392,0.02797942366596693,1.0902565044597015,0.5149378759323888,0.4148917491239539,3.5856054688628927,False,6.912120268318801e-16,19,18,1001,False
base_residual_x1.25,base_anchor_residual_multiple,1.25,1.25,False,False,False,False,True,1.1460079457215635,4,4,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.272032693699591,0.5664362007780482,0.008916477054256631,0.026933052091792507,1.0494832051793077,0.518830270590386,0.4118243040396494,5.076541862029166,False,6.770703496973513e-16,18,17,1001,False
base_residual_x1.5,base_anchor_residual_multiple,1.5,1.5,False,False,False,False,True,1.1460079457215635,4,4,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.272032693699591,0.5664362007780482,0.008916477054256631,0.026933052091792507,1.0494832051793077,0.518830270590386,0.4118243040396494,5.076541862029166,False,6.770703496973513e-16,18,17,1001,False
base_residual_x2,base_anchor_residual_multiple,2.0,2.0,False,False,False,False,True,1.5890792657999377,3,3,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.27011822459823015,0.5660361270857334,0.012363778858425687,0.02917842725366511,1.1369773188683454,0.527103843108371,0.4079916938516858,5.547786284037206,False,6.701628579893281e-16,17,16,1001,False
base_residual_x3,base_anchor_residual_multiple,3.0,3.0,False,False,False,False,True,2.0887089852378655,2,2,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.26604173167462675,0.5560042368716662,0.01625113142489327,0.02676752438520285,1.0430331917361364,0.5371060523748915,0.4130263080046723,5.698368641592195,False,6.724998649734394e-16,16,15,1001,False
base_residual_x4,base_anchor_residual_multiple,4.0,4.0,False,False,False,False,True,2.0887089852378655,2,2,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.26604173167462675,0.5560042368716662,0.01625113142489327,0.02676752438520285,1.0430331917361364,0.5371060523748915,0.4130263080046723,5.698368641592195,False,6.724998649734394e-16,16,15,1001,False
base_residual_x6,base_anchor_residual_multiple,6.0,6.0,False,False,False,False,True,2.0887089852378655,2,2,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.26604173167462675,0.5560042368716662,0.01625113142489327,0.02676752438520285,1.0430331917361364,0.5371060523748915,0.4130263080046723,5.698368641592195,False,6.724998649734394e-16,16,15,1001,False
system_fraction_0.02,initial_system_residual_fraction,0.02,0.02,False,False,False,False,True,0.014278547928338492,6,6,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.2713511221810175,0.5658279218140333,0.002986326481288737,0.0271487525250092,1.057888267525725,0.5113670432194407,0.41778899005339215,2.5584122948411494,False,6.897305117366838e-16,20,19,1001,False
system_fraction_0.05,initial_system_residual_fraction,0.05,0.05,False,False,False,False,True,0.04263242675201102,4,4,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.272032693699591,0.5664362007780482,0.008916477054256631,0.026933052091792507,1.0494832051793077,0.518830270590386,0.4118243040396494,5.076541862029166,False,6.770703496973513e-16,18,17,1001,False
system_fraction_0.1,initial_system_residual_fraction,0.1,0.1,False,False,False,False,True,0.07770167139927991,2,2,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.26604173167462675,0.5560042368716662,0.01625113142489327,0.02676752438520285,1.0430331917361364,0.5371060523748915,0.4130263080046723,5.698368641592195,False,6.724998649734394e-16,16,15,1001,False
system_fraction_0.2,initial_system_residual_fraction,0.2,0.2,False,False,False,False,True,0.07770167139927991,2,2,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.26604173167462675,0.5560042368716662,0.01625113142489327,0.02676752438520285,1.0430331917361364,0.5371060523748915,0.4130263080046723,5.698368641592195,False,6.724998649734394e-16,16,15,1001,False
system_fraction_0.3,initial_system_residual_fraction,0.3,0.3,False,False,False,False,True,0.07770167139927991,2,2,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.26604173167462675,0.5560042368716662,0.01625113142489327,0.02676752438520285,1.0430331917361364,0.5371060523748915,0.4130263080046723,5.698368641592195,False,6.724998649734394e-16,16,15,1001,False
system_fraction_0.5,initial_system_residual_fraction,0.5,0.5,False,False,False,False,True,0.40522472584868635,1,1,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.26993593459060955,0.5322504349089572,0.08475184841962581,0.0870526729583817,3.392126444653086,0.5302278993403698,0.4314792833745344,22.811495584087993,False,5.784270613297138e-16,15,14,1001,False
system_fraction_0.75,initial_system_residual_fraction,0.75,0.75,False,False,False,False,True,0.40522472584868635,1,1,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.26993593459060955,0.5322504349089572,0.08475184841962581,0.0870526729583817,3.392126444653086,0.5302278993403698,0.4314792833745344,22.811495584087993,False,5.784270613297138e-16,15,14,1001,False
fixed_k0,fixed_iteration_comparator,0,,True,False,False,False,True,nan,0,0,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.2579510148100448,0.49778370349552853,0.20914777162752088,0.20836499047658402,8.119226788974274,0.5509518586263656,0.4606665804449023,44.63109795111753,False,0.0,14,13,1001,False
fixed_k1,fixed_iteration_comparator,1,,True,False,False,False,True,nan,1,1,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.26993593459060955,0.5322504349089572,0.08475184841962581,0.0870526729583817,3.392126444653086,0.5302278993403698,0.4314792833745344,22.811495584087993,False,5.784270613297138e-16,15,14,1001,False
fixed_k2,fixed_iteration_comparator,2,,True,False,False,False,True,nan,2,2,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.26604173167462675,0.5560042368716662,0.01625113142489327,0.02676752438520285,1.0430331917361364,0.5371060523748915,0.4130263080046723,5.698368641592195,False,6.724998649734394e-16,16,15,1001,False
fixed_k3,fixed_iteration_comparator,3,,True,False,False,False,True,nan,3,3,selected_affine_pcg_iterate,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,jacru_m2,17,0.27011822459823015,0.5660361270857334,0.012363778858425687,0.02917842725366511,1.1369773188683454,0.527103843108371,0.4079916938516858,5.547786284037206,False,6.701628579893281e-16,17,16,1001,False
