rig_id,block_id,method,true_aperture_radius,metadata_aperture_radius,candidate_aperture_radius,kappa,mean_validation_mse,median_effective_lambda,selected,selected_by_any_fold_score_deletion,validation_views,fold_0_validation_mse,fold_1_validation_mse,fold_2_validation_mse,fold_3_validation_mse
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.0,1e-05,1919.5745697601183,0.017624580268585766,False,False,1|2|3|4,3130.862855328758,310.86242839313803,392.1535776270174,3844.4194176915594
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.0,3e-05,792.0806966758181,0.05287374080575729,False,False,1|2|3|4,1395.8852590627216,121.02617279282504,115.78837408812731,1535.6229807595985
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.0,0.0001,317.07082896804997,0.17624580268585766,False,False,1|2|3|4,536.7928393998582,54.18158408488917,33.80939232209771,643.4995000653548
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.0,0.0003,149.4977900453729,0.5287374080575729,False,False,1|2|3|4,235.35480588671015,33.22446532038172,20.551818153087822,308.8600708213119
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.0,0.001,70.88415989402428,1.7624580268585763,False,False,1|2|3|4,106.35629884954193,19.144592791454834,16.159174774708056,141.8765731603923
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.04,3e-06,5600.594570434603,0.005037708094398751,False,False,1|2|3|4,7630.946074696912,1443.6826437349746,776.8890557725774,12550.860507533951
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.04,1e-05,1778.5318299111862,0.016792360314662504,False,False,1|2|3|4,2648.3940901763094,410.9887274786905,277.13994795768184,3777.604554032063
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.04,3e-05,694.8330691205201,0.05037708094398751,False,False,1|2|3|4,1169.0324153575223,138.9677693243776,84.52492446116324,1386.8071673390177
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.04,0.0001,285.5010152977203,0.16792360314662502,False,False,1|2|3|4,477.21761767464545,62.20227110775998,32.24093059788832,570.3432418105873
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.04,0.0003,133.66328586093044,0.5037708094398751,False,False,1|2|3|4,216.78436519387506,33.62085076654571,21.75232002853466,262.4956074547664
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.04,0.001,62.70571553868814,1.6792360314662504,True,True,1|2|3|4,98.4030413779416,17.678349933259177,16.66830522730639,118.07316561624539
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.08,3e-06,4910.486443564815,0.004640168018664843,False,False,1|2|3|4,5556.582153265459,1500.0143190473973,566.2900878732735,12019.059214073131
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.08,1e-05,1763.2017859090636,0.015467226728882812,False,False,1|2|3|4,2119.982930302247,425.8627289407676,206.11523995030825,4300.8462444429315
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.08,3e-05,758.6711821564606,0.046401680186648434,False,False,1|2|3|4,994.8237947557554,148.3985699226048,74.96203738689368,1816.5003265605887
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.08,0.0001,330.0403100719576,0.1546722672888281,False,False,1|2|3|4,459.5537343380894,65.70045956894039,34.10412388222676,760.802922498574
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.08,0.0003,151.91697869097482,0.46401680186648425,False,False,1|2|3|4,238.28771189038235,34.73512243742431,23.28498553379295,311.3600949022997
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.08,0.001,67.03485963487464,1.546722672888281,False,False,1|2|3|4,113.18880750314256,17.872775062015393,17.322093368621562,119.75576260571907
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.12,3e-06,5275.743806823437,0.00412329948429966,False,False,1|2|3|4,5463.543132629959,1913.9407878353416,540.446601372039,13185.04470545641
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.12,1e-05,2404.715388705851,0.013744331614332202,False,False,1|2|3|4,2685.7090278879677,588.919325903458,204.9793680038645,6139.253833028115
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.12,3e-05,1124.3332044626795,0.0412329948429966,False,False,1|2|3|4,1247.4241991641695,209.61045641913276,67.27998990459686,2973.0181723628193
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.12,0.0001,458.32075829824385,0.137443316143322,False,False,1|2|3|4,579.0406520073212,83.59530235297049,29.134448337443043,1141.5126304952405
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.12,0.0003,195.3195705257745,0.41232994842996595,False,False,1|2|3|4,312.3018716629658,41.21701709592159,20.441742468659868,407.3176508755507
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.12,0.001,77.09833351625223,1.37443316143322,False,False,1|2|3|4,134.208558820516,21.786017505222148,15.785501292090025,136.61325644718073
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.16,3e-06,6600.018330688608,0.0035233353611479074,False,False,1|2|3|4,6787.547794974838,2621.298303710142,1622.152662080488,15369.074561988964
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.16,1e-05,3106.3195167889844,0.01174445120382636,False,False,1|2|3|4,4195.7791348120045,759.6720188333343,450.3923488848952,7019.434564625704
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.16,3e-05,1561.655664916933,0.03523335361147908,False,False,1|2|3|4,2628.123768616539,284.9242815651693,100.17392304774816,3233.400686438275
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.16,0.0001,684.6029241789045,0.11744451203826359,False,False,1|2|3|4,1274.4654144024246,116.6661422379785,28.765321681374587,1318.51481839384
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.16,0.0003,300.04909134950327,0.35233353611479074,False,False,1|2|3|4,569.1362977660758,63.410292760283696,18.147135061985885,549.5026398096677
development_rig_b,development_rig_b:radius=0.05500,radius_kappa,0.055,0.041,0.16,0.001,106.11888473648656,1.1744451203826358,False,False,1|2|3|4,187.69708136394684,37.52653535438502,14.283069971079417,184.96885225653497
development_rig_b,development_rig_b:radius=0.05500,metadata_kappa,0.055,0.041,0.04,3e-06,5600.594570434603,0.005037708094398751,False,False,1|2|3|4,7630.946074696912,1443.6826437349746,776.8890557725774,12550.860507533951
development_rig_b,development_rig_b:radius=0.05500,metadata_kappa,0.055,0.041,0.04,1e-05,1778.5318299111862,0.016792360314662504,False,False,1|2|3|4,2648.3940901763094,410.9887274786905,277.13994795768184,3777.604554032063
development_rig_b,development_rig_b:radius=0.05500,metadata_kappa,0.055,0.041,0.04,3e-05,694.8330691205201,0.05037708094398751,False,False,1|2|3|4,1169.0324153575223,138.9677693243776,84.52492446116324,1386.8071673390177
development_rig_b,development_rig_b:radius=0.05500,metadata_kappa,0.055,0.041,0.04,0.0001,285.5010152977203,0.16792360314662502,False,False,1|2|3|4,477.21761767464545,62.20227110775998,32.24093059788832,570.3432418105873
development_rig_b,development_rig_b:radius=0.05500,metadata_kappa,0.055,0.041,0.04,0.0003,133.66328586093044,0.5037708094398751,False,False,1|2|3|4,216.78436519387506,33.62085076654571,21.75232002853466,262.4956074547664
development_rig_b,development_rig_b:radius=0.05500,metadata_kappa,0.055,0.041,0.04,0.001,62.70571553868814,1.6792360314662504,True,True,1|2|3|4,98.4030413779416,17.678349933259177,16.66830522730639,118.07316561624539
development_rig_b,development_rig_b:radius=0.09500,camera_delete_1,0.095,0.081,0.0,3e-06,5578.605039349695,0.003214323085218256,False,False,2|3|4,2831.5932435062555,473.9755304695827,13430.246344073248,
development_rig_b,development_rig_b:radius=0.09500,camera_delete_1,0.095,0.081,0.0,1e-05,3105.340746958382,0.010714410284060854,False,False,2|3|4,1276.8881053297018,173.51887885317825,7865.6152566922665,
development_rig_b,development_rig_b:radius=0.09500,camera_delete_1,0.095,0.081,0.0,3e-05,1633.8336689862017,0.032143230852182555,False,False,2|3|4,563.2621165692444,80.65671252694446,4257.582177862416,
development_rig_b,development_rig_b:radius=0.09500,camera_delete_1,0.095,0.081,0.0,0.0001,671.277795796939,0.10714410284060853,False,False,2|3|4,217.47556004628515,41.52368211105704,1754.8341452334748,
development_rig_b,development_rig_b:radius=0.09500,camera_delete_1,0.095,0.081,0.0,0.0003,273.7260913972346,0.3214323085218256,False,False,2|3|4,101.93531106537611,29.708751483624166,689.5342116427034,
development_rig_b,development_rig_b:radius=0.09500,camera_delete_1,0.095,0.081,0.0,0.001,110.52085648450888,1.0714410284060851,False,False,2|3|4,56.23838874573056,24.856350356468784,250.46783035132728,
development_rig_b,development_rig_b:radius=0.09500,camera_delete_1,0.095,0.081,0.04,3e-06,6864.123748036145,0.0030684921865678644,False,False,2|3|4,2662.843415416821,778.1148242634355,17151.413004428177,
development_rig_b,development_rig_b:radius=0.09500,camera_delete_1,0.095,0.081,0.04,1e-05,3674.2392536592197,0.010228307288559549,False,False,2|3|4,1321.5832070013187,281.7070638215655,9419.427490154774,
development_rig_b,development_rig_b:radius=0.09500,camera_delete_1,0.095,0.081,0.04,3e-05,1744.257275704895,0.030684921865678644,False,False,2|3|4,584.1888443442698,105.77267119967746,4542.810311570738,
development_rig_b,development_rig_b:radius=0.09500,camera_delete_1,0.095,0.081,0.04,0.0001,650.9194124575234,0.10228307288559549,False,False,2|3|4,221.6856928349127,45.49777604481744,1685.5747684928401,
development_rig_b,development_rig_b:radius=0.09500,camera_delete_1,0.095,0.081,0.04,0.0003,258.52416510561324,0.3068492186567864,False,False,2|3|4,103.80977298596358,30.72317004643615,641.0395522844399,
