arm,relative_radius,case_count,mean_field_gain_percent,mean_h1_gain_percent,mean_measured_residual_ratio,mean_clean_residual_ratio,field_harm_over_1_percent_rate,worst_field_gain_percent,maximum_internal_projection_residual,maximum_measurement_direction_orthogonality_defect,maximum_residual_increase,all_mechanism_gates_pass,gate_mean_field,gate_mean_h1,gate_measured,gate_clean,gate_harm,gate_worst,gate_projection,gate_orthogonality,gate_monotonicity
exact_null_truth,0.05,6,6.977783533484698,6.566347129641997,0.9999999999999997,1.0000000000000002,0.0,3.7408701011415215,2.9154622934060918e-15,4.440892098500626e-16,0.0,True,True,True,True,True,True,True,True,True,True
exact_null_truth,0.1,6,13.722243998522856,13.00467204784836,0.9999999999999974,1.0000000000000002,0.0,7.261599355600587,2.9154622934060918e-15,4.440892098500626e-16,0.0,True,True,True,True,True,True,True,True,True,True
exact_row_truth,0.05,6,-0.010905512490864236,-0.014575103435669617,0.9790142728329841,0.9988913616177334,0.0,-0.03129591034351053,2.9154622934060918e-15,4.440892098500626e-16,0.0,False,False,False,True,True,True,True,True,True,True
exact_row_truth,0.1,6,-0.021148264475544614,-0.028397488403984636,0.9595277789958976,0.9978780257076939,0.0,-0.05956217332079066,2.9154622934060918e-15,4.440892098500626e-16,0.0,False,False,False,True,True,True,True,True,True,True
full_truth,0.05,6,3.0469837074230455,2.8545084008384207,0.9811684818130151,0.9990131657098787,0.0,1.7039798324026367,2.9154622934060918e-15,4.440892098500626e-16,0.0,False,False,False,True,True,True,True,True,True,True
full_truth,0.1,6,5.908374074576141,5.549062272595141,0.963539945411903,0.9981018700017225,0.0,3.2772049497117717,2.9154622934060918e-15,4.440892098500626e-16,0.0,True,True,True,True,True,True,True,True,True,True
