case_id,split,base_seed,family,geometry_digest,arm,relative_radius,field_gain_percent,h1_gain_percent,measured_residual_ratio,clean_residual_ratio,baseline_field_relative_l2,candidate_field_relative_l2,baseline_h1_relative_error,candidate_h1_relative_error,raw_correction_norm,applied_correction_norm,correction_was_clipped,rank,internal_projection_residual,maximum_measurement_direction_orthogonality_defect,maximum_residual_increase,algorithm_forward_calls,algorithm_adjoint_calls,baseline_algorithm_forward_calls,baseline_algorithm_adjoint_calls,evaluator_scoring_forward_calls
75e127ea3093e3f02b36,development,2141,smooth_no_interface,899baf0ded79ff299057f5047ab4241d4fa521307154d8ca67499a2c4748b15a,full_truth,0.05,3.670080459852503,3.424531176154118,0.9669817327355081,0.9996523309381555,0.494706388704887,0.47655026619938695,0.9545280644047575,0.9218399532540761,4.439926026605622,0.8889796299345482,True,216,2.9154622934060918e-15,4.440892098500626e-16,0.0,24,24,24,24,1
75e127ea3093e3f02b36,development,2141,smooth_no_interface,899baf0ded79ff299057f5047ab4241d4fa521307154d8ca67499a2c4748b15a,full_truth,0.1,7.135492118344155,6.670600242124042,0.9365376027448353,0.999350004055492,0.494706388704887,0.45940665332990477,0.9545280644047575,0.8908553130294318,4.439926026605622,1.7779592598690963,True,216,2.9154622934060918e-15,3.3306690738754696e-16,0.0,24,24,24,24,1
067ab5c695dce205640e,development,2141,single_interface,899baf0ded79ff299057f5047ab4241d4fa521307154d8ca67499a2c4748b15a,exact_null_truth,0.05,5.754566506836952,6.0555276464658,1.0000000000000016,0.9999999999999994,0.6214605754800191,0.5856982133502497,1.140773048926551,1.071693221565373,1.929924830586468,0.7221015857075682,True,216,2.5391131300144083e-15,4.440892098500626e-16,0.0,24,24,24,24,1
067ab5c695dce205640e,development,2141,single_interface,899baf0ded79ff299057f5047ab4241d4fa521307154d8ca67499a2c4748b15a,exact_null_truth,0.1,11.146232908633166,11.915973068788253,1.0000000000000007,0.9999999999999984,0.6214605754800191,0.5521911323016842,1.140773048926551,1.0048388396404686,1.929924830586468,1.4442031714151364,True,216,2.5391131300144083e-15,2.220446049250313e-16,0.0,24,24,24,24,1
067ab5c695dce205640e,development,2141,single_interface,899baf0ded79ff299057f5047ab4241d4fa521307154d8ca67499a2c4748b15a,exact_row_truth,0.05,-0.02196158817574112,-0.03518730643529629,0.9784085815955786,0.9991444368706769,0.6214605754800191,0.6215970580922806,1.140773048926551,1.1411744562350081,3.7776123912157895,0.7221015857075681,True,216,2.5391131300144083e-15,4.440892098500626e-16,0.0,24,24,24,24,1
067ab5c695dce205640e,development,2141,single_interface,899baf0ded79ff299057f5047ab4241d4fa521307154d8ca67499a2c4748b15a,exact_row_truth,0.1,-0.042882268882952844,-0.06927590354534835,0.957897993045314,0.9983901887486406,0.6214605754800191,0.621727071874998,1.140773048926551,1.1415633297635968,3.7776123912157895,1.4442031714151362,True,216,2.5391131300144083e-15,3.3306690738754696e-16,0.0,24,24,24,24,1
067ab5c695dce205640e,development,2141,single_interface,899baf0ded79ff299057f5047ab4241d4fa521307154d8ca67499a2c4748b15a,full_truth,0.05,2.57753004177696,2.6803540955537812,0.9807189349402103,0.9992329807297486,0.6214605754800191,0.6054422424492216,1.140773048926551,1.1101962917886745,4.242047292284857,0.7221015857075681,True,216,2.5391131300144083e-15,2.220446049250313e-16,0.0,24,24,24,24,1
067ab5c695dce205640e,development,2141,single_interface,899baf0ded79ff299057f5047ab4241d4fa521307154d8ca67499a2c4748b15a,full_truth,0.1,4.969209998240731,5.197072091937392,0.9622992350736048,0.998547265203829,0.6214605754800191,0.5905788944281416,1.140773048926551,1.081486251168446,4.242047292284857,1.4442031714151362,True,216,2.5391131300144083e-15,4.440892098500626e-16,0.0,24,24,24,24,1
3311230b87096f41cbbc,development,2161,smooth_no_interface,573f79e06c19aac83d2b8003e8490f939c8b55229b6fe96c33fffa56b035e8ee,exact_null_truth,0.05,8.33864479824865,7.754745337685188,1.000000000000014,1.0000000000000002,0.4756521367748546,0.4359891946139196,0.9983953129859053,0.9209722990004634,1.3776347238957223,0.6228896954982573,True,216,2.677941637694698e-15,3.3306690738754696e-16,0.0,24,24,24,24,1
3311230b87096f41cbbc,development,2161,smooth_no_interface,573f79e06c19aac83d2b8003e8490f939c8b55229b6fe96c33fffa56b035e8ee,exact_null_truth,0.1,16.46489678569564,15.403152611814466,0.999999999999997,1.0000000000000007,0.4756521367748546,0.3973365033959189,0.9983953129859053,0.8446109592574836,1.3776347238957223,1.2457793909965147,True,216,2.677941637694698e-15,3.3306690738754696e-16,0.0,24,24,24,24,1
3311230b87096f41cbbc,development,2161,smooth_no_interface,573f79e06c19aac83d2b8003e8490f939c8b55229b6fe96c33fffa56b035e8ee,exact_row_truth,0.05,0.000485985807863081,-0.002435281135230048,0.9767584594888218,0.9998893108021077,0.4756521367748546,0.47564982517297505,0.9983953129859053,0.9984196267186175,2.8997045826000543,0.6228896954982572,True,216,2.677941637694698e-15,2.220446049250313e-16,0.0,24,24,24,24,1
3311230b87096f41cbbc,development,2161,smooth_no_interface,573f79e06c19aac83d2b8003e8490f939c8b55229b6fe96c33fffa56b035e8ee,exact_row_truth,0.1,0.0010744672591696338,-0.004568753641288231,0.9551866149560719,0.9997732147095626,0.4756521367748546,0.4756470260483774,0.9983953129859053,0.9984409272081218,2.8997045826000543,1.2457793909965145,True,216,2.677941637694698e-15,4.440892098500626e-16,0.0,24,24,24,24,1
3311230b87096f41cbbc,development,2161,smooth_no_interface,573f79e06c19aac83d2b8003e8490f939c8b55229b6fe96c33fffa56b035e8ee,full_truth,0.05,3.517372667203926,3.2589876748823747,0.9789334971414284,0.999900262870693,0.4756521367748546,0.4589216785249644,0.9983953129859053,0.9658577327890914,3.2103214946224607,0.6228896954982571,True,216,2.677941637694698e-15,4.440892098500626e-16,0.0,24,24,24,24,1
3311230b87096f41cbbc,development,2161,smooth_no_interface,573f79e06c19aac83d2b8003e8490f939c8b55229b6fe96c33fffa56b035e8ee,full_truth,0.1,6.835169651445746,6.345487209908666,0.9592333166152358,0.9997960834942219,0.4756521367748546,0.4431405062755665,0.9983953129859053,0.9350422660960571,3.2103214946224607,1.2457793909965142,True,216,2.677941637694698e-15,4.440892098500626e-16,0.0,24,24,24,24,1
2acdaf8291b64c01b089,development,2161,single_interface,573f79e06c19aac83d2b8003e8490f939c8b55229b6fe96c33fffa56b035e8ee,exact_null_truth,0.05,7.63418513894245,6.983051107279021,0.9999999999999988,0.9999999999999996,0.505517900725084,0.46692572827323575,0.9960384917647346,0.926484614836632,1.9161765838842366,0.677455572616969,True,216,2.795690809526853e-15,3.3306690738754696e-16,0.0,24,24,24,24,1
2acdaf8291b64c01b089,development,2161,single_interface,573f79e06c19aac83d2b8003e8490f939c8b55229b6fe96c33fffa56b035e8ee,exact_null_truth,0.1,15.039127928336901,13.846864072810638,1.0,1.0,0.505517900725084,0.42949241693439544,0.9960384917647346,0.8581183956971986,1.9161765838842366,1.354911145233938,True,216,2.795690809526853e-15,3.3306690738754696e-16,0.0,24,24,24,24,1
2acdaf8291b64c01b089,development,2161,single_interface,573f79e06c19aac83d2b8003e8490f939c8b55229b6fe96c33fffa56b035e8ee,exact_row_truth,0.05,-0.008895961192387176,-0.018411464340821176,0.9765070882588229,0.9986942998485084,0.505517900725084,0.505562871401353,0.9960384917647346,0.9962218770364667,3.87458175231146,0.6774555726169689,True,216,2.795690809526853e-15,4.440892098500626e-16,0.0,24,24,24,24,1
2acdaf8291b64c01b089,development,2161,single_interface,573f79e06c19aac83d2b8003e8490f939c8b55229b6fe96c33fffa56b035e8ee,exact_row_truth,0.1,-0.018189787482991368,-0.03684807947753984,0.9542375890137895,0.9974992845458855,0.505517900725084,0.5056098533569143,0.9960384917647346,0.9964055128198069,3.87458175231146,1.3549111452339377,True,216,2.795690809526853e-15,3.3306690738754696e-16,0.0,24,24,24,24,1
2acdaf8291b64c01b089,development,2161,single_interface,573f79e06c19aac83d2b8003e8490f939c8b55229b6fe96c33fffa56b035e8ee,full_truth,0.05,3.322988527955974,3.0208090800612712,0.9788849601097832,0.9988243183997083,0.505517900725084,0.48871959887722555,0.9960384917647346,0.9659500705646001,4.322512747924664,0.6774555726169684,True,216,2.795690809526853e-15,2.220446049250313e-16,0.0,24,24,24,24,1
2acdaf8291b64c01b089,development,2161,single_interface,573f79e06c19aac83d2b8003e8490f939c8b55229b6fe96c33fffa56b035e8ee,full_truth,0.1,6.4517270997935885,5.878218641247499,0.9587523605134247,0.9977383067645589,0.505517900725084,0.47290326532969607,0.9960384917647346,0.9374891714678195,4.322512747924664,1.3549111452339369,True,216,2.795690809526853e-15,3.3306690738754696e-16,0.0,24,24,24,24,1
