case_id,split,base_seed,family,geometry_digest,arm,relative_radius,field_gain_percent,h1_gain_percent,measured_residual_ratio,clean_residual_ratio,baseline_field_relative_l2,candidate_field_relative_l2,baseline_h1_relative_error,candidate_h1_relative_error,raw_correction_norm,applied_correction_norm,correction_was_clipped,rank,internal_projection_residual,maximum_measurement_direction_orthogonality_defect,maximum_residual_increase,algorithm_forward_calls,algorithm_adjoint_calls,baseline_algorithm_forward_calls,baseline_algorithm_adjoint_calls,evaluator_scoring_forward_calls
355dfe8313af1dabc21a,development,2113,smooth_no_interface,ada1686381f1fc4cc2745de0dd10b01cab1f24eecfb8d6193c6c70812eec1609,exact_null_truth,0.05,8.190120336899799,7.561918661509739,1.000000000000001,1.0000000000000007,0.4837207579551678,0.44410344578407573,0.9815240563119046,0.9073020055304474,1.5581157088461897,0.7608960179251452,True,216,2.627258169562686e-15,2.220446049250313e-16,0.0,24,24,24,24,1
355dfe8313af1dabc21a,development,2113,smooth_no_interface,ada1686381f1fc4cc2745de0dd10b01cab1f24eecfb8d6193c6c70812eec1609,exact_null_truth,0.1,16.16705330617811,15.007299972559673,0.9999999999999966,1.000000000000002,0.4837207579551678,0.405517365163507,0.9815240563119046,0.8342237968783416,1.5581157088461897,1.5217920358502903,True,216,2.627258169562686e-15,4.440892098500626e-16,0.0,24,24,24,24,1
355dfe8313af1dabc21a,development,2113,smooth_no_interface,ada1686381f1fc4cc2745de0dd10b01cab1f24eecfb8d6193c6c70812eec1609,exact_row_truth,0.05,-0.010060827476714645,-0.013940662436512328,0.9916404803752954,1.0007658557430916,0.4837207579551678,0.4837694242660947,0.9815240563119046,0.9816608872673283,3.2290915082072256,0.7608960179251453,True,216,2.627258169562686e-15,4.440892098500626e-16,0.0,24,24,24,24,1
355dfe8313af1dabc21a,development,2113,smooth_no_interface,ada1686381f1fc4cc2745de0dd10b01cab1f24eecfb8d6193c6c70812eec1609,exact_row_truth,0.1,-0.019396423209804663,-0.026667755564199314,0.9841586935334206,1.0014767681882302,0.4837207579551678,0.48381458248053444,0.9815240563119046,0.9817858067480457,3.2290915082072256,1.5217920358502905,True,216,2.627258169562686e-15,4.440892098500626e-16,0.0,24,24,24,24,1
355dfe8313af1dabc21a,development,2113,smooth_no_interface,ada1686381f1fc4cc2745de0dd10b01cab1f24eecfb8d6193c6c70812eec1609,full_truth,0.05,3.489950715346274,3.209603077878864,0.9924307700017166,1.000692126168325,0.4837207579551678,0.466839141902633,0.9815240563119046,0.9500210299903963,3.5853530552135724,0.7608960179251444,True,216,2.627258169562686e-15,2.220446049250313e-16,0.0,24,24,24,24,1
355dfe8313af1dabc21a,development,2113,smooth_no_interface,ada1686381f1fc4cc2745de0dd10b01cab1f24eecfb8d6193c6c70812eec1609,full_truth,0.1,6.781440629920854,6.247925616515489,0.9855790010528636,1.0013400815273261,0.4837207579551678,0.4509175219398349,0.9815240563119046,0.9201991633653313,3.5853530552135724,1.5217920358502888,True,216,2.627258169562686e-15,4.440892098500626e-16,0.0,24,24,24,24,1
27ff1960fb9730beb976,development,2113,single_interface,ada1686381f1fc4cc2745de0dd10b01cab1f24eecfb8d6193c6c70812eec1609,exact_null_truth,0.05,3.7408701011415215,3.368890239256804,1.0000000000000022,1.0000000000000024,0.7149038570996585,0.6881602324575099,1.2691461714093195,1.2263900299188095,1.7921323478106912,0.5458622334512762,True,216,2.7629140586261757e-15,3.3306690738754696e-16,0.0,24,24,24,24,1
27ff1960fb9730beb976,development,2113,single_interface,ada1686381f1fc4cc2745de0dd10b01cab1f24eecfb8d6193c6c70812eec1609,exact_null_truth,0.1,7.261599355600587,6.579593728084846,0.9999999999999998,0.9999999999999996,0.7149038570996585,0.662990403219346,1.2691461714093195,1.185641509515043,1.7921323478106912,1.0917244669025523,True,216,2.7629140586261757e-15,2.220446049250313e-16,0.0,24,24,24,24,1
27ff1960fb9730beb976,development,2113,single_interface,ada1686381f1fc4cc2745de0dd10b01cab1f24eecfb8d6193c6c70812eec1609,exact_row_truth,0.05,-0.03129591034351053,-0.025094562449304803,0.9876726428552686,0.9952415237238142,0.7149038570996585,0.7151275927698187,1.2691461714093195,1.2694646580878768,3.3794553722666536,0.5458622334512758,True,216,2.7629140586261757e-15,2.220446049250313e-16,0.0,24,24,24,24,1
27ff1960fb9730beb976,development,2113,single_interface,ada1686381f1fc4cc2745de0dd10b01cab1f24eecfb8d6193c6c70812eec1609,exact_row_truth,0.1,-0.05956217332079066,-0.04757781063886371,0.976253755557417,0.9908464744748188,0.7149038570996585,0.7153296693741013,1.2691461714093195,1.269750003371483,3.3794553722666536,1.0917244669025516,True,216,2.7629140586261757e-15,3.3306690738754696e-16,0.0,24,24,24,24,1
27ff1960fb9730beb976,development,2113,single_interface,ada1686381f1fc4cc2745de0dd10b01cab1f24eecfb8d6193c6c70812eec1609,full_truth,0.05,1.7039798324026367,1.5327653005001156,0.989060995949444,0.995776975152642,0.7149038570996585,0.7027220395536118,1.2691461714093195,1.2496931392813317,3.8252394650807675,0.5458622334512763,True,216,2.7629140586261757e-15,4.440892098500626e-16,0.0,24,24,24,24,1
27ff1960fb9730beb976,development,2113,single_interface,ada1686381f1fc4cc2745de0dd10b01cab1f24eecfb8d6193c6c70812eec1609,full_truth,0.1,3.2772049497117717,2.9550698338377663,0.9788381564714537,0.9918394789649073,0.7149038570996585,0.6914749925091082,1.2691461714093195,1.2316420157506958,3.8252394650807675,1.0917244669025525,True,216,2.7629140586261757e-15,3.3306690738754696e-16,0.0,24,24,24,24,1
75e127ea3093e3f02b36,development,2141,smooth_no_interface,899baf0ded79ff299057f5047ab4241d4fa521307154d8ca67499a2c4748b15a,exact_null_truth,0.05,8.208314318838816,7.673949785655429,0.9999999999999801,1.0000000000000002,0.494706388704887,0.45409933336461333,0.9545280644047575,0.8812780600523477,2.0205888982015114,0.8889796299345484,True,216,2.9154622934060918e-15,4.440892098500626e-16,0.0,24,24,24,24,1
75e127ea3093e3f02b36,development,2141,smooth_no_interface,899baf0ded79ff299057f5047ab4241d4fa521307154d8ca67499a2c4748b15a,exact_null_truth,0.1,16.254553706692736,15.275148833032281,0.9999999999999906,0.9999999999999996,0.494706388704887,0.414294073062411,0.9545280644047575,0.8087224819138685,2.0205888982015114,1.7779592598690968,True,216,2.9154622934060918e-15,3.3306690738754696e-16,0.0,24,24,24,24,1
75e127ea3093e3f02b36,development,2141,smooth_no_interface,899baf0ded79ff299057f5047ab4241d4fa521307154d8ca67499a2c4748b15a,exact_row_truth,0.05,0.006295226435304967,0.007618656183146942,0.9630983844241181,0.9996127427182014,0.494706388704887,0.4946752458175281,0.9545280644047575,0.9544553421933588,3.95350017404765,0.8889796299345483,True,216,2.9154622934060918e-15,2.220446049250313e-16,0.0,24,24,24,24,1
75e127ea3093e3f02b36,development,2141,smooth_no_interface,899baf0ded79ff299057f5047ab4241d4fa521307154d8ca67499a2c4748b15a,exact_row_truth,0.1,0.012066598784102222,0.01455337244333162,0.9294320278693722,0.9992822235790255,0.494706388704887,0.49464669446980264,0.9545280644047575,0.9543891483804685,3.95350017404765,1.7779592598690965,True,216,2.9154622934060918e-15,4.440892098500626e-16,0.0,24,24,24,24,1
