source_split,method,source_seed,field_relative_l2,forward_calls,adjoint_calls
validation,cg_unrolled4,20362021,0.15720388293266296,4,4
validation,cg_unrolled4,20362022,0.20890001952648163,4,4
validation,cg_unrolled4,20362023,0.28712764382362366,4,4
validation,cg_unrolled4,20362024,0.6150799989700317,4,4
validation,cg_unrolled4_guarded,20362001,0.18222053349018097,4,4
validation,cg_unrolled4_guarded,20362002,0.3784705102443695,4,4
validation,cg_unrolled4_guarded,20362003,0.22620241343975067,4,4
validation,cg_unrolled4_guarded,20362004,0.16405542194843292,4,4
validation,cg_unrolled4_guarded,20362005,0.13555395603179932,4,4
validation,cg_unrolled4_guarded,20362006,0.30814388394355774,4,4
validation,cg_unrolled4_guarded,20362007,0.14154335856437683,4,4
validation,cg_unrolled4_guarded,20362008,0.33315637707710266,4,4
validation,cg_unrolled4_guarded,20362009,0.14409716427326202,4,4
validation,cg_unrolled4_guarded,20362010,0.1913244128227234,4,4
validation,cg_unrolled4_guarded,20362011,0.15894803404808044,4,4
validation,cg_unrolled4_guarded,20362012,0.11655551195144653,4,4
validation,cg_unrolled4_guarded,20362013,0.18602414429187775,4,4
validation,cg_unrolled4_guarded,20362014,0.33449918031692505,4,4
validation,cg_unrolled4_guarded,20362015,0.16040156781673431,4,4
validation,cg_unrolled4_guarded,20362016,0.6121649146080017,4,4
validation,cg_unrolled4_guarded,20362017,0.32569748163223267,4,4
validation,cg_unrolled4_guarded,20362018,0.3850308358669281,4,4
validation,cg_unrolled4_guarded,20362019,0.13183748722076416,4,4
validation,cg_unrolled4_guarded,20362020,0.3323460519313812,4,4
validation,cg_unrolled4_guarded,20362021,0.15720388293266296,4,4
validation,cg_unrolled4_guarded,20362022,0.20890001952648163,4,4
validation,cg_unrolled4_guarded,20362023,0.28712764382362366,4,4
validation,cg_unrolled4_guarded,20362024,0.6150799989700317,4,4
iid,unweighted_pg4,29262001,0.8880447149276733,4,4
iid,unweighted_pg4,29262002,0.9065474271774292,4,4
iid,unweighted_pg4,29262003,0.866962194442749,4,4
iid,unweighted_pg4,29262004,0.9232358336448669,4,4
iid,unweighted_pg4,29262005,0.8623105883598328,4,4
iid,unweighted_pg4,29262006,0.9111064076423645,4,4
iid,unweighted_pg4,29262007,0.8390616774559021,4,4
iid,unweighted_pg4,29262008,0.8773537278175354,4,4
iid,unweighted_pg4,29262009,0.9015485048294067,4,4
iid,unweighted_pg4,29262010,0.9003617763519287,4,4
iid,unweighted_pg4,29262011,0.8964167833328247,4,4
iid,unweighted_pg4,29262012,0.8908799290657043,4,4
iid,unweighted_pg4,29262013,0.8357046246528625,4,4
iid,unweighted_pg4,29262014,0.9152645468711853,4,4
iid,unweighted_pg4,29262015,0.8710477948188782,4,4
iid,unweighted_pg4,29262016,0.9211855530738831,4,4
iid,unweighted_pg4,29262017,0.8732700347900391,4,4
iid,unweighted_pg4,29262018,0.8708107471466064,4,4
iid,unweighted_pg4,29262019,0.8803165555000305,4,4
iid,unweighted_pg4,29262020,0.8801926970481873,4,4
iid,unweighted_pg4,29262021,0.818813145160675,4,4
iid,unweighted_pg4,29262022,0.9256925582885742,4,4
iid,unweighted_pg4,29262023,0.9143751263618469,4,4
iid,unweighted_pg4,29262024,0.8830581903457642,4,4
iid,unweighted_pg4,29262025,0.8401134610176086,4,4
iid,unweighted_pg4,29262026,0.842389702796936,4,4
iid,unweighted_pg4,29262027,0.8755728006362915,4,4
iid,unweighted_pg4,29262028,0.8786957859992981,4,4
iid,unweighted_pg4,29262029,0.8827065229415894,4,4
iid,unweighted_pg4,29262030,0.91152423620224,4,4
iid,unweighted_pg4,29262031,0.881565272808075,4,4
iid,unweighted_pg4,29262032,0.9158490896224976,4,4
iid,prewhitened_pg4,29262001,0.8437783122062683,4,4
iid,prewhitened_pg4,29262002,0.836764931678772,4,4
iid,prewhitened_pg4,29262003,0.7622061967849731,4,4
iid,prewhitened_pg4,29262004,0.888289749622345,4,4
iid,prewhitened_pg4,29262005,0.800322949886322,4,4
iid,prewhitened_pg4,29262006,0.8008577823638916,4,4
iid,prewhitened_pg4,29262007,0.674068808555603,4,4
iid,prewhitened_pg4,29262008,0.7626355886459351,4,4
iid,prewhitened_pg4,29262009,0.8591182231903076,4,4
iid,prewhitened_pg4,29262010,0.8432228565216064,4,4
iid,prewhitened_pg4,29262011,0.8394999504089355,4,4
iid,prewhitened_pg4,29262012,0.8155447840690613,4,4
iid,prewhitened_pg4,29262013,0.7205371856689453,4,4
iid,prewhitened_pg4,29262014,0.8623538613319397,4,4
iid,prewhitened_pg4,29262015,0.7973769903182983,4,4
iid,prewhitened_pg4,29262016,0.8806873559951782,4,4
iid,prewhitened_pg4,29262017,0.7878063917160034,4,4
iid,prewhitened_pg4,29262018,0.8076843619346619,4,4
iid,prewhitened_pg4,29262019,0.7866077423095703,4,4
iid,prewhitened_pg4,29262020,0.772325336933136,4,4
iid,prewhitened_pg4,29262021,0.7151350378990173,4,4
iid,prewhitened_pg4,29262022,0.8821627497673035,4,4
iid,prewhitened_pg4,29262023,0.9004381895065308,4,4
iid,prewhitened_pg4,29262024,0.795120358467102,4,4
iid,prewhitened_pg4,29262025,0.7272252440452576,4,4
iid,prewhitened_pg4,29262026,0.660255491733551,4,4
iid,prewhitened_pg4,29262027,0.8102148175239563,4,4
iid,prewhitened_pg4,29262028,0.8076159358024597,4,4
iid,prewhitened_pg4,29262029,0.8199138641357422,4,4
iid,prewhitened_pg4,29262030,0.8153290152549744,4,4
iid,prewhitened_pg4,29262031,0.7943436503410339,4,4
iid,prewhitened_pg4,29262032,0.8886258006095886,4,4
iid,cg_unrolled4,29262001,0.26054847240448,4,4
iid,cg_unrolled4,29262002,0.2432176172733307,4,4
iid,cg_unrolled4,29262003,0.17962755262851715,4,4
iid,cg_unrolled4,29262004,0.32750335335731506,4,4
iid,cg_unrolled4,29262005,0.1828288435935974,4,4
iid,cg_unrolled4,29262006,0.32592684030532837,4,4
iid,cg_unrolled4,29262007,0.18926112353801727,4,4
iid,cg_unrolled4,29262008,0.19847038388252258,4,4
iid,cg_unrolled4,29262009,0.23837701976299286,4,4
iid,cg_unrolled4,29262010,0.339871883392334,4,4
iid,cg_unrolled4,29262011,0.25134894251823425,4,4
iid,cg_unrolled4,29262012,0.2333725243806839,4,4
iid,cg_unrolled4,29262013,0.13947001099586487,4,4
iid,cg_unrolled4,29262014,0.40435677766799927,4,4
iid,cg_unrolled4,29262015,0.1660420447587967,4,4
iid,cg_unrolled4,29262016,0.47860753536224365,4,4
iid,cg_unrolled4,29262017,0.1576097160577774,4,4
iid,cg_unrolled4,29262018,0.17698143422603607,4,4
iid,cg_unrolled4,29262019,0.20707501471042633,4,4
iid,cg_unrolled4,29262020,0.20298761129379272,4,4
iid,cg_unrolled4,29262021,0.170050248503685,4,4
iid,cg_unrolled4,29262022,0.4501411020755768,4,4
iid,cg_unrolled4,29262023,0.3668668270111084,4,4
iid,cg_unrolled4,29262024,0.3238321840763092,4,4
iid,cg_unrolled4,29262025,0.11667724698781967,4,4
iid,cg_unrolled4,29262026,0.1073688417673111,4,4
iid,cg_unrolled4,29262027,0.16949337720870972,4,4
iid,cg_unrolled4,29262028,0.2577516734600067,4,4
iid,cg_unrolled4,29262029,0.1897544115781784,4,4
iid,cg_unrolled4,29262030,0.44464927911758423,4,4
iid,cg_unrolled4,29262031,0.16072897613048553,4,4
iid,cg_unrolled4,29262032,0.4151124656200409,4,4
iid,cg_unrolled4_guarded,29262001,0.26054847240448,4,4
iid,cg_unrolled4_guarded,29262002,0.2432176172733307,4,4
iid,cg_unrolled4_guarded,29262003,0.17962755262851715,4,4
iid,cg_unrolled4_guarded,29262004,0.32750335335731506,4,4
iid,cg_unrolled4_guarded,29262005,0.1828288435935974,4,4
iid,cg_unrolled4_guarded,29262006,0.32592684030532837,4,4
iid,cg_unrolled4_guarded,29262007,0.18926112353801727,4,4
iid,cg_unrolled4_guarded,29262008,0.19847038388252258,4,4
iid,cg_unrolled4_guarded,29262009,0.23837701976299286,4,4
iid,cg_unrolled4_guarded,29262010,0.339871883392334,4,4
iid,cg_unrolled4_guarded,29262011,0.25134894251823425,4,4
iid,cg_unrolled4_guarded,29262012,0.2333725243806839,4,4
iid,cg_unrolled4_guarded,29262013,0.13947001099586487,4,4
iid,cg_unrolled4_guarded,29262014,0.40435677766799927,4,4
iid,cg_unrolled4_guarded,29262015,0.1660420447587967,4,4
iid,cg_unrolled4_guarded,29262016,0.47860753536224365,4,4
iid,cg_unrolled4_guarded,29262017,0.1576097160577774,4,4
iid,cg_unrolled4_guarded,29262018,0.17698143422603607,4,4
iid,cg_unrolled4_guarded,29262019,0.20707501471042633,4,4
iid,cg_unrolled4_guarded,29262020,0.20298761129379272,4,4
iid,cg_unrolled4_guarded,29262021,0.170050248503685,4,4
iid,cg_unrolled4_guarded,29262022,0.4501411020755768,4,4
iid,cg_unrolled4_guarded,29262023,0.3668668270111084,4,4
iid,cg_unrolled4_guarded,29262024,0.3238321840763092,4,4
iid,cg_unrolled4_guarded,29262025,0.11667724698781967,4,4
iid,cg_unrolled4_guarded,29262026,0.1073688417673111,4,4
iid,cg_unrolled4_guarded,29262027,0.16949337720870972,4,4
iid,cg_unrolled4_guarded,29262028,0.2577516734600067,4,4
iid,cg_unrolled4_guarded,29262029,0.1897544115781784,4,4
iid,cg_unrolled4_guarded,29262030,0.44464927911758423,4,4
iid,cg_unrolled4_guarded,29262031,0.16072897613048553,4,4
iid,cg_unrolled4_guarded,29262032,0.4151124656200409,4,4
noise_ood,unweighted_pg4,29362001,0.864098310470581,4,4
noise_ood,unweighted_pg4,29362002,0.9118857979774475,4,4
noise_ood,unweighted_pg4,29362003,0.8904183506965637,4,4
noise_ood,unweighted_pg4,29362004,0.8966051936149597,4,4
noise_ood,unweighted_pg4,29362005,0.8993399739265442,4,4
noise_ood,unweighted_pg4,29362006,0.8980912566184998,4,4
noise_ood,unweighted_pg4,29362007,0.8369235396385193,4,4
noise_ood,unweighted_pg4,29362008,0.8830108046531677,4,4
noise_ood,unweighted_pg4,29362009,0.8655874729156494,4,4
noise_ood,unweighted_pg4,29362010,0.8650512099266052,4,4
noise_ood,unweighted_pg4,29362011,0.8520704507827759,4,4
noise_ood,unweighted_pg4,29362012,0.8858035802841187,4,4
noise_ood,unweighted_pg4,29362013,0.854444682598114,4,4
noise_ood,unweighted_pg4,29362014,0.8751387596130371,4,4
noise_ood,unweighted_pg4,29362015,0.8701223134994507,4,4
noise_ood,unweighted_pg4,29362016,0.8578184843063354,4,4
noise_ood,unweighted_pg4,29362017,0.8431044816970825,4,4
noise_ood,unweighted_pg4,29362018,0.8695737719535828,4,4
noise_ood,unweighted_pg4,29362019,0.8530541658401489,4,4
noise_ood,unweighted_pg4,29362020,0.874812662601471,4,4
noise_ood,unweighted_pg4,29362021,0.8339045643806458,4,4
noise_ood,unweighted_pg4,29362022,0.9221447110176086,4,4
noise_ood,unweighted_pg4,29362023,0.888701319694519,4,4
noise_ood,unweighted_pg4,29362024,0.9100633263587952,4,4
noise_ood,unweighted_pg4,29362025,0.8597578406333923,4,4
noise_ood,unweighted_pg4,29362026,0.8963916301727295,4,4
noise_ood,unweighted_pg4,29362027,0.85209721326828,4,4
noise_ood,unweighted_pg4,29362028,0.9109335541725159,4,4
noise_ood,unweighted_pg4,29362029,0.9059302806854248,4,4
noise_ood,unweighted_pg4,29362030,0.8803272843360901,4,4
noise_ood,unweighted_pg4,29362031,0.8625849485397339,4,4
noise_ood,unweighted_pg4,29362032,0.9009944200515747,4,4
noise_ood,prewhitened_pg4,29362001,0.6504830718040466,4,4
noise_ood,prewhitened_pg4,29362002,0.6196137070655823,4,4
noise_ood,prewhitened_pg4,29362003,0.5315741896629333,4,4
noise_ood,prewhitened_pg4,29362004,0.6943506002426147,4,4
noise_ood,prewhitened_pg4,29362005,0.7556172609329224,4,4
noise_ood,prewhitened_pg4,29362006,0.6286308765411377,4,4
noise_ood,prewhitened_pg4,29362007,0.5113637447357178,4,4
noise_ood,prewhitened_pg4,29362008,0.7329294085502625,4,4
noise_ood,prewhitened_pg4,29362009,0.6905243992805481,4,4
noise_ood,prewhitened_pg4,29362010,0.5655217170715332,4,4
noise_ood,prewhitened_pg4,29362011,0.65428227186203,4,4
noise_ood,prewhitened_pg4,29362012,0.6952365636825562,4,4
noise_ood,prewhitened_pg4,29362013,0.5312530398368835,4,4
noise_ood,prewhitened_pg4,29362014,0.6671916842460632,4,4
noise_ood,prewhitened_pg4,29362015,0.7333791851997375,4,4
noise_ood,prewhitened_pg4,29362016,0.6199022531509399,4,4
noise_ood,prewhitened_pg4,29362017,0.6349647641181946,4,4
noise_ood,prewhitened_pg4,29362018,0.6372317671775818,4,4
noise_ood,prewhitened_pg4,29362019,0.7065767645835876,4,4
noise_ood,prewhitened_pg4,29362020,0.6179434657096863,4,4
noise_ood,prewhitened_pg4,29362021,0.5578233599662781,4,4
noise_ood,prewhitened_pg4,29362022,0.8649803400039673,4,4
noise_ood,prewhitened_pg4,29362023,0.7564335465431213,4,4
noise_ood,prewhitened_pg4,29362024,0.8044127821922302,4,4
noise_ood,prewhitened_pg4,29362025,0.6522953510284424,4,4
noise_ood,prewhitened_pg4,29362026,0.7271959781646729,4,4
noise_ood,prewhitened_pg4,29362027,0.5539020895957947,4,4
noise_ood,prewhitened_pg4,29362028,0.648089587688446,4,4
noise_ood,prewhitened_pg4,29362029,0.8264937400817871,4,4
noise_ood,prewhitened_pg4,29362030,0.6813176870346069,4,4
noise_ood,prewhitened_pg4,29362031,0.755607008934021,4,4
noise_ood,prewhitened_pg4,29362032,0.7274044156074524,4,4
noise_ood,cg_unrolled4,29362001,1.171581506729126,4,4
noise_ood,cg_unrolled4,29362002,0.7058094143867493,4,4
noise_ood,cg_unrolled4,29362003,2.641157627105713,4,4
noise_ood,cg_unrolled4,29362004,1.9037905931472778,4,4
noise_ood,cg_unrolled4,29362005,0.6388208866119385,4,4
noise_ood,cg_unrolled4,29362006,1.1356909275054932,4,4
noise_ood,cg_unrolled4,29362007,3.458695411682129,4,4
noise_ood,cg_unrolled4,29362008,1.6826790571212769,4,4
noise_ood,cg_unrolled4,29362009,0.19981050491333008,4,4
noise_ood,cg_unrolled4,29362010,3.652108669281006,4,4
noise_ood,cg_unrolled4,29362011,0.23039621114730835,4,4
noise_ood,cg_unrolled4,29362012,0.3728262484073639,4,4
noise_ood,cg_unrolled4,29362013,1.2738367319107056,4,4
noise_ood,cg_unrolled4,29362014,1.1790425777435303,4,4
noise_ood,cg_unrolled4,29362015,0.5534290075302124,4,4
noise_ood,cg_unrolled4,29362016,0.12349173426628113,4,4
noise_ood,cg_unrolled4,29362017,2.411975145339966,4,4
noise_ood,cg_unrolled4,29362018,0.6528139710426331,4,4
noise_ood,cg_unrolled4,29362019,0.33367741107940674,4,4
noise_ood,cg_unrolled4,29362020,1.0441840887069702,4,4
noise_ood,cg_unrolled4,29362021,1.2198885679244995,4,4
noise_ood,cg_unrolled4,29362022,0.9456142783164978,4,4
noise_ood,cg_unrolled4,29362023,0.2086065709590912,4,4
noise_ood,cg_unrolled4,29362024,0.2830908000469208,4,4
noise_ood,cg_unrolled4,29362025,2.6890687942504883,4,4
noise_ood,cg_unrolled4,29362026,0.7378568649291992,4,4
noise_ood,cg_unrolled4,29362027,0.7560621500015259,4,4
noise_ood,cg_unrolled4,29362028,2.1044037342071533,4,4
noise_ood,cg_unrolled4,29362029,0.2856628894805908,4,4
noise_ood,cg_unrolled4,29362030,0.19569794833660126,4,4
noise_ood,cg_unrolled4,29362031,0.3374876081943512,4,4
noise_ood,cg_unrolled4,29362032,0.17076675593852997,4,4
noise_ood,cg_unrolled4_guarded,29362001,0.3359818160533905,4,4
noise_ood,cg_unrolled4_guarded,29362002,0.421503484249115,4,4
noise_ood,cg_unrolled4_guarded,29362003,0.21530744433403015,4,4
noise_ood,cg_unrolled4_guarded,29362004,0.5890286564826965,4,4
noise_ood,cg_unrolled4_guarded,29362005,0.42937299609184265,4,4
noise_ood,cg_unrolled4_guarded,29362006,0.37409570813179016,4,4
noise_ood,cg_unrolled4_guarded,29362007,0.22146010398864746,4,4
noise_ood,cg_unrolled4_guarded,29362008,0.5684059262275696,4,4
noise_ood,cg_unrolled4_guarded,29362009,0.3738216757774353,4,4
noise_ood,cg_unrolled4_guarded,29362010,0.37871888279914856,4,4
noise_ood,cg_unrolled4_guarded,29362011,0.3257578909397125,4,4
noise_ood,cg_unrolled4_guarded,29362012,0.4833647608757019,4,4
noise_ood,cg_unrolled4_guarded,29362013,0.21062947809696198,4,4
noise_ood,cg_unrolled4_guarded,29362014,0.4679824411869049,4,4
noise_ood,cg_unrolled4_guarded,29362015,0.43435171246528625,4,4
noise_ood,cg_unrolled4_guarded,29362016,0.3653535842895508,4,4
noise_ood,cg_unrolled4_guarded,29362017,0.27612972259521484,4,4
noise_ood,cg_unrolled4_guarded,29362018,0.45900899171829224,4,4
noise_ood,cg_unrolled4_guarded,29362019,0.3829825520515442,4,4
noise_ood,cg_unrolled4_guarded,29362020,0.45008111000061035,4,4
noise_ood,cg_unrolled4_guarded,29362021,0.20997929573059082,4,4
noise_ood,cg_unrolled4_guarded,29362022,0.7498620748519897,4,4
noise_ood,cg_unrolled4_guarded,29362023,0.4467802941799164,4,4
noise_ood,cg_unrolled4_guarded,29362024,0.6324095129966736,4,4
noise_ood,cg_unrolled4_guarded,29362025,0.4039956331253052,4,4
noise_ood,cg_unrolled4_guarded,29362026,0.5541277527809143,4,4
noise_ood,cg_unrolled4_guarded,29362027,0.22042031586170197,4,4
noise_ood,cg_unrolled4_guarded,29362028,0.48268193006515503,4,4
noise_ood,cg_unrolled4_guarded,29362029,0.5825580358505249,4,4
noise_ood,cg_unrolled4_guarded,29362030,0.46036091446876526,4,4
noise_ood,cg_unrolled4_guarded,29362031,0.45631086826324463,4,4
noise_ood,cg_unrolled4_guarded,29362032,0.5234042406082153,4,4
family_ood,unweighted_pg4,29462001,0.9294301867485046,4,4
family_ood,unweighted_pg4,29462002,0.9131542444229126,4,4
family_ood,unweighted_pg4,29462003,0.9149553179740906,4,4
family_ood,unweighted_pg4,29462004,0.910805881023407,4,4
family_ood,unweighted_pg4,29462005,0.9103471636772156,4,4
family_ood,unweighted_pg4,29462006,0.9168229699134827,4,4
family_ood,unweighted_pg4,29462007,0.9311204552650452,4,4
family_ood,unweighted_pg4,29462008,0.9032366871833801,4,4
family_ood,unweighted_pg4,29462009,0.9435929656028748,4,4
family_ood,unweighted_pg4,29462010,0.9189074635505676,4,4
family_ood,unweighted_pg4,29462011,0.9298683404922485,4,4
family_ood,unweighted_pg4,29462012,0.9413883686065674,4,4
family_ood,unweighted_pg4,29462013,0.9101039171218872,4,4
family_ood,unweighted_pg4,29462014,0.8897038698196411,4,4
family_ood,unweighted_pg4,29462015,0.917665421962738,4,4
family_ood,unweighted_pg4,29462016,0.9072007536888123,4,4
family_ood,unweighted_pg4,29462017,0.9188146591186523,4,4
family_ood,unweighted_pg4,29462018,0.9239802360534668,4,4
family_ood,unweighted_pg4,29462019,0.9282175302505493,4,4
family_ood,unweighted_pg4,29462020,0.8918040990829468,4,4
family_ood,unweighted_pg4,29462021,0.9403547048568726,4,4
family_ood,unweighted_pg4,29462022,0.930936336517334,4,4
family_ood,unweighted_pg4,29462023,0.9179534912109375,4,4
family_ood,unweighted_pg4,29462024,0.9404901266098022,4,4
family_ood,unweighted_pg4,29462025,0.9282799363136292,4,4
family_ood,unweighted_pg4,29462026,0.9127440452575684,4,4
family_ood,unweighted_pg4,29462027,0.9273507595062256,4,4
family_ood,unweighted_pg4,29462028,0.9345114827156067,4,4
family_ood,unweighted_pg4,29462029,0.9397860169410706,4,4
family_ood,unweighted_pg4,29462030,0.9463544487953186,4,4
family_ood,unweighted_pg4,29462031,0.926959216594696,4,4
family_ood,unweighted_pg4,29462032,0.936062753200531,4,4
family_ood,prewhitened_pg4,29462001,0.9050944447517395,4,4
family_ood,prewhitened_pg4,29462002,0.8484033346176147,4,4
family_ood,prewhitened_pg4,29462003,0.8768755197525024,4,4
family_ood,prewhitened_pg4,29462004,0.8584401607513428,4,4
family_ood,prewhitened_pg4,29462005,0.8753371238708496,4,4
family_ood,prewhitened_pg4,29462006,0.8787679672241211,4,4
family_ood,prewhitened_pg4,29462007,0.9068679809570312,4,4
family_ood,prewhitened_pg4,29462008,0.8441356420516968,4,4
family_ood,prewhitened_pg4,29462009,0.9099913239479065,4,4
family_ood,prewhitened_pg4,29462010,0.8827845454216003,4,4
family_ood,prewhitened_pg4,29462011,0.8956605195999146,4,4
family_ood,prewhitened_pg4,29462012,0.9110217690467834,4,4
family_ood,prewhitened_pg4,29462013,0.8638471364974976,4,4
family_ood,prewhitened_pg4,29462014,0.8365579843521118,4,4
family_ood,prewhitened_pg4,29462015,0.8592090010643005,4,4
family_ood,prewhitened_pg4,29462016,0.8714421987533569,4,4
family_ood,prewhitened_pg4,29462017,0.8574719429016113,4,4
family_ood,prewhitened_pg4,29462018,0.8706322908401489,4,4
family_ood,prewhitened_pg4,29462019,0.9035077691078186,4,4
family_ood,prewhitened_pg4,29462020,0.8274174928665161,4,4
family_ood,prewhitened_pg4,29462021,0.9029573202133179,4,4
family_ood,prewhitened_pg4,29462022,0.8698893785476685,4,4
family_ood,prewhitened_pg4,29462023,0.882762610912323,4,4
family_ood,prewhitened_pg4,29462024,0.8725787401199341,4,4
family_ood,prewhitened_pg4,29462025,0.9025655388832092,4,4
family_ood,prewhitened_pg4,29462026,0.8791691064834595,4,4
family_ood,prewhitened_pg4,29462027,0.8749310970306396,4,4
family_ood,prewhitened_pg4,29462028,0.912542998790741,4,4
family_ood,prewhitened_pg4,29462029,0.9018329381942749,4,4
family_ood,prewhitened_pg4,29462030,0.9137505292892456,4,4
family_ood,prewhitened_pg4,29462031,0.8746708035469055,4,4
family_ood,prewhitened_pg4,29462032,0.8992927074432373,4,4
family_ood,cg_unrolled4,29462001,0.3910175859928131,4,4
family_ood,cg_unrolled4,29462002,0.334311306476593,4,4
family_ood,cg_unrolled4,29462003,0.49298664927482605,4,4
family_ood,cg_unrolled4,29462004,0.47667309641838074,4,4
family_ood,cg_unrolled4,29462005,0.40785253047943115,4,4
family_ood,cg_unrolled4,29462006,0.37164372205734253,4,4
family_ood,cg_unrolled4,29462007,0.39753514528274536,4,4
family_ood,cg_unrolled4,29462008,0.3360118567943573,4,4
family_ood,cg_unrolled4,29462009,0.529799222946167,4,4
family_ood,cg_unrolled4,29462010,0.38160836696624756,4,4
family_ood,cg_unrolled4,29462011,0.376189649105072,4,4
family_ood,cg_unrolled4,29462012,0.5493125319480896,4,4
family_ood,cg_unrolled4,29462013,0.3744729161262512,4,4
family_ood,cg_unrolled4,29462014,0.24085991084575653,4,4
family_ood,cg_unrolled4,29462015,0.5104714632034302,4,4
family_ood,cg_unrolled4,29462016,0.34266889095306396,4,4
family_ood,cg_unrolled4,29462017,0.4018875062465668,4,4
family_ood,cg_unrolled4,29462018,0.5002931952476501,4,4
family_ood,cg_unrolled4,29462019,0.5587084889411926,4,4
family_ood,cg_unrolled4,29462020,0.30341020226478577,4,4
family_ood,cg_unrolled4,29462021,0.5178603529930115,4,4
family_ood,cg_unrolled4,29462022,0.435003399848938,4,4
family_ood,cg_unrolled4,29462023,0.47333061695098877,4,4
family_ood,cg_unrolled4,29462024,0.5741338133811951,4,4
family_ood,cg_unrolled4,29462025,0.531893253326416,4,4
family_ood,cg_unrolled4,29462026,0.446822851896286,4,4
family_ood,cg_unrolled4,29462027,0.3919534981250763,4,4
family_ood,cg_unrolled4,29462028,0.5171884298324585,4,4
family_ood,cg_unrolled4,29462029,0.5652622580528259,4,4
family_ood,cg_unrolled4,29462030,0.6083629131317139,4,4
