rig_id,method,relative_aperture_residual_error,relative_operator_error,mean_probe_forward_relative_error,mean_probe_gradient_cosine,worst_probe_gradient_cosine
dco-rig-030,thin_ray_high_fidelity,1.0,0.08395919586492753,0.04299655562032167,0.999352557202767,0.9990063200456993
dco-rig-031,thin_ray_high_fidelity,1.0,0.09491177674197554,0.05026405133676569,0.9990591196957195,0.9988469217758921
dco-rig-032,thin_ray_high_fidelity,1.0,0.09497694056325154,0.039056103203989175,0.9984853851656426,0.9974554607121292
dco-rig-033,thin_ray_high_fidelity,1.0,0.1267039373327072,0.0685680319585739,0.9990030678696703,0.9987193257315112
dco-rig-034,thin_ray_high_fidelity,1.0,0.053523273946032165,0.022628312524515068,0.9997339838238796,0.9996634750061089
dco-rig-035,thin_ray_high_fidelity,1.0,0.08880999131404424,0.04273577446213135,0.999300845539589,0.9989076410717804
dco-rig-036,thin_ray_high_fidelity,1.0,0.1382546080486491,0.08703678723566616,0.9981313862156325,0.9963203643225247
dco-rig-037,thin_ray_high_fidelity,1.0,0.07372654973779959,0.030265482685647733,0.9995501255385045,0.9992227354441727
dco-rig-038,thin_ray_high_fidelity,1.0,0.09239228824943936,0.05496820514328427,0.9990691874484143,0.9988409738357975
dco-rig-039,thin_ray_high_fidelity,1.0,0.1349907353079817,0.08056812912008844,0.998629368059319,0.9980124216144084
dco-rig-040,thin_ray_high_fidelity,1.0,0.07705053952114936,0.04403465633959499,0.9991890074593626,0.9989565526891875
dco-rig-041,thin_ray_high_fidelity,1.0,0.15824072111647047,0.09120130601579167,0.99791091257435,0.9967161690270939
dco-rig-030,full_matrix_geometry_ridge,0.700838376660946,0.058841826535734214,0.013284214997005531,0.9996263139260329,0.9995367150774777
dco-rig-031,full_matrix_geometry_ridge,0.8281299570997013,0.07859928560158862,0.017900090350526268,0.9992441365375265,0.9985934257035526
dco-rig-032,full_matrix_geometry_ridge,0.8341991495790267,0.0792296830474822,0.020966634736227504,0.9990640516276981,0.9984448497878727
dco-rig-033,full_matrix_geometry_ridge,0.58727652290179,0.07441024775471859,0.018705138762734847,0.9994261095281681,0.9988315086297151
dco-rig-034,full_matrix_geometry_ridge,1.418147888415064,0.07590391792762653,0.03616265202549565,0.999331308712256,0.9990270361886692
dco-rig-035,full_matrix_geometry_ridge,1.0199927346571103,0.0905855459052862,0.020419260060421808,0.9989182211087451,0.9979893657735547
dco-rig-036,full_matrix_geometry_ridge,0.49177958670964367,0.06799079400686844,0.025679656085860054,0.9995405776764235,0.9991726830420209
dco-rig-037,full_matrix_geometry_ridge,0.8706031257682334,0.06418656465383545,0.026165961409930733,0.9995775461747569,0.9994996664371386
dco-rig-038,full_matrix_geometry_ridge,0.6789193349294079,0.06272691089091552,0.014662108115111745,0.9996567159549166,0.9995205022830385
dco-rig-039,full_matrix_geometry_ridge,0.6024739301211899,0.081328398830949,0.032300082576310334,0.9995369765417315,0.9993013198736526
dco-rig-040,full_matrix_geometry_ridge,1.1379196323552154,0.08767732160467727,0.03556342801259966,0.999394603833796,0.9990886338756951
dco-rig-041,full_matrix_geometry_ridge,0.6016246542686454,0.0952015191329177,0.03856378296154117,0.9992577439502165,0.9988854083231146
dco-rig-030,left_measurement_kernel_geometry_ridge,0.8581160678627325,0.07204673501652861,0.023559137063728013,0.9995765902762062,0.9993682214331064
dco-rig-031,left_measurement_kernel_geometry_ridge,0.818952301198345,0.07772821797366442,0.028343583324546687,0.9993874055363237,0.9992216962518241
dco-rig-032,left_measurement_kernel_geometry_ridge,0.8599941570845817,0.08167961394216593,0.023203686730442288,0.9987554856354451,0.9980335409124943
dco-rig-033,left_measurement_kernel_geometry_ridge,0.7065614836728923,0.08952412194899478,0.030889696127540753,0.9995136053682686,0.9992168420345326
dco-rig-034,left_measurement_kernel_geometry_ridge,0.9724004365476676,0.05204605495058209,0.021007724054955657,0.9997989486268626,0.9997442924919653
dco-rig-035,left_measurement_kernel_geometry_ridge,0.9035021520461869,0.08024001827544214,0.029707519378871877,0.999451972645897,0.9991149125279278
dco-rig-036,left_measurement_kernel_geometry_ridge,0.6825402276817862,0.0943643316555811,0.03765126362940065,0.9989819297666642,0.9980989083536046
dco-rig-037,left_measurement_kernel_geometry_ridge,0.9046312804981392,0.0666953430960154,0.02266677502291445,0.9996538833918627,0.9995132812854931
dco-rig-038,left_measurement_kernel_geometry_ridge,0.7573302605126663,0.06997147572930927,0.029810486336902347,0.999508065342403,0.9993170873271956
dco-rig-039,left_measurement_kernel_geometry_ridge,0.7364817925653643,0.09941821871933898,0.03417123521268912,0.9991966103848997,0.9989489750974992
dco-rig-040,left_measurement_kernel_geometry_ridge,0.8511315408815507,0.06558014442839068,0.02756734097721906,0.9995314510172744,0.9993747887788339
dco-rig-041,left_measurement_kernel_geometry_ridge,0.6368207063866806,0.10077096780052847,0.034039263485315364,0.9989191693769277,0.9984504168271707
dco-rig-030,right_voxel_kernel_geometry_ridge,0.8567040820456171,0.07192818582275091,0.025254083846081195,0.9996334954012147,0.9995516520631219
dco-rig-031,right_voxel_kernel_geometry_ridge,0.8475646815644008,0.080443869831024,0.031360674752216,0.999184232226274,0.9990473605075553
dco-rig-032,right_voxel_kernel_geometry_ridge,0.8289010536337112,0.07872648610378558,0.024615391143618548,0.9989296962567862,0.9986949480346983
dco-rig-033,right_voxel_kernel_geometry_ridge,0.6827792758997453,0.08651082258567255,0.038017359983558666,0.9992550250951052,0.9990402313723366
dco-rig-034,right_voxel_kernel_geometry_ridge,1.1079980318661538,0.05930368219123662,0.030967658523114908,0.9996209529184265,0.9993316593139401
dco-rig-035,right_voxel_kernel_geometry_ridge,0.922449437370285,0.0819227265205,0.034806108727276706,0.9993147018469336,0.9990029104606076
dco-rig-036,right_voxel_kernel_geometry_ridge,0.6674646060209585,0.0922800574917736,0.048676624086330035,0.9989072076978476,0.9984117895002302
dco-rig-037,right_voxel_kernel_geometry_ridge,0.9042366533354977,0.06666624859688101,0.02739974658363791,0.999608248747631,0.9995250610283315
dco-rig-038,right_voxel_kernel_geometry_ridge,0.7599315456083576,0.07021181441168935,0.031112740480729262,0.999303030402892,0.9991826032640375
dco-rig-039,right_voxel_kernel_geometry_ridge,0.7097393881259909,0.09580824188016453,0.04308823030806978,0.9991272996529873,0.9989758906011629
dco-rig-040,right_voxel_kernel_geometry_ridge,0.8884912646217872,0.06845873129893698,0.030686777171099425,0.9993704671232935,0.9991715249637232
dco-rig-041,right_voxel_kernel_geometry_ridge,0.6103457398548212,0.0965815500049926,0.04561779846057859,0.9986972350423322,0.9983083658713838
dco-rig-030,oracle_left_measurement_kernel,0.8359185591979544,0.07018305003882909,0.02648594660189131,0.9995991374447899,0.9993554156600148
dco-rig-031,oracle_left_measurement_kernel,0.7932056894777904,0.07528456131018081,0.03022028168463324,0.9993324654626655,0.9991447933389905
dco-rig-032,oracle_left_measurement_kernel,0.825973561154944,0.07844844182463033,0.029241710580674138,0.9987829882083403,0.9981208261716489
dco-rig-033,oracle_left_measurement_kernel,0.6921024561840466,0.0876921062361562,0.03240629069445242,0.9994919048787053,0.9992243125374441
dco-rig-034,oracle_left_measurement_kernel,0.9279223369295536,0.04966544144012286,0.020397147495069486,0.9997922532472852,0.9997345133775726
dco-rig-035,oracle_left_measurement_kernel,0.8655617182851345,0.076870528682672,0.03402057082978446,0.9994346702813102,0.9991137562979759
