rig_id,family,row_count,ensemble_whitened_rmse,zero_whitened_rmse,relative_gain_vs_zero
extension-rig-a,vortex_ring_pair,32,3.163580448834548,3.1010952205962234,-0.020149406513970458
extension-rig-a,wrinkled_flame_sheet,32,9.887999795532263,9.633342600075702,-0.0264349775595607
extension-rig-b,vortex_ring_pair,32,3.2437983379271804,3.1007284534303725,-0.04614073326496171
extension-rig-b,wrinkled_flame_sheet,32,7.165563802310734,8.294823126610744,0.1361402536332832
extension-rig-c,vortex_ring_pair,32,4.211595590965395,5.327052505360797,0.20939476629390819
extension-rig-c,wrinkled_flame_sheet,32,6.863765069909922,9.080948743201596,0.24415771259049956
extension-rig-d,vortex_ring_pair,32,2.968858684206719,2.867889602966361,-0.03520675312463961
extension-rig-d,wrinkled_flame_sheet,32,7.389892995791436,6.824328118630479,-0.08287480720877993
