rig_id,family,field_uid,base_relative_l2,ensemble_relative_l2,relative_gain_vs_base
extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:5,0.21024152636528015,0.2057424783706665,0.021399426042963854
extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:6,0.16067719459533691,0.15929068624973297,0.008629154554856688
extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:7,0.11531457304954529,0.15772336721420288,-0.36776612914689033
extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:8,0.09532888978719711,0.13233822584152222,-0.3882279142969265
extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:9,0.14011214673519135,0.16014450788497925,-0.1429737650629863
extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:0,0.20011691749095917,0.17415721714496613,0.1297226674859503
extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:1,0.1664360910654068,0.15625394880771637,0.061177489765059434
extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:10,0.20600970089435577,0.18381160497665405,0.10775267291458845
extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:11,0.14779596030712128,0.15099570155143738,-0.021649720585508625
extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:12,0.24039730429649353,0.21789710223674774,0.09359590002721163
extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:13,0.19301150739192963,0.1794092059135437,0.07047404407222757
extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:14,0.1785297393798828,0.16181708872318268,0.09361269844873454
extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:15,0.18077975511550903,0.16536138951778412,0.08528812082897985
extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:2,0.19886387884616852,0.19399262964725494,0.024495394674875715
extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:3,0.16978558897972107,0.17111946642398834,-0.007856246530007827
extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:4,0.17241980135440826,0.1631808578968048,0.05358400476644121
extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:5,0.2342798262834549,0.22140824794769287,0.05494104439102976
extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:6,0.17485319077968597,0.16001442074775696,0.08486416499328164
extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:7,0.1956576704978943,0.18435749411582947,0.05775483451943908
extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:8,0.1782861351966858,0.1664469689130783,0.0664054233412289
extension-rig-b,wrinkled_flame_sheet,extension-rig-b:wrinkled_flame_sheet:9,0.21696390211582184,0.1995355188846588,0.0803284927179233
extension-rig-c,vortex_ring_pair,extension-rig-c:vortex_ring_pair:0,0.29628774523735046,0.23392467200756073,0.21048144660803259
extension-rig-c,vortex_ring_pair,extension-rig-c:vortex_ring_pair:1,0.3007810413837433,0.26439666748046875,0.1209663140199535
extension-rig-c,vortex_ring_pair,extension-rig-c:vortex_ring_pair:10,0.22325599193572998,0.19544434547424316,0.12457290046438318
extension-rig-c,vortex_ring_pair,extension-rig-c:vortex_ring_pair:11,0.24150535464286804,0.2208343744277954,0.0855922231854459
extension-rig-c,vortex_ring_pair,extension-rig-c:vortex_ring_pair:12,0.2513110637664795,0.20720860362052917,0.17548952873372392
extension-rig-c,vortex_ring_pair,extension-rig-c:vortex_ring_pair:13,0.2039778083562851,0.16950449347496033,0.16900522247552896
extension-rig-c,vortex_ring_pair,extension-rig-c:vortex_ring_pair:14,0.2787257134914398,0.23545390367507935,0.15524871844193677
extension-rig-c,vortex_ring_pair,extension-rig-c:vortex_ring_pair:15,0.26350387930870056,0.22791621088981628,0.13505557683722957
extension-rig-c,vortex_ring_pair,extension-rig-c:vortex_ring_pair:2,0.32680514454841614,0.2753874957561493,0.15733426982404597
extension-rig-c,vortex_ring_pair,extension-rig-c:vortex_ring_pair:3,0.25507497787475586,0.2235764116048813,0.12348748016099276
extension-rig-c,vortex_ring_pair,extension-rig-c:vortex_ring_pair:4,0.24371512234210968,0.21271242201328278,0.12720876747774212
extension-rig-c,vortex_ring_pair,extension-rig-c:vortex_ring_pair:5,0.20155367255210876,0.16105596721172333,0.20092764784484562
extension-rig-c,vortex_ring_pair,extension-rig-c:vortex_ring_pair:6,0.24097661674022675,0.2069980353116989,0.14100364544978572
extension-rig-c,vortex_ring_pair,extension-rig-c:vortex_ring_pair:7,0.2180498093366623,0.1623360812664032,0.2555091804012486
extension-rig-c,vortex_ring_pair,extension-rig-c:vortex_ring_pair:8,0.2728877365589142,0.21004842221736908,0.23027533275750056
extension-rig-c,vortex_ring_pair,extension-rig-c:vortex_ring_pair:9,0.24917076528072357,0.20862536132335663,0.16272135261007536
extension-rig-c,wrinkled_flame_sheet,extension-rig-c:wrinkled_flame_sheet:0,0.2799798250198364,0.24494615197181702,0.12512927688820896
extension-rig-c,wrinkled_flame_sheet,extension-rig-c:wrinkled_flame_sheet:1,0.28576210141181946,0.26425033807754517,0.07527857342871758
extension-rig-c,wrinkled_flame_sheet,extension-rig-c:wrinkled_flame_sheet:10,0.40174540877342224,0.3444746136665344,0.1425549461330312
extension-rig-c,wrinkled_flame_sheet,extension-rig-c:wrinkled_flame_sheet:11,0.44057056307792664,0.3630666136741638,0.1759172216643402
extension-rig-c,wrinkled_flame_sheet,extension-rig-c:wrinkled_flame_sheet:12,0.23816698789596558,0.2087966948747635,0.12331806889219854
extension-rig-c,wrinkled_flame_sheet,extension-rig-c:wrinkled_flame_sheet:13,0.3654451072216034,0.31263017654418945,0.14452219945959577
extension-rig-c,wrinkled_flame_sheet,extension-rig-c:wrinkled_flame_sheet:14,0.2873091399669647,0.25440555810928345,0.11452326877406194
extension-rig-c,wrinkled_flame_sheet,extension-rig-c:wrinkled_flame_sheet:15,0.417675644159317,0.3545062839984894,0.15124022921655567
extension-rig-c,wrinkled_flame_sheet,extension-rig-c:wrinkled_flame_sheet:2,0.4539635479450226,0.3881760835647583,0.14491794479549602
extension-rig-c,wrinkled_flame_sheet,extension-rig-c:wrinkled_flame_sheet:3,0.3209708631038666,0.26403945684432983,0.17737250574396735
extension-rig-c,wrinkled_flame_sheet,extension-rig-c:wrinkled_flame_sheet:4,0.33867335319519043,0.26900234818458557,0.20571740986794074
extension-rig-c,wrinkled_flame_sheet,extension-rig-c:wrinkled_flame_sheet:5,0.2471027672290802,0.21308141946792603,0.13768096627430393
extension-rig-c,wrinkled_flame_sheet,extension-rig-c:wrinkled_flame_sheet:6,0.29466429352760315,0.2653311789035797,0.0995475708062864
extension-rig-c,wrinkled_flame_sheet,extension-rig-c:wrinkled_flame_sheet:7,0.33900028467178345,0.2785373330116272,0.17835663978481864
extension-rig-c,wrinkled_flame_sheet,extension-rig-c:wrinkled_flame_sheet:8,0.4363056421279907,0.36315497756004333,0.16765922212504547
extension-rig-c,wrinkled_flame_sheet,extension-rig-c:wrinkled_flame_sheet:9,0.2934620678424835,0.2551148533821106,0.13067179258395978
extension-rig-d,vortex_ring_pair,extension-rig-d:vortex_ring_pair:0,0.1355227530002594,0.12208998948335648,0.09911814230099958
extension-rig-d,vortex_ring_pair,extension-rig-d:vortex_ring_pair:1,0.11911005526781082,0.13367973268032074,-0.12232113720164928
extension-rig-d,vortex_ring_pair,extension-rig-d:vortex_ring_pair:10,0.13402661681175232,0.1013558879494667,0.24376299006467816
extension-rig-d,vortex_ring_pair,extension-rig-d:vortex_ring_pair:11,0.16641008853912354,0.14459067583084106,0.13111832882146846
extension-rig-d,vortex_ring_pair,extension-rig-d:vortex_ring_pair:12,0.11192876845598221,0.12793049216270447,-0.14296345727251691
extension-rig-d,vortex_ring_pair,extension-rig-d:vortex_ring_pair:13,0.09474514424800873,0.1021006628870964,-0.07763478220935083
extension-rig-d,vortex_ring_pair,extension-rig-d:vortex_ring_pair:14,0.13502851128578186,0.1511380523443222,-0.11930473723764323
extension-rig-d,vortex_ring_pair,extension-rig-d:vortex_ring_pair:15,0.10708189010620117,0.11247831583023071,-0.05039531631985117
extension-rig-d,vortex_ring_pair,extension-rig-d:vortex_ring_pair:2,0.10544010996818542,0.13084296882152557,-0.24092215819013263
extension-rig-d,vortex_ring_pair,extension-rig-d:vortex_ring_pair:3,0.11104126274585724,0.11145926266908646,-0.0037643657221901883
extension-rig-d,vortex_ring_pair,extension-rig-d:vortex_ring_pair:4,0.10866062343120575,0.11512705683708191,-0.05951036540822097
extension-rig-d,vortex_ring_pair,extension-rig-d:vortex_ring_pair:5,0.13255898654460907,0.14481894671916962,-0.09248682789555573
extension-rig-d,vortex_ring_pair,extension-rig-d:vortex_ring_pair:6,0.13148310780525208,0.1268782764673233,0.03502222768227592
extension-rig-d,vortex_ring_pair,extension-rig-d:vortex_ring_pair:7,0.10451483726501465,0.11744941025972366,-0.12375824651490652
extension-rig-d,vortex_ring_pair,extension-rig-d:vortex_ring_pair:8,0.08673648536205292,0.13040141761302948,-0.5034205855668659
extension-rig-d,vortex_ring_pair,extension-rig-d:vortex_ring_pair:9,0.10923139750957489,0.1458238959312439,-0.33499981924575684
extension-rig-d,wrinkled_flame_sheet,extension-rig-d:wrinkled_flame_sheet:0,0.1445750594139099,0.13280929625034332,0.08138169343497825
extension-rig-d,wrinkled_flame_sheet,extension-rig-d:wrinkled_flame_sheet:1,0.12107326835393906,0.09534353017807007,0.21251378215587657
extension-rig-d,wrinkled_flame_sheet,extension-rig-d:wrinkled_flame_sheet:10,0.14996115863323212,0.11967723071575165,0.20194514495281712
extension-rig-d,wrinkled_flame_sheet,extension-rig-d:wrinkled_flame_sheet:11,0.1424044519662857,0.1291150450706482,0.09332156903903388
extension-rig-d,wrinkled_flame_sheet,extension-rig-d:wrinkled_flame_sheet:12,0.1370334029197693,0.12517563998699188,0.0865319161614918
extension-rig-d,wrinkled_flame_sheet,extension-rig-d:wrinkled_flame_sheet:13,0.150259330868721,0.14681854844093323,0.022898960137084146
extension-rig-d,wrinkled_flame_sheet,extension-rig-d:wrinkled_flame_sheet:14,0.1037575751543045,0.12314965575933456,-0.18689797420757825
extension-rig-d,wrinkled_flame_sheet,extension-rig-d:wrinkled_flame_sheet:15,0.19257734715938568,0.18030193448066711,0.06374276549026758
extension-rig-d,wrinkled_flame_sheet,extension-rig-d:wrinkled_flame_sheet:2,0.1819109469652176,0.17794276773929596,0.02181385613192577
extension-rig-d,wrinkled_flame_sheet,extension-rig-d:wrinkled_flame_sheet:3,0.13981138169765472,0.1233021542429924,0.11808214219900848
extension-rig-d,wrinkled_flame_sheet,extension-rig-d:wrinkled_flame_sheet:4,0.17843887209892273,0.15995168685913086,0.10360514512523356
extension-rig-d,wrinkled_flame_sheet,extension-rig-d:wrinkled_flame_sheet:5,0.11897681653499603,0.11818742007017136,0.00663487633821902
extension-rig-d,wrinkled_flame_sheet,extension-rig-d:wrinkled_flame_sheet:6,0.14868277311325073,0.15379755198955536,-0.034400615277795143
extension-rig-d,wrinkled_flame_sheet,extension-rig-d:wrinkled_flame_sheet:7,0.13379423320293427,0.16737781465053558,-0.2510091851018941
extension-rig-d,wrinkled_flame_sheet,extension-rig-d:wrinkled_flame_sheet:8,0.1316504329442978,0.16369999945163727,-0.24344444443186797
extension-rig-d,wrinkled_flame_sheet,extension-rig-d:wrinkled_flame_sheet:9,0.1436566561460495,0.13649961352348328,0.04982047344391738
