rig_id,family,field_uid,base_relative_l2,ensemble_relative_l2,relative_gain_vs_base
extension-rig-a,vortex_ring_pair,extension-rig-a:vortex_ring_pair:0,0.1110982596874237,0.1118185743689537,-0.0064835820431086155
extension-rig-a,vortex_ring_pair,extension-rig-a:vortex_ring_pair:1,0.14437872171401978,0.12937745451927185,0.10390220260061522
extension-rig-a,vortex_ring_pair,extension-rig-a:vortex_ring_pair:10,0.15581658482551575,0.1359703689813614,0.12736908504558908
extension-rig-a,vortex_ring_pair,extension-rig-a:vortex_ring_pair:11,0.16699177026748657,0.13858219981193542,0.17012557211678658
extension-rig-a,vortex_ring_pair,extension-rig-a:vortex_ring_pair:12,0.27705201506614685,0.2724594175815582,0.016576661546721216
extension-rig-a,vortex_ring_pair,extension-rig-a:vortex_ring_pair:13,0.1281844973564148,0.14717304706573486,-0.14813452563239937
extension-rig-a,vortex_ring_pair,extension-rig-a:vortex_ring_pair:14,0.17237268388271332,0.16633111238479614,0.03504947165542782
extension-rig-a,vortex_ring_pair,extension-rig-a:vortex_ring_pair:15,0.22410817444324493,0.2108975052833557,0.05894773447112611
extension-rig-a,vortex_ring_pair,extension-rig-a:vortex_ring_pair:2,0.16604295372962952,0.20960919559001923,-0.2623793475231073
extension-rig-a,vortex_ring_pair,extension-rig-a:vortex_ring_pair:3,0.33936890959739685,0.2984267771244049,0.12064196605859612
extension-rig-a,vortex_ring_pair,extension-rig-a:vortex_ring_pair:4,0.16354182362556458,0.1483646184206009,0.0928032039052743
extension-rig-a,vortex_ring_pair,extension-rig-a:vortex_ring_pair:5,0.23440532386302948,0.1967574656009674,0.16061008189413362
extension-rig-a,vortex_ring_pair,extension-rig-a:vortex_ring_pair:6,0.21230848133563995,0.22174103558063507,-0.04442853241497757
extension-rig-a,vortex_ring_pair,extension-rig-a:vortex_ring_pair:7,0.17299781739711761,0.17217324674129486,0.0047663645023332535
extension-rig-a,vortex_ring_pair,extension-rig-a:vortex_ring_pair:8,0.2849707007408142,0.2642204761505127,0.0728152913136646
extension-rig-a,vortex_ring_pair,extension-rig-a:vortex_ring_pair:9,0.1272645890712738,0.13045381009578705,-0.02505976758960915
extension-rig-a,wrinkled_flame_sheet,extension-rig-a:wrinkled_flame_sheet:0,0.45364871621131897,0.4272565543651581,0.0581775301087083
extension-rig-a,wrinkled_flame_sheet,extension-rig-a:wrinkled_flame_sheet:1,0.4387550950050354,0.4221119284629822,0.03793270262049542
extension-rig-a,wrinkled_flame_sheet,extension-rig-a:wrinkled_flame_sheet:10,0.5350514650344849,0.5111074447631836,0.044750873207604513
extension-rig-a,wrinkled_flame_sheet,extension-rig-a:wrinkled_flame_sheet:11,0.5938078761100769,0.5604385733604431,0.056195453263822914
extension-rig-a,wrinkled_flame_sheet,extension-rig-a:wrinkled_flame_sheet:12,0.4928160607814789,0.45874911546707153,0.0691271004041264
extension-rig-a,wrinkled_flame_sheet,extension-rig-a:wrinkled_flame_sheet:13,0.47027045488357544,0.4530971050262451,0.03651802846424179
extension-rig-a,wrinkled_flame_sheet,extension-rig-a:wrinkled_flame_sheet:14,0.5505039095878601,0.5232484936714172,0.049509940695694366
extension-rig-a,wrinkled_flame_sheet,extension-rig-a:wrinkled_flame_sheet:15,0.6685340404510498,0.6350033283233643,0.050155579370442904
extension-rig-a,wrinkled_flame_sheet,extension-rig-a:wrinkled_flame_sheet:2,0.522619366645813,0.4943452477455139,0.05410078673846941
extension-rig-a,wrinkled_flame_sheet,extension-rig-a:wrinkled_flame_sheet:3,0.3559930920600891,0.34478771686553955,0.03147638379639728
extension-rig-a,wrinkled_flame_sheet,extension-rig-a:wrinkled_flame_sheet:4,0.6142319440841675,0.5801510810852051,0.055485331440678576
extension-rig-a,wrinkled_flame_sheet,extension-rig-a:wrinkled_flame_sheet:5,0.3605039119720459,0.35217562317848206,0.023101798668441753
extension-rig-a,wrinkled_flame_sheet,extension-rig-a:wrinkled_flame_sheet:6,0.32732483744621277,0.3093610405921936,0.05488064087703415
extension-rig-a,wrinkled_flame_sheet,extension-rig-a:wrinkled_flame_sheet:7,0.47028887271881104,0.4463825523853302,0.050833268061978076
extension-rig-a,wrinkled_flame_sheet,extension-rig-a:wrinkled_flame_sheet:8,0.5291343331336975,0.48806044459342957,0.07762468992895555
extension-rig-a,wrinkled_flame_sheet,extension-rig-a:wrinkled_flame_sheet:9,0.42510029673576355,0.41230911016464233,0.03008980861538202
extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:0,0.1402406543493271,0.1388123780488968,0.010184466886988375
extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:1,0.12381483614444733,0.12302953004837036,0.0063425847865339335
extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:10,0.10591959953308105,0.12346326559782028,-0.1656319146038685
extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:11,0.36109206080436707,0.31291675567626953,0.13341557557588624
extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:12,0.12776319682598114,0.12239212542772293,0.04203926898897059
extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:13,0.1525123119354248,0.1361846774816513,0.10705781222886956
extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:14,0.13085845112800598,0.12753595411777496,0.025390007153461958
extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:15,0.17228107154369354,0.15046563744544983,0.12662699333577643
extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:2,0.11885535717010498,0.14123642444610596,-0.18830507777591676
extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:3,0.11263228952884674,0.14322586357593536,-0.27162347649208685
extension-rig-b,vortex_ring_pair,extension-rig-b:vortex_ring_pair:4,0.09020350128412247,0.12414686381816864,-0.3762976165097136
