stratum,rig,K,activation,gate_effective_df,gate_residual_noise_df,observed_gate_residual_energy,expected_noise_energy_before_df,expected_noise_energy_after_smoother
in_class,4,8,0.0,26.999969561489845,741.0000000000387,6.560918278091638e-05,7.070067506889655e-05,6.821270420203068e-05
in_class,4,16,0.011237903985676923,26.99997005820786,1509.0000000000368,0.0001402206072787442,0.0001411267363902062,0.00013864482155733236
in_class,4,32,0.012503140661435763,26.999970177128006,3045.0000000000364,0.0002864669460512832,0.00028539073837592307,0.00028288520952995206
in_class,5,4,0.005586302819908795,26.999968542169054,357.000000000042,3.2714902058533195e-05,3.4991661856534156e-05,3.253214670891057e-05
in_class,5,8,0.0484562225503441,26.99996930822414,741.0000000000392,7.145257966850914e-05,7.04679173016263e-05,6.799025756629566e-05
in_class,5,16,0.011632857357017468,26.99996982747171,1509.0000000000375,0.00013933878020528918,0.000140183991626602,0.00013771787205086024
in_class,5,32,0.000699849584970047,26.99997023313738,3045.000000000036,0.0002797201728460504,0.0002820014108620609,0.0002795244107991764
in_class,6,4,0.16072893525996523,26.999967071850453,357.0000000000493,3.657064193745058e-05,3.3009219387027515e-05,3.069268159707072e-05
in_class,6,8,0.03918913033207494,26.999969591815855,741.0000000000385,6.536205848505155e-05,6.508688014044006e-05,6.280057625630816e-05
in_class,6,16,0.0,26.99997028867328,1509.000000000036,0.00012974637645332628,0.0001342744113470857,0.00013190481714923965
in_class,6,32,0.0,26.99997031414144,3045.000000000036,0.00026020547203767393,0.0002714931062420623,0.00026909973597872763
in_class,7,4,0.0,26.99996732780421,357.00000000004775,3.0294149819193925e-05,3.289522559235509e-05,3.0582208069393976e-05
in_class,7,8,0.0059907611856300225,26.999969405387194,741.000000000039,6.368560525303344e-05,6.560748463386678e-05,6.330408000100021e-05
in_class,7,16,0.0,26.999970271489403,1509.0000000000357,0.00012791344155483816,0.00013928870514829902,0.00013684098961469374
in_class,7,32,0.0,26.99997060436007,3045.0000000000346,0.0002695149896230607,0.00027789521018458817,0.0002754553918599869
in_class,8,4,0.0,26.999968879839116,357.0000000000411,3.2470599080749044e-05,3.747821022905165e-05,3.485663632261566e-05
in_class,8,8,0.03999019726241915,26.999970513281074,741.000000000035,7.206455784571348e-05,7.169866432396199e-05,6.918268196183438e-05
in_class,8,16,0.020649141190559606,26.999970805130374,1509.000000000034,0.0001428197202861521,0.00014237224495355038,0.0001398706157171671
in_class,8,32,0.0,26.999971070002445,3045.000000000033,0.00027400491091698995,0.0002796059572550259,0.00027714616746028775
in_class,9,4,0.0,26.999967361314752,357.0000000000471,3.576166794387644e-05,3.8490144585688046e-05,3.577630239881359e-05
in_class,9,8,0.036239299900805766,26.999969581791895,741.0000000000383,7.304131811027058e-05,7.296603342821002e-05,7.039435187812233e-05
in_class,9,16,0.0,26.999970318203413,1509.0000000000357,0.00014010175139041636,0.00014419075746955148,0.0001416533995700461
in_class,9,32,0.00340394638312036,26.99997072105876,3045.000000000034,0.0002794217210049185,0.00028094480776331016,0.00027847058444833853
in_class,10,4,0.04395598238989873,26.99996846788852,357.00000000004326,3.97670239490253e-05,4.095052281783969e-05,3.801902534462326e-05
in_class,10,8,0.0,26.999969559800864,741.0000000000385,6.863951062627618e-05,7.422493777452553e-05,7.157583627011371e-05
in_class,10,16,0.003773807539033447,26.99997035440853,1509.0000000000357,0.0001355631624821851,0.00013749174244470714,0.0001350515731975946
in_class,10,32,0.0,26.99997068625258,3045.0000000000346,0.00025896253916849187,0.00027310572738017014,0.0002706917856587803
in_class,11,4,0.0,26.999968526044327,357.00000000004263,3.2180985853821755e-05,3.465349728434825e-05,3.222303536094523e-05
in_class,11,8,0.0,26.99996920058588,741.0000000000399,6.716184550455248e-05,7.05635041743675e-05,6.807744866962658e-05
in_class,11,16,0.04492327603899504,26.999969519571795,1509.0000000000389,0.000139550682977698,0.0001356738235484181,0.0001332816091248606
in_class,11,32,0.010473398806670198,26.999970172934894,3045.000000000037,0.0002692654976218088,0.00026880736503412026,0.0002664453726803391
in_class,12,4,0.03454935588666086,26.99996801000409,357.00000000004513,3.5085510155534537e-05,3.6436913666078696e-05,3.387332837870592e-05
in_class,12,8,0.015149647036926228,26.999969431859974,741.000000000039,7.389797974458738e-05,7.542724198553944e-05,7.277845143471495e-05
in_class,12,16,0.006369363939057737,26.999969965987585,1509.000000000037,0.00014566957799500382,0.00014733094939959728,0.00014474175543790468
in_class,12,32,0.0,26.999970296309225,3045.000000000036,0.00028904735821169497,0.000295005502203646,0.0002924057698650686
in_class,13,4,0.0,26.99996800088993,357.0000000000441,2.689764961551116e-05,3.0357957284388458e-05,2.8225015768006497e-05
in_class,13,8,0.0,26.999969418603925,741.000000000039,6.016832238093134e-05,6.533979835186951e-05,6.305050763775665e-05
in_class,13,16,0.02910020725076401,26.99996982452223,1509.0000000000373,0.00013486203638053592,0.0001332695328895388,0.00013093752317160226
in_class,13,32,0.008197885995356757,26.99996992268798,3045.000000000037,0.00027111778898207154,0.0002712790920842134,0.00026889519625668333
in_class,14,4,0.0,26.999968551201704,357.00000000004235,2.9747840570707726e-05,3.4051590011731085e-05,3.164477335202472e-05
in_class,14,8,0.0093831175893202,26.99997008664875,741.0000000000364,6.749280021254924e-05,6.928885397871469e-05,6.68595073317224e-05
in_class,14,16,0.0,26.99997047847754,1509.000000000035,0.00013470218491992193,0.00014196252720344727,0.00013947506145653833
in_class,14,32,0.0,26.999970604410283,3045.0000000000346,0.00027525826905375965,0.0002840649900181867,0.00028157086244920285
in_class,15,4,0.09243449937035786,26.999968146196885,357.00000000004354,3.457254511647118e-05,3.375044292326159e-05,3.1376849216671057e-05
in_class,15,8,0.032004538236077185,26.99996935027811,741.0000000000393,6.640626472891379e-05,6.662714666196758e-05,6.42809628902822e-05
in_class,15,16,0.0,26.999970062851357,1509.0000000000364,0.00013178766111090676,0.00013491051277574344,0.00013253264213841025
in_class,15,32,0.00843094839266545,26.999970299639276,3045.000000000036,0.0002754633253987364,0.0002755648285546377,0.0002731409083182276
out_of_class,0,4,0.9997130729390216,26.999968825730512,357.0000000000413,0.10123417403164633,3.124689720845229e-05,2.904682402547797e-05
out_of_class,0,8,0.9997410653046576,26.999969831751727,741.0000000000374,0.25851062557698573,6.93792880189645e-05,6.693737007654622e-05
out_of_class,0,16,0.9996859260058791,26.999970516169192,1509.000000000035,0.4418055526006225,0.00014124768763742633,0.00013875963453005704
out_of_class,0,32,0.9997102349799097,26.99997089438605,3045.0000000000337,0.9536156557687337,0.00027877448263782415,0.0002763244596522517
out_of_class,1,4,0.999630287451647,26.999969355819783,357.00000000003956,0.07191071069449018,2.8597344593908703e-05,2.658629210473802e-05
out_of_class,1,8,0.9997061150821043,26.999970153343106,741.0000000000362,0.22953387895125238,6.990774495265441e-05,6.74565451698707e-05
out_of_class,1,16,0.9996527042861761,26.99997019354842,1509.0000000000362,0.39855402552572017,0.00014089032085172959,0.0001384161047923484
out_of_class,1,32,0.9997153537195341,26.99997056611854,3045.000000000035,1.007795500121048,0.00028940937985025847,0.000286865240579712
out_of_class,2,4,0.9997497105219184,26.99996852244207,357.00000000004235,0.1361258946672289,3.663938536542378e-05,3.407087912965485e-05
out_of_class,2,8,0.999677589406149,26.99996995357587,741.000000000037,0.20600181456489158,6.884131168531229e-05,6.641716736823986e-05
out_of_class,2,16,0.9997141326375726,26.99997070652584,1509.0000000000346,0.45621915936367996,0.00013275965179761087,0.00013041816777614688
out_of_class,2,32,0.9996852585525583,26.99997090504184,3045.0000000000337,0.8650090997845564,0.00027466588661388826,0.0002722542161164302
out_of_class,3,4,0.9997882964911067,26.99996907932212,357.00000000004025,0.1490708531351004,3.3959632823969e-05,3.155882268242709e-05
out_of_class,3,8,0.9997845572669047,26.99997027362496,741.0000000000358,0.3193283837368658,7.130790888247604e-05,6.879697974717385e-05
out_of_class,3,16,0.9997232033886182,26.99997063280755,1509.0000000000346,0.5233604637964961,0.00014747149602898374,0.0001448644029100954
out_of_class,3,32,0.9997604006965024,26.99997083068076,3045.0000000000337,1.1779299670271746,0.0002847405055869523,0.0002822311996686828
out_of_class,4,4,0.9997099351762314,26.99996696989281,357.0000000000489,0.107135411464989,3.34331613395682e-05,3.1076214245970505e-05
out_of_class,4,8,0.9996862492444571,26.99996872681872,741.0000000000414,0.21321407094279815,6.934578537498066e-05,6.68960758506674e-05
out_of_class,4,16,0.9997462139837654,26.999969179282342,1509.0000000000398,0.5241429904286776,0.00013541403871412703,0.00013302016147819081
out_of_class,4,32,0.9997312026249964,26.999969644752355,3045.0000000000377,1.04235071398866,0.00028266800549061515,0.00028018113575327495
out_of_class,5,4,0.9994457033855625,26.999968401787847,357.00000000004263,0.06687379409522197,3.9851154414570345e-05,3.7067917661572926e-05
out_of_class,5,8,0.9996196715537424,26.99996994796117,741.0000000000368,0.18070569557668648,7.123522196061084e-05,6.87275164285838e-05
out_of_class,5,16,0.9997148240251758,26.999970860879603,1509.0000000000339,0.4838012430167441,0.00014044757181381234,0.00013796849109847688
out_of_class,5,32,0.9997495329866645,26.999971054016623,3045.000000000033,1.094113100891313,0.0002764713488079141,0.0002740392406314682
out_of_class,6,4,0.9994631904304708,26.999968754935523,357.00000000004127,0.06026327281493013,3.483526458329954e-05,3.234990153820287e-05
out_of_class,6,8,0.9995016410389385,26.999969418695258,741.0000000000385,0.1459787132349552,7.542582271968784e-05,7.274979986487955e-05
out_of_class,6,16,0.9996876895595944,26.99997015545592,1509.0000000000362,0.44334209499339805,0.00014096015420099348,0.00013846036493770261
out_of_class,6,32,0.9996879552782602,26.999970492255738,3045.000000000035,0.8989937988051637,0.0002830228532785295,0.0002805262697939883
out_of_class,7,4,0.9997029532792883,26.999968799552832,357.00000000004155,0.11319811660525002,3.617280250206906e-05,3.3625129328329314e-05
out_of_class,7,8,0.9997444582732329,26.99996961457417,741.0000000000382,0.277402752157616,7.347521268996123e-05,7.088797829629554e-05
out_of_class,7,16,0.9996964865361698,26.99996998299711,1509.0000000000368,0.4688269006240471,0.00014484001164047475,0.00014229527654514558
out_of_class,7,32,0.9997387948978098,26.999970304022515,3045.000000000036,1.103971927858172,0.0002909135843604887,0.0002883631002312827
out_of_class,8,4,0.9996656921848258,26.999968461601735,357.0000000000423,0.08124501247494192,2.920614947805229e-05,2.7160842614300786e-05
out_of_class,8,8,0.9996116748924846,26.99996954743509,741.0000000000381,0.1620261812027421,6.523192948095332e-05,6.291883423587004e-05
out_of_class,8,16,0.9996805963843636,26.99997040157101,1509.000000000035,0.3994066520364408,0.00012986313132126785,0.0001275719287696848
out_of_class,8,32,0.9997108681830182,26.999970804810157,3045.0000000000337,0.9248046690105078,0.00026977003788349106,0.0002673904543042685
out_of_class,9,4,0.9998199170597378,26.999967893635034,357.0000000000446,0.1882072215688331,3.645723503412279e-05,3.389290983868373e-05
out_of_class,9,8,0.9997733022851398,26.999969290340935,741.0000000000393,0.3042675674724453,7.147935527136823e-05,6.897676225204978e-05
out_of_class,9,16,0.9996740455579932,26.999969951997432,1509.0000000000368,0.4342428239520293,0.0001440769685862334,0.00014154337737670982
out_of_class,9,32,0.9997033172278877,26.999970382774915,3045.000000000035,0.9376251018957313,0.00028064567718097063,0.00027817721443246907
out_of_class,10,4,0.9996384706031664,26.9999671996907,357.00000000004775,0.09718461030387104,3.7790648245639814e-05,3.51350935446715e-05
out_of_class,10,8,0.9997390377990748,26.999968364219917,741.000000000043,0.2556982093180177,6.916018448649369e-05,6.672756747625133e-05
out_of_class,10,16,0.9997457709090407,26.999969138748156,1509.00000000004,0.559268552406839,0.00014473072637314065,0.00014218233568053044
out_of_class,10,32,0.9997303373525538,26.999969596180357,3045.000000000038,1.053747703445037,0.00028668015206816626,0.0002841563954513327
out_of_class,11,4,0.9995945082213317,26.99996818444451,357.00000000004354,0.08055696210278337,3.512326358420371e-05,3.2665185847177776e-05
out_of_class,11,8,0.9996790172613715,26.999969162638944,741.0000000000396,0.21133991946813252,7.030756482740536e-05,6.783646613239435e-05
out_of_class,11,16,0.9996342059477398,26.999969997104454,1509.0000000000364,0.37963707429956567,0.00014135707544267245,0.00013886898379626488
out_of_class,11,32,0.9996913713897776,26.99997045755822,3045.000000000035,0.8847042111103447,0.00027546656314037383,0.000273045031132928
out_of_class,12,4,0.9998257829415472,26.999966555978606,357.0000000000503,0.1801696504799656,3.376809854662435e-05,3.13886265290829e-05
out_of_class,12,8,0.9997691700067346,26.999968572842235,741.0000000000416,0.31272668637935797,7.481882709619222e-05,7.218669891086057e-05
out_of_class,12,16,0.9997076578539246,26.999969502064072,1509.0000000000382,0.4842716649875711,0.00014410586680586442,0.00014157301782601435
out_of_class,12,32,0.9997005402495217,26.999970010924713,3045.0000000000364,0.9519134515177652,0.0002875855569756063,0.00028505976466847746
out_of_class,13,4,0.999739987943244,26.999967929168378,357.0000000000444,0.10912786885626316,3.0520741475971347e-05,2.83745616307153e-05
out_of_class,13,8,0.9997268110962853,26.99996966830844,741.0000000000379,0.22903390943039958,6.485036796659498e-05,6.256952263079093e-05
out_of_class,13,16,0.9997445140431414,26.999970072636653,1509.0000000000364,0.5274317222291147,0.00013716789470794157,0.00013475139823133708
out_of_class,13,32,0.9996935384478081,26.999970365636525,3045.0000000000355,0.8906822148764046,0.0002753821828705438,0.00027295985408078
out_of_class,14,4,0.9996982193618157,26.999966130094197,357.00000000005156,0.11811749253126372,3.830611525767036e-05,3.564557227681126e-05
out_of_class,14,8,0.9997298072130086,26.999968692525197,741.0000000000412,0.25917004192580173,7.254939879380504e-05,7.002587593259537e-05
out_of_class,14,16,0.9997649039722595,26.999969294108922,1509.0000000000389,0.601187402233107,0.0001438525452021145,0.00014133677019261665
out_of_class,14,32,0.9997412596694313,26.999969683936595,3045.0000000000377,1.0831084379624398,0.0002827235015574905,0.00028024383528021474
out_of_class,15,4,0.9996630336921628,26.999967716147072,357.0000000000454,0.0973080609033703,3.5273317347284525e-05,3.278953800540936e-05
out_of_class,15,8,0.9997574374216749,26.999968719246315,741.0000000000412,0.27661993211042896,6.954537696468173e-05,6.709764394883624e-05
out_of_class,15,16,0.999759397767194,26.999969655344756,1509.0000000000377,0.543501661417351,0.00013310474026598034,0.00013076771327077
out_of_class,15,32,0.9997776034897315,26.999969838138075,3045.0000000000373,1.2078385728879608,0.0002710002644874151,0.0002686190835779555
