stratum,rig,K,method,hidden_action_relative_l2,gradient_cosine_median,gradient_relative_l2_median,query_count,activation,dot_defect_max
in_class,7,16,channel_gate,0.00019736833006575778,0.9999998926196654,0.00047320559229157286,16,,
in_class,7,16,full_srco,0.0011662452767777166,0.9999963827204271,0.002723273134699623,16,,
in_class,7,16,df_gated_srco,0.00019736833006575778,0.9999998926196654,0.00047320559229157286,16,0.0,1.3525557902385952e-14
in_class,7,32,nominal,0.09973174188107688,0.970016828354139,0.2529247115170734,32,,
in_class,7,32,secant,0.07084797668910855,0.984271288787341,0.17781115326217653,32,,
in_class,7,32,channel_gate,0.00020671328939485804,0.9999998796972793,0.000503812210456255,32,,
in_class,7,32,full_srco,0.0020125955864810393,0.99999006002387,0.004472361530669568,32,,
in_class,7,32,df_gated_srco,0.00020671328939485804,0.9999998796972793,0.000503812210456255,32,0.0,4.2398471880147836e-15
in_class,8,4,nominal,0.09562503082951528,0.9777350781217272,0.21402262064775468,4,,
in_class,8,4,secant,0.09283890502468838,0.9789031606166109,0.2091616664546958,4,,
in_class,8,4,channel_gate,0.0006253715486481627,0.9999990474073903,0.001396567407338865,4,,
in_class,8,4,full_srco,0.00079516118165546,0.9999984942163078,0.0017376939851341238,4,,
in_class,8,4,df_gated_srco,0.0006253715486481627,0.9999990474073903,0.001396567407338865,4,0.0,1.1292885566090249e-14
in_class,8,8,nominal,0.09562503082951528,0.9755780268887598,0.22584200705755803,8,,
in_class,8,8,secant,0.0895459381852638,0.9789550151653866,0.20723221707318687,8,,
in_class,8,8,channel_gate,0.0003508859898575555,0.9999996982195223,0.0007974343330346381,8,,
in_class,8,8,full_srco,0.0008134295508975189,0.9999987176667895,0.0016071141069175807,8,,
in_class,8,8,df_gated_srco,0.0003521217101704478,0.9999996863742384,0.0008118942347311746,8,0.03999019726241915,1.9185434418573387e-15
in_class,8,16,nominal,0.09562503082951528,0.9729615329669115,0.235219779940254,16,,
in_class,8,16,secant,0.08230373675336188,0.979896016205457,0.20651971452224438,16,,
in_class,8,16,channel_gate,0.00023720072660365118,0.9999998721639095,0.0005082800431627417,16,,
in_class,8,16,full_srco,0.001143344371833781,0.9999970442365921,0.002520441409186511,16,,
in_class,8,16,df_gated_srco,0.0002385452748934971,0.9999998677565172,0.0005149069472404393,16,0.020649141190559606,6.436248469841461e-15
in_class,8,32,nominal,0.09562503082951528,0.9779450519081189,0.21391318406369814,32,,
in_class,8,32,secant,0.06696001580994897,0.98685082628447,0.16340255742152765,32,,
in_class,8,32,channel_gate,0.000156680729739887,0.9999999405875135,0.00034752228302540775,32,,
in_class,8,32,full_srco,0.0020120555690520416,0.9999926327678565,0.003924344272729881,32,,
in_class,8,32,df_gated_srco,0.000156680729739887,0.9999999405875135,0.00034752228302540775,32,0.0,2.5642575565298796e-14
in_class,9,4,nominal,0.1006760012990377,0.9735502450018843,0.23121755414591233,4,,
in_class,9,4,secant,0.09612360050726594,0.9753966083899195,0.22275966934848063,4,,
in_class,9,4,channel_gate,0.0006659387597550158,0.9999989059864121,0.001522519336375251,4,,
in_class,9,4,full_srco,0.0008699828826060911,0.999998162812611,0.0019489009816227075,4,,
in_class,9,4,df_gated_srco,0.0006659387597550158,0.9999989059864121,0.001522519336375251,4,0.0,2.6368601864248465e-14
in_class,9,8,nominal,0.1006760012990377,0.9743255316842567,0.23507125587963978,8,,
in_class,9,8,secant,0.09357485310526448,0.9770736655627441,0.2249953146922118,8,,
in_class,9,8,channel_gate,0.0003097624857766906,0.9999997822226651,0.0006840046609360715,8,,
in_class,9,8,full_srco,0.0008371785729798623,0.9999983066146683,0.0018499983464578748,8,,
in_class,9,8,df_gated_srco,0.0003108328028401728,0.9999997825699525,0.0006875418381332874,8,0.036239299900805766,1.893574936171121e-15
in_class,9,16,nominal,0.1006760012990377,0.9760859467024177,0.2259560532877219,16,,
in_class,9,16,secant,0.08714520691648514,0.9803413820335426,0.19924845932579566,16,,
in_class,9,16,channel_gate,0.0002531664866975346,0.999999830985214,0.0005910857469498946,16,,
in_class,9,16,full_srco,0.0012193514060164165,0.9999969623437375,0.0025285675157067184,16,,
in_class,9,16,df_gated_srco,0.0002531664866975346,0.999999830985214,0.0005910857469498946,16,0.0,7.268663654891118e-14
in_class,9,32,nominal,0.1006760012990377,0.9719185602693841,0.24706288788833003,32,,
in_class,9,32,secant,0.07154062084192937,0.9868240690826464,0.16368957193363912,32,,
in_class,9,32,channel_gate,0.00017728779998742392,0.9999999138644969,0.00042351303291709996,32,,
in_class,9,32,full_srco,0.0021278352554289157,0.9999860409244217,0.005292290101043443,32,,
in_class,9,32,df_gated_srco,0.00017753526689155523,0.9999999143808314,0.00042179342813049336,32,0.00340394638312036,3.116922923785352e-15
in_class,10,4,nominal,0.10624415123252051,0.9735615435687494,0.2413757995824847,4,,
in_class,10,4,secant,0.1031506753278228,0.9743990094448486,0.23727801638464924,4,,
in_class,10,4,channel_gate,0.0004985957030295427,0.9999994361586186,0.001096467682191028,4,,
in_class,10,4,full_srco,0.0007365440560438914,0.999998756026879,0.0016047589845850348,4,,
in_class,10,4,df_gated_srco,0.0004987988509423033,0.9999994365496105,0.0010995681697137712,4,0.04395598238989873,1.8152973859399067e-15
in_class,10,8,nominal,0.10624415123252051,0.9773393244016522,0.22071606827563528,8,,
in_class,10,8,secant,0.09973954090146965,0.9791169794203347,0.20921485036474813,8,,
in_class,10,8,channel_gate,0.00041409383911222153,0.9999995926222817,0.0009217358545711901,8,,
in_class,10,8,full_srco,0.0008424746302257533,0.9999984745085476,0.0017614026995993702,8,,
in_class,10,8,df_gated_srco,0.00041409383911222153,0.9999995926222817,0.0009217358545711901,8,0.0,1.0357125964421447e-14
in_class,10,16,nominal,0.10624415123252051,0.97301570433748,0.240913758983532,16,,
in_class,10,16,secant,0.09369391467523494,0.9781262710704114,0.2203800759432472,16,,
in_class,10,16,channel_gate,0.00024022960008253185,0.9999998357316642,0.0005737581565132166,16,,
in_class,10,16,full_srco,0.0011456108184100266,0.9999968677658186,0.0025169264870847042,16,,
in_class,10,16,df_gated_srco,0.0002401915188388307,0.9999998352534325,0.0005745688039651192,16,0.003773807539033447,7.898152711976303e-15
in_class,10,32,nominal,0.10624415123252051,0.9739000137751479,0.23107550830535906,32,,
in_class,10,32,secant,0.07534666351646846,0.9853115943014243,0.17699095934157866,32,,
in_class,10,32,channel_gate,0.00014096535842125077,0.9999999503458133,0.00032015343106437375,32,,
in_class,10,32,full_srco,0.002005672245362857,0.9999914287482035,0.0041665243894972274,32,,
in_class,10,32,df_gated_srco,0.00014096535842125077,0.9999999503458133,0.00032015343106437375,32,0.0,1.8567026501569703e-14
in_class,11,4,nominal,0.09862531602129608,0.976301338658393,0.23120396357066944,4,,
in_class,11,4,secant,0.09505946719642072,0.9769543122140036,0.21812863993331155,4,,
in_class,11,4,channel_gate,0.0005849901410042864,0.9999991659734159,0.0012960472467995851,4,,
in_class,11,4,full_srco,0.0007770226395906784,0.9999984373181593,0.001809914615079275,4,,
in_class,11,4,df_gated_srco,0.0005849901410042864,0.9999991659734159,0.0012960472467995851,4,0.0,1.9324013643486456e-15
in_class,11,8,nominal,0.09862531602129608,0.9728920916067649,0.2359616780844065,8,,
in_class,11,8,secant,0.09159045971683845,0.9771843394982055,0.2163041627240685,8,,
in_class,11,8,channel_gate,0.0004582350011883857,0.9999994091050901,0.0011230744536202336,8,,
in_class,11,8,full_srco,0.0008985944999148965,0.9999975944858822,0.0022295638595778073,8,,
in_class,11,8,df_gated_srco,0.0004582350011883857,0.9999994091050901,0.0011230744536202336,8,0.0,2.6508356017055442e-14
in_class,11,16,nominal,0.09862531602129608,0.9760614678112141,0.2216441244230038,16,,
in_class,11,16,secant,0.08511457039575966,0.9826808279202014,0.18878255773289043,16,,
in_class,11,16,channel_gate,0.0002672325848009939,0.9999998089369211,0.0006268955489764257,16,,
in_class,11,16,full_srco,0.0012013919776740066,0.9999964031813601,0.002732910923401765,16,,
in_class,11,16,df_gated_srco,0.00027230023901658095,0.9999998012842246,0.0006393591811309152,16,0.04492327603899504,2.0269598614052227e-14
in_class,11,32,nominal,0.09862531602129608,0.9760814275726271,0.2285751434721362,32,,
in_class,11,32,secant,0.07012321138042278,0.9893147152708464,0.1514277485328555,32,,
in_class,11,32,channel_gate,0.00018048915162089833,0.9999999165882119,0.0004089582149192682,32,,
in_class,11,32,full_srco,0.001919368944701845,0.9999925535965359,0.003920614636662226,32,,
in_class,11,32,df_gated_srco,0.00018174177246940958,0.9999999157383237,0.0004153243992547849,32,0.010473398806670198,3.3324499555820097e-15
in_class,12,4,nominal,0.1009208592224315,0.9675883989503071,0.2567298330730463,4,,
in_class,12,4,secant,0.09746325211911264,0.9711029155093756,0.2499170819486632,4,,
in_class,12,4,channel_gate,0.000552683624619713,0.9999991267870915,0.0013345806800496083,4,,
in_class,12,4,full_srco,0.0007658407674268243,0.9999986177263279,0.0016783212747515637,4,,
in_class,12,4,df_gated_srco,0.0005529574862125245,0.999999119833284,0.001339123051153288,4,0.03454935588666086,3.478233955596103e-15
in_class,12,8,nominal,0.1009208592224315,0.9772088903908942,0.21876466952262832,8,,
in_class,12,8,secant,0.09459660354007993,0.9795615754297113,0.2049058156898539,8,,
in_class,12,8,channel_gate,0.0003416410093284171,0.9999996852039434,0.0008216800766387027,8,,
in_class,12,8,full_srco,0.0008393738223551998,0.9999983729237728,0.001822840668735915,8,,
in_class,12,8,df_gated_srco,0.0003417098855692142,0.9999996857785891,0.0008229216405868736,8,0.015149647036926228,4.077532771625309e-15
in_class,12,16,nominal,0.1009208592224315,0.97250048466586,0.23999031575659135,16,,
in_class,12,16,secant,0.08723383978158997,0.9804061380644662,0.20482638389880298,16,,
in_class,12,16,channel_gate,0.00022659322661434578,0.9999998617424387,0.00053065297685979,16,,
in_class,12,16,full_srco,0.0012483466396747804,0.9999964547130022,0.002732878859424935,16,,
in_class,12,16,df_gated_srco,0.0002267539820192285,0.9999998618830535,0.0005309899487980942,16,0.006369363939057737,5.89145438931342e-15
in_class,12,32,nominal,0.1009208592224315,0.9678463241016129,0.2614677249538244,32,,
in_class,12,32,secant,0.07064283818772833,0.9860544018245572,0.16946791340291795,32,,
in_class,12,32,channel_gate,0.00018382665163626703,0.9999998985025979,0.00045143804490717165,32,,
in_class,12,32,full_srco,0.0020501399719976645,0.9999835078621122,0.005769739017248426,32,,
in_class,12,32,df_gated_srco,0.00018382665163626703,0.9999998985025979,0.00045143804490717165,32,0.0,5.029399825922805e-15
in_class,13,4,nominal,0.10031200852469578,0.9707291977536086,0.25597816100438575,4,,
in_class,13,4,secant,0.09765979825937524,0.9722800490519619,0.24529529109024384,4,,
in_class,13,4,channel_gate,0.00035240634507788075,0.9999996257175418,0.0008843954447038322,4,,
in_class,13,4,full_srco,0.000564523221862616,0.999999336094324,0.0011784827116608622,4,,
in_class,13,4,df_gated_srco,0.00035240634507788075,0.9999996257175418,0.0008843954447038322,4,0.0,1.7351393952540107e-14
in_class,13,8,nominal,0.10031200852469578,0.9739226493625174,0.228203582370549,8,,
in_class,13,8,secant,0.09331872747217551,0.9764599591486538,0.21844899013990104,8,,
in_class,13,8,channel_gate,0.0003212208937154409,0.9999997531784137,0.0007074772872083323,8,,
in_class,13,8,full_srco,0.0007587327213912249,0.9999988943561726,0.0015147895293718206,8,,
in_class,13,8,df_gated_srco,0.0003212208937154409,0.9999997531784137,0.0007074772872083323,8,0.0,1.0391610729711186e-14
in_class,13,16,nominal,0.10031200852469578,0.9731811526667045,0.23633788598161612,16,,
in_class,13,16,secant,0.08516716315385311,0.978876368586665,0.2059485596585197,16,,
in_class,13,16,channel_gate,0.00029445566732768676,0.9999997373765044,0.0007453569727424799,16,,
in_class,13,16,full_srco,0.0012082910280055198,0.9999963739783039,0.0027245874481402503,16,,
in_class,13,16,df_gated_srco,0.00029696360024968375,0.9999997404269249,0.0007326709293429151,16,0.02910020725076401,2.4356928010589587e-14
in_class,13,32,nominal,0.10031200852469578,0.9760797432721708,0.2197489186336294,32,,
in_class,13,32,secant,0.06854576832475949,0.9880763963700812,0.1592528182926985,32,,
in_class,13,32,channel_gate,0.00015826941213432195,0.999999936743232,0.00036078161412198516,32,,
in_class,13,32,full_srco,0.0021407501810532486,0.9999871178177233,0.005142076552593502,32,,
in_class,13,32,df_gated_srco,0.00015907368542242953,0.9999999376060562,0.00035993101171160794,32,0.008197885995356757,3.2451488806857795e-14
in_class,14,4,nominal,0.09981980916550043,0.9738548159450726,0.23280357545123814,4,,
in_class,14,4,secant,0.09687522809705865,0.9757824369235268,0.22283692697796362,4,,
in_class,14,4,channel_gate,0.0004950979440994622,0.9999993721198341,0.0011322231854504579,4,,
in_class,14,4,full_srco,0.0006676708176990442,0.9999987864249185,0.0016095798964994273,4,,
in_class,14,4,df_gated_srco,0.0004950979440994622,0.9999993721198341,0.0011322231854504579,4,0.0,1.593094824213885e-14
in_class,14,8,nominal,0.09981980916550043,0.9758204562826699,0.23090892827097848,8,,
in_class,14,8,secant,0.09418821068038806,0.9765106554086053,0.2175671236364526,8,,
in_class,14,8,channel_gate,0.000399483883311644,0.9999995850345613,0.0009228778130045449,8,,
in_class,14,8,full_srco,0.0008123638575815085,0.9999982232407869,0.0019027011179313462,8,,
in_class,14,8,df_gated_srco,0.0003994102151204713,0.999999585011499,0.0009244262576834732,8,0.0093831175893202,1.889480876496195e-14
in_class,14,16,nominal,0.09981980916550043,0.9728163288243898,0.23288198293372686,16,,
in_class,14,16,secant,0.08692612508421606,0.9833052940541895,0.18711753630170727,16,,
in_class,14,16,channel_gate,0.0002550821370605201,0.9999998175484273,0.0006322346428582222,16,,
in_class,14,16,full_srco,0.0012243865771891184,0.9999962840711913,0.002726456731376804,16,,
in_class,14,16,df_gated_srco,0.0002550821370605201,0.9999998175484273,0.0006322346428582222,16,0.0,6.108801438400086e-15
in_class,14,32,nominal,0.09981980916550043,0.972654488574457,0.23798486043712053,32,,
in_class,14,32,secant,0.0727668651609345,0.9867843677449754,0.16591886535250233,32,,
in_class,14,32,channel_gate,0.00017900519433806624,0.9999999013277818,0.00046012286410982524,32,,
in_class,14,32,full_srco,0.0019082081882942075,0.9999880802068397,0.004880939087546023,32,,
in_class,14,32,df_gated_srco,0.00017900519433806624,0.9999999013277818,0.00046012286410982524,32,0.0,1.0160200569874828e-14
in_class,15,4,nominal,0.10009349483432557,0.9766880107044189,0.2182849238815457,4,,
in_class,15,4,secant,0.09754800808121109,0.9774141982024385,0.21677513396994408,4,,
in_class,15,4,channel_gate,0.0005696707289468907,0.9999992261785214,0.001244384463633234,4,,
in_class,15,4,full_srco,0.0007547827181783928,0.9999985949199277,0.0016860125962831645,4,,
in_class,15,4,df_gated_srco,0.0005721212353403381,0.9999992265855677,0.0012444003160789329,4,0.09243449937035786,6.5945936331602106e-15
in_class,15,8,nominal,0.10009349483432557,0.9748877815394936,0.22842659389747064,8,,
in_class,15,8,secant,0.0936585637334545,0.9783889985851708,0.20818874255500044,8,,
in_class,15,8,channel_gate,0.0003911501799207472,0.9999996052552682,0.0009062057863024509,8,,
in_class,15,8,full_srco,0.0008417421074570688,0.9999981643928741,0.0019193642243721942,8,,
in_class,15,8,df_gated_srco,0.00039200340862227494,0.9999996040382964,0.0009109731163376939,8,0.032004538236077185,7.608550563661202e-15
in_class,15,16,nominal,0.10009349483432557,0.9782469234088074,0.2091849394005889,16,,
in_class,15,16,secant,0.08626697282123508,0.9827351102626791,0.1884795505389048,16,,
in_class,15,16,channel_gate,0.00026319294210754306,0.9999998529983851,0.0005557054784598048,16,,
in_class,15,16,full_srco,0.001183005422990812,0.9999970459665413,0.0024520839780428315,16,,
in_class,15,16,df_gated_srco,0.00026319294210754306,0.9999998529983851,0.0005557054784598048,16,0.0,6.914985024604637e-15
in_class,15,32,nominal,0.10009349483432557,0.9695185132296777,0.2494836444305785,32,,
in_class,15,32,secant,0.07013486403571154,0.9857059979874705,0.17073771255037348,32,,
in_class,15,32,channel_gate,0.000187706198770083,0.999999903038886,0.00044292424475452646,32,,
in_class,15,32,full_srco,0.001964968396156889,0.9999906615571464,0.004459784935624112,32,,
in_class,15,32,df_gated_srco,0.0001884565564684367,0.9999999005576504,0.0004482706745496779,32,0.00843094839266545,7.131235392768579e-15
out_of_class,0,4,nominal,0.1569110529020169,0.9318436174828193,0.3771126208052501,4,,
out_of_class,0,4,secant,0.15219494245704926,0.9389754746967158,0.36615256880106795,4,,
out_of_class,0,4,channel_gate,0.12085209742234117,0.9559462473869256,0.3132638057464141,4,,
out_of_class,0,4,full_srco,0.11810786205149348,0.9571622039967977,0.30285211349639624,4,,
out_of_class,0,4,df_gated_srco,0.11810778563175588,0.9571654139564335,0.302846657064867,4,0.9997130729390216,4.72674975170711e-15
out_of_class,0,8,nominal,0.1569110529020169,0.9480060678623401,0.3313379874953303,8,,
out_of_class,0,8,secant,0.14794512449580613,0.9573402924790512,0.3065305949422341,8,,
out_of_class,0,8,channel_gate,0.11732222072911605,0.9707319273854857,0.2505129760678954,8,,
out_of_class,0,8,full_srco,0.11062077781190569,0.9808443296090497,0.20897284405279112,8,,
out_of_class,0,8,df_gated_srco,0.11062034366117332,0.980843118205344,0.20898337953523208,8,0.9997410653046576,4.093420771220812e-14
out_of_class,0,16,nominal,0.1569110529020169,0.9409657347073186,0.38125969546905236,16,,
out_of_class,0,16,secant,0.1393634489226045,0.9522675249660899,0.3250409019518739,16,,
out_of_class,0,16,channel_gate,0.11680130798270492,0.9717933012147207,0.2426245970181904,16,,
out_of_class,0,16,full_srco,0.10569647609185134,0.9689446219180005,0.24742252919046487,16,,
out_of_class,0,16,df_gated_srco,0.1056963298516334,0.968935005602132,0.24746028993546598,16,0.9996859260058791,6.061171772301494e-15
out_of_class,0,32,nominal,0.1569110529020169,0.952227513976809,0.332978555373578,32,,
out_of_class,0,32,secant,0.11567219881260868,0.9691985552392228,0.2577584250060123,32,,
out_of_class,0,32,channel_gate,0.11649935022465871,0.9718579791577074,0.23809834572541733,32,,
out_of_class,0,32,full_srco,0.08737340738969625,0.980377726526817,0.20406911783229092,32,,
out_of_class,0,32,df_gated_srco,0.08737143176776171,0.9803834349850631,0.2040336547487807,32,0.9997102349799097,1.6224414209528137e-15
out_of_class,1,4,nominal,0.15940439759162986,0.9429138306655735,0.3522222860326528,4,,
out_of_class,1,4,secant,0.1549684691398255,0.947186585624294,0.3316948028981145,4,,
out_of_class,1,4,channel_gate,0.12597356768607576,0.9710211570268767,0.2417705860461683,4,,
out_of_class,1,4,full_srco,0.12281342926737483,0.9708570133271197,0.24348553744846685,4,,
out_of_class,1,4,df_gated_srco,0.12281399607727377,0.9708590601917442,0.2434769841014682,4,0.999630287451647,4.143570465017658e-15
out_of_class,1,8,nominal,0.15940439759162986,0.9417579428187626,0.34067366285720435,8,,
out_of_class,1,8,secant,0.15042920042019672,0.9430022899622297,0.3329069656266864,8,,
