replicate,split,sample_index,reaction_family,stage,baseline_field_relative_l2,baseline_gradient_relative_l2,baseline_front_top10_f1,relative_whitened_residual_objective,residual_objective_reduction_from_previous_stage,pcgls_alpha,previous_pcgls_beta,relative_volume_update,volume_gradient_to_field_norm,graph_field_relative_l2,graph_gradient_relative_l2,graph_front_top10_f1,field_gain_vs_component_s3_k4_percent,gradient_gain_vs_component_s3_k4_percent,front_gain_vs_component_s3_k4
0,selection,2,thin_front,3,0.5734180212020874,0.7918901443481445,0.6048780679702759,0.11218191683292389,0.05148680508136749,2.274929556733696e-06,0.376539409160614,0.18676146864891052,39.793174743652344,0.6092686057090759,0.8068187236785889,0.6585366129875183,-6.2520854213533426,-1.8851831200315046,0.05365854501724243
0,selection,3,double_front,3,0.677993893623352,0.8029798865318298,0.5975610017776489,0.3088107109069824,0.05824226140975952,8.812419764581136e-06,0.29750820994377136,0.19902972877025604,46.21205520629883,0.669684648513794,0.8094500303268433,0.5878048539161682,1.225563414023042,-0.8057666080477788,-0.009756147861480713
0,selection,4,annular_kernel,3,0.9720371961593628,0.9975928068161011,0.2536585330963135,0.3597801625728607,0.0817916989326477,1.035095806400932e-06,0.46737825870513916,0.4573655426502228,55.279685974121094,0.954166829586029,0.9932864904403687,0.1609756052494049,1.8384447265950041,0.4316707524662675,-0.09268292784690857
0,selection,5,oblique_shock,3,0.7463249564170837,0.9180944561958313,0.35853657126426697,0.16603513062000275,0.08943323791027069,2.0705494989670115e-06,0.6122981309890747,0.36838528513908386,41.31726837158203,0.8044202327728271,0.9403015375137329,0.31951218843460083,-7.784179780700896,-2.418823157904441,-0.03902438282966614
0,selection,6,vortex_pair,3,0.6562643051147461,0.7695128321647644,0.6536585092544556,0.13872462511062622,0.0418190062046051,3.390954589121975e-06,0.13488143682479858,0.256507933139801,49.54243087768555,0.6819411516189575,0.7968426942825317,0.6000000238418579,-3.912577037040266,-3.5515797755943845,-0.053658485412597656
0,selection,7,multi_plume,3,0.6895167231559753,0.8204280138015747,0.6000000238418579,0.14320416748523712,0.05527660250663757,9.31397698877845e-06,0.3039686679840088,0.26075616478919983,44.29325485229492,0.7124560475349426,0.8435797095298767,0.5609756112098694,-3.3268699088213687,-2.821904583806834,-0.039024412631988525
0,selection,0,plume,4,0.5352761149406433,0.6938858032226562,0.8097560405731201,0.05254480615258217,0.03764796629548073,3.2625291623844532e-06,1.1300158500671387,0.24032916128635406,41.844390869140625,0.5280284285545349,0.6848860383033752,0.8097560405731201,1.354008928067357,1.2970095190711277,0.0
0,selection,1,wavy_front,4,0.4705358147621155,0.6476908922195435,0.5609756112098694,0.04721442237496376,0.017940271645784378,1.838635216699913e-05,0.13537509739398956,0.15743224322795868,44.10976791381836,0.4651361107826233,0.6373713612556458,0.5634146332740784,1.1475649270655555,1.5932802341150973,0.0024390220642089844
0,selection,2,thin_front,4,0.5734180212020874,0.7918901443481445,0.6048780679702759,0.07043183594942093,0.04175008088350296,7.06675200490281e-06,0.2610415518283844,0.30897414684295654,41.260047912597656,0.5641829967498779,0.7816382646560669,0.6073170900344849,1.61052218638849,1.2946088248789376,0.0024390220642089844
0,selection,3,double_front,4,0.677993893623352,0.8029798865318298,0.5975610017776489,0.24516524374485016,0.06364546716213226,1.0762832062027883e-05,0.8947426676750183,0.29694437980651855,48.73828125,0.6568558216094971,0.7636653780937195,0.6390243768692017,3.1177378163228524,4.896076364741166,0.041463375091552734
0,selection,4,annular_kernel,4,0.9720371961593628,0.9975928068161011,0.2536585330963135,0.2595434784889221,0.1002366840839386,3.580313205020502e-06,0.3543046712875366,0.46557244658470154,49.579776763916016,0.9702354073524475,0.9959119558334351,0.2487804889678955,0.18536212544482555,0.16849068790206986,-0.004878044128417969
0,selection,5,oblique_shock,4,0.7463249564170837,0.9180944561958313,0.35853657126426697,0.10680986195802689,0.05922526866197586,4.443811576493317e-06,0.3085588216781616,0.29355666041374207,41.14461135864258,0.7460904717445374,0.9178203344345093,0.35853657126426697,0.031418575853618506,0.02985768615332438,0.0
0,selection,6,vortex_pair,4,0.6562643051147461,0.7695128321647644,0.6536585092544556,0.08641396462917328,0.05231066048145294,5.410900030256016e-06,0.7839145064353943,0.3098412752151489,51.69929885864258,0.6389670372009277,0.7495202422142029,0.6609756350517273,2.6357167042315335,2.5980840234098665,0.0073171257972717285
0,selection,7,multi_plume,4,0.6895167231559753,0.8204280138015747,0.6000000238418579,0.08738309890031815,0.055821068584918976,2.1736639610026032e-05,0.43271276354789734,0.3641926348209381,44.047176361083984,0.6826562881469727,0.8120744824409485,0.6365853548049927,0.9949628165074669,1.018191873034527,0.036585330963134766
0,selection,0,plume,5,0.5352761149406433,0.6938858032226562,0.8097560405731201,0.03084406815469265,0.02170073799788952,7.076643669279292e-06,0.2657419741153717,0.19285038113594055,42.33201599121094,0.45906370878219604,0.6056682467460632,0.8341463208198547,14.237961312153532,12.713555467899592,0.02439028024673462
0,selection,1,wavy_front,5,0.4705358147621155,0.6476908922195435,0.5609756112098694,0.029562247917056084,0.017652174457907677,4.047295078635216e-05,0.44699206948280334,0.21792180836200714,43.65168762207031,0.3836536705493927,0.5492774248123169,0.6487804651260376,18.464512474283598,15.194511547009373,0.08780485391616821
0,selection,2,thin_front,5,0.5734180212020874,0.7918901443481445,0.6048780679702759,0.05166641250252724,0.018765423446893692,5.074044111097464e-06,0.6259890794754028,0.19385865330696106,42.95439910888672,0.5556173324584961,0.7663111686706543,0.6219512224197388,3.104312750107636,3.2301166847512577,0.01707315444946289
0,selection,3,double_front,5,0.677993893623352,0.8029798865318298,0.5975610017776489,0.1561911553144455,0.08897408843040466,2.3920112653286196e-05,0.6290125846862793,0.3763572573661804,50.542724609375,0.6900249123573303,0.7316740155220032,0.699999988079071,-1.7745025209123637,8.880156552588833,0.10243898630142212
0,selection,4,annular_kernel,5,0.9720371961593628,0.9975928068161011,0.2536585330963135,0.20797236263751984,0.05157111585140228,3.6488099794951268e-06,0.5048348903656006,0.2790040671825409,50.93751525878906,1.0018316507339478,1.0036613941192627,0.27073171734809875,-3.0651558080602754,-0.6083230814915369,0.01707318425178528
0,selection,5,oblique_shock,5,0.7463249564170837,0.9180944561958313,0.35853657126426697,0.07952160388231277,0.02728825807571411,5.9102617342432495e-06,0.3464316129684448,0.1687835305929184,40.560821533203125,0.7046074271202087,0.8938730955123901,0.4268292784690857,5.589727227821812,2.638220993491622,0.06829270720481873
0,selection,6,vortex_pair,5,0.6562643051147461,0.7695128321647644,0.6536585092544556,0.05529993027448654,0.031114034354686737,6.698192464682506e-06,0.48048317432403564,0.2940731644630432,54.20625305175781,0.5745669007301331,0.6812856793403625,0.7195121645927429,12.448856923633604,11.465325740729309,0.06585365533828735
0,selection,7,multi_plume,5,0.6895167231559753,0.8204280138015747,0.6000000238418579,0.0481366328895092,0.039246466010808945,3.4089734981535e-05,0.44830238819122314,0.2664905786514282,45.52260208129883,0.6401110887527466,0.7714318633079529,0.7439024448394775,7.165255423696624,5.972023098844578,0.14390242099761963
1,selection,0,plume,2,0.3871871531009674,0.5791868567466736,0.8585366010665894,0.08857846260070801,0.911421537399292,4.701008947449736e-06,0.07675352692604065,1.0,38.78282928466797,0.5182803869247437,0.6989797949790955,0.8414633870124817,-33.85784698016332,-20.682951768848106,-0.017073214054107666
1,selection,1,wavy_front,2,0.5009655952453613,0.7036515474319458,0.5560975670814514,0.12602342665195465,0.8739765882492065,1.4206245396053419e-05,0.13800421357154846,1.0,39.76310729980469,0.5591785907745361,0.747957706451416,0.5658536553382874,-11.620158366496891,-6.296605071241646,0.009756088256835938
1,selection,2,thin_front,2,0.5891677737236023,0.789186954498291,0.504878044128418,0.2310483306646347,0.7689516544342041,2.2058200102037517e-06,0.12558116018772125,1.0,41.96145248413086,0.7113670706748962,0.8553975224494934,0.4243902564048767,-20.741001528135445,-8.389719010661342,-0.08048778772354126
1,selection,3,double_front,2,0.6520034670829773,0.7855921387672424,0.5609756112098694,0.31458380818367004,0.6854162216186523,1.594383684278e-05,0.32010480761528015,1.0,48.68861770629883,0.6494660377502441,0.7910910844802856,0.5463414788246155,0.3891742085491438,-0.6999746359061336,-0.014634132385253906
1,selection,4,annular_kernel,2,1.00104558467865,1.0074864625930786,0.3166869580745697,0.40541014075279236,0.5945898294448853,3.360617938596988e-06,0.13273198902606964,1.0,51.80531311035156,0.9808686971664429,1.0035687685012817,0.22926828265190125,2.015581290304987,0.38885823653783647,-0.08741867542266846
1,selection,5,oblique_shock,2,0.5813528299331665,0.7992814183235168,0.5463414788246155,0.17136690020561218,0.8286330699920654,8.518159120285418e-06,0.0783597081899643,1.0,39.4122428894043,0.7154400944709778,0.8739293217658997,0.4585365653038025,-23.064696279749118,-9.33937681160609,-0.08780491352081299
1,selection,6,vortex_pair,2,0.8385928273200989,0.8975018262863159,0.5780487656593323,0.4141107201576233,0.5858892798423767,1.4410333051273483e-06,0.3490479588508606,1.0,55.443180084228516,0.8919041752815247,0.9315266013145447,0.5829268097877502,-6.357238724756744,-3.791053570221301,0.004878044128417969
1,selection,7,multi_plume,2,0.6760433912277222,0.8386525511741638,0.6829268336296082,0.2284889966249466,0.7715110182762146,5.1766915021289606e-06,0.3515051007270813,1.0,42.7958984375,0.7291417121887207,0.8863554000854492,0.6268292665481567,-7.854277055289281,-5.688034793967842,-0.056097567081451416
1,selection,0,plume,3,0.3871871531009674,0.5791868567466736,0.8585366010665894,0.05617711693048477,0.032401345670223236,4.7678408918727655e-06,0.1453395038843155,0.22599835693836212,40.28756332397461,0.43122240900993347,0.621550440788269,0.8487805128097534,-11.373119060456771,-7.314320680471616,-0.009756088256835938
1,selection,1,wavy_front,3,0.5009655952453613,0.7036515474319458,0.5560975670814514,0.07802610099315643,0.04799732565879822,1.111273104470456e-05,0.283429354429245,0.1574302762746811,41.60598373413086,0.5115789771080017,0.7120604515075684,0.6268292665481567,-2.118584981358289,-1.195038098944255,0.07073169946670532
1,selection,2,thin_front,3,0.5891677737236023,0.789186954498291,0.504878044128418,0.13025213778018951,0.10079619288444519,3.1243716875906102e-06,0.5095420479774475,0.37817054986953735,43.55561828613281,0.6050559282302856,0.8101533651351929,0.49268293380737305,-2.6967113978873187,-2.6567102405070555,-0.012195110321044922
1,selection,3,double_front,3,0.6520034670829773,0.7855921387672424,0.5609756112098694,0.23157577216625214,0.08300803601741791,1.59928258653963e-05,0.3277239501476288,0.4137439727783203,45.53871536254883,0.6496586799621582,0.7909862399101257,0.5634146332740784,0.3596280141437779,-0.6866287067673269,0.0024390220642089844
1,selection,4,annular_kernel,3,1.00104558467865,1.0074864625930786,0.3166869580745697,0.29081904888153076,0.1145910918712616,5.420188244897872e-06,0.2890140116214752,0.6066868901252747,48.25192642211914,0.9784173965454102,0.997370183467865,0.34390243887901306,2.260455315878919,1.004110675509847,0.02721548080444336
1,selection,5,oblique_shock,3,0.5813528299331665,0.7992814183235168,0.5463414788246155,0.1093100905418396,0.06205680966377258,8.4954244812252e-06,0.468232661485672,0.23957931995391846,40.54365158081055,0.6482674479484558,0.8380318284034729,0.5463414788246155,-11.510156065290325,-4.848156005081987,0.0
1,selection,6,vortex_pair,3,0.8385928273200989,0.8975018262863159,0.5780487656593323,0.3142107427120209,0.09989997744560242,1.2577964980664547e-06,0.46601247787475586,0.49705740809440613,53.16417694091797,0.8596001863479614,0.9115548729896545,0.5682926774024963,-2.505072586298647,-1.5657958894064132,-0.009756088256835938
1,selection,7,multi_plume,3,0.6760433912277222,0.8386525511741638,0.6829268336296082,0.15341509878635406,0.07507389783859253,5.028486611990957e-06,0.2814067006111145,0.2915346920490265,40.76887130737305,0.6993192434310913,0.8640323281288147,0.6560975313186646,-3.4429524059246037,-3.026256453774292,-0.026829302310943604
1,selection,0,plume,4,0.3871871531009674,0.5791868567466736,0.8585366010665894,0.02747366577386856,0.02870345115661621,3.85164776162128e-06,1.0965954065322876,0.19453026354312897,40.911216735839844,0.3818184435367584,0.5712948441505432,0.8585366010665894,1.386592897313661,1.3626021557982628,0.0
1,selection,1,wavy_front,4,0.5009655952453613,0.7036515474319458,0.5560975670814514,0.04828670248389244,0.029739398509263992,4.2896950617432594e-05,0.16051267087459564,0.2311592549085617,43.74541473388672,0.486426442861557,0.6839813590049744,0.5585365891456604,2.902225726036811,2.7954444922007156,0.0024390220642089844
1,selection,2,thin_front,4,0.5891677737236023,0.789186954498291,0.504878044128418,0.09659779816865921,0.033654339611530304,5.3436892812896986e-06,0.19521743059158325,0.23308303952217102,43.492149353027344,0.5843489766120911,0.7823178172111511,0.5121951103210449,0.8178989629822973,0.8704068469437387,0.007317066192626953
1,selection,3,double_front,4,0.6520034670829773,0.7855921387672424,0.5609756112098694,0.15471644699573517,0.07685932517051697,3.1329254852607846e-05,0.4726625680923462,0.34734684228897095,49.04203796386719,0.635255753993988,0.7657968997955322,0.5902438759803772,2.568653992580358,2.5197857762137303,0.029268264770507812
1,selection,4,annular_kernel,4,1.00104558467865,1.0074864625930786,0.3166869580745697,0.22477348148822784,0.06604556739330292,4.5101187424734235e-06,0.6926594376564026,0.4068225026130676,47.67666244506836,1.0594992637634277,1.0304569005966187,0.3048780560493469,-5.839262465109649,-2.279974853897143,-0.011808902025222778
1,selection,5,oblique_shock,4,0.5813528299331665,0.7992814183235168,0.5463414788246155,0.07433311641216278,0.03497697412967682,2.6915313355857506e-05,0.17790105938911438,0.3191346824169159,41.4254035949707,0.5750129818916321,0.7920776605606079,0.5463414788246155,1.090533616609945,0.9012792738280756,0.0
1,selection,6,vortex_pair,4,0.8385928273200989,0.8975018262863159,0.5780487656593323,0.24144786596298218,0.0727628767490387,1.843222548814083e-06,0.49702364206314087,0.3756210207939148,52.67979431152344,0.8257239460945129,0.8865563869476318,0.5829268097877502,1.5345804073606466,1.2195450770249832,0.004878044128417969
1,selection,7,multi_plume,4,0.6760433912277222,0.8386525511741638,0.6829268336296082,0.10674742609262466,0.0466676726937294,9.388070793647785e-06,0.33295708894729614,0.21676672995090485,42.038665771484375,0.666301429271698,0.8281068205833435,0.6951219439506531,1.4410261356645129,1.2574612187199166,0.012195110321044922
1,selection,0,plume,5,0.3871871531009674,0.5791868567466736,0.8585366010665894,0.016183366999030113,0.011290298774838448,9.650250831327867e-06,0.1569925993680954,0.14017130434513092,42.015647888183594,0.34536194801330566,0.5159396529197693,0.8731707334518433,10.802322533866437,10.919999839458985,0.014634132385253906
1,selection,1,wavy_front,5,0.5009655952453613,0.7036515474319458,0.5560975670814514,0.031792450696229935,0.016494251787662506,3.701797322719358e-05,0.6427088379859924,0.21690192818641663,46.03917694091797,0.45559221506118774,0.6408930420875549,0.6170731782913208,9.057184887507246,8.918974963308896,0.060975611209869385
1,selection,2,thin_front,5,0.5891677737236023,0.789186954498291,0.504878044128418,0.0759456679224968,0.020652130246162415,7.436603937094333e-06,0.44095081090927124,0.1572786569595337,43.124202728271484,0.5715410709381104,0.7524629235267639,0.5487805008888245,2.9917968313319867,4.6534006628218565,0.043902456760406494
1,selection,3,double_front,5,0.6520034670829773,0.7855921387672424,0.5609756112098694,0.10316994041204453,0.05154650658369064,3.3116892154794186e-05,0.6344586610794067,0.3881514072418213,52.780147552490234,0.5603755712509155,0.7000767588615417,0.6487804651260376,14.053283526543078,10.885467876485134,0.08780485391616821
1,selection,4,annular_kernel,5,1.00104558467865,1.0074864625930786,0.3166869580745697,0.19529986381530762,0.029473617672920227,3.909208317054436e-06,0.5148594379425049,0.19684068858623505,49.971065521240234,1.0801657438278198,1.043491005897522,0.31463414430618286,-7.903751873054675,-3.5736999593795544,-0.002052813768386841
1,selection,5,oblique_shock,5,0.5813528299331665,0.7992814183235168,0.5463414788246155,0.057032376527786255,0.017300739884376526,2.3288970623980276e-05,0.571651816368103,0.1907605081796646,41.99436950683594,0.5655848383903503,0.7738639712333679,0.5487805008888245,2.712292902165606,3.180037281920267,0.0024390220642089844
1,selection,6,vortex_pair,5,0.8385928273200989,0.8975018262863159,0.5780487656593323,0.15304499864578247,0.08840286731719971,3.880174972437089e-06,0.5771424174308777,0.4655166566371918,50.96100616455078,0.7770442962646484,0.8404514193534851,0.6536585092544556,7.339501251416831,6.356578366964895,0.07560974359512329
1,selection,7,multi_plume,5,0.6760433912277222,0.8386525511741638,0.6829268336296082,0.0766443982720375,0.030103027820587158,1.7347909306408837e-05,0.34907862544059753,0.24531660974025726,43.213783264160156,0.6373019218444824,0.7919428944587708,0.6951219439506531,5.730618757012574,5.569607658141235,0.012195110321044922
2,selection,0,plume,2,0.3431578278541565,0.5095372796058655,0.9073171019554138,0.08427862077951431,0.9157213568687439,3.8613534343312494e-06,0.07800242304801941,1.0,39.31815719604492,0.5214982032775879,0.7165510058403015,0.8268292546272278,-51.970364930514364,-40.62778809718578,-0.08048784732818604
2,selection,1,wavy_front,2,0.4813637435436249,0.6810119152069092,0.6097561120986938,0.1390872746706009,0.8609127402305603,1.2392796634230763e-05,0.10878852009773254,1.0,39.475860595703125,0.5901859998703003,0.7711482644081116,0.5341463685035706,-22.607073712192268,-13.235649360674786,-0.07560974359512329
2,selection,2,thin_front,2,0.5406296849250793,0.7387546896934509,0.5804877877235413,0.1675952523946762,0.8324047327041626,2.9766342777293175e-06,0.1329193115234375,1.0,41.149620056152344,0.6491277813911438,0.8130167126655579,0.49512195587158203,-20.068838151404904,-10.052325082758154,-0.08536583185195923
2,selection,3,double_front,2,0.4887060225009918,0.7262891530990601,0.6634146571159363,0.16414588689804077,0.8358541131019592,5.912128926865989e-06,0.29994121193885803,1.0,43.0842399597168,0.5876340866088867,0.7632451057434082,0.6097561120986938,-20.24285757757244,-5.0883250130692295,-0.05365854501724243
2,selection,4,annular_kernel,2,0.9059772491455078,0.9683096408843994,0.35853657126426697,0.32229626178741455,0.6777037382125854,3.2785319490358233e-06,0.11200367659330368,1.0,49.266414642333984,0.8696444630622864,0.9599558115005493,0.3341463506221771,4.010341994513603,0.8627229381110139,-0.024390220642089844
2,selection,5,oblique_shock,2,0.5881250500679016,0.7931323051452637,0.5512195229530334,0.24653838574886322,0.7534615993499756,5.304608748701867e-06,0.14845052361488342,1.0,39.870147705078125,0.7187356948852539,0.879787266254425,0.40000003576278687,-22.207971723406907,-10.925662786272508,-0.15121948719024658
2,selection,6,vortex_pair,2,0.9035411477088928,0.9350522756576538,0.4853658676147461,0.44456344842910767,0.5554365515708923,4.71038561045134e-07,0.8106468915939331,1.0,52.06755447387695,0.9445029497146606,0.9631879329681396,0.4439024329185486,-4.533473888780225,-3.0089929774992616,-0.04146343469619751
2,selection,7,multi_plume,2,0.7561618089675903,0.8393110036849976,0.6853658556938171,0.3006725311279297,0.6993274688720703,7.3661831265781075e-06,0.27969735860824585,1.0,46.6771240234375,0.8082481026649475,0.8939982056617737,0.5268292427062988,-6.888247076174358,-6.515725605487334,-0.1585366129875183
2,selection,0,plume,3,0.3431578278541565,0.5095372796058655,0.9073171019554138,0.05124689266085625,0.033031728118658066,3.4823747228074353e-06,0.24509015679359436,0.1802329272031784,40.69519805908203,0.4523525834083557,0.6421786546707153,0.8707317113876343,-31.820563802090344,-26.031731214534467,-0.03658539056777954
2,selection,1,wavy_front,3,0.4813637435436249,0.6810119152069092,0.6097561120986938,0.08287636190652847,0.05621091276407242,1.0820332136063371e-05,0.3547210097312927,0.1915743201971054,41.471290588378906,0.5164649486541748,0.7165655493736267,0.6000000238418579,-7.2920334323785205,-5.220706623894445,-0.009756088256835938
2,selection,2,thin_front,3,0.5406296849250793,0.7387546896934509,0.5804877877235413,0.09479069709777832,0.07280455529689789,2.8114582164562307e-06,0.41655397415161133,0.22830139100551605,43.42567825317383,0.5783712863922119,0.7739288210868835,0.5658536553382874,-6.98104497764728,-4.7612735166565585,-0.014634132385253906
2,selection,3,double_front,3,0.4887060225009918,0.7262891530990601,0.6634146571159363,0.08751785010099411,0.07662803679704666,5.907856575504411e-06,0.32491534948349,0.3183442950248718,40.54582595825195,0.5030850768089294,0.7414790987968445,0.6609756350517273,-2.9422707406697532,-2.091446035366115,-0.0024390220642089844
2,selection,4,annular_kernel,3,0.9059772491455078,0.9683096408843994,0.35853657126426697,0.2547403573989868,0.06755590438842773,2.2031179014447844e-06,0.45788276195526123,0.39395949244499207,46.43661880493164,0.8606942296028137,0.9526199698448181,0.39024385809898376,4.998251290019011,1.6203154835111668,0.0317072868347168
2,selection,5,oblique_shock,3,0.5881250500679016,0.7931323051452637,0.5512195229530334,0.15541256964206696,0.09112581610679626,5.585531653196085e-06,0.5585563778877258,0.29150059819221497,40.83609390258789,0.6555061936378479,0.8452357053756714,0.4829268157482147,-11.456941608279879,-6.569320136426025,-0.06829270720481873
2,selection,6,vortex_pair,3,0.9035411477088928,0.9350522756576538,0.4853658676147461,0.3788977563381195,0.06566569209098816,9.250662742488203e-07,0.2120426446199417,0.3573418855667114,53.85031509399414,0.9160199165344238,0.9435555934906006,0.5121951103210449,-1.38109579814637,-0.9093949134518824,0.026829242706298828
2,selection,7,multi_plume,3,0.7561618089675903,0.8393110036849976,0.6853658556938171,0.18242137134075165,0.11825115978717804,6.596723778784508e-06,0.6110417246818542,0.39709168672561646,47.33446502685547,0.7738428115844727,0.8670985102653503,0.6243902444839478,-2.338256495791914,-3.310752088123669,-0.060975611209869385
2,selection,0,plume,4,0.3431578278541565,0.5095372796058655,0.9073171019554138,0.020791826769709587,0.03045506589114666,1.0634341379045509e-05,0.30192095041275024,0.29500311613082886,41.668304443359375,0.3329041004180908,0.5003689527511597,0.9048779606819153,2.988049988596953,1.7993436833115812,-0.002439141273498535
2,selection,1,wavy_front,4,0.4813637435436249,0.6810119152069092,0.6097561120986938,0.047879401594400406,0.03499696031212807,3.338227907079272e-05,0.20180611312389374,0.29656797647476196,42.48850631713867,0.47321441769599915,0.6682897210121155,0.6170731782913208,1.6929662769433689,1.8681309255695426,0.007317066192626953
2,selection,2,thin_front,4,0.5406296849250793,0.7387546896934509,0.5804877877235413,0.06076614558696747,0.03402455151081085,9.454734026803635e-06,0.13896842300891876,0.3009176552295685,44.6562385559082,0.5347237586975098,0.7287778854370117,0.5878048539161682,1.0924161939772186,1.350489464991298,0.007317066192626953
2,selection,3,double_front,4,0.4887060225009918,0.7262891530990601,0.6634146571159363,0.06379018723964691,0.0237276628613472,9.171409146802034e-06,0.19946244359016418,0.1266116052865982,40.56757354736328,0.48422104120254517,0.7205222249031067,0.6707317233085632,0.9177258089626986,0.794026479859435,0.007317066192626953
2,selection,4,annular_kernel,4,0.9059772491455078,0.9683096408843994,0.35853657126426697,0.1890954226255417,0.06564493477344513,3.4948009215440834e-06,0.6125667691230774,0.3775034546852112,47.568115234375,0.9070371985435486,0.9679097533226013,0.35121950507164,-0.11699514519161335,0.04129748841835975,-0.007317066192626953
2,selection,5,oblique_shock,4,0.5881250500679016,0.7931323051452637,0.5512195229530334,0.10647378861904144,0.04893878102302551,2.238605338789057e-05,0.13399818539619446,0.327079176902771,42.21894836425781,0.5734255909919739,0.7785336375236511,0.5512195229530334,2.4993764632590665,1.8406345986548582,0.0
2,selection,6,vortex_pair,4,0.9035411477088928,0.9350522756576538,0.4853658676147461,0.30259737372398376,0.07630038261413574,6.251671607060416e-07,1.7193533182144165,0.3655536472797394,53.09934997558594,0.8920372128486633,0.9243790507316589,0.5292682647705078,1.2732054195207372,1.1414575638017708,0.04390239715576172
2,selection,7,multi_plume,4,0.7561618089675903,0.8393110036849976,0.6853658556938171,0.1243383139371872,0.05808305740356445,1.6245208826148883e-05,0.19945602118968964,0.284341424703598,48.13791275024414,0.7463054656982422,0.8269684314727783,0.70243901014328,1.3034701240472983,1.4705600377010593,0.01707315444946289
2,selection,0,plume,5,0.3431578278541565,0.5095372796058655,0.9073171019554138,0.011521894484758377,0.00926993228495121,1.0646629561961163e-05,0.30402931571006775,0.14327286183834076,41.60393524169922,0.3043164014816284,0.45555830001831055,0.9341463446617126,11.318822774760028,10.593725277433766,0.026829242706298828
2,selection,1,wavy_front,5,0.4813637435436249,0.6810119152069092,0.6097561120986938,0.03504278138279915,0.012836620211601257,3.109182944172062e-05,0.3938131034374237,0.1481877863407135,43.519081115722656,0.4375011622905731,0.619368314743042,0.6853658556938171,9.112148939625444,9.05176533440509,0.07560974359512329
