scenario,fit_intercept,fit_slope,fit_r_squared,evaluation_true_slope
observable_scale,-0.010776869912096166,0.9133311490900765,0.969182007244655,0.9052184211071338
hidden_scale,0.016384670080645404,-0.11318609875854568,0.013924162427415898,0.03096369834953837
sign_flip_shift,-0.020667460869503267,0.8838067128297583,0.9521127593166353,-0.8887284729640099
