candidate_id,partition,feature_set,basis_rank,target_l2,ridge_alpha,residual_shrinkage,geometry_cluster_count,case_count,mean_field_gain_over_low_cgls24,mean_h1_gain_over_low_cgls24,mean_field_gain_over_component_damping,mean_field_gain_over_high_order_teacher_b0p75,worst_case_field_gain_over_low_cgls24,worst_geometry_field_gain_over_low_cgls24,worst_case_field_gain_over_component_damping,case_harm_over_one_percent_rate_vs_low,case_harm_over_one_percent_rate_vs_component_damping,takeover_rate,fallback_rate,evaluator_mean_adjoint_residual_gain_over_component_damping,low_forward_calls,low_adjoint_calls,high_order_forward_calls,high_order_adjoint_calls,evaluator_only
adjlr_camera_r1_tl21em02_a1e02_s0p25,calibration,camera,1,0.01,100.0,0.25,4,8,0.024740202850988616,0.10885980882817022,0.002173318019469267,,0.008605685856285183,0.018491692378442337,0.0,0.0,0.0,0.875,0.125,0.08456728455815272,25,24,0,0,False
adjlr_camera_r1_tl21em02_a1e02_s0p5,calibration,camera,1,0.01,100.0,0.5,4,8,0.026375149614093332,0.10381479351667842,0.0038534604113517335,,0.009294099763257013,0.020138628524814572,0.0,0.0,0.0,0.875,0.125,0.1609811945354102,25,24,0,0,False
adjlr_camera_r1_tl21em02_a1e02_s0p75,calibration,camera,1,0.01,100.0,0.75,4,8,0.02752470252282603,0.09833906093772189,0.005034059347451825,,0.009846637497584965,0.021319251822834395,0.0,0.0,0.0,0.875,0.125,0.2256548728250916,25,24,0,0,False
adjlr_camera_r1_tl21em02_a1e02_s1p0,calibration,camera,1,0.01,100.0,1.0,4,8,0.028182422287641354,0.09244612759206997,0.005708522081491543,,0.010262974469275932,0.02203976678594588,0.0,0.0,0.0,0.875,0.125,0.2725487976828799,25,24,0,0,False
adjlr_camera_geometry_r1_tl21em02_a1em02_s0p25,calibration,camera_geometry,1,0.01,0.01,0.25,4,8,0.02504327236143558,0.10841144438891019,0.0024859365688038315,,0.008601872291288615,0.018787450942559347,0.0,0.0,0.0,0.875,0.125,0.09431581783829772,25,24,0,0,False
adjlr_camera_geometry_r1_tl21em02_a1em02_s0p5,calibration,camera_geometry,1,0.01,0.01,0.5,4,8,0.02677891748865449,0.10273801553903995,0.004269528416206092,,0.009288120525989374,0.02060659175771945,0.0,0.0,0.0,0.875,0.125,0.17565569335177994,25,24,0,0,False
adjlr_camera_geometry_r1_tl21em02_a1em02_s0p75,calibration,camera_geometry,1,0.01,0.01,0.75,4,8,0.027819290504932565,0.0964510086233501,0.005336597446807756,,0.009840086701477735,0.02183546378580059,0.0,0.0,0.0,0.875,0.125,0.237213589048956,25,24,0,0,False
adjlr_camera_geometry_r1_tl21em02_a1em02_s1p0,calibration,camera_geometry,1,0.01,0.01,1.0,4,8,0.02815680019275013,0.08959309471216065,0.005679406147767366,,0.010257358184385668,0.02247257424102289,0.0,0.0,0.0,0.875,0.125,0.2701705063068676,25,24,0,0,False
adjlr_camera_geometry_r1_tl21em02_a1e00_s0p25,calibration,camera_geometry,1,0.01,1.0,0.25,4,8,0.0250726330463064,0.10826050743452491,0.0025154439588646743,,0.008542780069329958,0.01892500395147617,0.0,0.0,0.0,0.875,0.125,0.09613742635392082,25,24,0,0,False
adjlr_camera_geometry_r1_tl21em02_a1e00_s0p5,calibration,camera_geometry,1,0.01,1.0,0.5,4,8,0.02681863923617367,0.10241813747254003,0.0043096098581443115,,0.009162727667447745,0.020786173609523284,0.0,0.0,0.0,0.875,0.125,0.17808756794667205,25,24,0,0,False
adjlr_camera_geometry_r1_tl21em02_a1e00_s0p75,calibration,camera_geometry,1,0.01,1.0,0.75,4,8,0.027850732989295024,0.0959528630724194,0.005368697763204769,,0.009640071457104327,0.021961737351398614,0.0,0.0,0.0,0.875,0.125,0.23882664314799584,25,24,0,0,False
adjlr_camera_geometry_r1_tl21em02_a1e00_s1p0,calibration,camera_geometry,1,0.01,1.0,1.0,4,8,0.028158341214064492,0.08890683193982221,0.005681960437731323,,0.009973739577220586,0.022439392250342582,0.0,0.0,0.0,0.875,0.125,0.269129255610091,25,24,0,0,False
adjlr_camera_geometry_r1_tl21em02_a1e02_s0p25,calibration,camera_geometry,1,0.01,100.0,0.25,4,8,0.02477441631621645,0.10879376498211658,0.0022087321501857576,,0.008578486533471374,0.01849810464714413,0.0,0.0,0.0,0.875,0.125,0.086652749143882,25,24,0,0,False
adjlr_camera_geometry_r1_tl21em02_a1e02_s0p5,calibration,camera_geometry,1,0.01,100.0,0.5,4,8,0.026424792858237817,0.10367187291510402,0.003904934655319839,,0.009244288001074241,0.020134575176305236,0.0,0.0,0.0,0.875,0.125,0.1644597233760028,25,24,0,0,False
adjlr_camera_geometry_r1_tl21em02_a1e02_s0p75,calibration,camera_geometry,1,0.01,100.0,0.75,4,8,0.02756564387621452,0.0980891559884947,0.005076705143641572,,0.009778314259317744,0.021289905032662815,0.0,0.0,0.0,0.875,0.125,0.2293780598618379,25,24,0,0,False
adjlr_camera_geometry_r1_tl21em02_a1e02_s1p0,calibration,camera_geometry,1,0.01,100.0,1.0,4,8,0.028194128017462974,0.09207379885672379,0.005721179860561892,,0.01017975202494048,0.02196999274170841,0.0,0.0,0.0,0.875,0.125,0.27466045166117503,25,24,0,0,False
adjlr_summary_r2_tl21em08_a1em02_s0p25,calibration,summary,2,1e-08,0.01,0.25,4,8,0.025539246307096294,0.10786491672401259,0.002998841156036519,,0.008639527606259967,0.018659174077336804,0.0,0.0,0.0,0.875,0.125,0.11871207246042184,25,24,0,0,False
adjlr_summary_r2_tl21em08_a1em02_s0p5,calibration,summary,2,1e-08,0.01,0.5,4,8,0.027367858305541698,0.10112408347828325,0.004881882362826315,,0.009345987738802686,0.0192863838006877,0.0,0.0,0.0,0.875,0.125,0.20452418513873313,25,24,0,0,False
adjlr_summary_r2_tl21em08_a1em02_s0p75,calibration,summary,2,1e-08,0.01,0.75,4,8,0.028067687268646696,0.09327072247119365,0.005603554086137358,,0.009900001773773037,0.018231847924981004,-0.0003989216504536319,0.0,0.0,0.875,0.125,0.2466826692699653,25,24,0,0,False
adjlr_summary_r2_tl21em08_a1em02_s1p0,calibration,summary,2,1e-08,0.01,1.0,4,8,0.02760912690751527,0.0843431813728858,0.005133191222495476,,0.010301224339897885,0.01550520196405819,-0.005872427588762497,0.0,0.0,0.875,0.125,0.23234158049118037,25,24,0,0,False
adjlr_summary_r2_tl21em08_a1e00_s0p25,calibration,summary,2,1e-08,1.0,0.25,4,8,0.025347394932624903,0.10802461932638775,0.002800178575282461,,0.008568390546021876,0.018843595326779705,0.0,0.0,0.0,0.875,0.125,0.1092426187090614,25,24,0,0,False
adjlr_summary_r2_tl21em08_a1e00_s0p5,calibration,summary,2,1e-08,1.0,0.5,4,8,0.027285521067469384,0.10181812748156402,0.004793830913064789,,0.009221857020852209,0.02044712859265657,0.0,0.0,0.0,0.875,0.125,0.2020763167108285,25,24,0,0,False
adjlr_summary_r2_tl21em08_a1e00_s0p75,calibration,summary,2,1e-08,1.0,0.75,4,8,0.028424894662176778,0.0948746866564443,0.005964936257324818,,0.0097412473290438,0.021188099536521954,0.0,0.0,0.0,0.875,0.125,0.2693761734823065,25,24,0,0,False
adjlr_summary_r2_tl21em08_a1e00_s1p0,calibration,summary,2,1e-08,1.0,1.0,4,8,0.02874704886927411,0.08722272774773819,0.006294472297410925,,0.010125304108410393,0.021051431673790644,0.0,0.0,0.0,0.875,0.125,0.2964809766235197,25,24,0,0,False
adjlr_summary_r2_tl21em08_a1e02_s0p25,calibration,summary,2,1e-08,100.0,0.25,4,8,0.02465507215708114,0.10925428458840816,0.0020878172020052793,,0.008588449582320856,0.01816171851853665,0.0,0.0,0.0,0.875,0.125,0.07903694826219027,25,24,0,0,False
adjlr_summary_r2_tl21em08_a1e02_s0p5,calibration,summary,2,1e-08,100.0,0.5,4,8,0.026246321968329545,0.10463659474147513,0.0037250031079079787,,0.009190563706427457,0.019557721468734912,0.0,0.0,0.0,0.875,0.125,0.15067977812171723,25,24,0,0,False
adjlr_summary_r2_tl21em08_a1e02_s0p75,calibration,summary,2,1e-08,100.0,0.75,4,8,0.027401968508874178,0.099637824684038,0.004913803425762156,,0.009586143894681487,0.02057443232604922,0.0,0.0,0.0,0.875,0.125,0.21187519878816435,25,24,0,0,False
adjlr_summary_r2_tl21em08_a1e02_s1p0,calibration,summary,2,1e-08,100.0,1.0,4,8,0.028112029383586506,0.09425807148676238,0.0056439744866345065,,0.009772427947276063,0.021211902949698158,0.0,0.0,0.0,0.875,0.125,0.2576132583299573,25,24,0,0,False
adjlr_camera_r2_tl21em08_a1em02_s0p25,calibration,camera,2,1e-08,0.01,0.25,4,8,0.026041740260255894,0.1077077727796176,0.003519368723509525,,0.00846578509761331,0.01946435501706123,0.0,0.0,0.0,0.875,0.125,0.12775378546917915,25,24,0,0,False
adjlr_camera_r2_tl21em08_a1em02_s0p5,calibration,camera,2,1e-08,0.01,0.5,4,8,0.028213389442593037,0.1007205125408784,0.005756219070512061,,0.008828801932797226,0.021446606827651316,0.0,0.0,0.0,0.875,0.125,0.22673358372452299,25,24,0,0,False
adjlr_camera_r2_tl21em08_a1em02_s0p75,calibration,camera,2,1e-08,0.01,0.75,4,8,0.028999882329986695,0.09241114713484143,0.00656426718642765,,0.008855139981342242,0.02232498460764959,0.0,0.0,0.0,0.875,0.125,0.2769528066214453,25,24,0,0,False
adjlr_camera_r2_tl21em08_a1em02_s1p0,calibration,camera,2,1e-08,0.01,1.0,4,8,0.02835305618837239,0.08278631315160752,0.005893708449873941,,0.008530835139543558,0.02209668415950644,0.0,0.0,0.0,0.875,0.125,0.2662256575965468,25,24,0,0,False
adjlr_camera_r2_tl21em08_a1e00_s0p25,calibration,camera,2,1e-08,1.0,0.25,4,8,0.02581688384705741,0.1082842017147455,0.003285879811843806,,0.008475419700100129,0.01923736916129115,0.0,0.0,0.0,0.875,0.125,0.12378896545194155,25,24,0,0,False
adjlr_camera_r2_tl21em08_a1e00_s0p5,calibration,camera,2,1e-08,1.0,0.5,4,8,0.028078499847496746,0.10216731451188385,0.005615423371531231,,0.009010665814216945,0.021062031956475658,0.0,0.0,0.0,0.875,0.125,0.22546929277186045,25,24,0,0,False
adjlr_camera_r2_tl21em08_a1e00_s0p75,calibration,camera,2,1e-08,1.0,0.75,4,8,0.029309046563910965,0.0950444414975834,0.006883076145387565,,0.009383185157594842,0.02185222553932148,0.0,0.0,0.0,0.875,0.125,0.29361417193921424,25,24,0,0,False
adjlr_camera_r2_tl21em08_a1e00_s1p0,calibration,camera,2,1e-08,1.0,1.0,4,8,0.02945802219272889,0.08690142849934453,0.007036553203821919,,0.009587092778319262,0.02161060743385057,0.0,0.0,0.0,0.875,0.125,0.31145113796306995,25,24,0,0,False
adjlr_camera_r2_tl21em08_a1e02_s0p25,calibration,camera,2,1e-08,100.0,0.25,4,8,0.02510217440074923,0.10899078749849678,0.002548245447683131,,0.008630458724237178,0.018557195686066175,0.0,0.0,0.0,0.875,0.125,0.09781204601614799,25,24,0,0,False
adjlr_camera_r2_tl21em08_a1e02_s0p5,calibration,camera,2,1e-08,100.0,0.5,4,8,0.027061677473650583,0.10402950718541251,0.004564651602353517,,0.009342907874175022,0.02024550168115885,0.0,0.0,0.0,0.875,0.125,0.18656931417811534,25,24,0,0,False
adjlr_camera_r2_tl21em08_a1e02_s0p75,calibration,camera,2,1e-08,100.0,0.75,4,8,0.028494884969541848,0.09859425820364744,0.006039209979879362,,0.00991878088694298,0.021447831948295026,0.0,0.0,0.0,0.875,0.125,0.2617993754297094,25,24,0,0,False
adjlr_camera_r2_tl21em08_a1e02_s1p0,calibration,camera,2,1e-08,100.0,1.0,4,8,0.02937540691415716,0.09267498035793924,0.00694464646892462,,0.010357833358099366,0.022166295464938424,0.0,0.0,0.0,0.875,0.125,0.31567918601479694,25,24,0,0,False
adjlr_camera_geometry_r2_tl21em08_a1em02_s0p25,calibration,camera_geometry,2,1e-08,0.01,0.25,4,8,0.025738195388088886,0.10863947779077877,0.0032064788411268474,,0.008416902268233883,0.01884318277171565,0.0,0.0,0.0,0.875,0.125,0.11346551257527472,25,24,0,0,False
adjlr_camera_geometry_r2_tl21em08_a1em02_s0p5,calibration,camera_geometry,2,1e-08,0.01,0.5,4,8,0.02793448487349312,0.10286885571233147,0.0054688866081013116,,0.008809162436578588,0.020674748146937427,0.0,0.0,0.0,0.875,0.125,0.20331797940669843,25,24,0,0,False
adjlr_camera_geometry_r2_tl21em08_a1em02_s0p75,calibration,camera_geometry,2,1e-08,0.01,0.75,4,8,0.029087277149517476,0.09604502360494901,0.006655084299444156,,0.008941996194315016,0.02187674354131325,0.0,0.0,0.0,0.875,0.125,0.2564258372523327,25,24,0,0,False
adjlr_camera_geometry_r2_tl21em08_a1em02_s1p0,calibration,camera_geometry,2,1e-08,0.01,1.0,4,8,0.02914998708671604,0.08815447413507534,0.006716788272327065,,0.008801973145114439,0.022444683611103522,0.0,0.0,0.0,0.875,0.125,0.2591634364995516,25,24,0,0,False
adjlr_camera_geometry_r2_tl21em08_a1e00_s0p25,calibration,camera_geometry,2,1e-08,1.0,0.25,4,8,0.025680784143288907,0.10856534513144553,0.003146204136544234,,0.008360340071585926,0.018919607018065665,0.0,0.0,0.0,0.875,0.125,0.11095892873029352,25,24,0,0,False
adjlr_camera_geometry_r2_tl21em08_a1e00_s0p5,calibration,camera_geometry,2,1e-08,1.0,0.5,4,8,0.027862771146618337,0.10277767025332088,0.005393313858194512,,0.00870096685953159,0.020776870353650168,0.0,0.0,0.0,0.875,0.125,0.20038054782847603,25,24,0,0,False
adjlr_camera_geometry_r2_tl21em08_a1e00_s0p75,calibration,camera_geometry,2,1e-08,1.0,0.75,4,8,0.029069372982749572,0.0960244087572963,0.006635008155058075,,0.008787018751051034,0.021951647137564312,0.0,0.0,0.0,0.875,0.125,0.2570263148435152,25,24,0,0,False
adjlr_camera_geometry_r2_tl21em08_a1e00_s1p0,calibration,camera_geometry,2,1e-08,1.0,1.0,4,8,0.029240413302621684,0.08829458087572246,0.006809152982149874,,0.008605013254089244,0.02243323674216985,0.0,0.0,0.0,0.875,0.125,0.2677386105324276,25,24,0,0,False
adjlr_camera_geometry_r2_tl21em08_a1e02_s0p25,calibration,camera_geometry,2,1e-08,100.0,0.25,4,8,0.025111726266974305,0.10900981529187947,0.002558766347538155,,0.008538637658451753,0.018473093403276797,0.0,0.0,0.0,0.875,0.125,0.09575941733044682,25,24,0,0,False
adjlr_camera_geometry_r2_tl21em08_a1e02_s0p5,calibration,camera_geometry,2,1e-08,100.0,0.5,4,8,0.0270599984205145,0.10403486944722792,0.0045642820104792176,,0.00915644961249995,0.02006629326866116,0.0,0.0,0.0,0.875,0.125,0.18236901502646483,25,24,0,0,False
adjlr_camera_geometry_r2_tl21em08_a1e02_s0p75,calibration,camera_geometry,2,1e-08,100.0,0.75,4,8,0.02845307044177396,0.09854446662434724,0.005998126437018525,,0.00963345998163212,0.02116850980862084,0.0,0.0,0.0,0.875,0.125,0.2554274628819981,25,24,0,0,False
adjlr_camera_geometry_r2_tl21em08_a1e02_s1p0,calibration,camera_geometry,2,1e-08,100.0,1.0,4,8,0.029263924308738934,0.09252773942949376,0.006832372060095945,,0.009967040873780086,0.021783741071271012,0.0,0.0,0.0,0.875,0.125,0.3074283077894123,25,24,0,0,False
adjlr_summary_r2_tl21em04_a1em02_s0p25,calibration,summary,2,0.0001,0.01,0.25,4,8,0.025539216659702532,0.1078649970382243,0.002998810629431553,,0.008639525865269504,0.018659153683859786,0.0,0.0,0.0,0.875,0.125,0.1187108623928252,25,24,0,0,False
adjlr_summary_r2_tl21em04_a1em02_s0p5,calibration,summary,2,0.0001,0.01,0.5,4,8,0.027367831163398595,0.10112427872398293,0.004881854397135552,,0.009345984734411061,0.019286394931922413,0.0,0.0,0.0,0.875,0.125,0.2045228083124681,25,24,0,0,False
adjlr_summary_r2_tl21em04_a1em02_s0p75,calibration,summary,2,0.0001,0.01,0.75,4,8,0.02806769726510512,0.09327106477338316,0.005603564324722532,,0.009899997966105634,0.018231942865114648,-0.0003987002488881064,0.0,0.0,0.875,0.125,0.24668263291266124,25,24,0,0,False
adjlr_summary_r2_tl21em04_a1em02_s1p0,calibration,summary,2,0.0001,0.01,1.0,4,8,0.02760920847846003,0.08434370139401533,0.005133275121557521,,0.01030122019465829,0.015505431099959388,-0.00587197710395948,0.0,0.0,0.875,0.125,0.2323446973381415,25,24,0,0,False
adjlr_summary_r2_tl21em04_a1e00_s0p25,calibration,summary,2,0.0001,1.0,0.25,4,8,0.025347366369905172,0.10802469254903968,0.0028001491923174138,,0.008568389793148112,0.018843565798584094,0.0,0.0,0.0,0.875,0.125,0.109241479195605,25,24,0,0,False
adjlr_summary_r2_tl21em04_a1e00_s0p5,calibration,summary,2,0.0001,1.0,0.5,4,8,0.027285485392680997,0.10181829527886731,0.0047937942482284,,0.009221855701074255,0.02044709422397989,0.0,0.0,0.0,0.875,0.125,0.20207455741709882,25,24,0,0,False
adjlr_summary_r2_tl21em04_a1e00_s0p75,calibration,summary,2,0.0001,1.0,0.75,4,8,0.02842487443506657,0.09487496866635839,0.005964915553369116,,0.009741245615238037,0.021188085803443057,0.0,0.0,0.0,0.875,0.125,0.2693747610858662,25,24,0,0,False
adjlr_summary_r2_tl21em04_a1e00_s1p0,calibration,summary,2,0.0001,1.0,1.0,4,8,0.028747067112756736,0.08722314286822506,0.006294491278937192,,0.010125302165019612,0.02105146468628666,0.0,0.0,0.0,0.875,0.125,0.29648150921411676,25,24,0,0,False
adjlr_summary_r2_tl21em04_a1e02_s0p25,calibration,summary,2,0.0001,100.0,0.25,4,8,0.024655054877973592,0.1092543259014383,0.002087799418965433,,0.008588449876345106,0.018161699483086324,0.0,0.0,0.0,0.875,0.125,0.07903637839523285,25,24,0,0,False
adjlr_summary_r2_tl21em04_a1e02_s0p5,calibration,summary,2,0.0001,100.0,0.5,4,8,0.026246294909349807,0.10463668398973244,0.00372497526788948,,0.00919056910097149,0.019557688581024912,0.0,0.0,0.0,0.875,0.125,0.15067878358147976,25,24,0,0,False
adjlr_summary_r2_tl21em04_a1e02_s0p75,calibration,summary,2,0.0001,100.0,0.75,4,8,0.02740194068471538,0.09963797153837081,0.0049137748266642745,,0.009586159277107265,0.020574390848474233,0.0,0.0,0.0,0.875,0.125,0.21187402148852646,25,24,0,0,False
adjlr_summary_r2_tl21em04_a1e02_s1p0,calibration,summary,2,0.0001,100.0,1.0,4,8,0.028112008419981363,0.09425828121412,0.005643952983219347,,0.009772458354612268,0.021211857892389108,0.0,0.0,0.0,0.875,0.125,0.25761232834103487,25,24,0,0,False
adjlr_camera_r2_tl21em04_a1em02_s0p25,calibration,camera,2,0.0001,0.01,0.25,4,8,0.026041703803794253,0.10770786100836893,0.0035193311467366095,,0.008465788677030406,0.019464315132154908,0.0,0.0,0.0,0.875,0.125,0.12775246653339545,25,24,0,0,False
adjlr_camera_r2_tl21em04_a1em02_s0p5,calibration,camera,2,0.0001,0.01,0.5,4,8,0.028213358635461663,0.10072072935590184,0.005756187341450322,,0.008828819191551762,0.021446563521006545,0.0,0.0,0.0,0.875,0.125,0.22673221403419894,25,24,0,0,False
adjlr_camera_r2_tl21em04_a1em02_s0p75,calibration,camera,2,0.0001,0.01,0.75,4,8,0.02899990405804491,0.09241153539537701,0.006564289685058899,,0.008855181681539537,0.02232497456803212,0.0,0.0,0.0,0.875,0.125,0.2769535537693443,25,24,0,0,False
adjlr_camera_r2_tl21em04_a1em02_s1p0,calibration,camera,2,0.0001,0.01,1.0,4,8,0.028353175737723613,0.08278691053081813,0.005893831897312726,,0.00853091230495917,0.022096743584591738,0.0,0.0,0.0,0.875,0.125,0.2662300972358047,25,24,0,0,False
adjlr_camera_r2_tl21em04_a1e00_s0p25,calibration,camera,2,0.0001,1.0,0.25,4,8,0.02581684875844753,0.10828427331379628,0.003285843669826649,,0.008475420505158704,0.019237333614883834,0.0,0.0,0.0,0.875,0.125,0.12378764058298654,25,24,0,0,False
adjlr_camera_r2_tl21em04_a1e00_s0p5,calibration,camera,2,0.0001,1.0,0.5,4,8,0.02807845743775242,0.10216748576795343,0.005615379676031859,,0.00901066797032224,0.02106199305371448,0.0,0.0,0.0,0.875,0.125,0.22546739852569642,25,24,0,0,False
adjlr_camera_r2_tl21em04_a1e00_s0p75,calibration,camera,2,0.0001,1.0,0.75,4,8,0.029309028804522824,0.09504474280483306,0.0068830578399365905,,0.009383189308438067,0.02185221573057372,0.0,0.0,0.0,0.875,0.125,0.29361301907199044,25,24,0,0,False
adjlr_camera_r2_tl21em04_a1e00_s1p0,calibration,camera,2,0.0001,1.0,1.0,4,8,0.029458060489705118,0.08690188863488386,0.007036592655352697,,0.009587099682340616,0.021610658339954514,0.0,0.0,0.0,0.875,0.125,0.311452658938402,25,24,0,0,False
adjlr_camera_r2_tl21em04_a1e02_s0p25,calibration,camera,2,0.0001,100.0,0.25,4,8,0.02510214948852489,0.10899083693999272,0.0025482198136940054,,0.008630457125662683,0.018557169297558462,0.0,0.0,0.0,0.875,0.125,0.09781112269177478,25,24,0,0,False
adjlr_camera_r2_tl21em04_a1e02_s0p5,calibration,camera,2,0.0001,100.0,0.5,4,8,0.027061638367661137,0.10402961591037309,0.00456461138013893,,0.009342905277632263,0.020245458615851863,0.0,0.0,0.0,0.875,0.125,0.18656766563347843,25,24,0,0,False
adjlr_camera_r2_tl21em04_a1e02_s0p75,calibration,camera,2,0.0001,100.0,0.75,4,8,0.028494843629958952,0.09859443735912413,0.0060391675006349205,,0.00991877787055484,0.02144778184081525,0.0,0.0,0.0,0.875,0.125,0.26179737176442386,25,24,0,0,False
adjlr_camera_r2_tl21em04_a1e02_s1p0,calibration,camera,2,0.0001,100.0,1.0,4,8,0.029375375550338798,0.09267524001094607,0.006944614324389753,,0.010357830480583807,0.0221662479566318,0.0,0.0,0.0,0.875,0.125,0.31567754985591573,25,24,0,0,False
adjlr_camera_geometry_r2_tl21em04_a1em02_s0p25,calibration,camera_geometry,2,0.0001,0.01,0.25,4,8,0.02573816166743058,0.10863954159631944,0.0032064440860056775,,0.008416905096740201,0.018843152104486338,0.0,0.0,0.0,0.875,0.125,0.1134643816100554,25,24,0,0,False
adjlr_camera_geometry_r2_tl21em04_a1em02_s0p5,calibration,camera_geometry,2,0.0001,0.01,0.5,4,8,0.027934444726639182,0.10286901184469263,0.005468845253205096,,0.008809172939176935,0.020674703311842235,0.0,0.0,0.0,0.875,0.125,0.2033165357980994,25,24,0,0,False
adjlr_camera_geometry_r2_tl21em04_a1em02_s0p75,calibration,camera_geometry,2,0.0001,0.01,0.75,4,8,0.029087262462209468,0.09604530399960153,0.006655069255235013,,0.008942019842245963,0.021876701272858456,0.0,0.0,0.0,0.875,0.125,0.25642547780384856,25,24,0,0,False
adjlr_camera_geometry_r2_tl21em04_a1em02_s1p0,calibration,camera_geometry,2,0.0001,0.01,1.0,4,8,0.029150029519606283,0.08815490848037408,0.006716832214263099,,0.008802015642976113,0.022444661075356753,0.0,0.0,0.0,0.875,0.125,0.25916581737929434,25,24,0,0,False
adjlr_camera_geometry_r2_tl21em04_a1e00_s0p25,calibration,camera_geometry,2,0.0001,1.0,0.25,4,8,0.02568075119911621,0.10856540986376964,0.003146170199341769,,0.008360343315251484,0.018919575576285763,0.0,0.0,0.0,0.875,0.125,0.11095783367932234,25,24,0,0,False
adjlr_camera_geometry_r2_tl21em04_a1e00_s0p5,calibration,camera_geometry,2,0.0001,1.0,0.5,4,8,0.027862730683683806,0.10277782570130262,0.005393272187154671,,0.008700976648653658,0.020776827487841487,0.0,0.0,0.0,0.875,0.125,0.2003791035187911,25,24,0,0,False
adjlr_camera_geometry_r2_tl21em04_a1e00_s0p75,calibration,camera_geometry,2,0.0001,1.0,0.75,4,8,0.029069354837345893,0.09602468265890284,0.006634989516598397,,0.008787038924091828,0.0219516125838079,0.0,0.0,0.0,0.875,0.125,0.25702576920813286,25,24,0,0,False
adjlr_camera_geometry_r2_tl21em04_a1e00_s1p0,calibration,camera_geometry,2,0.0001,1.0,1.0,4,8,0.029240447207242712,0.08829500102721533,0.0068091880357327855,,0.00860504780273419,0.02243323190453117,0.0,0.0,0.0,0.875,0.125,0.2677405470107523,25,24,0,0,False
adjlr_camera_geometry_r2_tl21em04_a1e02_s0p25,calibration,camera_geometry,2,0.0001,100.0,0.25,4,8,0.025111701270656442,0.10900986467140153,0.0025587406173652183,,0.008538637387436876,0.018473068445923668,0.0,0.0,0.0,0.875,0.125,0.09575852583082682,25,24,0,0,False
adjlr_camera_geometry_r2_tl21em04_a1e02_s0p5,calibration,camera_geometry,2,0.0001,100.0,0.5,4,8,0.027059959921137314,0.10403497903271176,0.004564242396996085,,0.009156449358895813,0.020066253236593112,0.0,0.0,0.0,0.875,0.125,0.18236744048859527,25,24,0,0,False
adjlr_camera_geometry_r2_tl21em04_a1e02_s0p75,calibration,camera_geometry,2,0.0001,100.0,0.75,4,8,0.028453030925424894,0.09854464800107339,0.0059980858147997695,,0.009633460048066311,0.02116846416269469,0.0,0.0,0.0,0.875,0.125,0.2554255851316668,25,24,0,0,False
adjlr_camera_geometry_r2_tl21em04_a1e02_s1p0,calibration,camera_geometry,2,0.0001,100.0,1.0,4,8,0.029263897017606996,0.09252800428963959,0.006832344089523795,,0.009967041590713377,0.021783699389096856,0.0,0.0,0.0,0.875,0.125,0.3074268391750635,25,24,0,0,False
adjlr_summary_r2_tl21em02_a1em02_s0p25,calibration,summary,2,0.01,0.01,0.25,4,8,0.02553628614634154,0.10787292957193262,0.002995793207817274,,0.008639353750399814,0.0186571374743863,0.0,0.0,0.0,0.875,0.125,0.11859127370733813,25,24,0,0,False
adjlr_summary_r2_tl21em02_a1em02_s0p5,calibration,summary,2,0.01,0.01,0.5,4,8,0.02736514413825622,0.10114356136309884,0.0048790858420285355,,0.009345687630248123,0.019287488589754542,0.0,0.0,0.0,0.875,0.125,0.204386613481153,25,24,0,0,False
adjlr_summary_r2_tl21em02_a1em02_s0p75,calibration,summary,2,0.01,0.01,0.75,4,8,0.02806867246489929,0.09330486991566306,0.005604563071118285,,0.009899621275180848,0.018241309210513534,-0.0003768408994799799,0.0,0.0,0.875,0.125,0.24667856173811342,25,24,0,0,False
adjlr_summary_r2_tl21em02_a1em02_s1p0,calibration,summary,2,0.01,0.01,1.0,4,8,0.027617245660215478,0.08439505688202152,0.005141541655709084,,0.010300809869407956,0.015528046055759304,-0.005827495052282972,0.0,0.0,0.875,0.125,0.2326518179195664,25,24,0,0,False
adjlr_summary_r2_tl21em02_a1e00_s0p25,calibration,summary,2,0.01,1.0,0.25,4,8,0.025344543459818333,0.10803192497859088,0.0027972452131403425,,0.008568315357722733,0.01884064763229165,0.0,0.0,0.0,0.875,0.125,0.1091288775713773,25,24,0,0,False
adjlr_summary_r2_tl21em02_a1e00_s0p5,calibration,summary,2,0.01,1.0,0.5,4,8,0.027281956780822833,0.10183486776086634,0.004790167699291151,,0.009221725069731068,0.02044369460761858,0.0,0.0,0.0,0.875,0.125,0.20190062736318526,25,24,0,0,False
adjlr_summary_r2_tl21em02_a1e00_s0p75,calibration,summary,2,0.01,1.0,0.75,4,8,0.028422866661823656,0.09490281996243091,0.005962860385427413,,0.009741075730196669,0.021186719314054636,0.0,0.0,0.0,0.875,0.125,0.26923483844095114,25,24,0,0,False
adjlr_summary_r2_tl21em02_a1e00_s1p0,calibration,summary,2,0.01,1.0,1.0,4,8,0.02874885250702064,0.08726413861786493,0.006296349078596997,,0.010125109136630672,0.021054708407655387,0.0,0.0,0.0,0.875,0.125,0.29653329403718254,25,24,0,0,False
