partition,base_seed,family,case_id,geometry_digest,candidate_id,adjoint_residual_ratio_to_component_damping,adjoint_residual_gain_over_component_damping,fresh_exact_mismatch_access,evaluator_only,evaluator_forward_calls,evaluator_adjoint_calls
calibration,1277,smooth_no_interface,9b8d0afa66c626630d5d,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,component_damping,1.0,0.0,True,True,0,2
calibration,1277,smooth_no_interface,9b8d0afa66c626630d5d,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,selected_fail_closed,0.44116421271469136,0.5588357872853087,True,True,0,2
calibration,1277,smooth_no_interface,9b8d0afa66c626630d5d,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,selected_raw_unbounded_diagnostic,0.44116421271469136,0.5588357872853087,True,True,0,2
calibration,1277,smooth_no_interface,9b8d0afa66c626630d5d,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,damping_plus_train_basis_mean,0.7282322287450589,0.2717677712549411,True,True,0,2
calibration,1277,smooth_no_interface,9b8d0afa66c626630d5d,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,high_order_teacher_b0p25,0.9180908448575,0.08190915514249997,True,True,0,2
calibration,1277,smooth_no_interface,9b8d0afa66c626630d5d,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,high_order_teacher_b0p5,0.8492339082273694,0.15076609177263056,True,True,0,2
calibration,1277,smooth_no_interface,9b8d0afa66c626630d5d,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,high_order_teacher_b0p75,0.796820114213945,0.20317988578605495,True,True,0,2
calibration,1277,smooth_no_interface,9b8d0afa66c626630d5d,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,high_order_teacher_b1p0,0.7642401389678076,0.23575986103219237,True,True,0,2
calibration,1277,smooth_no_interface,9b8d0afa66c626630d5d,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,measurement_l2_low_rank_oracle,0.40900695458808756,0.5909930454119124,True,True,0,2
calibration,1277,smooth_no_interface,9b8d0afa66c626630d5d,c4cf361ae43294f9cb375ade50ea866adb04e2f825bfefa2fb76e06cb0b45817,adjoint_low_rank_oracle,0.4079838491396986,0.5920161508603015,True,True,0,2
