partition,base_seed,family,case_id,geometry_digest,candidate_id,field_relative_l2,h1_seminorm_relative_l2,field_mean_bias,data_residual_relative_l2,fallback,fallback_reason,takeover,evaluator_only,low_forward_calls,low_adjoint_calls,high_order_forward_calls,high_order_adjoint_calls,shared_warm_seconds,deployment_setup_seconds,evaluator_setup_seconds,candidate_refine_seconds,end_to_end_seconds,total_with_evaluator_seconds,route,feature_set,basis_rank,target_l2,ridge_alpha,residual_shrinkage,feature_max_abs_z,predicted_residual_rms,model_inference_seconds,coefficient_target_evaluator_adjoint_calls
calibration,1289,single_interface,a40d33fc9a6be98e818c,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,low_cgls24_matched,0.7307348521391119,1.216391421806321,0.002152353952018137,0.0007913043715552694,False,,True,False,25,24,0,0,0.0,0.0,0.0,0.007984374999068677,0.007984374999068677,0.007984374999068677,,,,,,,,,,
calibration,1289,single_interface,a40d33fc9a6be98e818c,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,component_damping,0.704392513261388,1.0977051984898063,0.002194271801671462,0.0014251771783628762,False,,True,False,25,24,0,0,0.0039884159923531115,0.0,0.0,0.003737791965249926,0.007726207957603037,0.007726207957603037,,,,,,,,,,
calibration,1289,single_interface,a40d33fc9a6be98e818c,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,selected_fail_closed,0.6941339103955,1.091326717652943,0.0018394357125795585,0.006637910301266497,False,,True,False,25,24,0,0,0.0039884159923531115,0.00048020906979218125,0.0,0.0034405419719405472,0.00790916703408584,0.00790916703408584,fail_closed,camera,4,0.01,1.0,1.0,2.433806897615123,0.1292497352150632,9.420904098078609e-05,
calibration,1289,single_interface,a40d33fc9a6be98e818c,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,selected_raw_unbounded_diagnostic,0.6941339103955,1.091326717652943,0.0018394357125795585,0.006637910301266497,False,,True,True,25,24,0,0,0.0039884159923531115,0.0004433330614119768,0.0,0.003990374971181154,0.008422124024946243,0.008422124024946243,raw_unbounded_diagnostic,camera,4,0.01,1.0,1.0,2.433806897615123,0.1292497352150632,5.7333032600581646e-05,
calibration,1289,single_interface,a40d33fc9a6be98e818c,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,damping_plus_train_basis_mean,0.7038034794284267,1.104979410166693,0.0016439845638664837,0.002043565350166382,False,,True,False,25,24,0,0,0.0039884159923531115,0.0,0.0,0.0033976660342887044,0.007386082026641816,0.007386082026641816,,,,,,,,,,
calibration,1289,single_interface,a40d33fc9a6be98e818c,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,high_order_teacher_b0p25,0.702976313542769,1.087898585928845,0.002187008244676412,0.0014485982854579454,False,,True,True,25,24,1,0,0.0039884159923531115,0.0,0.00016016699373722076,0.003876500006299466,0.007864915998652577,0.008025082992389798,,,,,,,,,,
calibration,1289,single_interface,a40d33fc9a6be98e818c,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,high_order_teacher_b0p5,0.7018441664273455,1.0787767190912487,0.002179383236513404,0.002290338996596309,False,,True,True,25,24,1,0,0.0039884159923531115,0.0,0.00016016699373722076,0.0035260000149719417,0.007514416007325053,0.007674583001062274,,,,,,,,,,
calibration,1289,single_interface,a40d33fc9a6be98e818c,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,high_order_teacher_b0p75,0.7009695828867705,1.070276628650366,0.002170701467134915,0.0031649568204147305,False,,True,True,25,24,1,0,0.0039884159923531115,0.0,0.00016016699373722076,0.003997957974206656,0.007986373966559768,0.008146540960296988,,,,,,,,,,
calibration,1289,single_interface,a40d33fc9a6be98e818c,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,high_order_teacher_b1p0,0.7004598749433435,1.062639665334411,0.0021609619039250996,0.003882585404517059,False,,True,True,25,24,1,0,0.0039884159923531115,0.0,0.00016016699373722076,0.0034504999639466405,0.007438915956299752,0.007599082950036973,,,,,,,,,,
calibration,1289,single_interface,a40d33fc9a6be98e818c,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,measurement_l2_low_rank_oracle,0.6940997162638316,1.092180187589447,0.001718372757092216,0.007460339105434133,False,,True,True,25,24,0,0,0.0039884159923531115,0.0,3.058300353586674e-05,0.003851916000712663,0.007840331993065774,0.007870914996601641,,,,,,,,,,
