selector,cell_count,mean_regret_pct,seed_clustered_ci95_pct,median_regret_pct,p95_regret_pct,max_regret_pct,exact_oracle_rank_rate,within_one_pct_oracle_rate,mean_field_improvement_vs_rank3_pct,field_better_than_rank3_rate,mean_field_improvement_vs_full_pct
capacity_spectrum,864,0.7892574827947274,0.021907801887032848,0.16382254033847446,5.87756652213683,11.733335772633957,0.2847222222222222,0.8055555555555556,0.7294507529274155,0.7222222222222222,1.0476554146307664
support,864,0.6140426701944486,0.026509159480034423,0.17970966989030435,2.7622381037880865,7.778097932282108,0.24074074074074073,0.7835648148148148,0.9039164430899871,0.7094907407407407,1.2002551611508072
temporal,864,0.6680373722113031,0.03752320639861088,0.18754747395909416,2.9642778128451925,8.148598410154548,0.23032407407407407,0.7962962962962963,0.8538843970003867,0.7511574074074074,1.146421664491671
no_holdout,864,0.2521194599434465,0.014050211962862604,0.055399112314136786,1.267365721707318,2.5770787895426315,0.3761574074074074,0.9236111111111112,1.2593173436335687,0.7777777777777778,1.5343449822504354
with_holdout,864,0.21000309539017648,0.013573611629596909,0.021786051631626262,1.0544185123806036,2.843016225784716,0.3854166666666667,0.9444444444444444,1.3008402206605991,0.7893518518518519,1.5763328238474477
