partition,base_seed,geometry_digest,family,case_id,candidate_id,kind,beta,field_relative_l2,field_rmse,field_nrmse_dynamic_range,field_mean_bias,h1_seminorm_relative_error,modeled_continuous_reprojection_relative_l2,raw_low_reprojection_relative_l2,modeled_correction_relative_norm,low_forward_calls,low_adjoint_calls,high_order_forward_calls,high_order_adjoint_calls,evaluator_only,runtime_seconds
development,2536,e57c090def915fdbc30dd3972f50372a9275356e1846e71d779b38fa75a3caf8,smooth_no_interface,ceeff3f3fda744d2dace,low_cgls25,low_reference,,0.5852342779339873,0.052289617950604196,0.0673314207573971,0.017131312254765888,1.156454706363388,0.000163214881529369,0.000163214881529369,0.0,25,25,0,0,False,0.007818708021659404
development,2536,e57c090def915fdbc30dd3972f50372a9275356e1846e71d779b38fa75a3caf8,smooth_no_interface,ceeff3f3fda744d2dace,direct_high_order_cgls25,direct_high_order_reference,,0.6441437296214765,0.057553070278264735,0.07410897502533986,0.020559561480180497,1.172682935595182,0.00018778649889958845,0.14339798275685997,0.0,0,0,25,25,False,0.007416624983306974
development,2536,e57c090def915fdbc30dd3972f50372a9275356e1846e71d779b38fa75a3caf8,smooth_no_interface,ceeff3f3fda744d2dace,component_damping_correction,damping,0.0,0.5750307473361654,0.05137795105612405,0.06615750077731963,0.018675106965926443,1.0237759268195732,0.0010282744635604255,0.15604817788380734,0.15603823034356668,25,24,0,0,False,0.0038364999927580357
development,2536,e57c090def915fdbc30dd3972f50372a9275356e1846e71d779b38fa75a3caf8,smooth_no_interface,ceeff3f3fda744d2dace,damping_high_order_b0p75,damping_high_order,0.75,0.5732854174433167,0.05122200900567375,0.06595669992575176,0.018403842979853383,1.0408712712896722,0.0015240951330291964,0.14211025990168583,0.14210166846685388,25,24,1,0,False,0.003466124995611608
development,2536,e57c090def915fdbc30dd3972f50372a9275356e1846e71d779b38fa75a3caf8,smooth_no_interface,ceeff3f3fda744d2dace,exact_mismatch_oracle,exact_oracle,1.0,0.5698941701836047,0.0509190072330975,0.06556653567060572,0.0176044881168498,1.0728757790637282,0.0007920067819295109,0.1679029250516133,0.1679013436819903,25,24,0,0,True,0.003868624975439161
development,2536,e57c090def915fdbc30dd3972f50372a9275356e1846e71d779b38fa75a3caf8,single_interface,a348e0ba9c204d5d779c,low_cgls25,low_reference,,0.6696303384533148,0.0749360490228594,0.07944472705834724,0.007082715537274874,1.1692245945185311,0.0008572259597817028,0.0008572259597817028,0.0,25,25,0,0,False,0.007933375018183142
development,2536,e57c090def915fdbc30dd3972f50372a9275356e1846e71d779b38fa75a3caf8,single_interface,a348e0ba9c204d5d779c,direct_high_order_cgls25,direct_high_order_reference,,0.7267294011912648,0.08132581053571633,0.08621894141814082,0.008767964040025097,1.1566908874205828,0.0004744642959766414,0.16298073503318697,0.0,0,0,25,25,False,0.00780054199276492
development,2536,e57c090def915fdbc30dd3972f50372a9275356e1846e71d779b38fa75a3caf8,single_interface,a348e0ba9c204d5d779c,component_damping_correction,damping,0.0,0.6615876826003457,0.07403602281636444,0.07849054896579075,0.007932955762699282,1.064490039081859,0.0022282425219621745,0.16101996589216688,0.16095708149710275,25,24,0,0,False,0.003934542008209974
development,2536,e57c090def915fdbc30dd3972f50372a9275356e1846e71d779b38fa75a3caf8,single_interface,a348e0ba9c204d5d779c,damping_high_order_b0p75,damping_high_order,0.75,0.6610955426476898,0.07398094911151482,0.07843216164077263,0.007562326329920011,1.0566144722028157,0.004718271191716212,0.16350540647459638,0.1635063869083995,25,24,1,0,False,0.003514750045724213
development,2536,e57c090def915fdbc30dd3972f50372a9275356e1846e71d779b38fa75a3caf8,single_interface,a348e0ba9c204d5d779c,exact_mismatch_oracle,exact_oracle,1.0,0.6546511620579245,0.07325978044267577,0.07766760240918741,0.007383071860922407,1.0843587535263297,0.003837315329419045,0.1627725227701582,0.16278776818095061,25,24,0,0,True,0.003916957997716963
development,2727,a7117801a375f93526603f2254474dd4358d87a4639631d614c98e4233523ef3,smooth_no_interface,3ec5f554003506168a78,low_cgls25,low_reference,,0.6037772908606112,0.06040201752384263,0.06978622842322223,0.01885002643369622,1.1536348120113824,0.00030194744159961967,0.00030194744159961967,0.0,25,25,0,0,False,0.007632041990291327
development,2727,a7117801a375f93526603f2254474dd4358d87a4639631d614c98e4233523ef3,smooth_no_interface,3ec5f554003506168a78,direct_high_order_cgls25,direct_high_order_reference,,0.660878248234629,0.06611441028876008,0.07638611304095594,0.022688651167698602,1.177703252019,0.00020436403390562075,0.15036880614011502,0.0,0,0,25,25,False,0.007758374966215342
development,2727,a7117801a375f93526603f2254474dd4358d87a4639631d614c98e4233523ef3,smooth_no_interface,3ec5f554003506168a78,component_damping_correction,damping,0.0,0.5945811343221532,0.059482031931810515,0.06872331153230407,0.020516791187190807,1.0322507937538103,0.001128979028510388,0.15779015530677523,0.15778008615066083,25,24,0,0,False,0.0039717910112813115
development,2727,a7117801a375f93526603f2254474dd4358d87a4639631d614c98e4233523ef3,smooth_no_interface,3ec5f554003506168a78,damping_high_order_b0p75,damping_high_order,0.75,0.5928637617620629,0.05931022559023434,0.06852481292101083,0.020205930983850977,1.0419543944522776,0.0016430241728410953,0.14858200445603711,0.14857324998952515,25,24,1,0,False,0.003495124983601272
development,2727,a7117801a375f93526603f2254474dd4358d87a4639631d614c98e4233523ef3,smooth_no_interface,3ec5f554003506168a78,exact_mismatch_oracle,exact_oracle,1.0,0.5894665040037166,0.058970363151287425,0.06813214859009736,0.01935589004607188,1.0691733701141302,0.0009775966770856675,0.16360019580988208,0.16360482508103855,25,24,0,0,True,0.0038306659553200006
development,2727,a7117801a375f93526603f2254474dd4358d87a4639631d614c98e4233523ef3,single_interface,98ccca74919097363eea,low_cgls25,low_reference,,0.6526424885952088,0.08272203296134402,0.08177556807348836,-0.014033019464394787,1.185375140474154,0.00033361075636943575,0.00033361075636943575,0.0,25,25,0,0,False,0.008197834016755223
development,2727,a7117801a375f93526603f2254474dd4358d87a4639631d614c98e4233523ef3,single_interface,98ccca74919097363eea,direct_high_order_cgls25,direct_high_order_reference,,0.7075470189022609,0.08968114831952916,0.08865506065039905,-0.01663547985102298,1.1677988038235214,0.0003122540359394173,0.16438493970649265,0.0,0,0,25,25,False,0.007727707969024777
development,2727,a7117801a375f93526603f2254474dd4358d87a4639631d614c98e4233523ef3,single_interface,98ccca74919097363eea,component_damping_correction,damping,0.0,0.6494054134949909,0.08231173568861365,0.08136996522071263,-0.01525468068437826,1.0703647144030886,0.0015459004307284555,0.16120051603424265,0.16116280048136442,25,24,0,0,False,0.004134959017392248
development,2727,a7117801a375f93526603f2254474dd4358d87a4639631d614c98e4233523ef3,single_interface,98ccca74919097363eea,damping_high_order_b0p75,damping_high_order,0.75,0.646782564863299,0.08197929124199105,0.08104132444023104,-0.015032037353826886,1.0648994272591368,0.0036420475006574016,0.16361010084611624,0.16363065859068943,25,24,1,0,False,0.004601666994858533
development,2727,a7117801a375f93526603f2254474dd4358d87a4639631d614c98e4233523ef3,single_interface,98ccca74919097363eea,exact_mismatch_oracle,exact_oracle,1.0,0.6332485415798249,0.08026386213690023,0.07934552243275197,-0.014548413695049271,1.0851884876460722,0.004497594431868132,0.15855355473284966,0.15863440755392874,25,24,0,0,True,0.004201375006232411
development,2363,77b92bb588dec002d75e5b501923d7fa663f3fbf70d541b3ad186f83f35fe47f,smooth_no_interface,6c6b24fec477835c46e9,low_cgls25,low_reference,,0.5969975940424638,0.047946856433898,0.06949365264071318,0.016222660624410093,1.1790629723700585,0.00020122666234062114,0.00020122666234062114,0.0,25,25,0,0,False,0.007430416997522116
development,2363,77b92bb588dec002d75e5b501923d7fa663f3fbf70d541b3ad186f83f35fe47f,smooth_no_interface,6c6b24fec477835c46e9,direct_high_order_cgls25,direct_high_order_reference,,0.6559155439759389,0.05267875236619381,0.07635201117990793,0.01940887041763691,1.1942159957471363,0.00024011594257867971,0.15025564121658322,0.0,0,0,25,25,False,0.007608417014125735
