base_seed,geometry_digest,family_count,mean_field_gain_over_low_cgls25,mean_h1_gain_over_low_cgls25,mean_field_gain_over_component_damping,worst_family_field_gain_over_low_cgls25
2363,77b92bb588dec002d75e5b501923d7fa663f3fbf70d541b3ad186f83f35fe47f,2,0.05969479093873886,0.10977637376498234,0.009161328575285455,0.021807735544935536
2507,05c1c32e0e051dd55e15d26dca214fa6e700b600686c926ac08406d7b0291398,2,0.04682668408116408,0.10620439468412729,0.011358503950254284,0.021007166777578634
2536,e57c090def915fdbc30dd3972f50372a9275356e1846e71d779b38fa75a3caf8,2,0.016581379649805328,0.09812907728212922,0.0018895355858709606,0.012745533342079951
2727,a7117801a375f93526603f2254474dd4358d87a4639631d614c98e4233523ef3,2,0.013527093462912199,0.09922126011630572,0.0034636100261254965,0.008978765303072844
2824,ce1f09aeb65d9660dd8eb36794c324937397b6cab1d438c8b046cdca505c6250,2,0.01951022924719592,0.09711927151601901,0.003358895872910772,0.01726878948919275
2829,0d202c1838552e943cabe1dfee182dd7845b5ea5438a5d3f94cbdbbf373991d9,2,0.061800239682502645,0.10805108774856526,0.011954265286423071,0.02715715875111424
