method,split,sample_index,family_id,view_count,noise_level,rel_l2,gradient_rel_l2,observed_reprojection_rel_l2,heldout_reprojection_rel_l2,mass_relative_error,centroid_error,squared_rel_l2
physics_lift,test_noise_ood,123,1,7,0.1,0.42880284786224365,0.6367828249931335,0.4262983202934265,0.4959646165370941,0.2058468908071518,0.043420778991894934,0.18387188233477048
physics_lift,test_noise_ood,124,0,5,0.1,0.43311807513237,0.6086111068725586,0.3570081293582916,0.45326361060142517,0.018555980175733566,0.0640013403183557,0.1875912670063693
physics_lift,test_noise_ood,125,0,7,0.1,0.4216364622116089,0.5704658627510071,0.37599456310272217,0.5027430057525635,0.01765090599656105,0.09949550426120615,0.1777773062663215
physics_lift,test_noise_ood,126,1,5,0.1,0.6587674617767334,0.887955367565155,0.5683367252349854,0.7390468120574951,0.4280313551425934,0.114311923743292,0.4339745686957599
physics_lift,test_noise_ood,127,1,7,0.1,0.5578904151916504,0.8050252199172974,0.4806201756000519,0.778047502040863,0.2594071328639984,0.0849516471379198,0.31124171536271206
physics_lift,test_noise_ood,128,0,5,0.1,0.36044615507125854,0.5391460061073303,0.3134651482105255,0.3377857208251953,0.01873680204153061,0.09041342001513032,0.12992143070565376
physics_lift,test_noise_ood,129,0,7,0.1,0.3837145268917084,0.5025750398635864,0.30420684814453125,0.5110532641410828,0.3600332736968994,0.07528209952250635,0.1472368381477276
physics_lift,test_noise_ood,130,1,5,0.1,0.652870237827301,0.9389583468437195,0.589440643787384,0.6704143285751343,0.5327246189117432,0.0488815411925624,0.4262395474406766
physics_lift,test_noise_ood,131,1,7,0.1,0.6012380123138428,0.8704233765602112,0.4716740548610687,0.8217176795005798,0.4315376579761505,0.08574076736884757,0.36148714745110055
physics_lift,test_joint_ood,132,0,3,0.1,0.7039899826049805,0.9101118445396423,0.7218864560127258,0.6186563968658447,0.23419292271137238,0.12966295393824873,0.4956018956081607
physics_lift,test_joint_ood,133,1,3,0.1,0.7985895872116089,1.0529130697250366,0.9121800065040588,0.7359594702720642,0.6253089904785156,0.11467052320770894,0.6377453288028079
physics_lift,test_joint_ood,134,0,3,0.1,0.7950975894927979,1.0047262907028198,0.8818071484565735,0.7223970890045166,0.6624974608421326,0.06792467780697692,0.6321801768172577
physics_lift,test_joint_ood,135,1,3,0.1,0.8715739846229553,1.1061992645263672,1.0449026823043823,0.6602421402931213,0.5284081697463989,0.047762051931449036,0.7596412106715356
physics_lift,test_joint_ood,136,0,3,0.1,0.6806124448776245,0.8746743202209473,0.7346599102020264,0.5452115535736084,0.12501253187656403,0.09143119845281523,0.46323330012229746
physics_lift,test_joint_ood,137,1,3,0.1,0.83296799659729,1.102645754814148,1.0018054246902466,0.7450023889541626,0.45307591557502747,0.07551436882210916,0.693835683355303
physics_lift,test_joint_ood,138,0,3,0.1,0.722779393196106,0.9072391986846924,0.8185322284698486,0.6104598641395569,0.46643176674842834,0.15795832268411367,0.5224100512289311
physics_lift,test_joint_ood,139,1,3,0.1,0.856587290763855,1.0320954322814941,0.9807720184326172,0.8049748539924622,0.5938708186149597,0.04518914776306261,0.733741786698161
physics_lift,test_joint_ood,140,0,3,0.1,0.7035015821456909,0.8958063721656799,0.6959218978881836,0.6394309997558594,0.3832279145717621,0.11531089505386065,0.4949144760814903
physics_lift,test_joint_ood,141,1,3,0.1,0.8724023699760437,1.0419613122940063,0.9277496933937073,0.8301810026168823,0.7394915223121643,0.11356456279781123,0.7610858951398178
physics_lift,test_joint_ood,142,0,3,0.1,0.6848000884056091,0.9017238020896912,0.6933097243309021,0.6536207795143127,0.4919661581516266,0.16171903347932767,0.4689511610803301
physics_lift,test_joint_ood,143,1,3,0.1,0.8073001503944397,1.0142351388931274,0.8938389420509338,0.7611252665519714,0.4657617509365082,0.056227012603873784,0.651733532826885
physics_lift,test_joint_ood,144,0,3,0.1,0.6424130797386169,0.7893107533454895,0.6208263635635376,0.5177643299102783,0.2041294425725937,0.09931535094704246,0.4126945650192546
physics_lift,test_joint_ood,145,1,3,0.1,0.9047360420227051,1.1351946592330933,1.075111985206604,0.7897374033927917,0.6779192686080933,0.016849791737601556,0.81854730573491
physics_lift,test_joint_ood,146,0,3,0.1,0.7241600155830383,0.9280389547348022,0.7963994741439819,0.614495038986206,0.4136013984680176,0.09003056162028217,0.5244077281692263
physics_lift,test_joint_ood,147,1,3,0.1,0.8600208759307861,1.0351014137268066,0.924278974533081,0.7901525497436523,0.6564026474952698,0.039335530260466545,0.7396359070367566
physics_lift,test_family_ood,148,2,5,0.02,0.8212205171585083,0.9948827624320984,0.8321816325187683,0.887167751789093,0.6797588467597961,0.05148443100341758,0.6744031378020878
physics_lift,test_family_ood,149,2,5,0.05,0.8089451193809509,0.9852443337440491,0.7795253396034241,0.8781033158302307,0.5331069827079773,0.048971578266926476,0.654392206170261
physics_lift,test_family_ood,150,2,7,0.02,0.7474754452705383,0.9365900158882141,0.6108023524284363,0.8887884616851807,0.46657565236091614,0.06843347930626945,0.5587195412823895
physics_lift,test_family_ood,151,2,7,0.05,0.767777681350708,0.9487329721450806,0.63763827085495,0.864956259727478,0.42137160897254944,0.049906606964465354,0.5894825679802693
