geometry_id,partition,source_index,sample_seed,source_split,family_id,noise_level,field_rel_l2,observed_reprojection_rel_l2,audit_reprojection_rel_l2
g_001011111,train,179,30360840,val,1,0.05,0.33458566665649414,0.2548990716269839,0.4863975354503279
g_001011111,train,180,30360841,val,1,0.02,0.4017984867095947,0.2743001416992311,0.6078191502795748
g_001011111,train,181,30360842,val,1,0.05,0.3862912356853485,0.28641237639132594,0.6114116251774018
g_001011111,train,182,30360843,val,1,0.02,0.33181077241897583,0.2512460355566708,0.39012870714960374
g_001011111,train,183,30360844,val,1,0.05,0.3008514642715454,0.2570769139589454,0.4257902159815123
g_001011111,train,184,30360845,val,0,0.02,0.34980228543281555,0.2957931855385846,0.32018664371832245
g_001011111,train,185,30360846,val,0,0.05,0.3391731381416321,0.301116757645793,0.3202248760969232
g_001011111,train,186,30360847,val,0,0.02,0.3510484993457794,0.3057625073810143,0.30159835064404206
g_001011111,train,187,30360848,val,0,0.05,0.3805200159549713,0.35309503863422964,0.33043481641686
g_001011111,train,188,30360849,val,0,0.02,0.36045119166374207,0.32718398040012064,0.3212894511418257
g_001011111,train,189,30360850,val,0,0.05,0.37152132391929626,0.3338512302885372,0.33486060812437235
g_001011111,train,190,30360851,val,1,0.02,0.33041828870773315,0.2076205002628412,0.31997654627142375
g_001011111,train,191,30360852,val,1,0.05,0.41057851910591125,0.2842693839247143,0.5655118899453437
g_001011111,train,192,30360853,val,1,0.02,0.3004228174686432,0.23686255697317574,0.49018486217596846
g_001011111,train,193,30360854,val,1,0.05,0.29748204350471497,0.2304849425691553,0.35988665952061283
g_001011111,train,194,30360855,val,1,0.02,0.3441990613937378,0.23844266444449236,0.5113653345294206
g_001011111,train,195,30360856,val,1,0.05,0.28432950377464294,0.24217061003023768,0.3723669934443329
g_001011111,train,196,30360857,val,0,0.02,0.4147116243839264,0.3810843055136073,0.4015373041995652
g_001011111,train,197,30360858,val,0,0.05,0.3029753863811493,0.2654230283326437,0.27796733148397307
g_001011111,train,198,30360859,val,0,0.02,0.38457608222961426,0.3522882352293642,0.3667942454280499
g_001011111,train,199,30360860,val,0,0.05,0.3537781834602356,0.3144624297388279,0.3134696008359957
g_010011111,geometry_ood,160,30360821,val,0,0.02,0.3784123957157135,0.35220554786363883,0.3865638228751364
g_010011111,geometry_ood,161,30360822,val,0,0.05,0.4308164715766907,0.40882406922013537,0.41460868674162593
g_010011111,geometry_ood,162,30360823,val,0,0.02,0.3267660140991211,0.28815951756748953,0.3477872433379206
g_010011111,geometry_ood,163,30360824,val,0,0.05,0.3346979320049286,0.30771138600275505,0.39082571581260056
