geometry_id,partition,source_index,sample_seed,source_split,family_id,noise_level,field_rel_l2,observed_reprojection_rel_l2,audit_reprojection_rel_l2
g_011011110,train,189,30360850,val,0,0.05,0.381881445646286,0.346175812687441,0.34255965370829466
g_011011110,train,190,30360851,val,1,0.02,0.3389326333999634,0.21245091508416292,0.33203312977265026
g_011011110,train,191,30360852,val,1,0.05,0.40990203619003296,0.2871786121483056,0.5534570966846124
g_011011110,train,192,30360853,val,1,0.02,0.3037492036819458,0.24404659584939017,0.459995688622278
g_011011110,train,193,30360854,val,1,0.05,0.30125564336776733,0.23590819623809112,0.369888755314874
g_011011110,train,194,30360855,val,1,0.02,0.3420645594596863,0.2397142413684693,0.5133367274428747
g_011011110,train,195,30360856,val,1,0.05,0.29471781849861145,0.2504308727458708,0.3808692247817005
g_011011110,train,196,30360857,val,0,0.02,0.42400991916656494,0.3883950030677655,0.39290353701886627
g_011011110,train,197,30360858,val,0,0.05,0.3180427849292755,0.2783649316683751,0.2814511181995245
g_011011110,train,198,30360859,val,0,0.02,0.40065956115722656,0.36610783592974766,0.35250034151368204
g_011011110,train,199,30360860,val,0,0.05,0.3576816916465759,0.3164113308289217,0.3177741710058299
g_100011111,stress,160,30360821,val,0,0.02,0.37201207876205444,0.33890425126132,0.385254715291142
g_100011111,stress,161,30360822,val,0,0.05,0.4483737349510193,0.41105626173285,0.4635716620240485
g_100011111,stress,162,30360823,val,0,0.02,0.3626702129840851,0.3028392649890174,0.4234765137048209
g_100011111,stress,163,30360824,val,0,0.05,0.35086148977279663,0.30589607810888386,0.4430906450456661
g_100011111,stress,164,30360825,val,0,0.02,0.38644132018089294,0.33587880821163646,0.42289314608811585
g_100011111,stress,165,30360826,val,0,0.05,0.4147089719772339,0.36188255779209,0.45923050457911946
g_100011111,stress,166,30360827,val,1,0.02,0.3716053068637848,0.22041942439958365,0.5656055117198823
g_100011111,stress,167,30360828,val,1,0.05,0.4751894474029541,0.25188076237461404,0.6902369160204082
g_100011111,stress,168,30360829,val,1,0.02,0.37629595398902893,0.2273263588734494,0.5970261005900057
g_100011111,stress,169,30360830,val,1,0.05,0.35824063420295715,0.26480713767966635,0.423351211013015
g_100011111,stress,170,30360831,val,1,0.02,0.34596630930900574,0.2660663059477774,0.5533407044908554
g_100011111,stress,171,30360832,val,1,0.05,0.3298865854740143,0.23240663268970294,0.5550701328291962
g_100011111,stress,172,30360833,val,0,0.02,0.4038323163986206,0.3475316596748176,0.50979707484671
g_100011111,stress,173,30360834,val,0,0.05,0.4322816729545593,0.39004702983574835,0.4624620585296972
g_100011111,stress,174,30360835,val,0,0.02,0.3939465880393982,0.3391571806875372,0.4579961284940527
g_100011111,stress,175,30360836,val,0,0.05,0.3881220817565918,0.3535222985512027,0.3932324665912738
g_100011111,stress,176,30360837,val,0,0.02,0.32009586691856384,0.27095272714129764,0.3901899448385359
g_100011111,stress,177,30360838,val,0,0.05,0.40743979811668396,0.36529735412550524,0.4545118104347744
g_100011111,stress,178,30360839,val,1,0.02,0.3145909607410431,0.2472368217086158,0.44204167351308093
g_100011111,stress,179,30360840,val,1,0.05,0.4317004680633545,0.26309935847517196,0.647874243788014
g_100011111,stress,180,30360841,val,1,0.02,0.4113301932811737,0.2731780871064917,0.6274050098775241
g_100011111,stress,181,30360842,val,1,0.05,0.40001094341278076,0.2592581258310539,0.6704651687209627
g_100011111,stress,182,30360843,val,1,0.02,0.3431544601917267,0.24745708016219767,0.446815583190884
g_100011111,stress,183,30360844,val,1,0.05,0.3794512152671814,0.247910578032069,0.6089850300064176
g_100011111,stress,184,30360845,val,0,0.02,0.33876147866249084,0.27882073980778543,0.35772366489626783
g_100011111,stress,185,30360846,val,0,0.05,0.3388636112213135,0.2722400374198251,0.4651908157173429
g_100011111,stress,186,30360847,val,0,0.02,0.368002712726593,0.29201342910022515,0.4649520811759605
g_100011111,stress,187,30360848,val,0,0.05,0.38464704155921936,0.33679155458311977,0.4305817107937814
g_100011111,stress,188,30360849,val,0,0.02,0.37932348251342773,0.32481159224167105,0.4317436156718413
g_100011111,stress,189,30360850,val,0,0.05,0.36150768399238586,0.3126989437228059,0.40781926112108313
g_100011111,stress,190,30360851,val,1,0.02,0.33971184492111206,0.21464007330379478,0.33355709614103435
g_100011111,stress,191,30360852,val,1,0.05,0.4332701563835144,0.28812234702073375,0.5831918276917434
g_100011111,stress,192,30360853,val,1,0.02,0.3316078186035156,0.21966877560587028,0.618311603887283
g_100011111,stress,193,30360854,val,1,0.05,0.3259721100330353,0.22805561195102647,0.4620759346240827
g_100011111,stress,194,30360855,val,1,0.02,0.34201928973197937,0.2231114538010892,0.5263475198546488
g_100011111,stress,195,30360856,val,1,0.05,0.3552285134792328,0.243682801728363,0.5373254097661812
g_100011111,stress,196,30360857,val,0,0.02,0.3979548215866089,0.3575875236988904,0.41926135900599426
g_100011111,stress,197,30360858,val,0,0.05,0.3308715522289276,0.27308766760853465,0.395379783306346
g_100011111,stress,198,30360859,val,0,0.02,0.37357231974601746,0.3231006208832889,0.4306209574674478
g_100011111,stress,199,30360860,val,0,0.05,0.3849024176597595,0.3226858822390083,0.4237810318166498
g_101001111,train,160,30360821,val,0,0.02,0.3780181407928467,0.349331182373428,0.39666827316796
g_101001111,train,161,30360822,val,0,0.05,0.4325292408466339,0.4044841609760428,0.41581640564409617
g_101001111,train,162,30360823,val,0,0.02,0.3567159175872803,0.316252825920754,0.42511970206883903
g_101001111,train,163,30360824,val,0,0.05,0.35357341170310974,0.31496320545257156,0.4482135526936282
g_101001111,train,164,30360825,val,0,0.02,0.3694224953651428,0.34193033091495423,0.40412409072966254
g_101001111,train,165,30360826,val,0,0.05,0.3773978054523468,0.3473771208235161,0.3734362551207122
g_101001111,train,166,30360827,val,1,0.02,0.6039824485778809,0.3542839969944528,0.7032620437771697
g_101001111,train,167,30360828,val,1,0.05,0.5630298256874084,0.372097098926396,0.7469802981493456
g_101001111,train,168,30360829,val,1,0.02,0.6244575381278992,0.4102289620552145,0.7345231620112465
g_101001111,train,169,30360830,val,1,0.05,0.5538015365600586,0.345553718974456,0.6171056933834329
g_101001111,train,170,30360831,val,1,0.02,0.4644292891025543,0.32888894007693825,0.6552474838072868
g_101001111,train,171,30360832,val,1,0.05,0.3785720765590668,0.24747726313441498,0.6149274280532251
g_101001111,train,172,30360833,val,0,0.02,0.40270233154296875,0.36170154743132577,0.4611240504472142
g_101001111,train,173,30360834,val,0,0.05,0.45197853446006775,0.42085322090113136,0.510465599517062
g_101001111,train,174,30360835,val,0,0.02,0.3644995391368866,0.3354809548399307,0.39895107421857884
g_101001111,train,175,30360836,val,0,0.05,0.40205520391464233,0.37204382244220296,0.4302653899894449
g_101001111,train,176,30360837,val,0,0.02,0.32813623547554016,0.28670792033007886,0.4321575909316823
g_101001111,train,177,30360838,val,0,0.05,0.40658852458000183,0.3793473144428521,0.45695313079019323
g_101001111,train,178,30360839,val,1,0.02,0.5135217308998108,0.3490274926507238,0.6283633615644375
g_101001111,train,179,30360840,val,1,0.05,0.5647499561309814,0.4064905355946947,0.7248988297561489
g_101001111,train,180,30360841,val,1,0.02,0.582200288772583,0.3381760940161693,0.7261225210341143
g_101001111,train,181,30360842,val,1,0.05,0.46134135127067566,0.2958760223732574,0.6916962519906117
g_101001111,train,182,30360843,val,1,0.02,0.46852612495422363,0.30052610837423405,0.601933638228769
g_101001111,train,183,30360844,val,1,0.05,0.446256160736084,0.3181003007147147,0.6556624000771416
g_101001111,train,184,30360845,val,0,0.02,0.36082130670547485,0.311096348320145,0.4339495039114531
g_101001111,train,185,30360846,val,0,0.05,0.3233574628829956,0.2834072259508503,0.42942036594127264
g_101001111,train,186,30360847,val,0,0.02,0.3290179967880249,0.28932954943593064,0.39677399487284504
g_101001111,train,187,30360848,val,0,0.05,0.3480089604854584,0.32288875355110225,0.34041886108751024
g_101001111,train,188,30360849,val,0,0.02,0.3823329210281372,0.35116214830382486,0.4192146829887116
g_101001111,train,189,30360850,val,0,0.05,0.3563576340675354,0.31760759802800215,0.3886851088610146
g_101001111,train,190,30360851,val,1,0.02,0.439134806394577,0.2474793036744201,0.47544921405593626
g_101001111,train,191,30360852,val,1,0.05,0.5339934825897217,0.3679494378300113,0.6718460070014359
g_101001111,train,192,30360853,val,1,0.02,0.3387826085090637,0.237927765366099,0.6048243679010339
g_101001111,train,193,30360854,val,1,0.05,0.6189203262329102,0.36426544062948674,0.6647884036297624
g_101001111,train,194,30360855,val,1,0.02,0.45365965366363525,0.2681973911067056,0.6702584776325881
g_101001111,train,195,30360856,val,1,0.05,0.509994387626648,0.3556084531144641,0.6707083889606082
g_101001111,train,196,30360857,val,0,0.02,0.4141371250152588,0.38150770861822286,0.4833349047282449
g_101001111,train,197,30360858,val,0,0.05,0.3599381148815155,0.3003839575239338,0.45476807280668924
g_101001111,train,198,30360859,val,0,0.02,0.3595800995826721,0.3236929448759696,0.3974351418129887
g_101001111,train,199,30360860,val,0,0.05,0.40396609902381897,0.36217367955121604,0.459531790142472
g_101010111,train,160,30360821,val,0,0.02,0.3688022792339325,0.34762281491737224,0.35934184457246665
g_101010111,train,161,30360822,val,0,0.05,0.4244541823863983,0.4022090070364452,0.405366340524302
g_101010111,train,162,30360823,val,0,0.02,0.3089585304260254,0.28432584481528245,0.27161814104374005
g_101010111,train,163,30360824,val,0,0.05,0.33783647418022156,0.3134588679184144,0.3358119021754116
g_101010111,train,164,30360825,val,0,0.02,0.33306410908699036,0.31725640476815326,0.28961607477851126
g_101010111,train,165,30360826,val,0,0.05,0.3594363331794739,0.3340553078354941,0.3286522022124148
g_101010111,train,166,30360827,val,1,0.02,0.293313592672348,0.20782187979963532,0.3981445035166711
g_101010111,train,167,30360828,val,1,0.05,0.3885815739631653,0.2865293023256843,0.5592216238000115
g_101010111,train,168,30360829,val,1,0.02,0.32895204424858093,0.2430027926658079,0.4460780852528847
g_101010111,train,169,30360830,val,1,0.05,0.4340144693851471,0.29659572890567876,0.4670371499916005
g_101010111,train,170,30360831,val,1,0.02,0.38768190145492554,0.32579275198932706,0.550587126191929
g_101010111,train,171,30360832,val,1,0.05,0.44114068150520325,0.2986048949758434,0.5015235823894332
g_101010111,train,172,30360833,val,0,0.02,0.39556169509887695,0.36316304530634863,0.4215239416137855
g_101010111,train,173,30360834,val,0,0.05,0.4430300295352936,0.41875559686941827,0.4398541198228757
g_101010111,train,174,30360835,val,0,0.02,0.32779502868652344,0.30784958275412305,0.2827489771847718
g_101010111,train,175,30360836,val,0,0.05,0.3878125548362732,0.3644494462986648,0.37752709204348295
g_101010111,train,176,30360837,val,0,0.02,0.30132555961608887,0.27816234838187875,0.28621247992453
g_101010111,train,177,30360838,val,0,0.05,0.3783281743526459,0.3597060463704107,0.34304085375788607
g_101010111,train,178,30360839,val,1,0.02,0.31530749797821045,0.2608972172080851,0.37931511712309773
g_101010111,train,179,30360840,val,1,0.05,0.33212435245513916,0.25981512091888886,0.4767726183473483
g_101010111,train,180,30360841,val,1,0.02,0.46377459168434143,0.31075605708312104,0.6302764095536937
g_101010111,train,181,30360842,val,1,0.05,0.481415331363678,0.3380126136954696,0.702445954596085
g_101010111,train,182,30360843,val,1,0.02,0.4869731664657593,0.31477943703886424,0.47788243296032035
g_101010111,train,183,30360844,val,1,0.05,0.3403700590133667,0.2986482323974319,0.4424424624104827
g_101010111,train,184,30360845,val,0,0.02,0.3234395384788513,0.2953156792803637,0.28730281713218925
g_101010111,train,185,30360846,val,0,0.05,0.2968073785305023,0.26510675818388313,0.3070095622550634
g_101010111,train,186,30360847,val,0,0.02,0.28985098004341125,0.2642925743619888,0.27025472510661647
g_101010111,train,187,30360848,val,0,0.05,0.33211708068847656,0.31140390908556465,0.296286058381855
g_101010111,train,188,30360849,val,0,0.02,0.3418988287448883,0.3184463627187715,0.29762725853587435
g_101010111,train,189,30360850,val,0,0.05,0.33697181940078735,0.3105177184001839,0.3124530723768923
g_101010111,train,190,30360851,val,1,0.02,0.5181834697723389,0.2849417383595333,0.4429604737552443
g_101010111,train,191,30360852,val,1,0.05,0.4644123911857605,0.3273800687000099,0.5982947865957524
g_101010111,train,192,30360853,val,1,0.02,0.4237418472766876,0.30264742757135804,0.6147313096467829
g_101010111,train,193,30360854,val,1,0.05,0.3136959671974182,0.23942408390867237,0.3385517361417545
g_101010111,train,194,30360855,val,1,0.02,0.4149177372455597,0.271522578846745,0.504150313820855
g_101010111,train,195,30360856,val,1,0.05,0.3006070554256439,0.2698676984596503,0.3681010931198439
g_101010111,train,196,30360857,val,0,0.02,0.3881320357322693,0.36928203356773975,0.38585301778991427
g_101010111,train,197,30360858,val,0,0.05,0.28923243284225464,0.26108821536597254,0.2556463924445565
g_101010111,train,198,30360859,val,0,0.02,0.3409177362918854,0.3118810003430346,0.33047303898002367
g_101010111,train,199,30360860,val,0,0.05,0.3533628582954407,0.33195236995147226,0.3139687387309269
g_101011011,train,160,30360821,val,0,0.02,0.3600587546825409,0.33554928018195707,0.34679703216738333
g_101011011,train,161,30360822,val,0,0.05,0.4124605357646942,0.3884396977450723,0.39195056024474584
g_101011011,train,162,30360823,val,0,0.02,0.3045518696308136,0.2761791538310684,0.27913323078690366
g_101011011,train,163,30360824,val,0,0.05,0.3210407495498657,0.29409108630527564,0.33735139187957197
g_101011011,train,164,30360825,val,0,0.02,0.32575374841690063,0.30397671976883595,0.2841057961645357
g_101011011,train,165,30360826,val,0,0.05,0.35084056854248047,0.3237450295563134,0.3202568938002129
g_101011011,train,166,30360827,val,1,0.02,0.29391875863075256,0.19341110947180995,0.41004675549989683
g_101011011,train,167,30360828,val,1,0.05,0.3807426989078522,0.26890525430586193,0.5610595004891351
g_101011011,train,168,30360829,val,1,0.02,0.3260785937309265,0.22522193527042858,0.46553082196426493
g_101011011,train,169,30360830,val,1,0.05,0.36492007970809937,0.25876900548293635,0.4225018642744631
g_101011011,train,170,30360831,val,1,0.02,0.359657883644104,0.2788504585063781,0.5283749012815071
g_101011011,train,171,30360832,val,1,0.05,0.37286505103111267,0.2524444173803386,0.45724158730921444
g_101011011,train,172,30360833,val,0,0.02,0.38135311007499695,0.3496186479026279,0.4123011607017964
g_101011011,train,173,30360834,val,0,0.05,0.430049866437912,0.3963465176111687,0.42846839769327594
g_101011011,train,174,30360835,val,0,0.02,0.31806889176368713,0.2915565779686404,0.27782980631993676
g_101011011,train,175,30360836,val,0,0.05,0.37675827741622925,0.3491116395199175,0.36712707628225966
g_101011011,train,176,30360837,val,0,0.02,0.28262779116630554,0.25519700297987286,0.25637072378128045
g_101011011,train,177,30360838,val,0,0.05,0.3731560707092285,0.35056804971258754,0.3385336290632113
g_101011011,train,178,30360839,val,1,0.02,0.28665944933891296,0.22729319988909436,0.3675823976501455
g_101011011,train,179,30360840,val,1,0.05,0.32711029052734375,0.24764664679154239,0.4806826561223955
g_101011011,train,180,30360841,val,1,0.02,0.41969937086105347,0.2557794133431738,0.605258330866234
g_101011011,train,181,30360842,val,1,0.05,0.44634759426116943,0.28524021326057525,0.6393865585676954
g_101011011,train,182,30360843,val,1,0.02,0.3416748642921448,0.23384993323796152,0.3978979965430581
g_101011011,train,183,30360844,val,1,0.05,0.31717872619628906,0.2540978119093632,0.4425654977896756
g_101011011,train,184,30360845,val,0,0.02,0.30626046657562256,0.2720237921948576,0.2751380364346838
g_101011011,train,185,30360846,val,0,0.05,0.2883710265159607,0.25558752415304126,0.2829008593603563
g_101011011,train,186,30360847,val,0,0.02,0.2742922902107239,0.24567128882726055,0.25802685565279637
g_101011011,train,187,30360848,val,0,0.05,0.3244529962539673,0.30160317934260883,0.2898094752639847
g_101011011,train,188,30360849,val,0,0.02,0.3285270631313324,0.30212171128263965,0.2945559493931159
g_101011011,train,189,30360850,val,0,0.05,0.3240027129650116,0.29319274911077026,0.29963470955861865
g_101011011,train,190,30360851,val,1,0.02,0.3249419331550598,0.19461913733602954,0.3163267180080098
g_101011011,train,191,30360852,val,1,0.05,0.43599677085876465,0.2777874212092818,0.5814729792976983
g_101011011,train,192,30360853,val,1,0.02,0.396427184343338,0.2822009669380407,0.4760457988841405
g_101011011,train,193,30360854,val,1,0.05,0.313245564699173,0.2260125418279366,0.36259125261874686
g_101011011,train,194,30360855,val,1,0.02,0.36367157101631165,0.23732799036722124,0.5324480953000063
g_101011011,train,195,30360856,val,1,0.05,0.2994484305381775,0.249897878421026,0.386260699907234
g_101011011,train,196,30360857,val,0,0.02,0.3796185255050659,0.3576538853350725,0.36853189197512753
g_101011011,train,197,30360858,val,0,0.05,0.2745700180530548,0.2434747776273916,0.2504610120691729
g_101011011,train,198,30360859,val,0,0.02,0.3347913920879364,0.30682952198172275,0.3197452827173214
g_101011011,train,199,30360860,val,0,0.05,0.3261980712413788,0.29911465861646425,0.28533190062235425
g_101011101,train,160,30360821,val,0,0.02,0.3609861135482788,0.3352874688336052,0.34750195697628683
g_101011101,train,161,30360822,val,0,0.05,0.4129658043384552,0.3884439785743055,0.3938247422057311
g_101011101,train,162,30360823,val,0,0.02,0.30202966928482056,0.2705876961085625,0.27054945540716085
g_101011101,train,163,30360824,val,0,0.05,0.31279489398002625,0.29005667149398523,0.3311666038816547
g_101011101,train,164,30360825,val,0,0.02,0.3234409987926483,0.3011410737608921,0.2823732167560324
g_101011101,train,165,30360826,val,0,0.05,0.3515441417694092,0.32399312615163706,0.32130853617652994
g_101011101,train,166,30360827,val,1,0.02,0.28971731662750244,0.19611412357829056,0.40022166245753193
g_101011101,train,167,30360828,val,1,0.05,0.37431642413139343,0.257884602812043,0.5652954097723307
g_101011101,train,168,30360829,val,1,0.02,0.3128379285335541,0.22378367405607144,0.46173675024520344
g_101011101,train,169,30360830,val,1,0.05,0.32644879817962646,0.25783771128359606,0.37984895594545126
g_101011101,train,170,30360831,val,1,0.02,0.3256046772003174,0.27009229950664987,0.49666314089378294
g_101011101,train,171,30360832,val,1,0.05,0.30522701144218445,0.23342720319366206,0.44390492489977873
g_101011101,train,172,30360833,val,0,0.02,0.3775779604911804,0.34865891855711284,0.40715681998951553
g_101011101,train,173,30360834,val,0,0.05,0.4189728796482086,0.39021118575214553,0.41896949419864016
g_101011101,train,174,30360835,val,0,0.02,0.3170299530029297,0.28918075258971915,0.27506875326494623
g_101011101,train,175,30360836,val,0,0.05,0.3788563311100006,0.3513783287125188,0.3679917756450325
g_101011101,train,176,30360837,val,0,0.02,0.2830221951007843,0.24787046071154722,0.2576741111940497
g_101011101,train,177,30360838,val,0,0.05,0.37012776732444763,0.34742010268822526,0.33748184626095085
g_101011101,train,178,30360839,val,1,0.02,0.268459290266037,0.23102735513175537,0.34418400528172494
g_101011101,train,179,30360840,val,1,0.05,0.32536447048187256,0.24735606505850244,0.47947101099400435
g_101011101,train,180,30360841,val,1,0.02,0.3999338448047638,0.26497237191331835,0.5924102285320879
g_101011101,train,181,30360842,val,1,0.05,0.38460952043533325,0.2894056824860786,0.6083070979868226
g_101011101,train,182,30360843,val,1,0.02,0.32356032729148865,0.2417009687452311,0.3877659605385665
g_101011101,train,183,30360844,val,1,0.05,0.28680309653282166,0.237016359542742,0.41670753461017285
g_101011101,train,184,30360845,val,0,0.02,0.3036910593509674,0.26241678483466113,0.2796616795805882
g_101011101,train,185,30360846,val,0,0.05,0.29744940996170044,0.26995638183212023,0.2996745017452211
g_101011101,train,186,30360847,val,0,0.02,0.2762676179409027,0.24703243418038554,0.25981096170703627
g_101011101,train,187,30360848,val,0,0.05,0.3240772783756256,0.30033662062216493,0.288780980255154
g_101011101,train,188,30360849,val,0,0.02,0.3288904130458832,0.299093413289194,0.29363042165650066
g_101011101,train,189,30360850,val,0,0.05,0.3236164152622223,0.2923681853695551,0.2997622960219053
g_101011101,train,190,30360851,val,1,0.02,0.32378530502319336,0.20072542513993416,0.3287710036299798
g_101011101,train,191,30360852,val,1,0.05,0.4035092294216156,0.2799531679177778,0.54930798504922
g_101011101,train,192,30360853,val,1,0.02,0.31934642791748047,0.2500115951000237,0.499044879416054
g_101011101,train,193,30360854,val,1,0.05,0.2920316755771637,0.22594910823727946,0.34465747642233785
g_101011101,train,194,30360855,val,1,0.02,0.3359513282775879,0.23839727083718204,0.5008628916416632
g_101011101,train,195,30360856,val,1,0.05,0.2790859639644623,0.2369496601511,0.3650885233954974
g_101011101,train,196,30360857,val,0,0.02,0.37647581100463867,0.3538796305783868,0.37177574825178444
g_101011101,train,197,30360858,val,0,0.05,0.27344584465026855,0.24125913361867254,0.2512601079068908
g_101011101,train,198,30360859,val,0,0.02,0.3343678414821625,0.3092630842766793,0.3244484067401233
g_101011101,train,199,30360860,val,0,0.05,0.3252736032009125,0.29222703729840255,0.28955089211273355
g_101011110,validation,160,30360821,val,0,0.02,0.36832502484321594,0.34309263656684685,0.35660995462959894
g_101011110,validation,161,30360822,val,0,0.05,0.41621118783950806,0.3950703726851683,0.39500519713399507
g_101011110,validation,162,30360823,val,0,0.02,0.3042505979537964,0.2711389385635077,0.2758369251393785
g_101011110,validation,163,30360824,val,0,0.05,0.3360522985458374,0.3170917430100348,0.3508680911038149
g_101011110,validation,164,30360825,val,0,0.02,0.3302045464515686,0.3077999556518621,0.2873540451739619
g_101011110,validation,165,30360826,val,0,0.05,0.3557497560977936,0.3319615444189391,0.32477408307631317
g_101011110,validation,166,30360827,val,1,0.02,0.2895112931728363,0.19541300958125282,0.40210173052415116
g_101011110,validation,167,30360828,val,1,0.05,0.36982545256614685,0.2521502269065817,0.5579746360373575
g_101011110,validation,168,30360829,val,1,0.02,0.3110152781009674,0.22276170239223886,0.4587848032688679
g_101011110,validation,169,30360830,val,1,0.05,0.3229960799217224,0.2525526025867328,0.3846038685556651
g_101011110,validation,170,30360831,val,1,0.02,0.3276633620262146,0.27348862352235803,0.5000491560096173
g_101011110,validation,171,30360832,val,1,0.05,0.30271169543266296,0.23071036286164984,0.4488326419575696
g_101011110,validation,172,30360833,val,0,0.02,0.39225128293037415,0.35792581954392694,0.4323133267863664
g_101011110,validation,173,30360834,val,0,0.05,0.4253483712673187,0.3944649261666719,0.43290400894858916
g_101011110,validation,174,30360835,val,0,0.02,0.3206719756126404,0.29440819969699294,0.28015330260813975
g_101011110,validation,175,30360836,val,0,0.05,0.38217198848724365,0.35389866141404985,0.3743119115112271
g_101011110,validation,176,30360837,val,0,0.02,0.2979809045791626,0.258296009400236,0.2749266086187675
g_101011110,validation,177,30360838,val,0,0.05,0.37601590156555176,0.3537880317475789,0.34024467117433776
g_101011110,validation,178,30360839,val,1,0.02,0.2635073959827423,0.22642993143471993,0.3407212709687218
g_101011110,validation,179,30360840,val,1,0.05,0.3245171904563904,0.2469636168848949,0.47967653534332866
g_101011110,validation,180,30360841,val,1,0.02,0.39707252383232117,0.2725931931872264,0.5857856877511224
g_101011110,validation,181,30360842,val,1,0.05,0.380318284034729,0.2779072593722649,0.6125401894974659
g_101011110,validation,182,30360843,val,1,0.02,0.3205907642841339,0.24007453306598406,0.38731348587912284
g_101011110,validation,183,30360844,val,1,0.05,0.28847914934158325,0.24798100220781152,0.4177698899837362
g_101011110,validation,184,30360845,val,0,0.02,0.30827784538269043,0.26445611063198526,0.2834192229862874
g_101011110,validation,185,30360846,val,0,0.05,0.29456284642219543,0.26690339212451936,0.2974002561441337
g_101011110,validation,186,30360847,val,0,0.02,0.2816508710384369,0.25948207761436737,0.2646251537842027
g_101011110,validation,187,30360848,val,0,0.05,0.3320484459400177,0.3095449682549114,0.2962280321594914
g_101011110,validation,188,30360849,val,0,0.02,0.33252227306365967,0.30207489199467835,0.29724303012520964
g_101011110,validation,189,30360850,val,0,0.05,0.3330461084842682,0.30265290487645,0.3066558945267209
g_101011110,validation,190,30360851,val,1,0.02,0.32369694113731384,0.20226459914556646,0.33173525851253355
g_101011110,validation,191,30360852,val,1,0.05,0.40038272738456726,0.27836219931040196,0.5583738136681495
g_101011110,validation,192,30360853,val,1,0.02,0.29511600732803345,0.2338859638018603,0.4873928376037725
g_101011110,validation,193,30360854,val,1,0.05,0.288236528635025,0.22247078397903133,0.34485385569902466
g_101011110,validation,194,30360855,val,1,0.02,0.33309999108314514,0.22829349851781364,0.5193027128554508
g_101011110,validation,195,30360856,val,1,0.05,0.27852657437324524,0.23738984769756996,0.36826509041509436
g_101011110,validation,196,30360857,val,0,0.02,0.3800585865974426,0.3551360463757241,0.3672325342589397
g_101011110,validation,197,30360858,val,0,0.05,0.27764397859573364,0.24699765462673967,0.25479675443124944
g_101011110,validation,198,30360859,val,0,0.02,0.33760249614715576,0.313576551118596,0.3181491674794199
g_101011110,validation,199,30360860,val,0,0.05,0.3287378251552582,0.2950090838037829,0.2927789497505706
g_110001111,stress,160,30360821,val,0,0.02,0.3994378447532654,0.36215170083258963,0.45748275618234735
g_110001111,stress,161,30360822,val,0,0.05,0.47108757495880127,0.42934068870703856,0.503040043275527
g_110001111,stress,162,30360823,val,0,0.02,0.4180474877357483,0.3498656250945302,0.5656814712809239
g_110001111,stress,163,30360824,val,0,0.05,0.3694916069507599,0.3239707931830479,0.48646262782277844
g_110001111,stress,164,30360825,val,0,0.02,0.4282195270061493,0.3734022708949765,0.5454839095199037
g_110001111,stress,165,30360826,val,0,0.05,0.4351019263267517,0.3811579458488943,0.5158046919921031
g_110001111,stress,166,30360827,val,1,0.02,0.6598271727561951,0.3665222236793446,0.8413994031000257
g_110001111,stress,167,30360828,val,1,0.05,0.6407799124717712,0.3924446261487993,0.8658863450991948
g_110001111,stress,168,30360829,val,1,0.02,0.6680169701576233,0.41299849917141135,0.8611880175653991
g_110001111,stress,169,30360830,val,1,0.05,0.5927749872207642,0.35831315884127124,0.7320763849922304
g_110001111,stress,170,30360831,val,1,0.02,0.4990229904651642,0.3323986147519502,0.7555129132393341
g_110001111,stress,171,30360832,val,1,0.05,0.4103868007659912,0.24556962873716182,0.7127780385162914
g_110001111,stress,172,30360833,val,0,0.02,0.40790602564811707,0.3616656575316535,0.4928953078854979
g_110001111,stress,173,30360834,val,0,0.05,0.4687213897705078,0.43078230146945173,0.5449497060870159
g_110001111,stress,174,30360835,val,0,0.02,0.4400404691696167,0.3794724187383686,0.5801933383517056
g_110001111,stress,175,30360836,val,0,0.05,0.42096322774887085,0.38354015299311295,0.4658430584945132
g_110001111,stress,176,30360837,val,0,0.02,0.36205896735191345,0.2957132307579845,0.5568614533447649
g_110001111,stress,177,30360838,val,0,0.05,0.44979724287986755,0.4008653004842529,0.5752534490270448
g_110001111,stress,178,30360839,val,1,0.02,0.5628829598426819,0.36022968995112875,0.7546226112366962
g_110001111,stress,179,30360840,val,1,0.05,0.6409711837768555,0.42446688479659883,0.8603319609059281
g_110001111,stress,180,30360841,val,1,0.02,0.599363386631012,0.3501326050418596,0.7600898889643798
g_110001111,stress,181,30360842,val,1,0.05,0.48718395829200745,0.2904725588802312,0.767377954534061
g_110001111,stress,182,30360843,val,1,0.02,0.49761849641799927,0.3027091717685144,0.6948411358077928
g_110001111,stress,183,30360844,val,1,0.05,0.526422917842865,0.3310276469940688,0.8123580996720192
g_110001111,stress,184,30360845,val,0,0.02,0.39391517639160156,0.33012657459592043,0.49074862861694224
g_110001111,stress,185,30360846,val,0,0.05,0.3529765009880066,0.2820648358736035,0.5426388648886412
g_110001111,stress,186,30360847,val,0,0.02,0.39169973134994507,0.3103940915766014,0.5584642209363737
g_110001111,stress,187,30360848,val,0,0.05,0.40231087803840637,0.357241985742628,0.4816237953509291
g_110001111,stress,188,30360849,val,0,0.02,0.4436466693878174,0.381667978528152,0.5770685574660014
g_110001111,stress,189,30360850,val,0,0.05,0.40416020154953003,0.3449543838883905,0.5106851608386523
g_110001111,stress,190,30360851,val,1,0.02,0.4664081037044525,0.25524528727664964,0.5864981746614175
g_110001111,stress,191,30360852,val,1,0.05,0.5814761519432068,0.38625923501767806,0.7635644840606989
